Time Interval,Reserve Type,Type of Product,Source,Up price,Down Price,Currency,Price type
09.01.2024 13:00 - 09.01.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,97.69,82.0,EUR,MARGINAL
09.01.2024 14:00 - 09.01.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,107.45,83.5,EUR,MARGINAL
09.01.2024 15:00 - 09.01.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,120.0,115.69,EUR,MARGINAL
09.01.2024 16:00 - 09.01.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,134.0,123.88,EUR,MARGINAL
09.01.2024 17:00 - 09.01.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,139.401,133.56,EUR,MARGINAL
09.01.2024 18:00 - 09.01.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,139.401,133.53,EUR,MARGINAL
09.01.2024 19:00 - 09.01.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,139.401,126.38,EUR,MARGINAL
09.01.2024 20:00 - 09.01.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,125.0,116.51,EUR,MARGINAL
09.01.2024 21:00 - 09.01.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,99.96,99.96,EUR,MARGINAL
09.01.2024 22:00 - 09.01.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,91.69,91.69,EUR,MARGINAL
09.01.2024 23:00 - 10.01.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,90.91,90.91,EUR,MARGINAL
10.01.2024 00:00 - 10.01.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,90.0,86.52,EUR,MARGINAL
10.01.2024 01:00 - 10.01.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,90.0,84.07,EUR,MARGINAL
10.01.2024 02:00 - 10.01.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,90.0,84.04,EUR,MARGINAL
10.01.2024 03:00 - 10.01.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,90.0,83.42,EUR,MARGINAL
10.01.2024 04:00 - 10.01.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,90.0,83.63,EUR,MARGINAL
10.01.2024 05:00 - 10.01.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,90.0,82.45,EUR,MARGINAL
10.01.2024 06:00 - 10.01.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,90.0,82.74,EUR,MARGINAL
10.01.2024 07:00 - 10.01.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,111.0,96.89,EUR,MARGINAL
10.01.2024 08:00 - 10.01.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,200.0,136.9,EUR,MARGINAL
10.01.2024 09:00 - 10.01.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,469.35,126.35,EUR,MARGINAL
10.01.2024 10:00 - 10.01.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,157.0,114.88,EUR,MARGINAL
10.01.2024 11:00 - 10.01.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,125.0,105.97,EUR,MARGINAL
10.01.2024 12:00 - 10.01.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,120.0,98.82,EUR,MARGINAL
10.01.2024 13:00 - 10.01.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,105.0,91.49,EUR,MARGINAL
10.01.2024 14:00 - 10.01.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,109.41,109.41,EUR,MARGINAL
10.01.2024 15:00 - 10.01.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,123.0,119.96,EUR,MARGINAL
10.01.2024 16:00 - 10.01.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,125.0,122.06,EUR,MARGINAL
10.01.2024 17:00 - 10.01.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,141.0,139.19,EUR,MARGINAL
10.01.2024 18:00 - 10.01.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,136.0,135.66,EUR,MARGINAL
10.01.2024 19:00 - 10.01.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,130.0,128.06,EUR,MARGINAL
10.01.2024 20:00 - 10.01.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,129.0,116.28,EUR,MARGINAL
10.01.2024 21:00 - 10.01.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,110.16,100.52,EUR,MARGINAL
10.01.2024 22:00 - 10.01.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,101.0,89.46,EUR,MARGINAL
10.01.2024 23:00 - 11.01.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,85.04,85.04,EUR,MARGINAL
11.01.2024 00:00 - 11.01.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,88.9,77.11,EUR,MARGINAL
11.01.2024 01:00 - 11.01.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,85.84,72.41,EUR,MARGINAL
11.01.2024 02:00 - 11.01.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,84.54,71.0,EUR,MARGINAL
11.01.2024 03:00 - 11.01.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,79.83,71.0,EUR,MARGINAL
11.01.2024 04:00 - 11.01.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,79.57,79.57,EUR,MARGINAL
11.01.2024 05:00 - 11.01.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,83.75,76.0,EUR,MARGINAL
11.01.2024 06:00 - 11.01.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,86.74,86.74,EUR,MARGINAL
11.01.2024 07:00 - 11.01.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,110.07,83.0,EUR,MARGINAL
11.01.2024 08:00 - 11.01.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,136.63,85.0,EUR,MARGINAL
11.01.2024 09:00 - 11.01.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,125.03,88.0,EUR,MARGINAL
11.01.2024 10:00 - 11.01.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,110.01,80.46,EUR,MARGINAL
11.01.2024 11:00 - 11.01.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,103.29,85.0,EUR,MARGINAL
11.01.2024 12:00 - 11.01.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,100.0,96.3,EUR,MARGINAL
11.01.2024 13:00 - 11.01.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,100.0,95.93,EUR,MARGINAL
11.01.2024 14:00 - 11.01.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,102.69,102.69,EUR,MARGINAL
11.01.2024 15:00 - 11.01.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,114.3,85.0,EUR,MARGINAL
11.01.2024 16:00 - 11.01.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,133.09,81.0,EUR,MARGINAL
11.01.2024 17:00 - 11.01.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,145.44,81.0,EUR,MARGINAL
11.01.2024 18:00 - 11.01.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,137.0,132.45,EUR,MARGINAL
11.01.2024 19:00 - 11.01.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,146.0,128.21,EUR,MARGINAL
11.01.2024 20:00 - 11.01.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,135.0,114.22,EUR,MARGINAL
11.01.2024 21:00 - 11.01.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,103.76,103.76,EUR,MARGINAL
11.01.2024 22:00 - 11.01.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,95.0,94.49,EUR,MARGINAL
11.01.2024 23:00 - 12.01.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,96.5,85.74,EUR,MARGINAL
12.01.2024 00:00 - 12.01.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,91.432,86.53,EUR,MARGINAL
12.01.2024 01:00 - 12.01.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,83.3,72.414,EUR,MARGINAL
12.01.2024 02:00 - 12.01.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,81.25,66.0,EUR,MARGINAL
12.01.2024 03:00 - 12.01.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,79.84,64.0,EUR,MARGINAL
12.01.2024 04:00 - 12.01.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,79.98,64.0,EUR,MARGINAL
12.01.2024 05:00 - 12.01.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,81.8,64.0,EUR,MARGINAL
12.01.2024 06:00 - 12.01.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,86.66,70.0,EUR,MARGINAL
12.01.2024 07:00 - 12.01.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,111.86,85.0,EUR,MARGINAL
12.01.2024 08:00 - 12.01.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,136.38,87.5,EUR,MARGINAL
12.01.2024 09:00 - 12.01.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,130.78,130.78,EUR,MARGINAL
12.01.2024 10:00 - 12.01.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,118.22,118.22,EUR,MARGINAL
12.01.2024 11:00 - 12.01.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,111.41,111.41,EUR,MARGINAL
12.01.2024 12:00 - 12.01.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,103.67,103.67,EUR,MARGINAL
12.01.2024 13:00 - 12.01.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,99.88,99.88,EUR,MARGINAL
12.01.2024 14:00 - 12.01.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,101.3,101.3,EUR,MARGINAL
12.01.2024 15:00 - 12.01.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,106.81,106.81,EUR,MARGINAL
12.01.2024 16:00 - 12.01.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,116.52,83.0,EUR,MARGINAL
12.01.2024 17:00 - 12.01.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,123.8,83.0,EUR,MARGINAL
12.01.2024 18:00 - 12.01.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,122.35,90.0,EUR,MARGINAL
12.01.2024 19:00 - 12.01.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,116.01,116.01,EUR,MARGINAL
12.01.2024 20:00 - 12.01.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,104.03,104.03,EUR,MARGINAL
12.01.2024 21:00 - 12.01.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,88.77,88.77,EUR,MARGINAL
12.01.2024 22:00 - 12.01.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,82.83,72.0,EUR,MARGINAL
12.01.2024 23:00 - 13.01.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,80.1,72.0,EUR,MARGINAL
13.01.2024 00:00 - 13.01.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,87.0,76.65,EUR,MARGINAL
13.01.2024 01:00 - 13.01.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,80.0,74.85,EUR,MARGINAL
13.01.2024 02:00 - 13.01.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,80.0,74.42,EUR,MARGINAL
13.01.2024 03:00 - 13.01.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,73.5,73.5,EUR,MARGINAL
13.01.2024 04:00 - 13.01.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,72.24,72.24,EUR,MARGINAL
13.01.2024 05:00 - 13.01.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,70.85,70.85,EUR,MARGINAL
13.01.2024 06:00 - 13.01.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,69.22,69.22,EUR,MARGINAL
13.01.2024 07:00 - 13.01.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,70.56,70.56,EUR,MARGINAL
13.01.2024 08:00 - 13.01.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,72.52,72.52,EUR,MARGINAL
13.01.2024 09:00 - 13.01.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,73.31,68.0,EUR,MARGINAL
13.01.2024 10:00 - 13.01.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,80.0,73.01,EUR,MARGINAL
13.01.2024 11:00 - 13.01.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,80.0,72.25,EUR,MARGINAL
13.01.2024 12:00 - 13.01.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,70.56,70.56,EUR,MARGINAL
13.01.2024 13:00 - 13.01.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,67.89,67.89,EUR,MARGINAL
13.01.2024 14:00 - 13.01.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,69.94,69.94,EUR,MARGINAL
13.01.2024 15:00 - 13.01.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,70.71,66.0,EUR,MARGINAL
13.01.2024 16:00 - 13.01.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,72.84,67.05,EUR,MARGINAL
13.01.2024 17:00 - 13.01.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,86.0,74.22,EUR,MARGINAL
13.01.2024 18:00 - 13.01.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,92.0,75.81,EUR,MARGINAL
13.01.2024 19:00 - 13.01.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,85.0,73.82,EUR,MARGINAL
13.01.2024 20:00 - 13.01.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,80.5,73.06,EUR,MARGINAL
13.01.2024 21:00 - 13.01.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,79.0,70.93,EUR,MARGINAL
13.01.2024 22:00 - 13.01.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,81.0,67.66,EUR,MARGINAL
13.01.2024 23:00 - 14.01.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,81.0,66.15,EUR,MARGINAL
14.01.2024 00:00 - 14.01.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,80.0,66.07,EUR,MARGINAL
14.01.2024 01:00 - 14.01.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,70.5,64.1,EUR,MARGINAL
14.01.2024 02:00 - 14.01.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,70.0,64.95,EUR,MARGINAL
14.01.2024 03:00 - 14.01.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,66.06,56.324,EUR,MARGINAL
14.01.2024 04:00 - 14.01.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,66.74,56.324,EUR,MARGINAL
14.01.2024 05:00 - 14.01.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,67.34,56.324,EUR,MARGINAL
14.01.2024 06:00 - 14.01.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,69.41,63.5,EUR,MARGINAL
14.01.2024 07:00 - 14.01.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,73.36,64.0,EUR,MARGINAL
14.01.2024 08:00 - 14.01.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,76.74,70.0,EUR,MARGINAL
14.01.2024 09:00 - 14.01.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,90.0,81.14,EUR,MARGINAL
14.01.2024 10:00 - 14.01.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,92.0,80.63,EUR,MARGINAL
14.01.2024 11:00 - 14.01.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,88.08,81.84,EUR,MARGINAL
14.01.2024 12:00 - 14.01.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,80.39,80.39,EUR,MARGINAL
14.01.2024 13:00 - 14.01.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,77.04,77.04,EUR,MARGINAL
14.01.2024 14:00 - 14.01.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,79.15,71.0,EUR,MARGINAL
14.01.2024 15:00 - 14.01.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,82.32,74.0,EUR,MARGINAL
14.01.2024 16:00 - 14.01.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,90.5,75.0,EUR,MARGINAL
14.01.2024 17:00 - 14.01.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,97.0,91.86,EUR,MARGINAL
14.01.2024 18:00 - 14.01.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,96.0,76.0,EUR,MARGINAL
14.01.2024 19:00 - 14.01.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,85.26,73.46,EUR,MARGINAL
14.01.2024 20:00 - 14.01.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,79.06,74.0,EUR,MARGINAL
14.01.2024 21:00 - 14.01.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,78.41,78.41,EUR,MARGINAL
14.01.2024 22:00 - 14.01.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,80.0,74.67,EUR,MARGINAL
14.01.2024 23:00 - 15.01.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,74.0,69.34,EUR,MARGINAL
15.01.2024 00:00 - 15.01.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,69.65,60.5,EUR,MARGINAL
15.01.2024 01:00 - 15.01.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,67.08,53.0,EUR,MARGINAL
15.01.2024 02:00 - 15.01.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,65.98,53.0,EUR,MARGINAL
15.01.2024 03:00 - 15.01.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,64.03,53.0,EUR,MARGINAL
15.01.2024 04:00 - 15.01.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,64.93,53.0,EUR,MARGINAL
15.01.2024 05:00 - 15.01.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,70.57,58.0,EUR,MARGINAL
15.01.2024 06:00 - 15.01.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,86.0,79.95,EUR,MARGINAL
15.01.2024 07:00 - 15.01.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,89.0,83.84,EUR,MARGINAL
15.01.2024 08:00 - 15.01.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,96.42,80.0,EUR,MARGINAL
15.01.2024 09:00 - 15.01.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,97.39,80.0,EUR,MARGINAL
15.01.2024 10:00 - 15.01.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,94.88,80.0,EUR,MARGINAL
15.01.2024 11:00 - 15.01.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,93.46,90.26,EUR,MARGINAL
15.01.2024 12:00 - 15.01.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,87.32,83.86,EUR,MARGINAL
15.01.2024 13:00 - 15.01.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,82.15,82.15,EUR,MARGINAL
15.01.2024 14:00 - 15.01.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,89.0,84.5,EUR,MARGINAL
15.01.2024 15:00 - 15.01.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,89.44,81.0,EUR,MARGINAL
15.01.2024 16:00 - 15.01.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,99.92,78.5,EUR,MARGINAL
15.01.2024 17:00 - 15.01.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,109.08,80.46,EUR,MARGINAL
15.01.2024 18:00 - 15.01.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,115.57,80.46,EUR,MARGINAL
15.01.2024 19:00 - 15.01.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,110.66,110.66,EUR,MARGINAL
15.01.2024 20:00 - 15.01.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,113.98,103.15,EUR,MARGINAL
15.01.2024 21:00 - 15.01.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,106.0,92.95,EUR,MARGINAL
15.01.2024 22:00 - 15.01.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,95.0,89.49,EUR,MARGINAL
15.01.2024 23:00 - 16.01.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,85.73,85.73,EUR,MARGINAL
16.01.2024 00:00 - 16.01.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,80.55,71.0,EUR,MARGINAL
16.01.2024 01:00 - 16.01.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,79.74,73.0,EUR,MARGINAL
16.01.2024 02:00 - 16.01.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,79.99,73.0,EUR,MARGINAL
16.01.2024 03:00 - 16.01.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,78.26,70.124,EUR,MARGINAL
16.01.2024 04:00 - 16.01.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,77.59,70.124,EUR,MARGINAL
16.01.2024 05:00 - 16.01.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,81.55,73.0,EUR,MARGINAL
16.01.2024 06:00 - 16.01.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,123.0,123.0,EUR,MARGINAL
16.01.2024 07:00 - 16.01.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,193.42,193.42,EUR,MARGINAL
16.01.2024 08:00 - 16.01.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,275.59,275.59,EUR,MARGINAL
16.01.2024 09:00 - 16.01.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
16.01.2024 10:00 - 16.01.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,249.93,249.93,EUR,MARGINAL
16.01.2024 11:00 - 16.01.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,200.55,200.55,EUR,MARGINAL
16.01.2024 12:00 - 16.01.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,170.04,170.04,EUR,MARGINAL
16.01.2024 13:00 - 16.01.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,141.97,141.97,EUR,MARGINAL
16.01.2024 14:00 - 16.01.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,143.58,143.58,EUR,MARGINAL
16.01.2024 15:00 - 16.01.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,156.16,156.16,EUR,MARGINAL
16.01.2024 16:00 - 16.01.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,170.08,170.08,EUR,MARGINAL
16.01.2024 17:00 - 16.01.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,170.81,170.81,EUR,MARGINAL
16.01.2024 18:00 - 16.01.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,133.08,133.08,EUR,MARGINAL
16.01.2024 19:00 - 16.01.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,111.77,111.77,EUR,MARGINAL
16.01.2024 20:00 - 16.01.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,95.49,95.49,EUR,MARGINAL
16.01.2024 21:00 - 16.01.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,86.21,86.21,EUR,MARGINAL
16.01.2024 22:00 - 16.01.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,82.04,69.0,EUR,MARGINAL
16.01.2024 23:00 - 17.01.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,77.69,62.0,EUR,MARGINAL
17.01.2024 00:00 - 17.01.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,69.89,62.0,EUR,MARGINAL
17.01.2024 01:00 - 17.01.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,70.0,62.0,EUR,MARGINAL
17.01.2024 02:00 - 17.01.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,70.0,68.47,EUR,MARGINAL
17.01.2024 03:00 - 17.01.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,68.0,67.56,EUR,MARGINAL
17.01.2024 04:00 - 17.01.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,67.31,60.06,EUR,MARGINAL
17.01.2024 05:00 - 17.01.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,67.28,59.5,EUR,MARGINAL
17.01.2024 06:00 - 17.01.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,70.65,62.0,EUR,MARGINAL
17.01.2024 07:00 - 17.01.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,79.94,71.05,EUR,MARGINAL
17.01.2024 08:00 - 17.01.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,95.35,87.0,EUR,MARGINAL
17.01.2024 09:00 - 17.01.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,102.87,93.0,EUR,MARGINAL
17.01.2024 10:00 - 17.01.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,109.0,106.91,EUR,MARGINAL
17.01.2024 11:00 - 17.01.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,110.0,107.66,EUR,MARGINAL
17.01.2024 12:00 - 17.01.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,114.06,114.06,EUR,MARGINAL
17.01.2024 13:00 - 17.01.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,117.92,117.92,EUR,MARGINAL
17.01.2024 14:00 - 17.01.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,117.97,80.0,EUR,MARGINAL
17.01.2024 15:00 - 17.01.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,121.82,75.0,EUR,MARGINAL
17.01.2024 16:00 - 17.01.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,124.84,79.0,EUR,MARGINAL
17.01.2024 17:00 - 17.01.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,136.44,80.45,EUR,MARGINAL
17.01.2024 18:00 - 17.01.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,120.01,80.45,EUR,MARGINAL
17.01.2024 19:00 - 17.01.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,110.96,89.0,EUR,MARGINAL
17.01.2024 20:00 - 17.01.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,106.61,84.5,EUR,MARGINAL
17.01.2024 21:00 - 17.01.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,97.51,75.0,EUR,MARGINAL
17.01.2024 22:00 - 17.01.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,91.36,75.0,EUR,MARGINAL
17.01.2024 23:00 - 18.01.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,81.56,72.0,EUR,MARGINAL
18.01.2024 00:00 - 18.01.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,77.34,72.0,EUR,MARGINAL
18.01.2024 01:00 - 18.01.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,74.8,72.0,EUR,MARGINAL
18.01.2024 02:00 - 18.01.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,72.96,69.0,EUR,MARGINAL
18.01.2024 03:00 - 18.01.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,72.58,69.0,EUR,MARGINAL
18.01.2024 04:00 - 18.01.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,75.17,71.0,EUR,MARGINAL
