Date (GMT+1);Non-Renewable;Renewable;Day Ahead Auction (DK1);Day Ahead Auction (DK2)
2024-01-03T21:00+01:00;1017.125;5980.485;67.41;67.41
2024-01-03T22:00+01:00;934.335;6063.605;65;65
2024-01-03T23:00+01:00;899.755;6028.135;58.12;58.12
2024-01-04T00:00+01:00;882.08;5977.8;57.3;58.71
2024-01-04T01:00+01:00;865.42;5909.07;50.46;53.6
2024-01-04T02:00+01:00;725.87;5837.85;40;54.44
2024-01-04T03:00+01:00;649.43;5807.06;25.48;55.18
2024-01-04T04:00+01:00;709.325;5818.715;35;58.25
2024-01-04T05:00+01:00;864.445;5866.975;57.73;59.15
2024-01-04T06:00+01:00;1131.445;5925.375;72.65;72.65
2024-01-04T07:00+01:00;1373.635;5764.115;85.02;85.02
2024-01-04T08:00+01:00;1482.28;5435.56;91.47;91.47
2024-01-04T09:00+01:00;1517.005;5203.675;94.2;94.2
2024-01-04T10:00+01:00;1527.765;4957.585;91.61;91.98
2024-01-04T11:00+01:00;1718.49;4654.45;90.03;90.4
2024-01-04T12:00+01:00;1689.435;4255.785;86.3;86.69
2024-01-04T13:00+01:00;1790.61;3776.46;85.96;85.96
2024-01-04T14:00+01:00;1807.045;3299.235;92.11;92.11
2024-01-04T15:00+01:00;1864.495;2957.895;98.62;98.62
2024-01-04T16:00+01:00;1917.845;2638.775;105.73;105.73
2024-01-04T17:00+01:00;2026.325;2574.085;133.23;133.23
2024-01-04T18:00+01:00;2034.105;2474.265;144.65;144.65
2024-01-04T19:00+01:00;1994.3;2320.58;125;125
2024-01-04T20:00+01:00;1984.13;2215.47;103.59;103.59
2024-01-04T21:00+01:00;1844.23;2229.87;100.01;100.01
2024-01-04T22:00+01:00;1697.705;2315.425;94.86;94.86
2024-01-04T23:00+01:00;1478.89;2347.88;88.83;88.83
2024-01-05T00:00+01:00;1246.42;2380.03;86.08;88.83
2024-01-05T01:00+01:00;1141.305;2580.855;80.51;83.09
2024-01-05T02:00+01:00;1133.885;2675.205;77.01;80
2024-01-05T03:00+01:00;1132.115;2856.685;73.21;80.17
2024-01-05T04:00+01:00;1140.195;3144.225;74.05;82.49
2024-01-05T05:00+01:00;1144.955;3317.735;76.03;88.14
2024-01-05T06:00+01:00;1300.12;3551.15;81;109.79
2024-01-05T07:00+01:00;1381.07;3765.95;87;165.01
2024-01-05T08:00+01:00;1398.02;3971.02;89.57;299.01
2024-01-05T09:00+01:00;1430.155;4162.165;94.93;249.12
2024-01-05T10:00+01:00;1487.82;4507.16;96.28;255.86
2024-01-05T11:00+01:00;1622.53;4823.77;98.22;211.11
2024-01-05T12:00+01:00;1550.495;4927.855;92.24;203.28
2024-01-05T13:00+01:00;1498.53;5016.08;91.54;196.98
2024-01-05T14:00+01:00;1547.485;5095.985;96.41;197.86
2024-01-05T15:00+01:00;1651.285;5199.825;100.05;299.94
2024-01-05T16:00+01:00;1829.815;5183.855;102.97;449.64
2024-01-05T17:00+01:00;1876.575;5138.125;107.38;526.25
2024-01-05T18:00+01:00;1942.37;5114.06;108.45;349.95
2024-01-05T19:00+01:00;1866.28;4994.67;103.96;181.91
2024-01-05T20:00+01:00;1838.395;4886.185;100.09;149.6
2024-01-05T21:00+01:00;1699.48;4711.72;94.19;112.82
2024-01-05T22:00+01:00;1660.42;4673.2;94.92;100.1
2024-01-05T23:00+01:00;1489.76;4667.14;86.8;92.87
2024-01-06T00:00+01:00;1481.835;4675.595;82.25;84.88
2024-01-06T01:00+01:00;1436.855;4529.185;80.2;83.2
2024-01-06T02:00+01:00;1428.945;4508.385;76.13;82.03
2024-01-06T03:00+01:00;1374.995;4359.865;73.01;82.18
2024-01-06T04:00+01:00;1354.51;4388.12;73.01;82.53
2024-01-06T05:00+01:00;1347.135;4397.875;74.59;84.13
2024-01-06T06:00+01:00;1359.08;4361.24;75.1;84.48
2024-01-06T07:00+01:00;1520.73;4240.79;81.39;87.43
2024-01-06T08:00+01:00;1659.06;4217.76;88.4;90.87
2024-01-06T09:00+01:00;1805.375;4214.055;92.23;94.98
2024-01-06T10:00+01:00;1848.525;4192.135;97.3;100.41
2024-01-06T11:00+01:00;1922.555;4131.025;100.43;103.65
2024-01-06T12:00+01:00;1878.8;4060.15;99.16;102.33
2024-01-06T13:00+01:00;1738.525;3976.555;95.22;97.75
2024-01-06T14:00+01:00;1693.295;3792.105;92.55;95.51
2024-01-06T15:00+01:00;1744.07;3636.27;95.09;98.5
2024-01-06T16:00+01:00;1794.64;3508.03;99.85;110
2024-01-06T17:00+01:00;1865.22;3539.26;104.69;118.27
2024-01-06T18:00+01:00;1883.28;3462.65;103.84;106.94
2024-01-06T19:00+01:00;1911.635;3441.445;99.31;102.27
2024-01-06T20:00+01:00;1839.925;3324.705;92.23;94.98
2024-01-06T21:00+01:00;1674.76;3200.26;88;90.63
2024-01-06T22:00+01:00;1645.735;3111.465;86.75;89.34
2024-01-06T23:00+01:00;1465.925;2994.295;80.03;82.8
2024-01-07T00:00+01:00;1352.72;2862.04;86.15;86.15
2024-01-07T01:00+01:00;1315.705;2696.625;82.46;82.46
2024-01-07T02:00+01:00;1308.48;2557.27;76.92;79.22
2024-01-07T03:00+01:00;1230.435;2449.445;75.28;77.53
2024-01-07T04:00+01:00;1212.545;2315.095;73.33;76.89
2024-01-07T05:00+01:00;1188.145;2211.065;73.78;77.42
2024-01-07T06:00+01:00;1238.1;2127.63;75.14;78.45
2024-01-07T07:00+01:00;1362.835;2099.525;78.04;80.37
2024-01-07T08:00+01:00;1486.34;2095.23;81.79;84.21
2024-01-07T09:00+01:00;1526.05;2173.51;85.03;87.57
2024-01-07T10:00+01:00;1581.715;2384.125;87.15;89.75
2024-01-07T11:00+01:00;1747.005;2470.615;89.32;91.99
2024-01-07T12:00+01:00;1712.16;2419.08;91.5;91.5
2024-01-07T13:00+01:00;1629.15;2465.22;87.52;87.52
2024-01-07T14:00+01:00;1667.45;2601.19;85.03;87.23
2024-01-07T15:00+01:00;1763.355;2594.065;88.01;90.64
2024-01-07T16:00+01:00;1863.425;2697.775;93.42;96.21
2024-01-07T17:00+01:00;1941.44;2955.09;101.77;104.27
2024-01-07T18:00+01:00;2034.275;3408.445;104.85;106.09
2024-01-07T19:00+01:00;1861.89;3615.58;103.55;103.55
2024-01-07T20:00+01:00;1775.88;3446.23;100.5;100.5
2024-01-07T21:00+01:00;1772.955;3478.155;93.31;93.31
2024-01-07T22:00+01:00;1462.48;3465.97;91.17;91.17
2024-01-07T23:00+01:00;1301.76;3455.29;83.86;83.86
2024-01-08T00:00+01:00;1173.3;3594.86;87.02;87.02
2024-01-08T01:00+01:00;1153.65;3632.2;84.32;84.32
2024-01-08T02:00+01:00;1162.345;3354.515;81.82;81.82
2024-01-08T03:00+01:00;1132.37;3179.55;79.11;79.11
2024-01-08T04:00+01:00;1130.685;3096.275;78.48;78.48
2024-01-08T05:00+01:00;1158.29;3052.5;82.1;82.1
2024-01-08T06:00+01:00;1282.915;2984.915;94.3;94.3
2024-01-08T07:00+01:00;1494.755;2948.725;111.1;111.22
2024-01-08T08:00+01:00;1781.855;2888.665;121.11;121.11
2024-01-08T09:00+01:00;2100.58;2573.91;117.83;120.73
2024-01-08T10:00+01:00;2001.875;2182.595;110.6;113.9
2024-01-08T11:00+01:00;1899.89;2220.15;103;105.54
2024-01-08T12:00+01:00;1690.475;2216.575;95.5;97.84
2024-01-08T13:00+01:00;1650.305;2086.895;94.03;94.88
2024-01-08T14:00+01:00;1717.335;1756.955;102.33;102.46
2024-01-08T15:00+01:00;1765.3;1455.27;107.98;110.64
2024-01-08T16:00+01:00;1762.95;1420.35;123.83;128
2024-01-08T17:00+01:00;1819.175;1462.085;129.15;132.31
2024-01-08T18:00+01:00;1816.865;1460.815;130.01;130.01
2024-01-08T19:00+01:00;1846.96;1367;122.12;122.12
2024-01-08T20:00+01:00;1813.93;1299.07;114.21;114.21
2024-01-08T21:00+01:00;1554.515;1205.105;102.83;102.83
2024-01-08T22:00+01:00;1473.95;1260.84;99.98;99.98
2024-01-08T23:00+01:00;1354.285;1337.605;91.49;91.49
2024-01-09T00:00+01:00;1305.3;1328.12;88.16;88.16
2024-01-09T01:00+01:00;1312.135;1372.325;87.04;87.04
2024-01-09T02:00+01:00;1288.19;1412.25;85;85
2024-01-09T03:00+01:00;1265.03;1421.9;84.14;84.14
2024-01-09T04:00+01:00;1284.89;1436.62;85.72;85.72
2024-01-09T05:00+01:00;1452.985;1234.005;89.28;89.28
2024-01-09T06:00+01:00;1649.715;1274.515;108.51;108.51
2024-01-09T07:00+01:00;1624.03;1304.48;124.06;124.06
2024-01-09T08:00+01:00;1579.64;1292.51;133.24;133.25
2024-01-09T09:00+01:00;1608.175;1256.785;120.91;120.91
2024-01-09T10:00+01:00;1552.69;1327.08;113.19;113.19
2024-01-09T11:00+01:00;1669.23;1455.82;105.78;105.78
2024-01-09T12:00+01:00;1603.89;1616.37;100.22;100.22
2024-01-09T13:00+01:00;1637.075;1598.475;100.82;100.82
2024-01-09T14:00+01:00;1760.62;1478.29;110.89;112.36
2024-01-09T15:00+01:00;1818.62;1398.9;119.4;121.09
2024-01-09T16:00+01:00;1805.61;1287.32;127.85;130.99
2024-01-09T17:00+01:00;1805.715;1201.345;137.84;137.95
2024-01-09T18:00+01:00;1795.31;1146.96;137.8;137.8
2024-01-09T19:00+01:00;1753.325;1142.025;130.43;130.43
2024-01-09T20:00+01:00;1769.69;1127.45;120.24;120.24
2024-01-09T21:00+01:00;1705.415;1145.155;111.68;111.68
2024-01-09T22:00+01:00;1617.855;1125.205;106.18;106.18
2024-01-09T23:00+01:00;1609.25;1149.01;97.09;97.09
2024-01-10T00:00+01:00;1542.525;1007.385;89.29;89.29
2024-01-10T01:00+01:00;1423.57;1012.62;86.76;86.76
2024-01-10T02:00+01:00;1389.185;1041.315;86.73;86.73
2024-01-10T03:00+01:00;1386.24;985.38;86.09;86.09
2024-01-10T04:00+01:00;1341.165;875.365;86.3;86.3
2024-01-10T05:00+01:00;1491.64;644.55;89.05;89.05
2024-01-10T06:00+01:00;1694.385;637.785;108.88;108.88
2024-01-10T07:00+01:00;1768.38;636.94;126.29;129.4
2024-01-10T08:00+01:00;1910.4;638.79;141.28;143
2024-01-10T09:00+01:00;1939.185;692.935;130.39;130.39
2024-01-10T10:00+01:00;1818.265;828.955;118.56;121.47
2024-01-10T11:00+01:00;1787.96;967.23;109.13;109.13
2024-01-10T12:00+01:00;1788.63;1061.33;102.21;102.21
2024-01-10T13:00+01:00;1806.22;1036.68;105.61;108.2
2024-01-10T14:00+01:00;1780.61;971.34;112.91;115.68
2024-01-10T15:00+01:00;1828.59;873.18;123.8;123.8
2024-01-10T16:00+01:00;1793.025;991.485;134.64;134.64
2024-01-10T17:00+01:00;1808.195;1094.985;143.79;143.79
2024-01-10T18:00+01:00;1815.495;1148.005;140;140
2024-01-10T19:00+01:00;1795.26;1248.77;132.15;132.15
2024-01-10T20:00+01:00;1772.725;1350.075;120;120
2024-01-10T21:00+01:00;1652.69;1481.34;109.76;109.76
2024-01-10T22:00+01:00;1585.295;1586.405;104.49;104.49
2024-01-10T23:00+01:00;1452.575;1638.685;90.9;96.03
2024-01-11T00:00+01:00;1463.06;1769.01;91.75;91.75
2024-01-11T01:00+01:00;1314.475;1922.655;88.59;88.59
2024-01-11T02:00+01:00;1246.71;1975.6;87.25;87.25
2024-01-11T03:00+01:00;1233.025;2041.265;82.38;82.38
2024-01-11T04:00+01:00;1223.555;1942.405;81.95;81.95
2024-01-11T05:00+01:00;1252.955;1703.895;89.36;89.36
2024-01-11T06:00+01:00;1624.59;1602.02;102.07;102.07
2024-01-11T07:00+01:00;1817.31;1485.17;116.86;116.86
2024-01-11T08:00+01:00;1738.165;1425.835;141;141
2024-01-11T09:00+01:00;1627.265;1411.315;129.16;129.16
2024-01-11T10:00+01:00;1545.515;1648.505;113.65;113.65
2024-01-11T11:00+01:00;1530.57;1840.84;106.48;106.48
2024-01-11T12:00+01:00;1530.67;1889.33;99.38;99.38
2024-01-11T13:00+01:00;1478.305;1919.775;99;99
2024-01-11T14:00+01:00;1608.32;1977.39;105.98;105.98
2024-01-11T15:00+01:00;1732.84;1967.24;117.96;117.96
2024-01-11T16:00+01:00;1776.835;1740.735;137.35;137.35
2024-01-11T17:00+01:00;1749.23;1493.8;150.09;150.09
2024-01-11T18:00+01:00;1791.945;1288.525;136.69;136.69
2024-01-11T19:00+01:00;1765.315;1113.715;132.31;132.31
2024-01-11T20:00+01:00;1714.145;910.755;117.88;118.95
2024-01-11T21:00+01:00;1679.08;763.26;107.19;107.19
2024-01-11T22:00+01:00;1643.62;745.77;100;100
2024-01-11T23:00+01:00;1542.05;824.56;97.22;97.22
2024-01-12T00:00+01:00;1433.9;990.88;91.04;91.04
2024-01-12T01:00+01:00;1345.26;1209.47;88.22;88.22
2024-01-12T02:00+01:00;1437.175;1534.935;85.22;85.22
2024-01-12T03:00+01:00;1270.715;1720.765;84.63;84.63
2024-01-12T04:00+01:00;1332.35;1998.46;84.34;84.34
2024-01-12T05:00+01:00;1373.94;2057.06;84.24;85.32
2024-01-12T06:00+01:00;1529.015;2036.665;89.24;92.11
2024-01-12T07:00+01:00;1759.66;2169.7;118.16;118.16
2024-01-12T08:00+01:00;1776.08;2129.21;140.74;140.74
2024-01-12T09:00+01:00;1744.685;2278.815;134.96;134.96
2024-01-12T10:00+01:00;1792.71;2426.6;122.01;122.01
2024-01-12T11:00+01:00;1673.33;2593.69;114.73;114.73
2024-01-12T12:00+01:00;1597.525;2775.255;106.98;106.98
2024-01-12T13:00+01:00;1630.1;2684.22;103.08;103.08
2024-01-12T14:00+01:00;1620.81;2391.67;104.54;104.54
2024-01-12T15:00+01:00;1716.775;2246.485;110;110
2024-01-12T16:00+01:00;1789.05;2306.31;120;120
2024-01-12T17:00+01:00;1806.42;2308.42;127.5;127.5
2024-01-12T18:00+01:00;1792.805;2375.325;126;126
2024-01-12T19:00+01:00;1919.32;2439.67;119.47;119.47
2024-01-12T20:00+01:00;1644.435;2602.735;107.13;108.79
2024-01-12T21:00+01:00;1525.62;2905.52;91.7;98.48
2024-01-12T22:00+01:00;1478.975;3143.435;85.02;93.37
2024-01-12T23:00+01:00;1357.135;3539.695;82.49;85.15
2024-01-13T00:00+01:00;1173.355;4069.105;73.07;75.64
2024-01-13T01:00+01:00;1193.335;4471.565;74.85;74.85
2024-01-13T02:00+01:00;1182.435;4714.965;73.65;73.65
2024-01-13T03:00+01:00;1283.805;4721.635;71.37;71.37
2024-01-13T04:00+01:00;1210.31;4863.49;72.24;72.24
2024-01-13T05:00+01:00;1063.025;5084.205;68.73;55.55
2024-01-13T06:00+01:00;1073.665;5228.575;65.18;45.62
2024-01-13T07:00+01:00;1186.655;5658.235;68.51;51.2
2024-01-13T08:00+01:00;1291.585;5928.585;67.16;67.16
2024-01-13T09:00+01:00;1409.585;6096.005;73.31;73.31
2024-01-13T10:00+01:00;1265.88;6376;72.02;72.02
2024-01-13T11:00+01:00;1278.95;6587.8;70.98;70.98
2024-01-13T12:00+01:00;1197.1;6805.71;69.95;69.95
2024-01-13T13:00+01:00;1132.995;6814.595;63.67;63.67
2024-01-13T14:00+01:00;1156.04;6670.9;67.91;67.91
2024-01-13T15:00+01:00;1212.955;6449.975;68.61;68.61
2024-01-13T16:00+01:00;1354.27;6306.51;70.78;70.78
2024-01-13T17:00+01:00;1418.225;6199.275;74.22;74.22
2024-01-13T18:00+01:00;1374.465;6042.335;75.81;75.81
2024-01-13T19:00+01:00;1435.765;5941.795;73.82;73.82
2024-01-13T20:00+01:00;1358.08;5757.83;73.06;73.06
2024-01-13T21:00+01:00;1291.64;5459.44;70.93;70.93
2024-01-13T22:00+01:00;1196.855;4838.885;64.3;62.76
2024-01-13T23:00+01:00;1264.235;4656.685;63.16;61.65
2024-01-14T00:00+01:00;1068.655;4422.135;64.02;64.02
2024-01-14T01:00+01:00;1048.1;4356.15;62.11;62.11
2024-01-14T02:00+01:00;973.6;4227.7;62.93;62.93
2024-01-14T03:00+01:00;962.45;4122.59;64.01;64.01
2024-01-14T04:00+01:00;945.45;4057.82;64.67;64.67
2024-01-14T05:00+01:00;1032.67;3985.76;65.2;65.2
2024-01-14T06:00+01:00;1137.745;3897.415;67.31;67.31
2024-01-14T07:00+01:00;1181.61;3844.94;71.66;71.66
2024-01-14T08:00+01:00;1296.495;3903.465;76.74;76.74
2024-01-14T09:00+01:00;1314.005;4246.975;81.14;81.14
2024-01-14T10:00+01:00;1315.32;4425.26;80.63;80.63
2024-01-14T11:00+01:00;1330.1;4710.37;81.84;81.84
2024-01-14T12:00+01:00;1227.305;4821.485;80.39;80.39
2024-01-14T13:00+01:00;1203.8;4840.82;77.04;77.04
2024-01-14T14:00+01:00;1223.315;4758.925;79.15;79.15
2024-01-14T15:00+01:00;1306.92;4642.45;82.32;82.32
2024-01-14T16:00+01:00;1409.795;4569.925;86.62;86.62
2024-01-14T17:00+01:00;1391.015;4531.595;91.86;91.86
2024-01-14T18:00+01:00;1436.385;4531.845;94.64;94.64
2024-01-14T19:00+01:00;1365.985;4437.165;85.26;85.26
2024-01-14T20:00+01:00;1273.505;4301.025;79.06;79.06
2024-01-14T21:00+01:00;1212.63;4264.19;78.6;78.6
2024-01-14T22:00+01:00;1156.575;4102.465;75.39;75.39
2024-01-14T23:00+01:00;1055.325;4206.445;67.19;66.89
2024-01-15T00:00+01:00;1006.665;4595.785;67.9;69.65
2024-01-15T01:00+01:00;855.955;4843.285;65;66.05
2024-01-15T02:00+01:00;873.91;5212.36;63.94;64.31
2024-01-15T03:00+01:00;892.695;5265.165;62.04;62.04
2024-01-15T04:00+01:00;833.065;5155.435;62.04;63.57
2024-01-15T05:00+01:00;1025.26;5057.69;69.25;70.57
2024-01-15T06:00+01:00;1157.325;4755.135;79.95;79.95
2024-01-15T07:00+01:00;1344.92;4438.65;83.84;83.84
2024-01-15T08:00+01:00;1548.6;4089.07;99.3;99.3
2024-01-15T09:00+01:00;1565.97;3666.88;100.29;100.29
2024-01-15T10:00+01:00;1480.775;3467.455;94.88;94.88
2024-01-15T11:00+01:00;1300.6;3448.59;90.26;90.26
2024-01-15T12:00+01:00;1201.055;3154.655;83.86;83.86
2024-01-15T13:00+01:00;1199.205;2810.345;82.15;82.15
2024-01-15T14:00+01:00;1179.66;2521.41;84.5;84.5
2024-01-15T15:00+01:00;1262.34;2347.26;89.44;89.44
2024-01-15T16:00+01:00;1439.59;2129.14;99.92;99.92
2024-01-15T17:00+01:00;1531.985;1833.045;109.08;109.08
2024-01-15T18:00+01:00;1614.03;1506.85;115.57;115.57
2024-01-15T19:00+01:00;1535.725;1260.535;110.66;110.66
2024-01-15T20:00+01:00;1431.05;1069.57;103.15;103.15
2024-01-15T21:00+01:00;1308.725;956.655;92.95;92.95
2024-01-15T22:00+01:00;1247.325;867.355;89.49;89.49
2024-01-15T23:00+01:00;1190.445;801.965;86.43;86.43
2024-01-16T00:00+01:00;1150.975;780.475;81.45;82.19
2024-01-16T01:00+01:00;1136.28;774.69;81.4;81.4
2024-01-16T02:00+01:00;1127.8;813.05;80.07;80.07
2024-01-16T03:00+01:00;1123.875;796.505;78.26;78.26
2024-01-16T04:00+01:00;1100.5;800.3;77.59;77.59
2024-01-16T05:00+01:00;1211.475;808.845;83.45;83.45
2024-01-16T06:00+01:00;1447.72;777.25;94.07;123
2024-01-16T07:00+01:00;1645.045;819.325;114.77;193.42
2024-01-16T08:00+01:00;1762.825;871.035;150.15;275.59
2024-01-16T09:00+01:00;1796.89;1053;150.32;270.56
2024-01-16T10:00+01:00;1776.97;1176.46;139.4;249.93
2024-01-16T11:00+01:00;1751.595;1443.275;116.91;200.55
2024-01-16T12:00+01:00;1663.73;1686.73;103.43;170.04
2024-01-16T13:00+01:00;1656.845;2029.875;94.98;141.97
2024-01-16T14:00+01:00;1681.325;2444.765;96;143.58
2024-01-16T15:00+01:00;1785.7;2635.58;110.25;156.16
2024-01-16T16:00+01:00;1897.63;3188.32;111.39;170.08
2024-01-16T17:00+01:00;2015.555;3549.865;128.15;170.81
2024-01-16T18:00+01:00;2042.525;3681.395;127.31;133.08
2024-01-16T19:00+01:00;1995.615;3859.885;111.77;111.77
2024-01-16T20:00+01:00;1661.57;4030.53;95.49;95.49
2024-01-16T21:00+01:00;1403.755;4407.805;86.21;86.21
2024-01-16T22:00+01:00;1284.68;4768.37;82.04;82.04
2024-01-16T23:00+01:00;1288.255;5069.065;77.69;77.69
2024-01-17T00:00+01:00;1295.69;5462.54;67.86;69.89
2024-01-17T01:00+01:00;1247.18;5973.86;67.35;69.36
2024-01-17T02:00+01:00;1213.005;6341.335;66.48;68.47
2024-01-17T03:00+01:00;1107.85;6440.72;65.6;67.56
2024-01-17T04:00+01:00;1154.705;6488.105;65.36;67.31
2024-01-17T05:00+01:00;1299.25;6283.59;65.33;67.28
2024-01-17T06:00+01:00;1472.34;5810.79;66.94;70.65
2024-01-17T07:00+01:00;1636.82;5588.83;79.28;79.94
2024-01-17T08:00+01:00;1799.61;5491.12;96;96
2024-01-17T09:00+01:00;1848.11;4884.28;102.87;102.87
2024-01-17T10:00+01:00;1813.615;4667.235;106.91;106.91
2024-01-17T11:00+01:00;1670.02;4661.3;107.66;111.1
2024-01-17T12:00+01:00;1720.235;4526.605;117.71;117.71
2024-01-17T13:00+01:00;1605.775;4183.035;121.7;121.7
2024-01-17T14:00+01:00;1723.24;3696.31;121.74;121.74
2024-01-17T15:00+01:00;1734.62;3270.92;125.46;125.46
2024-01-17T16:00+01:00;1732.685;2900.915;128.56;128.56
2024-01-17T17:00+01:00;1748.7;2531.85;140.52;140.52
2024-01-17T18:00+01:00;1765.88;2411.94;123.59;123.59
2024-01-17T19:00+01:00;1782.295;2201.205;114.28;114.28
2024-01-17T20:00+01:00;1712.83;2183.23;109.8;109.8
2024-01-17T21:00+01:00;1492.165;2131.175;101.09;101.09
2024-01-17T22:00+01:00;1353.185;2150.475;94.28;94.28
2024-01-17T23:00+01:00;1353.265;2260.075;84.17;84.17
2024-01-18T00:00+01:00;1309.95;2124.03;81.33;81.33
2024-01-18T01:00+01:00;1311.755;2025.545;77.2;77.2
2024-01-18T02:00+01:00;1339.67;1989.46;75.29;75.29
2024-01-18T03:00+01:00;1323.115;2012.025;74.91;74.91
2024-01-18T04:00+01:00;1219.97;2102.43;77.57;77.57
2024-01-18T05:00+01:00;1247.535;2215.055;81;81
2024-01-18T06:00+01:00;1464.155;2171.585;91.25;91.44
2024-01-18T07:00+01:00;1799.145;2458.875;111.55;111.55
2024-01-18T08:00+01:00;1894.48;2635.16;125.89;125.89
2024-01-18T09:00+01:00;1900.29;2724.21;122.17;122.17
2024-01-18T10:00+01:00;1875.83;2955.83;110.9;110.9
2024-01-18T11:00+01:00;1795.495;3341.685;107.95;107.95
2024-01-18T12:00+01:00;1604.345;3776.715;93.55;93.55
2024-01-18T13:00+01:00;1367.285;4162.715;87.62;87.62
2024-01-18T14:00+01:00;1369.28;4340.63;86.43;86.43
2024-01-18T15:00+01:00;1533.555;3816.545;94.25;94.25
2024-01-18T16:00+01:00;1695.035;3893.315;99.52;99.52
2024-01-18T17:00+01:00;1983.79;4072.52;104.68;104.68
2024-01-18T18:00+01:00;2025.805;3921.915;103.26;103.26
