Date (GMT+1);Nuclear;Non-Renewable;Renewable;Day Ahead Auction (SE1);Day Ahead Auction (SE2);Day Ahead Auction (SE3);Day Ahead Auction (SE4)
2024-01-01T00:00+01:00;6292;799.43;10139.37;29.56;29.56;29.56;29.56
2024-01-01T01:00+01:00;6292;809.99;9873.33;28.46;28.46;28.46;28.46
2024-01-01T02:00+01:00;6293;815.1;9820.26;26.66;26.66;26.66;26.66
2024-01-01T03:00+01:00;6293;822.24;9720.71;24.48;24.48;24.48;24.48
2024-01-01T04:00+01:00;6295;821.09;9712.4;24.01;24.01;24.01;24.01
2024-01-01T05:00+01:00;6295;849.12;9621.35;21.23;21.23;21.23;21.23
2024-01-01T06:00+01:00;6295;910.65;9784.85;22.62;22.62;22.62;22.62
2024-01-01T07:00+01:00;6295;929.08;10052.78;25.04;25.04;25.04;25.04
2024-01-01T08:00+01:00;6294;972.88;10425.04;26.24;26.24;26.24;26.24
2024-01-01T09:00+01:00;6293;1023.78;10780.58;32.21;32.21;32.21;32.21
2024-01-01T10:00+01:00;6295;1061.01;11708.69;41.34;41.34;41.34;41.34
2024-01-01T11:00+01:00;6295;1046.54;12497.65;43.51;43.51;43.51;43.51
2024-01-01T12:00+01:00;6294;1081.82;12706.92;43.02;43.02;43.02;43.02
2024-01-01T13:00+01:00;6294;1073.68;13185.69;44.29;44.29;44.29;44.29
2024-01-01T14:00+01:00;6294;1096.5;13749.63;46.24;46.24;46.24;46.24
2024-01-01T15:00+01:00;6294;1114.36;14552.75;50.61;50.61;50.61;50.61
2024-01-01T16:00+01:00;6294;1112.35;14987.43;59.47;59.47;59.47;59.47
2024-01-01T17:00+01:00;6294;1119.14;15119.85;64.99;64.99;64.99;64.99
2024-01-01T18:00+01:00;6294;1111.49;15095.93;61.74;61.74;61.74;61.74
2024-01-01T19:00+01:00;6294;1121.95;14982.78;55.07;55.07;55.07;55.07
2024-01-01T20:00+01:00;6294;1093.27;14480.25;48.01;48.01;48.01;48.01
2024-01-01T21:00+01:00;6294;1040.98;13654.46;44.01;44.01;44.01;44.01
2024-01-01T22:00+01:00;6294;997.23;13457.36;45.2;45.2;45.2;45.2
2024-01-01T23:00+01:00;6294;969.68;11766.44;38;38;38;38
2024-01-02T00:00+01:00;6291;973.11;11342.45;38;38;38;38
2024-01-02T01:00+01:00;6291;977.79;10980.08;33.56;33.56;33.56;33.56
2024-01-02T02:00+01:00;6291;984.28;10931.77;32.03;32.03;32.03;32.03
2024-01-02T03:00+01:00;6290;980.45;10888.1;32.29;32.29;32.29;32.29
2024-01-02T04:00+01:00;6290;980.56;11172.01;36.7;36.7;36.7;36.7
2024-01-02T05:00+01:00;6289;1009.5;11976.56;41.72;41.72;41.72;41.72
2024-01-02T06:00+01:00;6290;1066.26;13819.34;49.18;49.18;49.18;49.18
2024-01-02T07:00+01:00;6290;1114.45;15463.88;58.75;58.75;58.75;58.75
2024-01-02T08:00+01:00;6292;1122.17;16058.18;65.67;65.67;65.67;65.67
2024-01-02T09:00+01:00;6294;1102.9;16306.49;66.11;66.11;66.11;66.11
2024-01-02T10:00+01:00;6292;1099.9;16386.86;68.98;68.98;68.98;68.98
2024-01-02T11:00+01:00;6292;1100.67;16888.15;73.54;73.54;73.54;73.54
2024-01-02T12:00+01:00;6291;1084.4;16939.09;78.16;78.16;78.16;78.16
2024-01-02T13:00+01:00;6292;1081.25;17112.66;78.87;78.87;78.87;78.87
2024-01-02T14:00+01:00;6292;1089.23;17287.38;79.24;79.24;79.24;79.24
2024-01-02T15:00+01:00;6292;1096.14;17351.81;79.96;79.96;79.96;79.96
2024-01-02T16:00+01:00;6292;1064.52;17526.35;81.46;81.46;81.46;81.46
2024-01-02T17:00+01:00;6289;1025.94;17489.55;80.92;80.92;80.92;80.92
2024-01-02T18:00+01:00;6291;1004.21;17247.55;74.95;74.95;74.95;74.95
2024-01-02T19:00+01:00;6291;1011.53;16994.01;63.18;63.18;63.18;63.18
2024-01-02T20:00+01:00;6290;1007.4;16762.64;57.11;57.11;57.11;57.11
2024-01-02T21:00+01:00;6290;976.83;15348.24;48.04;48.04;48.04;48.04
2024-01-02T22:00+01:00;6290;921.47;14151.41;40.99;40.99;40.99;40.99
2024-01-02T23:00+01:00;6292;866.94;13375.66;38.35;38.35;38.35;38.35
2024-01-03T00:00+01:00;6292;775.36;13272.76;40.8;40.8;40.8;40.8
2024-01-03T01:00+01:00;6292;767.76;13237.6;39.21;39.21;39.21;39.21
2024-01-03T02:00+01:00;6294;767.69;12868.2;37.36;37.36;37.36;37.36
2024-01-03T03:00+01:00;6293;773.64;12720.53;36.17;36.17;36.17;36.17
2024-01-03T04:00+01:00;6292;796.87;12953.66;38.21;38.21;38.21;38.21
2024-01-03T05:00+01:00;6294;814.62;13816.03;42.58;42.58;42.58;42.58
2024-01-03T06:00+01:00;6292;864.94;14939.78;49.44;49.44;49.44;49.44
2024-01-03T07:00+01:00;6294;915.27;16073.93;53.53;53.53;53.53;53.53
2024-01-03T08:00+01:00;6292;969.83;17241.71;63.48;63.48;63.48;63.48
2024-01-03T09:00+01:00;6294;958.73;17310.98;64.99;64.99;64.99;64.99
2024-01-03T10:00+01:00;6293;946.36;17351.8;60.19;60.19;60.19;60.19
2024-01-03T11:00+01:00;6292;936.16;17251.1;59.96;59.96;59.96;59.96
2024-01-03T12:00+01:00;6293;892.07;17319.1;59.8;59.8;59.8;59.8
2024-01-03T13:00+01:00;6294;898.02;17279.59;58.86;58.86;58.86;58.86
2024-01-03T14:00+01:00;6294;897.58;17508.68;64.99;64.99;64.99;64.99
2024-01-03T15:00+01:00;6294;899.56;17821.07;68.83;68.83;68.83;68.83
2024-01-03T16:00+01:00;6295;906.27;18000.39;73.59;73.59;73.59;73.59
2024-01-03T17:00+01:00;6296;911.62;18307.79;82.28;82.28;82.28;82.28
2024-01-03T18:00+01:00;6294;876.64;18339.91;82.97;82.97;82.97;82.97
2024-01-03T19:00+01:00;6293;875.07;18368.57;79.03;79.03;79.03;79.03
2024-01-03T20:00+01:00;6293;864.9;17990.36;73.23;73.23;73.23;73.23
2024-01-03T21:00+01:00;6293;831.82;17586.04;67.41;67.41;67.41;67.41
2024-01-03T22:00+01:00;6293;801.1;17155.93;65;65;65;65
2024-01-03T23:00+01:00;6293;791.28;16648.13;58.12;58.12;58.12;58.12
2024-01-04T00:00+01:00;6291;813.56;15497.78;58.71;58.71;58.71;58.71
2024-01-04T01:00+01:00;6292;791.09;14514.28;53.6;53.6;53.6;53.6
2024-01-04T02:00+01:00;6210;800.38;14462.67;54.44;54.44;54.44;54.44
2024-01-04T03:00+01:00;6029;810.4;14501.77;55.18;55.18;55.18;55.18
2024-01-04T04:00+01:00;5844;830.96;14635.75;58.25;58.25;58.25;58.25
2024-01-04T05:00+01:00;5757;859.32;14926.05;59.15;59.15;59.15;59.15
2024-01-04T06:00+01:00;5756;895.8;15710.18;72.65;72.65;72.65;72.65
2024-01-04T07:00+01:00;5756;911.7;16833.16;85.02;85.02;85.02;85.02
2024-01-04T08:00+01:00;5757;956.02;17343.07;91.47;91.47;91.47;91.47
2024-01-04T09:00+01:00;5755;980.1;17291.37;94.2;94.2;94.2;94.2
2024-01-04T10:00+01:00;5754;1007.87;17268.83;91.98;91.98;91.98;91.98
2024-01-04T11:00+01:00;5759;992.86;17148.6;90.4;90.4;90.4;90.4
2024-01-04T12:00+01:00;5758;969.96;17114.71;86.69;86.69;86.69;86.69
2024-01-04T13:00+01:00;5759;978.28;17108.74;85.96;85.96;85.96;85.96
2024-01-04T14:00+01:00;5760;981.17;17285.78;92.11;92.11;92.11;92.11
2024-01-04T15:00+01:00;5760;1021.1;17360.45;98.62;98.62;98.62;98.62
2024-01-04T16:00+01:00;5760;1219.29;17351.85;105.73;105.73;105.73;105.73
2024-01-04T17:00+01:00;5759;1260.24;17299.16;133.23;133.23;133.23;133.23
2024-01-04T18:00+01:00;5767;1274.44;17168.45;144.65;144.65;144.65;144.65
2024-01-04T19:00+01:00;5879;1228.48;17066.89;121.37;121.37;125;125
2024-01-04T20:00+01:00;6049;1189.67;16692.1;100.58;100.58;103.59;103.59
2024-01-04T21:00+01:00;6132;1121.18;16256.7;97.11;97.11;100.01;100.01
2024-01-04T22:00+01:00;6187;1056.48;15954.93;94.28;94.28;94.86;94.86
2024-01-04T23:00+01:00;6278;1042.12;15587.81;88.83;88.83;88.83;88.83
2024-01-05T00:00+01:00;6286;964.39;14156.75;82.57;88.83;88.83;88.83
2024-01-05T01:00+01:00;6294;961.77;13426.67;83.09;83.09;83.09;83.09
2024-01-05T02:00+01:00;6295;959.94;13005.33;80;80;80;80
2024-01-05T03:00+01:00;6298;965.91;13127.24;80.17;80.17;80.17;80.17
2024-01-05T04:00+01:00;6297;986.56;13093.17;82.49;82.49;82.49;82.49
2024-01-05T05:00+01:00;6298;1004.52;13317.63;88.14;88.14;88.14;88.14
2024-01-05T06:00+01:00;6296;1046.72;14851.81;102.49;109.79;109.79;109.79
2024-01-05T07:00+01:00;6293;1120.16;15476.44;131.96;165.01;165.01;165.01
2024-01-05T08:00+01:00;6295;1214.85;15984.54;199.27;199.27;299.01;299.01
2024-01-05T09:00+01:00;6295;1271.75;15976.31;238.31;238.31;249.12;249.12
2024-01-05T10:00+01:00;6294;1293.05;15709.71;255.86;255.86;255.86;255.86
2024-01-05T11:00+01:00;6294;1233.1;15359.93;211.11;211.11;211.11;211.11
2024-01-05T12:00+01:00;6296;1241.51;15236.5;203.28;203.28;203.28;203.28
2024-01-05T13:00+01:00;6296;1268.23;14875.02;196.98;196.98;196.98;196.98
2024-01-05T14:00+01:00;6296;1246.53;14712.42;197.86;197.86;197.86;197.86
2024-01-05T15:00+01:00;6297;1250.27;14843.49;299.94;299.94;299.94;299.94
2024-01-05T16:00+01:00;6296;1375.45;14766.73;449.64;449.64;449.64;449.64
2024-01-05T17:00+01:00;6292;1420.03;14662.54;526.25;526.25;526.25;526.25
2024-01-05T18:00+01:00;6296;1394.41;14587.43;349.95;349.95;349.95;349.95
2024-01-05T19:00+01:00;6297;1324.18;14405.88;181.91;181.91;181.91;181.91
2024-01-05T20:00+01:00;6296;1277.84;14156.5;149.6;149.6;149.6;149.6
2024-01-05T21:00+01:00;6295;1170.4;13426.24;112.82;112.82;112.82;112.82
2024-01-05T22:00+01:00;6299;1080.43;12865.99;100.1;100.1;100.1;100.1
2024-01-05T23:00+01:00;6297;1074.63;12512.34;92.87;92.87;92.87;92.87
2024-01-06T00:00+01:00;6299;910.59;11647.7;84.88;84.88;84.88;84.88
2024-01-06T01:00+01:00;6299;939.02;11335.01;83.2;83.2;83.2;83.2
2024-01-06T02:00+01:00;6299;948.68;11317.26;82.03;82.03;82.03;82.03
2024-01-06T03:00+01:00;6301;935.88;11208.85;82.18;82.18;82.18;82.18
2024-01-06T04:00+01:00;6299;957.55;11280.04;82.53;82.53;82.53;82.53
2024-01-06T05:00+01:00;6299;933.48;11223.91;84.13;84.13;84.13;84.13
2024-01-06T06:00+01:00;6301;863.11;11525.07;84.48;84.48;84.48;84.48
2024-01-06T07:00+01:00;6301;896.16;12064.84;87.43;87.43;87.43;87.43
2024-01-06T08:00+01:00;6301;933.56;13021.08;90.87;90.87;90.87;90.87
2024-01-06T09:00+01:00;6301;978.76;13416.56;94.98;94.98;94.98;94.98
2024-01-06T10:00+01:00;6301;996.24;13579.5;100.41;100.41;100.41;100.41
2024-01-06T11:00+01:00;6301;1098.73;13544.16;103.65;103.65;103.65;103.65
2024-01-06T12:00+01:00;6301;1101.61;13408.8;102.33;102.33;102.33;102.33
2024-01-06T13:00+01:00;6301;1110.62;13235.14;97.75;97.75;97.75;97.75
2024-01-06T14:00+01:00;6301;1105.95;13183.6;95.51;95.51;95.51;95.51
2024-01-06T15:00+01:00;6301;1126.58;13261.82;98.5;98.5;98.5;98.5
2024-01-06T16:00+01:00;6291;1135.92;13647.61;110;110;110;110
2024-01-06T17:00+01:00;6266;1223.47;13791.47;118.27;118.27;118.27;118.27
2024-01-06T18:00+01:00;6253;1230.44;13724.33;106.94;106.94;106.94;106.94
2024-01-06T19:00+01:00;6281;1214.16;13778.94;102.27;102.27;102.27;102.27
2024-01-06T20:00+01:00;6301;1231.39;13658.91;94.98;94.98;94.98;94.98
2024-01-06T21:00+01:00;6302;1178.64;13284.74;90.63;90.63;90.63;90.63
2024-01-06T22:00+01:00;6304;1076.08;13086.61;89.34;89.34;89.34;89.34
2024-01-06T23:00+01:00;6306;1059.06;12649.44;82.8;82.8;82.8;82.8
2024-01-07T00:00+01:00;6304;1030.55;12777.92;86.15;86.15;86.15;86.15
2024-01-07T01:00+01:00;6303;1044.43;12596.24;82.46;82.46;82.46;82.46
2024-01-07T02:00+01:00;6305;1047.44;12435.91;79.22;79.22;79.22;79.22
2024-01-07T03:00+01:00;6305;1048.1;12450.83;77.53;77.53;77.53;77.53
2024-01-07T04:00+01:00;6304;1056.94;12474.53;76.89;76.89;76.89;76.89
2024-01-07T05:00+01:00;6303;1061.27;12567.72;77.42;77.42;77.42;77.42
2024-01-07T06:00+01:00;6306;1091.52;12754.05;78.45;78.45;78.45;78.45
2024-01-07T07:00+01:00;6304;1095.44;12963.57;80.37;80.37;80.37;80.37
2024-01-07T08:00+01:00;6303;1122.81;13968.12;84.21;84.21;84.21;84.21
2024-01-07T09:00+01:00;6306;1189.05;14313.01;87.57;87.57;87.57;87.57
2024-01-07T10:00+01:00;6305;1192.11;14619.41;89.75;89.75;89.75;89.75
2024-01-07T11:00+01:00;6305;1189.92;14911.82;83.63;83.63;91.99;91.99
2024-01-07T12:00+01:00;6305;1212.41;14824.46;76.05;76.05;91.5;91.5
2024-01-07T13:00+01:00;6304;1211.14;15003.06;68;68;87.52;87.52
2024-01-07T14:00+01:00;6303;1209.38;15330.05;64.85;64.85;87.23;87.23
2024-01-07T15:00+01:00;6303;1230.15;15546.41;63.75;63.75;90.64;90.64
2024-01-07T16:00+01:00;6303;1192.07;16038.68;60.26;60.26;96.21;96.21
2024-01-07T17:00+01:00;6304;1177.36;16091.52;60.24;60.24;104.27;104.27
2024-01-07T18:00+01:00;6302;1183.67;16072.53;60.19;60.19;106.09;106.09
2024-01-07T19:00+01:00;6302;1173.11;16001.07;57.21;57.21;103.55;103.55
2024-01-07T20:00+01:00;6302;1158.36;15894.72;55.19;55.19;100.5;100.5
2024-01-07T21:00+01:00;6302;1126.14;15691.16;59.83;59.83;93.31;93.31
2024-01-07T22:00+01:00;6304;1088.06;15311.7;58.35;58.35;91.17;91.17
2024-01-07T23:00+01:00;6305;1049.4;15286.05;58.5;58.5;83.86;83.86
2024-01-08T00:00+01:00;6307;1029.84;15145.91;54.06;54.06;87.02;87.02
2024-01-08T01:00+01:00;6310;1019.48;15063.71;54.26;54.26;84.32;84.32
2024-01-08T02:00+01:00;6310;1001.42;15215.89;54.72;54.72;81.82;81.82
2024-01-08T03:00+01:00;6309;1013.48;15188.47;54.99;54.99;79.11;79.11
2024-01-08T04:00+01:00;6311;1065.35;15313.07;56.11;56.11;78.48;78.48
2024-01-08T05:00+01:00;6310;1145.35;15436.59;58.13;58.13;82.1;82.1
2024-01-08T06:00+01:00;6310;1252.45;15930.08;54.24;54.24;94.3;94.3
2024-01-08T07:00+01:00;6310;1306.21;16398.93;53.79;53.79;111.22;111.22
2024-01-08T08:00+01:00;6308;1319.2;16668.54;53.83;53.83;121.11;121.11
2024-01-08T09:00+01:00;6309;1332.19;16685.47;53.79;53.79;120.73;120.73
2024-01-08T10:00+01:00;6309;1330.99;16281.1;53.62;53.62;113.9;113.9
2024-01-08T11:00+01:00;6310;1314.16;16144.94;53.52;53.52;105.54;105.54
2024-01-08T12:00+01:00;6309;1287.61;16159.09;53.2;53.2;97.84;97.84
2024-01-08T13:00+01:00;6308;1278.64;16059.49;52.8;52.8;94.88;94.88
2024-01-08T14:00+01:00;6305;1319.09;16132.33;52.12;52.12;102.46;102.46
2024-01-08T15:00+01:00;6305;1329.95;16373.94;50.55;50.55;110.64;110.64
2024-01-08T16:00+01:00;6305;1348.88;16489.08;49.03;49.03;128;128
2024-01-08T17:00+01:00;6306;1330.48;16623.85;48.74;48.74;132.31;132.31
2024-01-08T18:00+01:00;6306;1321.17;16701.74;47.14;47.14;130.01;130.01
2024-01-08T19:00+01:00;6304;1312.49;16685.24;46.82;46.82;122.12;122.12
2024-01-08T20:00+01:00;6304;1310.4;16385.51;46.76;46.76;114.21;114.21
2024-01-08T21:00+01:00;6304;1247.05;15900.97;47.87;47.87;99.85;102.83
2024-01-08T22:00+01:00;6305;1134.03;15570.23;48.23;48.23;97.08;99.98
2024-01-08T23:00+01:00;6304;1071.51;16098.83;47.65;47.65;88.83;91.49
2024-01-09T00:00+01:00;6303;1029.06;15463.22;27.71;27.71;85.43;87.82
2024-01-09T01:00+01:00;6304;997.23;15388.35;26.73;26.73;73.92;86.69
2024-01-09T02:00+01:00;6304;970.13;15484.43;26.33;26.33;40.59;85
2024-01-09T03:00+01:00;6304;963.97;15498.22;26.27;26.27;29.17;84.13
2024-01-09T04:00+01:00;6304;991.77;15539.8;26.88;26.88;26.88;85.41
2024-01-09T05:00+01:00;6303;1049.36;15638.78;27.95;27.95;40.51;89.28
2024-01-09T06:00+01:00;6304;1276.46;16143.7;28.26;28.26;88.98;108.51
2024-01-09T07:00+01:00;6305;1480.42;16727.96;35.16;35.16;94.88;123.22
2024-01-09T08:00+01:00;6305;1516.67;16886.53;35.91;35.91;129.11;133.25
2024-01-09T09:00+01:00;6306;1537.65;16774.56;35.09;35.09;117.16;120.89
2024-01-09T10:00+01:00;6308;1509.67;16724.65;34.4;34.4;109.91;112.78
2024-01-09T11:00+01:00;6308;1513.01;16515.66;34.98;34.98;102.5;105.4
2024-01-09T12:00+01:00;6307;1564.85;16572.91;36.03;36.03;97.11;100
2024-01-09T13:00+01:00;6306;1567.51;16453.3;36.88;36.88;97.69;100.6
2024-01-09T14:00+01:00;6305;1562.77;16643.23;35.23;35.23;107.45;112.36
2024-01-09T15:00+01:00;6301;1574.62;16869.59;36.08;36.08;115.69;121.09
2024-01-09T16:00+01:00;6302;1584.46;17185.74;35.77;35.77;123.88;130.99
2024-01-09T17:00+01:00;6300;1593.37;17158.54;34.84;34.84;133.56;137.95
2024-01-09T18:00+01:00;6299;1608.31;17088.15;33.39;33.39;133.53;137.72
2024-01-09T19:00+01:00;6300;1601.91;16956.79;34.58;34.58;126.38;130.33
2024-01-09T20:00+01:00;6299;1565.78;16669.09;33.51;33.51;116.51;117.36
2024-01-09T21:00+01:00;6301;1503.84;16470.47;32.92;32.92;99.96;109
2024-01-09T22:00+01:00;6301;1402.91;16418.9;31.11;31.11;89.98;103.63
2024-01-09T23:00+01:00;6300;1285.97;16099.02;30.33;30.33;50.92;94.76
2024-01-10T00:00+01:00;6296;1214.35;15593.34;28.68;28.68;37.99;87.15
2024-01-10T01:00+01:00;6294;1210.88;15535.67;28.52;28.52;34.6;84.67
2024-01-10T02:00+01:00;6296;1205.64;15395.26;27.99;27.99;27.99;84.64
2024-01-10T03:00+01:00;6296;1220.39;15487.17;27.4;27.4;27.4;84.02
2024-01-10T04:00+01:00;6296;1252.05;15623.65;27.36;27.36;32.11;84.23
2024-01-10T05:00+01:00;6296;1387.97;15772.63;25.85;25.85;80;89.05
2024-01-10T06:00+01:00;6295;1484.86;15845.3;26.34;26.34;82.74;108.88
2024-01-10T07:00+01:00;6299;1596.27;16076.9;27.39;27.39;96.89;129.4
2024-01-10T08:00+01:00;6299;1560.4;16164.6;27.69;27.69;136.9;143
2024-01-10T09:00+01:00;6306;1581.89;16084.75;28.23;28.23;126.35;130.39
2024-01-10T10:00+01:00;6307;1606.54;16106.85;28.42;28.42;114.88;121.47
2024-01-10T11:00+01:00;6307;1584.51;16114.06;28.58;28.58;105.97;109.13
2024-01-10T12:00+01:00;6307;1568.76;15871.48;28.65;28.65;98.82;102.21
2024-01-10T13:00+01:00;6305;1509.74;15967.34;27.8;27.8;91.49;108.2
2024-01-10T14:00+01:00;6301;1483.52;16368.37;27.43;27.43;94.99;115.68
2024-01-10T15:00+01:00;6302;1518.45;16547.43;26.87;26.87;99.32;123.8
2024-01-10T16:00+01:00;6304;1529.86;16864.5;26.32;26.32;122.06;134.64
2024-01-10T17:00+01:00;6305;1538.03;17025.87;26.54;26.54;139.19;143.79
2024-01-10T18:00+01:00;6307;1490.26;16886.18;25.94;25.94;94.92;136.64
2024-01-10T19:00+01:00;6305;1325.66;16542.29;25.39;25.39;42.93;128.98
2024-01-10T20:00+01:00;6302;1011.88;16382.12;25.09;25.09;25.09;117.12
2024-01-10T21:00+01:00;6304;954.41;16240.32;25.32;25.32;25.32;107.12
2024-01-10T22:00+01:00;6302;917.59;16092.25;24.43;24.43;24.43;83.1
2024-01-10T23:00+01:00;6302;910.75;15829.46;21.5;21.5;21.5;30.07
2024-01-11T00:00+01:00;6304;801.56;15230.78;21.09;21.09;21.09;83.1
2024-01-11T01:00+01:00;6304;765.6;14694.89;21.85;21.85;21.85;21.85
2024-01-11T02:00+01:00;6304;779.2;14694.12;24.39;24.39;24.39;24.39
2024-01-11T03:00+01:00;6303;776.97;14471.78;27.01;27.01;27.01;27.01
2024-01-11T04:00+01:00;6302;785.5;14550.3;28.77;28.77;28.77;28.77
2024-01-11T05:00+01:00;6302;913.91;14673.93;34.36;34.36;34.36;34.36
2024-01-11T06:00+01:00;6302;1072.04;15553.76;41.94;41.94;41.94;99.62
2024-01-11T07:00+01:00;6303;1333.05;16932.85;53.51;53.51;53.51;114.06
2024-01-11T08:00+01:00;6304;1407.32;16826.45;59.5;59.5;89.99;137.62
2024-01-11T09:00+01:00;6305;1446.95;16531.15;64.2;64.2;125.03;126.06
2024-01-11T10:00+01:00;6304;1515.54;16088.99;71.23;71.23;110.01;110.92
2024-01-11T11:00+01:00;6305;1480.85;15814.44;74.91;74.91;103.29;103.92
2024-01-11T12:00+01:00;6306;1573.92;15323.03;73.37;73.37;96.3;97
2024-01-11T13:00+01:00;6303;1574.1;14811.95;73.69;73.69;95.93;99
2024-01-11T14:00+01:00;6305;1598.95;14591.08;73.82;73.82;102.69;105.98
2024-01-11T15:00+01:00;6305;1624.97;14613.57;71.03;71.03;117.96;117.96
2024-01-11T16:00+01:00;6305;1639.62;14469.44;62.89;62.89;137.35;137.35
2024-01-11T17:00+01:00;6306;1634.62;14296.79;59.44;59.44;150.09;150.09
2024-01-11T18:00+01:00;6306;1637.33;14364.81;59.21;59.21;136.69;136.69
2024-01-11T19:00+01:00;6306;1686.12;14579.31;54.19;54.19;132.31;132.31
2024-01-11T20:00+01:00;6306;1651.75;14872.03;49.58;49.58;117.88;118.95
2024-01-11T21:00+01:00;6306;1628.43;15118.04;46.31;46.31;103.76;107.19
2024-01-11T22:00+01:00;6305;1505.8;15127.6;43.9;43.9;94.49;100
2024-01-11T23:00+01:00;6306;1360.54;15431.14;42.01;42.01;85.74;96.97
2024-01-12T00:00+01:00;6306;1160.97;15310.4;44.96;44.96;86.53;90.94
2024-01-12T01:00+01:00;6306;1125.47;15594.98;45.08;45.08;83.3;86.11
2024-01-12T02:00+01:00;6305;1126.86;15865.52;45.02;45.02;81.25;83.17
2024-01-12T03:00+01:00;6303;1130.8;15960.13;44.45;44.45;79.84;82.6
2024-01-12T04:00+01:00;6302;1153.11;16139.21;44.12;44.12;79.98;82.32
2024-01-12T05:00+01:00;6303;1196.62;16297.46;44.18;44.18;81.8;83.27
2024-01-12T06:00+01:00;6302;1453.6;17066.34;43.94;43.94;86.66;89.9
2024-01-12T07:00+01:00;6301;1619.62;17734.57;46.47;46.47;111.86;118.16
2024-01-12T08:00+01:00;6301;1675.25;18067.44;46.44;46.44;136.38;140.74
2024-01-12T09:00+01:00;6301;1703.53;18096.91;49.55;49.55;130.78;134.96
2024-01-12T10:00+01:00;6300;1693.26;17842.56;52.18;52.18;118.22;122.01
2024-01-12T11:00+01:00;6300;1680.2;17262.75;55.68;55.68;111.41;111.98
2024-01-12T12:00+01:00;6300;1663.82;16763.32;62.39;62.39;103.67;104.42
2024-01-12T13:00+01:00;6301;1665.88;16281.51;66.05;66.05;99.88;100.61
2024-01-12T14:00+01:00;6301;1646.2;15653.7;69.63;69.63;101.3;102.03
2024-01-12T15:00+01:00;6303;1657.08;15103.09;70.26;70.26;106.81;107.36
2024-01-12T16:00+01:00;6304;1676.33;14959.42;69.19;69.19;116.52;117.12
2024-01-12T17:00+01:00;6304;1622.89;14759.47;65.11;65.11;127.5;127.5
2024-01-12T18:00+01:00;6306;1642.37;14571.93;63.79;63.79;126;126
2024-01-12T19:00+01:00;6306;1655.94;14420.9;58.27;58.27;116.01;119.47
2024-01-12T20:00+01:00;6306;1611.05;14236.6;53.82;53.82;104.03;106.18
2024-01-12T21:00+01:00;6306;1443.2;14045.87;49.22;49.22;88.77;98.48
2024-01-12T22:00+01:00;6306;1382.94;13379.56;48.07;48.07;82.83;93.37
2024-01-12T23:00+01:00;6306;1365.38;13318.02;46.13;46.13;80.1;85.15
2024-01-13T00:00+01:00;6307;1146.29;13168.66;49.69;49.69;49.69;75.64
2024-01-13T01:00+01:00;6305;1065.29;13272.92;46.63;46.63;46.63;74.85
2024-01-13T02:00+01:00;6308;1052.41;13184.42;44;44;44;73.65
2024-01-13T03:00+01:00;6307;1035.1;13217.72;42.47;42.47;42.47;71.37
2024-01-13T04:00+01:00;6305;1026.76;13253.46;42.54;42.54;42.54;72.24
2024-01-13T05:00+01:00;6304;1019.25;13341.14;43.53;43.53;43.53;55.55
2024-01-13T06:00+01:00;6303;1057.97;13571.26;45.62;45.62;45.62;45.62
2024-01-13T07:00+01:00;6302;1127.98;13808.63;51.2;51.2;51.2;51.2
2024-01-13T08:00+01:00;6302;1163.45;14173.82;57.93;57.93;57.93;57.93
2024-01-13T09:00+01:00;6302;1149.2;14364.61;59.17;59.17;73.31;73.31
2024-01-13T10:00+01:00;6301;1169.3;14302.52;59.21;59.21;72.02;72.02
2024-01-13T11:00+01:00;6299;1177.02;14221.31;58.37;58.37;70.98;70.98
2024-01-13T12:00+01:00;6299;1180.69;14369.77;56.2;56.2;69.95;69.95
2024-01-13T13:00+01:00;6300;1183.01;14402.62;56.36;56.36;63.67;63.67
2024-01-13T14:00+01:00;6301;1195.5;14511.73;59.17;59.17;67.91;67.91
2024-01-13T15:00+01:00;6301;1207.75;15148.87;65.73;65.73;68.61;68.61
2024-01-13T16:00+01:00;6274;1281.04;15595.7;65.69;65.69;70.78;70.78
2024-01-13T17:00+01:00;6254;1277.13;15675.6;62.08;62.08;74.22;74.22
2024-01-13T18:00+01:00;6280;1265.05;15536.24;56.07;56.07;75.81;75.81
2024-01-13T19:00+01:00;6302;1267.12;15520.97;55.79;55.79;73.82;73.82
2024-01-13T20:00+01:00;6303;1245.91;15371.48;56.29;56.29;73.06;73.06
2024-01-13T21:00+01:00;6306;1158.28;15354.58;59.15;59.15;70.93;70.93
2024-01-13T22:00+01:00;6306;1107.4;15107.13;62.76;62.76;62.76;62.76
2024-01-13T23:00+01:00;6305;1100.77;14624.5;61.65;61.65;61.65;61.65
2024-01-14T00:00+01:00;6309;1080.64;13587.66;64.02;64.02;64.02;64.02
2024-01-14T01:00+01:00;6309;1081.44;13106.97;62.11;62.11;62.11;62.11
2024-01-14T02:00+01:00;6309;1091.87;12897.26;62.93;62.93;62.93;62.93
2024-01-14T03:00+01:00;6309;1103.76;12639.5;64.01;64.01;64.01;64.01
2024-01-14T04:00+01:00;6307;1145.76;12514.2;64.67;64.67;64.67;64.67
2024-01-14T05:00+01:00;6307;1189.06;12336.72;65.2;65.2;65.2;65.2
2024-01-14T06:00+01:00;6308;1273.01;12545.95;67.31;67.31;67.31;67.31
