Date (GMT+1);Non-Renewable;Renewable;Day Ahead Auction (NO1);Day Ahead Auction (NO2);Day Ahead Auction (NO2NSL);Day Ahead Auction (NO3);Day Ahead Auction (NO4);Day Ahead Auction (NO5)
2024-01-02T10:00+01:00;206.08;22216.38;71.08;71.08;75.9;68.98;44.41;71.08
2024-01-02T11:00+01:00;206.225;22852.835;73.54;73.54;77.36;73.54;44.41;73.54
2024-01-02T12:00+01:00;205.55;23716.37;78.16;78.16;74.04;78.16;44.87;78.16
2024-01-02T13:00+01:00;209.505;23776.235;78.87;78.87;71.8;78.87;47.06;78.87
2024-01-02T14:00+01:00;208.645;23710.785;79.24;79.24;72.56;79.24;48.87;79.24
2024-01-02T15:00+01:00;206.49;24283.34;79.96;79.96;78.02;79.96;49.63;79.96
2024-01-02T16:00+01:00;206.815;24499.285;81.46;81.46;80.43;81.46;46.37;81.46
2024-01-02T17:00+01:00;208.755;24116.695;80.92;80.92;81;80.92;44.47;80.92
2024-01-02T18:00+01:00;206.68;22025.73;74.95;74.95;80.79;74.95;44.02;74.95
2024-01-02T19:00+01:00;220.475;19387.895;66.77;66.77;72.6;63.18;42.6;66.77
2024-01-02T20:00+01:00;218.78;18262.65;64.92;64.92;75.69;57.11;44.46;64.92
2024-01-02T21:00+01:00;213.16;17183.68;64.43;64.43;70.9;48.04;42.91;64.43
2024-01-02T22:00+01:00;217.64;16273.75;62.61;62.61;70.01;45.43;40.44;62.61
2024-01-02T23:00+01:00;218.855;15420.565;59.16;59.16;60.42;42.5;38.18;59.24
2024-01-03T00:00+01:00;219.805;14921.945;58;58;58.71;40.8;40.44;58
2024-01-03T01:00+01:00;219.845;14686.445;58.39;58.39;61.61;39.21;38.27;58.39
2024-01-03T02:00+01:00;219.415;15011.025;58.41;58.41;61.68;37.36;33.73;58.41
2024-01-03T03:00+01:00;221.6;14426.41;55.84;55.84;60.05;36.17;33.59;55.84
2024-01-03T04:00+01:00;221.5;14345.53;54.53;54.53;59.08;38.21;35.65;54.53
2024-01-03T05:00+01:00;218.985;15145.615;58.41;58.41;63.81;42.58;40.15;58.41
2024-01-03T06:00+01:00;219.62;16785.37;62.7;62.7;69.11;49.44;44.56;62.7
2024-01-03T07:00+01:00;216.03;18719.15;64.81;64.81;73.43;53.53;44.53;64.81
2024-01-03T08:00+01:00;213.95;19381.98;65.6;65.6;71.11;63.48;43.07;65.6
2024-01-03T09:00+01:00;211.76;20315.77;65.94;65.94;71.56;64.99;44.57;65.94
2024-01-03T10:00+01:00;213.23;20782.94;66.42;66.42;72.6;60.19;46.86;66.42
2024-01-03T11:00+01:00;212.635;20289.395;65.93;65.93;72.87;59.96;45.67;65.93
2024-01-03T12:00+01:00;214.695;20205.425;65.6;65.6;72.46;59.8;48.18;65.6
2024-01-03T13:00+01:00;218.265;19988.545;65.43;65.15;71.74;58.86;49.04;65.43
2024-01-03T14:00+01:00;216.03;20760.74;65.76;65.76;73.71;64.99;49.76;65.76
2024-01-03T15:00+01:00;213.06;22130.63;69.38;69.38;75.44;68.83;47.98;69.38
2024-01-03T16:00+01:00;214.38;23508.59;73.59;73.59;77.02;73.59;45.7;73.59
2024-01-03T17:00+01:00;216.26;25009.25;82.28;82.28;78.85;82.28;44.78;82.28
2024-01-03T18:00+01:00;212.625;25407.035;82.97;82.97;81.01;82.97;44.58;82.97
2024-01-03T19:00+01:00;214.035;24503.745;79.03;79.03;76.4;79.03;44.54;79.03
2024-01-03T20:00+01:00;214.175;22715.345;73.23;73.23;70.43;73.23;44.54;73.23
2024-01-03T21:00+01:00;210.7;20953.35;69.2;69.2;69.63;67.41;44.15;69.2
2024-01-03T22:00+01:00;218.88;19119.05;65.42;65.42;68.84;65;42.07;65.42
2024-01-03T23:00+01:00;219.395;16879.265;63.79;63.79;67.71;58.12;40.22;63.79
2024-01-04T00:00+01:00;220.35;16094.71;64.03;64.03;64.88;58.71;39.57;64.03
2024-01-04T01:00+01:00;221.365;15763.895;63.13;63.13;65.4;53.6;37.8;63.13
2024-01-04T02:00+01:00;221.36;15829.53;62.61;62.61;65.87;54.44;37.8;62.61
2024-01-04T03:00+01:00;220.47;15848.26;62.41;62.41;64.77;55.18;37.8;62.41
2024-01-04T04:00+01:00;220.615;15810.035;62.08;62.08;65.76;58.25;37.8;62.08
2024-01-04T05:00+01:00;219.625;16533.615;64.47;64.47;64.47;59.15;42.69;64.47
2024-01-04T06:00+01:00;216.875;20116.015;72.65;70.38;68.72;72.65;44;72.65
2024-01-04T07:00+01:00;217.765;24491.815;85.02;85.02;80.61;85.02;42.48;85.02
2024-01-04T08:00+01:00;216.345;25142.615;91.47;91.47;85;91.47;45.69;91.47
2024-01-04T09:00+01:00;209.995;25067.365;94.2;94.2;88.07;94.2;49.14;94.2
2024-01-04T10:00+01:00;214.89;25866.23;91.98;91.98;88.2;91.98;49.72;91.98
2024-01-04T11:00+01:00;211;25201;90.4;90.4;86.03;90.4;49.93;90.4
2024-01-04T12:00+01:00;211.645;24975.315;86.69;86.69;86.27;86.69;52.81;86.69
2024-01-04T13:00+01:00;212.66;24833.65;85.96;85.96;86.39;85.96;53.73;85.96
2024-01-04T14:00+01:00;217.46;25762.74;92.11;92.11;92.16;92.11;57.79;92.11
2024-01-04T15:00+01:00;214.18;25912.72;98.62;98.62;98.81;98.62;57.79;98.62
2024-01-04T16:00+01:00;212.815;26009.975;105.73;105.73;105.76;105.73;57.24;105.73
2024-01-04T17:00+01:00;214.94;25883.97;133.23;133.23;115.79;133.23;52.82;133.23
2024-01-04T18:00+01:00;211.95;25720.5;144.65;144.65;120;144.65;49.14;144.65
2024-01-04T19:00+01:00;216.21;25692.73;125;121.37;118.69;121.37;46.37;121.37
2024-01-04T20:00+01:00;213.485;25672.885;103.59;100.58;109.84;100.58;49.14;100.58
2024-01-04T21:00+01:00;214.28;25039.52;100.01;97.11;95.87;97.11;45.7;97.11
2024-01-04T22:00+01:00;216.865;24474.095;94.86;92.11;90.99;94.28;44;94.28
2024-01-04T23:00+01:00;216.9;24231.01;88.83;86.25;79.93;88.83;39.62;88.83
2024-01-05T00:00+01:00;210.98;22609.22;88.83;88.83;87.61;88.83;37.67;88.83
2024-01-05T01:00+01:00;207.635;21894.285;83.09;83.09;84.98;83.09;36.79;83.09
2024-01-05T02:00+01:00;207.825;21227.325;80;79.47;82.99;80;35.44;80
2024-01-05T03:00+01:00;208.32;20683.81;80.17;75.39;78.82;80.17;35.59;80.17
2024-01-05T04:00+01:00;207.705;20709.075;82.49;76.26;77.25;82.49;36.36;82.49
2024-01-05T05:00+01:00;211.01;21190.68;88.14;75.23;79.01;88.14;40.2;88.14
2024-01-05T06:00+01:00;214.225;22363.385;109.79;78.65;84;109.79;41.43;109.79
2024-01-05T07:00+01:00;209.21;23995.95;165.01;84.47;98.08;165.01;44.24;165.01
2024-01-05T08:00+01:00;210.42;24124.9;299.01;86.98;103.26;199.27;48.16;199.27
2024-01-05T09:00+01:00;207.445;24253.055;249.12;92.18;102.67;238.31;53.79;238.31
2024-01-05T10:00+01:00;207.6;24428.96;255.86;93.49;99.25;255.86;59.29;255.86
2024-01-05T11:00+01:00;207.12;24345.85;211.11;95.37;96;211.11;59.29;211.11
2024-01-05T12:00+01:00;209.21;23353.34;203.28;89.56;91.45;203.28;59.29;203.28
2024-01-05T13:00+01:00;212.665;23107.035;196.98;88.89;90.71;196.98;59.29;196.98
2024-01-05T14:00+01:00;212.84;23263.43;197.86;93.62;91.95;197.86;59.3;197.86
2024-01-05T15:00+01:00;210.26;23208.6;299.94;97.15;97.11;299.94;59.3;299.94
2024-01-05T16:00+01:00;209.63;23036.44;449.64;99.98;102.58;449.64;59.29;449.64
2024-01-05T17:00+01:00;210.7;22962.97;526.25;104.26;113.38;526.25;59.29;526.25
2024-01-05T18:00+01:00;206.575;22874.335;349.95;111.68;114.42;349.95;53.8;349.95
2024-01-05T19:00+01:00;213.15;23426.58;181.91;100.95;108.28;181.91;53.8;181.91
2024-01-05T20:00+01:00;212.29;23520.46;149.6;103.08;100.45;149.6;53.8;149.6
2024-01-05T21:00+01:00;209.065;23687.405;112.82;97;91.65;112.82;53.79;112.82
2024-01-05T22:00+01:00;209.94;23420.81;100.1;97.75;92.88;100.1;50.9;100.1
2024-01-05T23:00+01:00;213.05;22908.56;92.87;89.39;84.82;92.87;48.62;92.87
2024-01-06T00:00+01:00;212.795;22319.615;84.88;84.88;83.93;84.88;53.16;84.88
2024-01-06T01:00+01:00;211.24;21965.28;83.2;82.77;80.09;83.2;47.75;83.2
2024-01-06T02:00+01:00;210.995;21368.865;82.03;78.56;78.08;82.03;46.69;82.03
2024-01-06T03:00+01:00;211.015;21010.465;82.18;75.35;78.03;82.18;44.3;82.18
2024-01-06T04:00+01:00;211.09;20747.64;82.53;75.35;77.33;82.53;46.43;82.53
2024-01-06T05:00+01:00;211.21;20532.1;84.13;76.98;76.95;84.13;47.18;84.13
2024-01-06T06:00+01:00;211.45;20744.75;84.48;77.5;78.46;84.48;48.42;84.48
2024-01-06T07:00+01:00;211.605;21389.425;87.43;84;80.96;87.43;52.88;87.43
2024-01-06T08:00+01:00;211.89;21721.3;90.87;90.87;87.01;90.87;61.39;90.87
2024-01-06T09:00+01:00;211.38;22492.92;94.98;94.98;91.92;94.98;64.19;94.98
2024-01-06T10:00+01:00;210.87;23367.31;100.41;100.41;94.8;100.41;61.4;100.41
2024-01-06T11:00+01:00;211.725;23869.615;103.65;103.65;96.12;103.65;53.16;103.65
2024-01-06T12:00+01:00;211.45;23832.22;102.33;102.33;95.26;102.33;46.69;102.33
2024-01-06T13:00+01:00;211.045;23597.585;97.75;97.75;93.23;97.75;44.3;97.75
2024-01-06T14:00+01:00;211.225;23426.835;95.51;95.51;94.9;95.51;44.26;95.51
2024-01-06T15:00+01:00;211.81;23786.44;98.5;97.74;93.47;98.5;42.93;98.5
2024-01-06T16:00+01:00;212.965;24331.265;110;102.83;97.99;110;39.63;110
2024-01-06T17:00+01:00;211.3;24670.43;118.27;107.82;105.66;118.27;44.24;118.27
2024-01-06T18:00+01:00;214.415;24338.545;106.94;106.94;106.01;106.94;44.28;106.94
2024-01-06T19:00+01:00;213.885;23903.885;102.27;102.27;101;102.27;44.26;102.27
2024-01-06T20:00+01:00;212.51;23551.58;94.98;94.98;96.27;94.98;46.7;94.98
2024-01-06T21:00+01:00;213.1;22811.61;90.63;90.63;90.49;90.63;46.7;90.63
2024-01-06T22:00+01:00;213.655;21835.925;89.34;89.34;88.54;89.34;46.69;89.34
2024-01-06T23:00+01:00;212.825;21261.705;82.8;82.43;83.23;82.8;44.22;82.8
2024-01-07T00:00+01:00;214.23;22084.75;86.15;86.15;82.91;86.15;37.43;86.15
2024-01-07T01:00+01:00;212.15;21883.8;82.46;82.46;85.37;82.46;37.43;82.46
2024-01-07T02:00+01:00;212.505;20937.245;79.22;79.22;83.95;79.22;37.67;79.22
2024-01-07T03:00+01:00;212.48;20376.56;77.53;77.53;85;77.53;36.65;77.53
2024-01-07T04:00+01:00;220.255;20118.445;76.89;75.52;80.95;76.89;35.29;76.89
2024-01-07T05:00+01:00;212.295;19950.035;77.42;75.98;78.65;77.42;31.34;77.42
2024-01-07T06:00+01:00;213.115;20111.915;78.45;77.38;77.69;78.45;29.56;78.45
2024-01-07T07:00+01:00;214.77;20689.89;80.37;80.37;80.57;80.37;29.94;80.37
2024-01-07T08:00+01:00;213.53;21012.21;84.21;84.21;83.66;84.21;30.25;84.21
2024-01-07T09:00+01:00;213.915;22031.605;87.57;87.57;88.79;87.57;30.41;87.57
2024-01-07T10:00+01:00;215.585;23247.695;89.75;89.75;90.39;89.75;30.24;89.75
2024-01-07T11:00+01:00;215.23;23400.32;91.99;91.99;92.81;83.63;30.72;91.99
2024-01-07T12:00+01:00;212.105;22843.235;91.5;91.5;93.34;76.05;31.04;91.5
2024-01-07T13:00+01:00;214.355;22561.715;87.52;87.52;91.17;68;30.67;87.52
2024-01-07T14:00+01:00;213.485;22142.745;87.23;87.23;91.76;64.85;28.9;87.23
2024-01-07T15:00+01:00;212.89;22324.72;90.64;90.64;91.99;63.75;28.83;90.64
2024-01-07T16:00+01:00;210.6;22566.02;96.21;96.21;96.67;60.26;28.83;96.21
2024-01-07T17:00+01:00;210.8;23227.45;104.27;104.27;103.1;60.24;28.47;104.27
2024-01-07T18:00+01:00;212.72;23256.58;106.09;106.09;105.17;60.19;27.99;106.09
2024-01-07T19:00+01:00;213.28;23143.04;103.55;103.55;103;57.21;27.95;103.55
2024-01-07T20:00+01:00;212.31;23383.6;100.5;100.5;98.29;55.19;28.46;100.5
2024-01-07T21:00+01:00;211.445;23198.625;93.31;93.31;93.47;59.83;28.83;93.31
2024-01-07T22:00+01:00;211.62;22952.86;91.17;91.17;90.43;58.35;28.68;91.17
2024-01-07T23:00+01:00;210.63;21848.37;83.86;83.86;82.83;58.5;27.72;83.86
2024-01-08T00:00+01:00;210.62;20978.98;87.02;87.02;80.86;54.06;28.83;87.02
2024-01-08T01:00+01:00;213.53;20137.83;84.32;84.32;78.01;54.26;28.83;84.32
2024-01-08T02:00+01:00;210.705;19581.985;81.82;81.82;77.24;54.72;28.89;81.82
2024-01-08T03:00+01:00;212.045;19584.235;80.63;80.63;79.74;54.99;31.02;80.63
2024-01-08T04:00+01:00;210.915;19356.455;79.04;79.04;77.59;56.11;35.89;79.04
2024-01-08T05:00+01:00;211.26;20025.24;82.1;82.1;83.1;58.13;37.93;82.1
2024-01-08T06:00+01:00;212.55;22012.1;94.3;94.3;93.56;55.01;40.17;94.3
2024-01-08T07:00+01:00;209.54;23079.75;111.22;107.87;106.11;63.68;44.31;107.87
2024-01-08T08:00+01:00;213.145;23048.475;121.11;117.6;114.35;66.2;47.53;117.6
2024-01-08T09:00+01:00;211.995;22919.485;120.73;120.73;114.71;65.09;46.88;120.73
2024-01-08T10:00+01:00;211.61;23349.96;113.9;113.9;110.49;59.66;44.34;113.9
2024-01-08T11:00+01:00;211.31;22660.85;105.54;101.38;103;55.71;41.67;101.38
2024-01-08T12:00+01:00;209.44;22253.02;97.84;92.73;98.38;54.59;38.55;92.73
2024-01-08T13:00+01:00;211.52;22283.48;94.88;92.52;97.42;52.8;38.17;92.52
2024-01-08T14:00+01:00;214.635;22132.775;102.46;99.36;99.9;52.12;37.7;99.36
2024-01-08T15:00+01:00;214.88;21879.26;110.64;104.85;106.2;50.55;40.15;104.85
2024-01-08T16:00+01:00;212.825;21723.775;128;120.24;114.7;50.52;37.7;120.24
2024-01-08T17:00+01:00;209.26;22337.16;132.31;125.41;126.31;49.2;33.76;125.41
2024-01-08T18:00+01:00;211.25;22559.27;130.01;126.24;127.78;47.14;29.92;115.35
2024-01-08T19:00+01:00;213.14;22221.49;122.12;118.57;119.02;47.01;28.83;111.91
2024-01-08T20:00+01:00;208.88;21938.37;114.21;110.9;109.51;46.76;29.5;110.9
2024-01-08T21:00+01:00;209.63;21925.74;99.85;99.85;100.48;47.87;28.83;99.85
2024-01-08T22:00+01:00;210.06;21485.26;97.08;97.08;96.71;48.23;28.6;97.08
2024-01-08T23:00+01:00;213.18;20695.05;88.83;88.83;86.98;47.65;27.79;88.83
2024-01-09T00:00+01:00;214.315;20429.595;85.43;85.43;86.35;27.71;27.71;85.43
2024-01-09T01:00+01:00;214.895;20385.675;84.34;84.34;84.99;26.73;26.73;84.34
2024-01-09T02:00+01:00;215.405;19745.335;82.54;82.54;84.18;26.33;26.33;82.54
2024-01-09T03:00+01:00;212.59;19463.68;81.7;81.7;82.32;26.27;26.27;81.7
2024-01-09T04:00+01:00;214.635;19812.405;83.23;83.23;81.86;26.88;26.88;83.23
2024-01-09T05:00+01:00;220.225;20469.155;86.34;86.34;83.22;27.95;27.95;86.34
2024-01-09T06:00+01:00;222.08;21725.88;88.98;88.98;97.05;28.26;28.26;88.98
2024-01-09T07:00+01:00;218.23;22667.11;94.88;94.88;116.65;43.11;35.16;94.88
2024-01-09T08:00+01:00;219.18;23119.92;129.11;129.11;125.28;47.72;35.91;129.11
2024-01-09T09:00+01:00;213.7;23021.83;117.16;117.16;123.74;47.96;35.09;117.16
2024-01-09T10:00+01:00;213.995;22747.055;109.91;109.91;110;48.93;34.4;109.91
2024-01-09T11:00+01:00;215.565;22536.155;102.5;102.5;102.19;48.93;34.98;102.5
2024-01-09T12:00+01:00;214.34;21688.1;97.11;97.11;98.24;50.28;36.03;97.11
2024-01-09T13:00+01:00;219.13;21813.37;97.69;97.69;97.25;50.52;36.88;97.69
2024-01-09T14:00+01:00;224.705;22316.665;107.45;107.45;104.57;50.53;35.23;107.45
2024-01-09T15:00+01:00;223.245;22648.865;115.69;115.69;115.92;50.97;36.08;115.69
2024-01-09T16:00+01:00;222.55;23221.32;123.88;123.88;128.49;51.72;35.77;123.88
2024-01-09T17:00+01:00;221.505;23058.325;133.56;133.56;140.01;49.85;34.84;133.56
2024-01-09T18:00+01:00;215.475;22670.275;133.53;133.53;144.27;49.83;33.39;133.53
2024-01-09T19:00+01:00;225.395;22752.515;126.38;126.38;138.97;48.99;34.58;126.38
2024-01-09T20:00+01:00;220.235;21982.795;116.51;116.51;119.01;48.94;33.51;116.51
2024-01-09T21:00+01:00;218.03;22007.51;99.96;99.96;107.01;47;32.92;99.96
2024-01-09T22:00+01:00;219.085;21672.395;91.69;91.69;102.02;48.83;31.11;91.69
2024-01-09T23:00+01:00;221;21074.23;90.91;90.91;96.35;45.35;30.33;90.91
2024-01-10T00:00+01:00;216.96;20833.02;86.52;86.52;89;50.99;28.68;86.52
2024-01-10T01:00+01:00;213.83;20584.61;84.07;84.07;81.36;49.5;28.52;84.07
2024-01-10T02:00+01:00;214.345;20640.335;84.04;84.04;81.46;47.41;27.99;84.04
2024-01-10T03:00+01:00;213.52;20032.08;83.42;83.42;81;44.97;27.4;83.42
2024-01-10T04:00+01:00;214.05;19757.81;83.63;83.63;81.21;41.97;27.36;83.63
2024-01-10T05:00+01:00;219.115;19601.895;82.45;82.45;82.21;40.01;25.85;82.45
2024-01-10T06:00+01:00;220.98;20278.5;82.74;82.74;97.63;41.92;26.34;82.74
2024-01-10T07:00+01:00;217.285;22051.895;96.89;96.89;122.12;46.51;27.39;96.89
2024-01-10T08:00+01:00;217.88;22300.01;136.9;136.9;133.67;49.35;27.69;136.9
2024-01-10T09:00+01:00;213.385;22285.115;126.35;126.35;128;51.37;28.23;126.35
2024-01-10T10:00+01:00;215.31;22234.31;114.88;114.88;115;51.35;28.42;114.88
2024-01-10T11:00+01:00;215.7;21902.92;105.97;105.97;110.14;50.49;28.58;105.97
2024-01-10T12:00+01:00;216.595;22023.945;98.82;98.82;104.68;50.57;28.65;98.82
2024-01-10T13:00+01:00;219.56;21704.13;91.49;91.49;103.26;50.38;27.8;91.49
2024-01-10T14:00+01:00;223.03;22441.24;109.41;109.41;107.99;50.08;27.43;109.41
2024-01-10T15:00+01:00;220.41;22865.29;119.96;119.96;116.06;49.96;26.87;119.96
2024-01-10T16:00+01:00;220.38;23120.91;122.06;122.06;129.17;50.29;26.32;122.06
2024-01-10T17:00+01:00;220.045;23121.055;139.19;139.19;139.02;49.17;26.54;139.19
2024-01-10T18:00+01:00;213.995;23008.865;135.66;135.66;139.03;50.14;25.94;135.66
2024-01-10T19:00+01:00;223.46;23144.65;128.06;128.06;128.43;49.64;25.39;128.06
2024-01-10T20:00+01:00;220.585;22906.415;116.28;116.28;119.29;49.42;25.09;116.28
2024-01-10T21:00+01:00;215.15;22311.46;100.52;100.52;107;46.85;25.32;100.52
2024-01-10T22:00+01:00;219.005;21303.365;89.46;89.46;99.12;44.9;24.72;89.46
2024-01-10T23:00+01:00;221.925;20619.615;85.04;85.04;92.16;42.91;24.26;85.04
2024-01-11T00:00+01:00;218.54;19722.59;88.9;88.9;84.11;37.83;25.63;88.9
2024-01-11T01:00+01:00;216.365;19249.305;85.84;85.84;82;38.5;25.89;85.84
2024-01-11T02:00+01:00;215.47;18911.2;84.54;84.54;82.11;40.75;25.98;84.54
2024-01-11T03:00+01:00;216.06;18652.28;79.83;79.83;81.01;44.46;27.01;79.83
2024-01-11T04:00+01:00;217.26;19186.01;79.57;79.57;81.53;50.31;28.77;79.57
2024-01-11T05:00+01:00;223.035;20755.165;83.75;83.75;82.96;51.98;34.36;83.75
2024-01-11T06:00+01:00;223.22;22132.89;86.74;86.74;88.96;58.95;41.94;86.74
2024-01-11T07:00+01:00;219.045;23308.225;110.07;110.07;113.35;70.06;53.51;101.63
2024-01-11T08:00+01:00;221.9;23801.22;136.63;136.63;119.64;71.92;59.5;136.63
2024-01-11T09:00+01:00;213.02;23579.94;125.03;125.03;121.63;71.64;64.2;125.03
2024-01-11T10:00+01:00;218.42;23452.38;110.01;110.01;113.58;72.16;71.23;110.01
2024-01-11T11:00+01:00;220.69;24369.59;103.29;103.29;106.08;74.91;74.91;103.29
2024-01-11T12:00+01:00;219.935;24550.615;96.3;96.3;97.37;73.37;73.37;96.3
2024-01-11T13:00+01:00;221.095;24350.265;95.93;95.93;96.05;73.69;73.69;95.93
2024-01-11T14:00+01:00;225.08;24465.38;102.69;102.69;100.27;73.82;73.82;102.69
2024-01-11T15:00+01:00;221.66;24175.8;114.3;114.3;110.37;71.03;71.03;114.3
2024-01-11T16:00+01:00;222.58;23859.57;133.09;133.09;123.3;62.89;62.89;133.09
2024-01-11T17:00+01:00;224.915;24154.225;145.44;145.44;131.83;59.44;58.79;145.44
2024-01-11T18:00+01:00;217.13;24797.33;132.45;132.45;131.91;59.21;51.19;132.45
2024-01-11T19:00+01:00;225.125;24582.225;128.21;128.21;124.22;54.19;47.55;128.21
2024-01-11T20:00+01:00;221.23;23472.67;114.22;114.22;113.82;49.58;47.23;97.25
2024-01-11T21:00+01:00;215.975;22601.805;103.76;103.76;100.79;46.31;46.31;101.32
2024-01-11T22:00+01:00;219.08;22054.08;94.49;94.49;94.99;43.9;43.9;94.49
2024-01-11T23:00+01:00;224.99;21178.29;85.74;85.74;87.9;42.01;41.49;85.74
2024-01-12T00:00+01:00;225.32;20195.67;86.53;86.53;84.57;44.96;44.1;86.53
2024-01-12T01:00+01:00;219.52;19801.47;83.3;83.3;81.66;45.08;43.8;83.3
2024-01-12T02:00+01:00;220.165;19198.955;81.25;81.25;79.81;45.02;43.81;81.25
2024-01-12T03:00+01:00;220.935;18652.055;79.84;79.84;76.79;44.45;44.08;79.84
2024-01-12T04:00+01:00;223.64;18454.22;79.98;79.98;76.3;44.12;44.12;79.98
2024-01-12T05:00+01:00;227.885;19264.605;81.8;81.8;80.13;44.18;44.18;81.8
2024-01-12T06:00+01:00;225.33;20672.11;86.66;86.66;87.48;43.94;43.94;86.66
2024-01-12T07:00+01:00;224.415;22869.475;111.86;111.86;110.23;46.47;46.47;101.28
2024-01-12T08:00+01:00;222.11;23305.04;136.38;136.38;123.18;48.26;46.44;111.71
2024-01-12T09:00+01:00;214.37;23696.85;130.78;130.78;121.75;49.55;49.55;115.98
2024-01-12T10:00+01:00;217.665;23811.545;118.22;118.22;112.62;52.18;52.18;115.77
2024-01-12T11:00+01:00;217.2;24123.55;111.41;111.41;108.52;55.68;55.68;111.41
2024-01-12T12:00+01:00;216.42;24325.12;103.67;103.67;102.47;62.39;58.09;103.67
2024-01-12T13:00+01:00;219.84;24291.63;99.88;99.88;99.72;66.05;58.09;99.88
2024-01-12T14:00+01:00;224.06;24923.15;101.3;101.3;102.19;69.63;58.09;101.3
2024-01-12T15:00+01:00;221.15;24994.01;106.81;106.81;107.74;70.26;54.6;106.81
2024-01-12T16:00+01:00;221.265;24847.745;116.52;116.52;114.36;69.19;54.59;105.66
2024-01-12T17:00+01:00;222.805;25022.245;123.8;123.8;123.26;65.11;52.96;103.4
2024-01-12T18:00+01:00;216.295;25323.325;122.35;122.35;122.96;63.79;52.96;101.68
2024-01-12T19:00+01:00;228.825;25296.035;116.01;116.01;115.63;58.27;52.88;99.38
2024-01-12T20:00+01:00;223.82;24631.46;104.03;104.03;107.27;53.82;50.65;101.8
2024-01-12T21:00+01:00;217.44;23650.32;88.77;88.77;94.81;49.22;49.22;88.77
2024-01-12T22:00+01:00;224.3;22067.97;82.83;82.83;88.5;48.07;48.07;82.83
2024-01-12T23:00+01:00;223.485;20698.365;80.1;80.1;81.75;46.13;46.13;80.1
