Date (GMT+1);Non-Renewable;Renewable;Day Ahead Auction (NO1);Day Ahead Auction (NO2);Day Ahead Auction (NO2NSL);Day Ahead Auction (NO3);Day Ahead Auction (NO4);Day Ahead Auction (NO5)
2024-02-23T20:00+01:00;214.925;19793.715;53.22;53.22;53.06;16.81;16.81;53.22
2024-02-23T21:00+01:00;212.1;19930.98;53.16;53.16;52.69;16.61;16.61;53.16
2024-02-23T22:00+01:00;213.885;19944.555;53.28;53.28;52.88;16.26;16.26;53.28
2024-02-23T23:00+01:00;216.195;18984.375;53.25;53.25;52.17;15.05;15.05;53.25
2024-02-24T00:00+01:00;214.585;17148.385;53.97;53.97;54.54;16.03;16.03;53.97
2024-02-24T01:00+01:00;215.575;16671.735;53.52;53.52;54.12;14.2;14.2;53.52
2024-02-24T02:00+01:00;215.65;16347.17;53.48;53.48;53.59;13.9;13.9;53.48
2024-02-24T03:00+01:00;215.23;16751.35;53.43;53.43;53.56;14.03;14.03;53.43
2024-02-24T04:00+01:00;214.59;16884.96;53.49;53.49;53.7;16.03;16.03;53.49
2024-02-24T05:00+01:00;213.875;17089.045;53.92;53.92;53.48;16.12;16.12;53.92
2024-02-24T06:00+01:00;214.14;17658.89;53.95;53.95;53.47;16.33;16.33;53.95
2024-02-24T07:00+01:00;209.485;18516.695;54.61;54.61;54.05;18.34;18.34;54.61
2024-02-24T08:00+01:00;208.06;19230.73;54.69;54.69;54.56;20.4;20.4;54.69
2024-02-24T09:00+01:00;208.61;19214.09;52.66;52.66;54.17;24.41;24.41;52.66
2024-02-24T10:00+01:00;210.55;18142.2;49.99;49.99;52.35;27.32;27.32;49.99
2024-02-24T11:00+01:00;213.45;16600.15;47.61;47.61;49.45;28.52;28.52;47.61
2024-02-24T12:00+01:00;213.96;14947.81;45.2;45.2;47.44;30.09;30.09;45.2
2024-02-24T13:00+01:00;216.39;13984.31;43.38;43.38;46.76;30.45;30.45;43.38
2024-02-24T14:00+01:00;215.62;15331.69;46.28;46.28;48.01;31.04;31.04;46.28
2024-02-24T15:00+01:00;215.67;16791.87;49.14;49.14;51.11;33.43;31.96;49.14
2024-02-24T16:00+01:00;217.915;18838.865;51.7;51.7;56.6;34.62;32.3;51.7
2024-02-24T17:00+01:00;213.715;20776.165;56.58;56.58;64.33;36.14;32.89;56.58
2024-02-24T18:00+01:00;219.245;21312.155;72.83;72.83;68.62;37.13;32.89;72.83
2024-02-24T19:00+01:00;219.055;20602.015;58.98;58.98;64.33;38.08;32.89;58.98
2024-02-24T20:00+01:00;217.08;19726.57;56.03;56.03;57.77;38.08;32.89;56.03
2024-02-24T21:00+01:00;214.2;19681.17;54.99;54.99;55.34;38.35;32.88;54.99
2024-02-24T22:00+01:00;215.825;19286.215;53.22;53.22;55.31;38.02;32.47;53.22
2024-02-24T23:00+01:00;216.34;17966.74;51.85;51.85;54.51;36.58;31.68;51.85
2024-02-25T00:00+01:00;217.81;18184.93;54.7;54.7;55.01;33.35;33.35;54.7
2024-02-25T01:00+01:00;214.33;17310.89;53.72;53.72;54.18;33.51;33.51;53.72
2024-02-25T02:00+01:00;214.13;16959.41;53.67;53.67;52.7;31.74;31.74;53.67
2024-02-25T03:00+01:00;213.885;16678.685;53.19;53.19;52.73;31.27;31.27;53.19
2024-02-25T04:00+01:00;214.045;16422.125;53.48;53.48;53.16;30.88;30.88;53.48
2024-02-25T05:00+01:00;213.075;16590.745;53.36;53.36;53.86;30.51;30.51;53.36
2024-02-25T06:00+01:00;210.825;16893.475;54.95;54.95;54.54;30.72;30.72;54.95
2024-02-25T07:00+01:00;206.46;16923.21;55.45;55.45;55.47;31.12;30.87;55.45
2024-02-25T08:00+01:00;206.45;16912.29;56.87;56.87;56.01;33.76;33.76;56.87
2024-02-25T09:00+01:00;209.91;17435.94;58.08;58.08;54.16;35.08;35.08;58.08
2024-02-25T10:00+01:00;209.205;17155.115;55.02;55.02;52.25;35.2;35.2;55.02
2024-02-25T11:00+01:00;209.87;16568.09;52.9;52.9;50.98;34.17;34.17;52.9
2024-02-25T12:00+01:00;207.845;16201.375;49.81;49.81;49.71;31.58;30.41;49.81
2024-02-25T13:00+01:00;212.89;15503.2;48.22;48.22;48.23;33.15;30.11;48.22
2024-02-25T14:00+01:00;212.005;16613.095;51.17;51.17;49.51;31.72;30.02;51.17
2024-02-25T15:00+01:00;213.155;18853.575;53.44;53.44;53;31.7;30.67;53.44
2024-02-25T16:00+01:00;210.185;20344.755;58.99;58.99;61.48;31.68;31.5;58.99
2024-02-25T17:00+01:00;207.515;21203.795;79.64;79.64;71.4;31.67;31.67;79.64
2024-02-25T18:00+01:00;210.715;20910.545;90.79;90.79;77.73;31.57;31.44;90.79
2024-02-25T19:00+01:00;211.685;21027.315;73.17;73.17;73.75;30.82;30.8;73.17
2024-02-25T20:00+01:00;211.96;20956.87;63.65;63.65;70.5;30.6;30.6;63.65
2024-02-25T21:00+01:00;210.745;20867.435;59.35;59.35;66.9;31;31;59.35
2024-02-25T22:00+01:00;212.135;20178.875;55.98;55.98;61.68;30.74;30.74;55.98
2024-02-25T23:00+01:00;212.42;19292.87;55.25;55.25;57.97;30.01;30.01;55.25
2024-02-26T00:00+01:00;215.285;18834.615;55.98;55.98;58.21;31.13;26.53;55.98
2024-02-26T01:00+01:00;215.385;18605.135;55;55;56.24;34.59;26.99;55
2024-02-26T02:00+01:00;215.92;17850.01;53.87;53.87;53.84;35.88;27.76;53.87
2024-02-26T03:00+01:00;216.14;16532.51;50.3;50.3;52.49;36.12;28.8;50.3
2024-02-26T04:00+01:00;215.995;17014.535;51.75;51.75;52.19;36.7;30.58;51.75
2024-02-26T05:00+01:00;218;19160.33;54.93;54.93;52.91;37.4;34.96;54.93
2024-02-26T06:00+01:00;217.29;20515.29;55.12;55.12;60.01;38.9;38.9;55.12
2024-02-26T07:00+01:00;209.3;21472.6;65.1;65.1;72.7;40.26;40.26;65.1
2024-02-26T08:00+01:00;208.495;21587.145;79.23;79.23;77.44;44.6;44.6;79.23
2024-02-26T09:00+01:00;210.635;21820.025;71.54;71.54;74.04;46.28;46.28;71.54
2024-02-26T10:00+01:00;210.64;21703.44;64.59;64.59;71.3;48.8;48.8;64.59
2024-02-26T11:00+01:00;211.485;21961.495;62.52;62.52;66.87;53.85;53.85;62.52
2024-02-26T12:00+01:00;207.97;21672.4;56.61;56.61;62.75;56.61;56.61;56.61
2024-02-26T13:00+01:00;211.85;21596.99;56.33;56.33;62.6;56.33;56.33;56.33
2024-02-26T14:00+01:00;210.11;21224.01;58.98;58.98;64.1;56.26;56.26;58.98
2024-02-26T15:00+01:00;212.09;21729;59.35;59.35;67.11;54.04;54.04;59.35
2024-02-26T16:00+01:00;209.28;21776.29;62.45;62.45;69.41;50.02;50.02;62.45
2024-02-26T17:00+01:00;210.665;21411.355;74.61;74.61;74.67;46.98;46.98;74.61
2024-02-26T18:00+01:00;211.59;21739.14;82.67;82.67;85.63;46.61;46.61;82.67
2024-02-26T19:00+01:00;211.42;21690.79;78.5;78.5;82.99;44.45;44.45;78.5
2024-02-26T20:00+01:00;212.34;22084.36;69.98;69.98;73.46;44.34;44.34;69.98
2024-02-26T21:00+01:00;209.955;22073.915;63.65;63.65;67.83;44.64;44.64;63.65
2024-02-26T22:00+01:00;213.47;21995.82;59.95;59.95;65.96;43.8;43.8;59.95
2024-02-26T23:00+01:00;214.635;21382.335;58.88;58.88;58.94;40.38;39.83;58.88
2024-02-27T00:00+01:00;215.17;20880.92;55.83;55.83;59.76;40.58;37.56;55.83
2024-02-27T01:00+01:00;215.25;20677.99;55.65;55.65;58.54;40.82;35.7;55.65
2024-02-27T02:00+01:00;215.215;20305.965;55.51;55.51;58.72;40.91;35;55.51
2024-02-27T03:00+01:00;216.29;20193.56;55.05;55.05;56.43;41.59;35;55.05
2024-02-27T04:00+01:00;216.815;20013.015;54.96;54.96;55.67;41.83;34.96;54.96
2024-02-27T05:00+01:00;217.155;20501.025;55.68;55.68;58.99;41.97;34.97;55.68
2024-02-27T06:00+01:00;217.635;22023.295;60.12;60.12;68.82;39.81;35;60.12
2024-02-27T07:00+01:00;212.61;22010.5;92.67;92.67;77.76;39.41;36.39;92.67
2024-02-27T08:00+01:00;210.69;22329.29;92.81;92.81;85.82;38.39;36.48;92.81
2024-02-27T09:00+01:00;207.7;22668.28;78.3;78.3;79.69;35.4;35;78.3
2024-02-27T10:00+01:00;210.52;23415.38;66.58;66.58;71.38;34.34;33.53;66.58
2024-02-27T11:00+01:00;210.9;23306.42;62.92;62.92;68;35;35;62.92
2024-02-27T12:00+01:00;210.85;22954.46;57.42;57.42;64.78;38.9;35;57.42
2024-02-27T13:00+01:00;213.34;22329.37;57.41;57.41;62.1;38.67;35;57.41
2024-02-27T14:00+01:00;210.86;22179.73;56.01;56.01;64.59;36.1;35.7;56.01
2024-02-27T15:00+01:00;211.26;22230.24;57.01;57.01;67.96;34.21;33.12;57.01
2024-02-27T16:00+01:00;210.9;22417.51;59.25;59.25;73.96;32.05;30.91;59.25
2024-02-27T17:00+01:00;211.68;22637.74;59.96;59.96;85.69;30.09;30.09;59.96
2024-02-27T18:00+01:00;206.975;23036.445;59.96;59.96;90.95;28.84;28.84;59.96
2024-02-27T19:00+01:00;212.59;22736.66;58.67;58.67;78.2;30.27;30.27;58.67
2024-02-27T20:00+01:00;212.92;22722.86;56.13;56.13;65.47;30;30;56.13
2024-02-27T21:00+01:00;208.98;22806.35;56.81;56.81;63;27.87;27.87;56.81
2024-02-27T22:00+01:00;212.355;21924.685;56.05;56.05;60.13;24.34;24.34;56.05
2024-02-27T23:00+01:00;214.495;20602.605;55.18;55.18;57.57;20.36;20.36;55.18
2024-02-28T00:00+01:00;216.645;20104.275;53.15;53.15;56;17.15;17.15;53.15
2024-02-28T01:00+01:00;214.305;19505.395;52.35;52.35;56.64;16.81;16.81;52.35
2024-02-28T02:00+01:00;214.585;18989.835;53.61;53.61;56.79;16.6;16.6;53.61
2024-02-28T03:00+01:00;214.835;18868.065;52;52;56.15;16.61;16.61;52
2024-02-28T04:00+01:00;215.26;19266.83;52;52;56.03;17.41;17.41;52
2024-02-28T05:00+01:00;215.115;19937.395;53.73;53.73;56;18.54;18.54;53.73
2024-02-28T06:00+01:00;217.36;21360.65;54.71;54.71;58.56;21.22;21.22;54.71
2024-02-28T07:00+01:00;210.42;22136.74;60.09;60.09;67;25.68;25.68;60.09
2024-02-28T08:00+01:00;209.65;21534.54;57.48;57.48;64.32;27.54;27.54;57.48
2024-02-28T09:00+01:00;208.27;21356.9;55.43;55.43;59.21;27.42;27.42;55.43
2024-02-28T10:00+01:00;212.485;21221.945;54.09;54.09;57.61;26.09;26.09;54.09
2024-02-28T11:00+01:00;208.955;20782.165;53.05;53.05;56.28;24.76;24.76;53.05
2024-02-28T12:00+01:00;209.015;20351.965;52.51;52.51;55.41;22.37;22.37;52.51
2024-02-28T13:00+01:00;213.64;20450.49;51.57;51.57;54.78;21.41;21.41;51.57
2024-02-28T14:00+01:00;210.35;20848.16;51.09;51.09;54.7;21.64;21.64;51.09
2024-02-28T15:00+01:00;213.395;21781.995;52.12;52.12;55.84;22.13;22.13;52.12
2024-02-28T16:00+01:00;211.24;22369.57;56.28;56.28;61.14;22.4;22.4;56.28
2024-02-28T17:00+01:00;211.61;22318.3;57.34;57.34;62.99;22.83;22.83;57.34
2024-02-28T18:00+01:00;207.68;21668.45;56.53;56.53;61.62;22.38;22.38;56.53
2024-02-28T19:00+01:00;212.76;21348.53;55.49;55.49;59.28;26.25;21.07;55.49
2024-02-28T20:00+01:00;213.53;21389.12;53.95;53.95;56.49;31.14;21.36;53.95
2024-02-28T21:00+01:00;209.805;20923.925;52.27;52.27;55.73;32.47;20.61;52.27
2024-02-28T22:00+01:00;211.685;19876.115;49.89;49.89;55.2;32.68;18.8;49.89
2024-02-28T23:00+01:00;211.48;17976.09;47.36;47.36;52.08;32.55;17.61;47.36
2024-02-29T00:00+01:00;210.765;16550.565;50.33;50.33;50.81;22.6;20.65;50.33
2024-02-29T01:00+01:00;214.17;15599.41;49.25;49.25;48.73;19.53;19.53;49.25
2024-02-29T02:00+01:00;216;14629.86;48.1;48.1;46.99;18.71;18.71;48.1
2024-02-29T03:00+01:00;215.84;13889.79;45.15;45.15;44.77;18.49;18.49;45.15
2024-02-29T04:00+01:00;216.06;13182.09;43.49;43.49;43.8;18.38;18.38;43.49
2024-02-29T05:00+01:00;213.49;14315.4;45.32;45.32;46.25;18.42;18.42;45.32
2024-02-29T06:00+01:00;215.555;15594.955;47.07;47.07;44.01;18.89;18.89;47.07
2024-02-29T07:00+01:00;209.175;16224.645;47.24;47.24;43.87;20.6;20.6;47.24
2024-02-29T08:00+01:00;206.48;16688.9;49.21;49.21;46.12;20.68;20.68;49.21
2024-02-29T09:00+01:00;209.085;16843.525;49.74;49.74;47.91;20.04;20.04;49.74
2024-02-29T10:00+01:00;209.72;16915.05;50;50;46.75;18.84;18.84;50
2024-02-29T11:00+01:00;213.45;16741.18;51.37;51.37;46.31;18.64;18.64;51.37
2024-02-29T12:00+01:00;213.35;16677.77;50.89;50.89;45.92;18.48;18.48;50.89
2024-02-29T13:00+01:00;217.62;16824.76;50.6;50.6;43.44;18.59;18.59;50.6
2024-02-29T14:00+01:00;215.655;16378.575;49.36;49.36;42.96;18.6;18.6;49.36
2024-02-29T15:00+01:00;215.59;17007.51;49.91;49.91;47.99;18.57;18.57;49.91
2024-02-29T16:00+01:00;212.34;17811.4;51.25;51.25;50.57;18.61;18.61;51.25
2024-02-29T17:00+01:00;211.845;19238.275;55.87;55.87;55;18.63;18.63;55.87
2024-02-29T18:00+01:00;209.955;19760.435;56.98;56.98;55.92;18.89;18.89;56.98
2024-02-29T19:00+01:00;213.965;19274.105;54;54;54.33;18.89;18.89;54
2024-02-29T20:00+01:00;213.475;18925.555;52.57;52.57;52.74;18.81;18.81;52.57
2024-02-29T21:00+01:00;209.67;18404.74;51.58;51.58;52.38;18.69;18.69;51.58
2024-02-29T22:00+01:00;214.485;18136.535;51.1;51.1;52.4;18.6;18.6;51.1
2024-02-29T23:00+01:00;215.72;17538.78;50.35;50.35;50.98;18.54;18.54;50.35
2024-03-01T00:00+01:00;216.49;16657;52.33;52.33;52.09;19.99;19.99;52.33
2024-03-01T01:00+01:00;217.155;16503.285;51.51;51.51;52.51;18.62;18.62;51.51
2024-03-01T02:00+01:00;222.365;16591.835;51.95;51.95;52.51;19.96;19.96;51.95
2024-03-01T03:00+01:00;223.685;16577.835;51.91;51.91;52.45;20.11;20.11;51.91
2024-03-01T04:00+01:00;224.555;16492.385;52.03;52.03;52.67;20.27;20.27;52.03
2024-03-01T05:00+01:00;222.825;16946.705;52.52;52.52;52.01;20.74;20.74;52.52
2024-03-01T06:00+01:00;221.625;18983.155;54.46;54.46;54.32;28.16;23;54.46
2024-03-01T07:00+01:00;215.305;20656.195;57.15;57.15;55.06;35.6;25.97;57.15
2024-03-01T08:00+01:00;216.4;21582.73;58.2;58.2;55.56;41.79;27.99;58.2
2024-03-01T09:00+01:00;216.39;21900.74;58.21;58.21;55.11;43.14;30.02;58.21
2024-03-01T10:00+01:00;222.595;22031.915;58.2;58.2;55;43.87;29.78;58.2
2024-03-01T11:00+01:00;218.9;20946.97;56.3;56.3;54.79;42.84;30;56.3
2024-03-01T12:00+01:00;219.035;20800.975;54.33;54.33;54;42.4;30.98;54.33
2024-03-01T13:00+01:00;222.65;21142.2;56.6;56.6;54.96;39.51;30.97;56.6
2024-03-01T14:00+01:00;222.35;21474.06;61.35;61.35;57.69;36.54;29.65;61.35
2024-03-01T15:00+01:00;220.335;22070.235;63.1;63.1;58.43;33.98;28;63.1
2024-03-01T16:00+01:00;221.855;22080.605;61.93;61.93;58.18;32.56;25.99;61.93
2024-03-01T17:00+01:00;224.13;22447.98;63.11;63.11;59.08;28.54;26.71;63.11
2024-03-01T18:00+01:00;221.205;22152.935;62.37;62.37;59.18;29.46;29.46;62.37
2024-03-01T19:00+01:00;224.895;21838.735;61.79;61.79;57.88;29.1;29.1;61.79
2024-03-01T20:00+01:00;223.91;21529.56;60.05;60.05;56.98;26.58;26.58;60.05
2024-03-01T21:00+01:00;217.625;21496.155;58.71;58.71;56;26.39;26.39;58.71
2024-03-01T22:00+01:00;218.505;20950.305;56.36;56.36;53.98;26.78;26.78;56.36
2024-03-01T23:00+01:00;224.71;20464.69;56.14;56.14;53.99;25.95;25.95;56.14
2024-03-02T00:00+01:00;223.04;19745.62;57.36;57.36;56.25;31.17;31.17;57.36
2024-03-02T01:00+01:00;223.5;18485.21;54.96;54.96;55.23;33.1;33.1;54.96
2024-03-02T02:00+01:00;224.45;17438.97;54.34;54.34;54.28;34.68;34.68;54.34
2024-03-02T03:00+01:00;224.61;17418.69;53.88;53.88;52.61;35.43;35.43;53.88
2024-03-02T04:00+01:00;222.175;17603.745;53.37;53.37;52.49;37.69;36.94;53.37
2024-03-02T05:00+01:00;221.175;18248.275;54.25;54.25;53.02;40.21;36.77;54.25
2024-03-02T06:00+01:00;223.365;18546.165;54.97;54.97;54.01;36.45;36.45;54.97
2024-03-02T07:00+01:00;219.83;20140.4;57.1;57.1;54.77;37.89;37.18;57.1
2024-03-02T08:00+01:00;219.49;20884.15;58.02;58.02;55.21;39.93;37.88;58.02
2024-03-02T09:00+01:00;220.495;21619.405;58.67;58.67;55.64;42.09;39.02;58.67
2024-03-02T10:00+01:00;220.27;21498.98;58.34;58.34;55.01;41.43;40.61;58.34
2024-03-02T11:00+01:00;220.725;20578.725;56.85;56.85;52.78;43.1;39.49;56.85
2024-03-02T12:00+01:00;223.075;18270.365;54.82;54.82;51.01;43.72;43.72;54.82
2024-03-02T13:00+01:00;224.365;17896.305;54.81;54.81;50.94;47.93;47.82;54.81
2024-03-02T14:00+01:00;223.135;19836.815;56.73;56.73;53.02;49.35;44.45;56.73
2024-03-02T15:00+01:00;220.915;21761.135;58.58;58.58;57.59;50.64;43.69;58.58
2024-03-02T16:00+01:00;218.35;22741.64;59.19;59.19;60.73;52.17;43.67;59.19
2024-03-02T17:00+01:00;214.91;23761.08;63.07;63.07;63.53;49.75;45.19;63.07
2024-03-02T18:00+01:00;224.505;23411.395;63.93;63.93;67.87;49.42;38.39;63.93
2024-03-02T19:00+01:00;224.615;22515.795;60.42;60.42;62.01;48.95;38.39;60.42
2024-03-02T20:00+01:00;219.95;21869.15;58.55;58.55;59.29;48.98;39.06;58.55
2024-03-02T21:00+01:00;217.48;21202.49;58.24;58.24;58.31;48.07;38.69;58.24
2024-03-02T22:00+01:00;216.91;20623.05;57.34;57.34;57.02;45.37;38.39;57.34
2024-03-02T23:00+01:00;219.93;18982.72;54.99;54.99;56.16;44.85;37.99;54.99
2024-03-03T00:00+01:00;220.84;18325.44;54.5;54.5;55.35;51.57;41.13;54.5
2024-03-03T01:00+01:00;223.87;18235.42;53.63;53.63;53.56;51.97;40.98;53.63
2024-03-03T02:00+01:00;223.475;17999.935;53.8;53.8;53.53;52.51;41.02;53.8
2024-03-03T03:00+01:00;222.725;17768.425;53.98;53.98;53.22;53.49;40.78;53.98
2024-03-03T04:00+01:00;222.585;17777.745;53.71;53.71;52.84;53.71;40.78;53.71
2024-03-03T05:00+01:00;222.665;17918.075;54.21;54.21;54.81;54.21;40.03;54.21
2024-03-03T06:00+01:00;222.35;17793.3;54.66;54.66;54.99;54.66;40.58;54.66
2024-03-03T07:00+01:00;216.465;18216.995;55.51;55.51;56.95;55.51;55.51;55.51
2024-03-03T08:00+01:00;219.085;18072.575;54.77;54.77;56.46;54.77;54.77;54.77
2024-03-03T09:00+01:00;216.31;17428.19;53.99;53.99;54.34;53.99;53.99;53.99
2024-03-03T10:00+01:00;218.31;17449.12;53.46;53.46;51.24;52.01;52.01;53.46
2024-03-03T11:00+01:00;219.81;16461.6;51.04;51.04;50.1;49.46;49.46;51.04
2024-03-03T12:00+01:00;220.71;15544.04;48.93;48.93;47.3;47.51;47.51;48.93
2024-03-03T13:00+01:00;225.505;14683.505;46.89;46.89;47.16;42.51;42.51;46.89
2024-03-03T14:00+01:00;224.66;15912.84;50.26;50.26;50.83;46.84;43.86;50.26
2024-03-03T15:00+01:00;222.815;18099.395;54.34;54.34;53.03;52.63;43.85;54.34
2024-03-03T16:00+01:00;219.785;21300.395;58.35;58.35;57.85;51.76;39.33;58.35
2024-03-03T17:00+01:00;218.305;22531.195;62.9;62.9;60.16;51.39;39.41;62.9
2024-03-03T18:00+01:00;222.39;22923.91;63.36;63.36;60.1;51.26;39.47;63.36
2024-03-03T19:00+01:00;222.965;22145.965;61.14;61.14;58.96;51.15;39.47;61.14
2024-03-03T20:00+01:00;222.285;21822.665;59.79;59.79;58.38;50.82;39.31;59.79
2024-03-03T21:00+01:00;221.145;21184.755;58.86;58.86;57.29;50.4;42.7;58.86
2024-03-03T22:00+01:00;221.03;20688.73;58.32;58.32;57.27;49.26;40.77;58.32
2024-03-03T23:00+01:00;221.885;20464.835;57.93;57.93;56.34;47.3;39.47;57.93
2024-03-04T00:00+01:00;221.595;20654.565;58.49;58.49;60.08;44.5;39.87;58.49
2024-03-04T01:00+01:00;222.8;20708;58.81;58.81;58.93;44.52;39.47;58.81
2024-03-04T02:00+01:00;222.645;20953.135;58.7;58.7;58.81;44.38;39.25;58.7
2024-03-04T03:00+01:00;222.68;20970.5;58.8;58.8;58.69;44.38;38.98;58.8
2024-03-04T04:00+01:00;223.415;21203.395;58.99;58.99;58.9;44.72;37.09;58.99
2024-03-04T05:00+01:00;224.88;22102.68;59.88;59.88;60.09;44.99;36.2;59.88
2024-03-04T06:00+01:00;224.32;23510.46;60.92;60.92;63;47.44;38.05;60.92
2024-03-04T07:00+01:00;216.005;24669.655;93.58;93.58;82.46;51.43;38.83;64.88
2024-03-04T08:00+01:00;217.205;24085.005;99.78;99.78;88.13;54.42;38.16;65.42
2024-03-04T09:00+01:00;218.49;23834.41;82.2;82.2;78.89;53.96;38.59;65.26
2024-03-04T10:00+01:00;216.56;22443.1;63.72;63.72;70.09;52.75;39.66;63.72
2024-03-04T11:00+01:00;218.72;21720.19;59.92;59.92;63.26;51.93;39.79;59.92
2024-03-04T12:00+01:00;215.93;21480.3;59.25;59.25;62;51.33;39.71;59.25
2024-03-04T13:00+01:00;219.11;21100.91;59.21;59.21;61;51.19;40.12;59.21
2024-03-04T14:00+01:00;216.79;21824.25;59.6;59.6;61.03;50.88;41.87;59.6
2024-03-04T15:00+01:00;216.97;22520.42;59.87;59.87;61.67;50.6;43.8;59.87
2024-03-04T16:00+01:00;215.795;23373.075;60.42;60.42;63.62;50.7;43.86;60.42
2024-03-04T17:00+01:00;215.58;24668.97;72.33;72.33;72.01;50.68;46.61;65.36
2024-03-04T18:00+01:00;215.05;25001.68;72.33;72.33;75.11;50.92;48.99;64.94
2024-03-04T19:00+01:00;214.85;24235.14;62.78;62.78;65.04;50.89;40.62;62.78
2024-03-04T20:00+01:00;220.585;23377.635;60.89;60.89;62.39;50.51;40.74;60.89
2024-03-04T21:00+01:00;220.73;22517.63;59.24;59.24;61;50.42;40.43;59.24
2024-03-04T22:00+01:00;224.5;21484;58.24;58.24;60.49;50.23;50.23;58.24
2024-03-04T23:00+01:00;224.125;20226.815;57.87;57.87;58.99;47.51;43.86;57.87
2024-03-05T00:00+01:00;228.17;19515.87;56.21;56.21;56.63;48.52;46.8;56.21
2024-03-05T01:00+01:00;228.4;19715.46;56.48;56.48;57.32;47.83;46.06;56.48
2024-03-05T02:00+01:00;228.455;19644.305;56.46;56.46;56.97;47.1;45.67;56.46
2024-03-05T03:00+01:00;228.425;19575.115;56.36;56.36;57.28;47.95;46.72;56.36
2024-03-05T04:00+01:00;227.725;19659.125;56.47;56.47;57.35;48.81;47.72;56.47
2024-03-05T05:00+01:00;224.285;20248.165;57.39;57.39;58.13;51.09;51.09;57.39
2024-03-05T06:00+01:00;227.925;21961.935;58.38;58.38;59.55;55.97;55.97;58.38
2024-03-05T07:00+01:00;224.395;23134.475;60.3;60.3;66.17;58.17;58.17;60.3
2024-03-05T08:00+01:00;220.315;22765.145;61.24;61.24;69.69;55.98;55.98;61.24
2024-03-05T09:00+01:00;215.285;22233.665;59.64;59.64;66.58;58.45;58.45;59.64
2024-03-05T10:00+01:00;219.14;21569.57;59.18;59.18;61.72;57.18;57.18;59.18
2024-03-05T11:00+01:00;219.61;20976.18;59.22;59.22;60.2;59.22;59.22;59.22
2024-03-05T12:00+01:00;218.23;20619.3;58.61;58.61;59.87;58.61;58.61;58.61
2024-03-05T13:00+01:00;218.4;20276.03;58.59;58.59;59.8;58.59;58.59;58.59
2024-03-05T14:00+01:00;216.98;20386.09;59.06;59.06;59.93;59.06;59.06;59.06
2024-03-05T15:00+01:00;212.49;21250.11;59.65;59.65;60.45;59.65;59.65;59.65
2024-03-05T16:00+01:00;211.375;22156.785;60.69;60.69;66.56;60.69;60.69;60.69
2024-03-05T17:00+01:00;213.895;23049.485;73.86;73.86;75.7;73.86;73.86;73.86
2024-03-05T18:00+01:00;213.225;23905.055;95.72;95.72;80.82;95.72;95.72;95.72
2024-03-05T19:00+01:00;218.22;23499.13;78.77;78.77;73.02;78.77;78.77;78.77
2024-03-05T20:00+01:00;219.2;23293.07;67.87;67.87;67.36;67.87;67.87;67.87
2024-03-05T21:00+01:00;219.37;23404.99;63.73;63.73;62.76;63.73;63.73;63.73
2024-03-05T22:00+01:00;222.425;22608.035;61.98;61.98;60.59;61.98;61.98;61.98
2024-03-05T23:00+01:00;222.87;21685.05;60.79;60.79;60.05;60.79;60.79;60.79
2024-03-06T00:00+01:00;226.235;21663.895;64.02;64.02;62.58;64.02;64.02;64.02
2024-03-06T01:00+01:00;226.09;21650.83;62.77;62.77;62.08;62.77;62.77;62.77
2024-03-06T02:00+01:00;226.755;21640.575;62.17;62.17;62.31;62.17;62.17;62.17
2024-03-06T03:00+01:00;227.315;21713.345;62.74;62.74;61.82;62.74;62.74;62.74
2024-03-06T04:00+01:00;227.725;22209.455;64.92;64.92;62.23;64.92;64.92;64.92
2024-03-06T05:00+01:00;227.15;22867.75;68.58;68.58;64.08;68.58;68.58;68.58
2024-03-06T06:00+01:00;228.89;24118.87;80.97;80.97;78.18;80.97;80.97;80.97
2024-03-06T07:00+01:00;226.94;24660.5;103.55;103.55;94.66;103.55;72.07;103.55
2024-03-06T08:00+01:00;222.625;24225.785;105.33;105.33;97.13;106.09;48.84;105.33
2024-03-06T09:00+01:00;220.635;23912.625;84.68;84.68;89;84.68;47.98;84.68
2024-03-06T10:00+01:00;222.18;23321.74;73.39;73.39;80.58;73.39;42.99;73.39
2024-03-06T11:00+01:00;221.88;23463.16;69.67;69.67;73.96;69.67;69.67;69.67
2024-03-06T12:00+01:00;220.885;23242.805;67.32;67.32;69.51;67.32;47.98;67.32
2024-03-06T13:00+01:00;220.04;22811.96;67.21;67.21;68.61;67.21;47.93;67.21
2024-03-06T14:00+01:00;216.845;23113.035;68.38;68.38;70.78;68.38;46.99;68.38
2024-03-06T15:00+01:00;223.27;23317.79;69.96;69.96;74.99;69.96;69.96;69.96
2024-03-06T16:00+01:00;224.685;23235.105;77.24;77.24;81.71;77.24;77.24;77.24
2024-03-06T17:00+01:00;224.84;23919.8;96.9;96.9;91.99;100;100;96.9
2024-03-06T18:00+01:00;219.655;24532.405;115.87;115.87;99.68;115.87;50.37;115.87
2024-03-06T19:00+01:00;227.755;24096.175;115.55;115.55;101.96;89.97;50.33;89.97
2024-03-06T20:00+01:00;226.26;23789.39;90.5;90.5;90.45;89.98;52.34;89.98
2024-03-06T21:00+01:00;220.88;24075.53;77.67;77.67;79.68;77.67;77.67;77.67
2024-03-06T22:00+01:00;225.88;24257.52;72.88;72.88;76.78;72.88;72.88;72.88
