Date (GMT+1);Nuclear;Non-Renewable;Renewable;Day Ahead Auction (SE1);Day Ahead Auction (SE2);Day Ahead Auction (SE3);Day Ahead Auction (SE4)
2025-01-14T08:00+01:00;5829;570.24;19032.22;2.66;2.69;19.08;33.9
2025-01-14T09:00+01:00;5828;567.39;18896.15;2.7;2.7;19.19;34.53
2025-01-14T10:00+01:00;5831;559.12;19011.56;2.86;2.86;17.03;29.64
2025-01-14T11:00+01:00;5837;554.27;18971.6;2.91;2.92;19.09;34.19
2025-01-14T12:00+01:00;5834;552.69;19092.9;3.22;3.23;19.01;33.53
2025-01-14T13:00+01:00;5832;558.75;18947.81;3.5;3.46;19.14;33.9
2025-01-14T14:00+01:00;5830;560.63;18775.91;3.47;3.35;19.97;36.22
2025-01-14T15:00+01:00;5831;545.88;18424.34;3.58;3.49;21.73;35.15
2025-01-14T16:00+01:00;5830;553.11;18261.03;3.17;2.93;24;39.12
2025-01-14T17:00+01:00;5831;553.54;17652.61;3.45;3.27;23.68;38.38
2025-01-14T18:00+01:00;5830;572.43;17859.74;4.24;4.19;23.44;36.48
2025-01-14T19:00+01:00;5831;576.81;17654.39;4.88;4.91;23.53;35.3
2025-01-14T20:00+01:00;5831;579.03;17266.41;5.84;6.03;20.26;33.59
2025-01-14T21:00+01:00;5835;557.5;16882.28;10.35;11.45;21.5;29.86
2025-01-14T22:00+01:00;5834;553.17;16412.34;15.34;17.55;23.92;25.3
2025-01-14T23:00+01:00;5834;571.31;15949.89;16.18;18.61;22.04;23.38
2025-01-15T00:00+01:00;5836;568.28;15654.73;16.27;18.74;22.37;23.71
2025-01-15T01:00+01:00;5836;588.2;15277.47;16.44;18.91;22.55;23.9
2025-01-15T02:00+01:00;5836;592.94;15172.96;16.63;19.15;22.82;24.19
2025-01-15T03:00+01:00;5836;657.4;14735.77;8.79;8.82;34.22;34.42
2025-01-15T04:00+01:00;5836;829.94;14632.84;5.65;5.69;35.67;35.75
2025-01-15T05:00+01:00;5836;978.71;14007.2;4.12;4.7;49.61;48.54
2025-01-15T06:00+01:00;5836;1058.16;13616.39;4.97;3.51;133.79;131.38
2025-01-15T07:00+01:00;5836;1093.75;13618.89;3.1;3.36;193.94;192.3
2025-01-15T08:00+01:00;5835;1085.56;13878.25;2.4;3.04;302.77;300
2025-01-15T09:00+01:00;5834;1090.54;13976.25;2.05;1.91;152.91;199.94
2025-01-15T10:00+01:00;5836;1071.91;14570.96;2;1.11;104.87;239.54
2025-01-15T11:00+01:00;5837;1048.05;14979.08;1.67;1.04;73.52;216.1
2025-01-15T12:00+01:00;5836;1009.89;14966.08;2.08;1.5;65.38;239.69
2025-01-15T13:00+01:00;5834;906.03;15063.92;2.17;1.66;63.8;239.7
2025-01-15T14:00+01:00;5832;790.27;15466.36;2.48;2.13;31.84;239.84
2025-01-15T15:00+01:00;5832;775.27;15732.91;2.79;2.53;30.88;200.08
2025-01-15T16:00+01:00;5832;769.45;15959.15;2.2;1.87;36.9;239.82
2025-01-15T17:00+01:00;5833;750.2;16118.13;2.14;1.82;34.75;102.02
2025-01-15T18:00+01:00;5833;710.25;16180.36;2.17;1.91;25.37;46.76
2025-01-15T19:00+01:00;5833;673.26;16278.61;2.15;1.9;23.15;43.27
2025-01-15T20:00+01:00;5832;606.32;16403.02;2.02;1.91;20.82;38.61
2025-01-15T21:00+01:00;5833;518.5;16509.68;2.07;2.08;19.82;36.64
2025-01-15T22:00+01:00;5831;499.69;15986.04;1.65;1.54;5.94;10.01
2025-01-15T23:00+01:00;5832;495.45;15474.4;0.43;0.3;0.16;0.01
2025-01-16T00:00+01:00;5831;423.68;14321.65;0.28;0.17;-0.11;-0.22
2025-01-16T01:00+01:00;5831;427.6;14405.36;0.2;0.08;-0.19;-0.29
2025-01-16T02:00+01:00;5832;416.01;14524.37;0.18;0.07;-0.19;-0.29
2025-01-16T03:00+01:00;5833;421.12;14702.94;0.17;0.07;-0.18;-0.28
2025-01-16T04:00+01:00;5835;395.19;14689.22;0.19;0.08;-0.19;-0.29
2025-01-16T05:00+01:00;5834;419.11;15161.38;1.29;1.27;1.22;1.21
2025-01-16T06:00+01:00;5833;506.26;16047.12;1.99;1.91;21.07;38.52
2025-01-16T07:00+01:00;5831;548.75;16199.42;2.17;2.17;24.91;47.24
2025-01-16T08:00+01:00;5832;557.47;16080.66;2.18;2.05;40.37;78.27
2025-01-16T09:00+01:00;5830;536.82;16148.23;2.31;2.17;26.98;51.26
2025-01-16T10:00+01:00;5833;527.26;16074.49;2.24;1.91;25.52;48.54
2025-01-16T11:00+01:00;5834;492.97;16021.04;2.1;1.87;24.64;47.42
2025-01-16T12:00+01:00;5833;460.34;15848.87;2.08;1.91;24.34;46.78
2025-01-16T13:00+01:00;5834;451.62;15745.41;2;1.85;22.54;43.36
2025-01-16T14:00+01:00;5832;463.85;15816.54;2;1.9;22.02;42
2025-01-16T15:00+01:00;5833;491.51;16005.18;2.13;1.97;24.53;46.82
2025-01-16T16:00+01:00;5836;499.35;16247.53;2.4;2.15;24.82;46.35
2025-01-16T17:00+01:00;5835;511.97;15620.11;2.18;1.96;27.66;53.18
2025-01-16T18:00+01:00;5834;513.23;15560.42;2.13;1.83;24.66;46.84
2025-01-16T19:00+01:00;5834;513.41;15580.46;2.23;2;22.45;43.1
2025-01-16T20:00+01:00;5834;497.48;14932.53;2.18;2.07;21.3;39.63
2025-01-16T21:00+01:00;5833;456.96;15232.36;2.61;2.67;20.46;37.11
2025-01-16T22:00+01:00;5833;413.68;14792.75;2.35;2.39;16.72;30.07
2025-01-16T23:00+01:00;5832;406.4;14397.22;2.05;2.06;7.22;11.99
2025-01-17T00:00+01:00;5832;376.22;13660.83;1.5;1.49;1.48;1.48
2025-01-17T01:00+01:00;5834;370.31;13802.53;1.22;1.2;1.13;1.11
2025-01-17T02:00+01:00;5834;372.93;14294.5;1.14;1.12;1.03;1
2025-01-17T03:00+01:00;5834;375.33;14347.04;1.24;1.22;1.15;1.13
2025-01-17T04:00+01:00;5836;383.74;14887.96;2.08;2.09;2.15;2.17
2025-01-17T05:00+01:00;5834;375.7;15921.31;3.15;3.22;3.47;3.56
2025-01-17T06:00+01:00;5834;504.63;17049.02;3.85;3.95;19.96;34.08
2025-01-17T07:00+01:00;5830;531.78;17216.66;4.14;4.05;24.94;44.75
2025-01-17T08:00+01:00;5826;542.43;17431.65;4.21;4.12;28.57;51.76
2025-01-17T09:00+01:00;5826;542.82;17471.77;4.27;4.19;25.86;45.95
2025-01-17T10:00+01:00;5827;552.65;17586.8;4.11;4;24.33;43.05
2025-01-17T11:00+01:00;5827;533.65;17898.6;4.14;4.14;21.96;38.25
2025-01-17T12:00+01:00;5829;513.32;17938.9;4.05;4.14;21.51;36.77
2025-01-17T13:00+01:00;5829;506.88;18098.56;3.77;3.86;21.2;36.46
2025-01-17T14:00+01:00;5829;525.33;18138.5;3.11;3.11;21.23;37.36
2025-01-17T15:00+01:00;5827;524.45;17993.03;2.99;2.93;21.57;38.07
2025-01-17T16:00+01:00;5827;522.94;18145.64;2.81;2.69;21.94;39.04
2025-01-17T17:00+01:00;5827;521.6;18085.55;2.44;2.29;21.83;39.27
2025-01-17T18:00+01:00;5828;430.92;17743.74;2.16;2.05;21.34;38.41
2025-01-17T19:00+01:00;5831;382.21;17551.09;2.16;2.07;14.12;25.16
2025-01-17T20:00+01:00;5831;380.95;16811.68;1.94;1.92;2.56;3.15
2025-01-17T21:00+01:00;5833;361.09;16210.88;1.47;1.44;1.36;1.33
2025-01-17T22:00+01:00;5832;355.29;14969.27;0.36;0.28;0;-0.1
2025-01-17T23:00+01:00;5831;354.95;14337.7;0.19;0.1;-0.2;-0.3
2025-01-18T00:00+01:00;5828;360.11;13923.33;0.2;0.1;-0.19;-0.3
2025-01-18T01:00+01:00;5830;376.58;13748.14;0.2;0.09;-0.19;-0.31
2025-01-18T02:00+01:00;5826;374.36;13479.23;0.2;0.1;-0.19;-0.31
2025-01-18T03:00+01:00;5648;381.47;13026.79;0.19;0.09;-0.18;-0.29
2025-01-18T04:00+01:00;5615;382.78;12679.15;0.2;0.1;0.01;0.06
2025-01-18T05:00+01:00;5605;372.45;12958.9;0.29;0.15;1.98;3.86
2025-01-18T06:00+01:00;5608;427.87;13215.47;1.12;1.08;19.69;36.87
2025-01-18T07:00+01:00;5561;491.15;13333.76;0.83;0.44;21.51;43.01
2025-01-18T08:00+01:00;5086;501.15;13387.51;1.55;1.5;23.02;44.77
2025-01-18T09:00+01:00;4737;498.94;13418.82;2.04;1.74;24.42;46.01
2025-01-18T10:00+01:00;4789;517.55;13112.44;2.17;2.08;25.01;47.4
2025-01-18T11:00+01:00;4845;538.1;12628.81;2.39;2.17;25;47.64
2025-01-18T12:00+01:00;4846;525.95;12149.66;2.52;2.19;24.66;46.22
2025-01-18T13:00+01:00;4838;583.69;12138.49;2.68;2.39;24.28;45.58
2025-01-18T14:00+01:00;4924;613.87;12359.34;2.79;2.52;24.54;45.9
2025-01-18T15:00+01:00;5130;612.87;12660.92;3.17;2.94;25.23;46.78
2025-01-18T16:00+01:00;5168;631.23;13133.73;3.51;3.2;25.86;47.08
2025-01-18T17:00+01:00;4955;652.45;14020.48;3.78;3.5;26.01;47.18
2025-01-18T18:00+01:00;4979;575.51;14883.95;4.18;4.14;25.84;45.46
2025-01-18T19:00+01:00;5004.03;533.36;15317.61;4.22;4.19;24.94;42.53
2025-01-18T20:00+01:00;5241.97;509.82;15902.82;4.43;4.43;24.13;39.89
2025-01-18T21:00+01:00;5268;482.35;16168.14;4.39;4.39;25.71;39.66
2025-01-18T22:00+01:00;5290.03;468.08;16075.52;4.46;4.51;30.95;38.7
2025-01-18T23:00+01:00;5301.97;456.48;15867.8;4.49;4.63;22.18;36.01
2025-01-19T00:00+01:00;5308;431.09;16274.89;6.35;6.92;27.2;29.01
2025-01-19T01:00+01:00;5314;426.21;16216.55;5.88;6.35;17.64;27.54
2025-01-19T02:00+01:00;5313.95;426.76;15402.71;4.8;4.99;15.71;25.21
2025-01-19T03:00+01:00;5389;426.34;15439.33;4.04;4.17;17.16;28.85
2025-01-19T04:00+01:00;5390.05;425.11;15623.2;3.99;4.13;15.23;25.16
2025-01-19T05:00+01:00;5420;441.6;15607.08;3.55;3.65;17.27;29.21
2025-01-19T06:00+01:00;5520.05;470.55;15793.49;3.43;3.51;18.44;31.72
2025-01-19T07:00+01:00;5520;480.52;15526.88;3.29;3.35;21.76;38.62
2025-01-19T08:00+01:00;5538;495;15337.13;3.18;3.2;22.32;40
2025-01-19T09:00+01:00;5583;515.06;15237.48;3.13;3.03;23.63;43.22
2025-01-19T10:00+01:00;5601;523.68;14947.75;3.08;2.97;24.34;44.29
2025-01-19T11:00+01:00;5626;550.86;14692.89;2.91;2.74;24.62;45.18
2025-01-19T12:00+01:00;5628;559.41;14283.29;2.33;2.06;24.67;45.89
2025-01-19T13:00+01:00;5628;598.19;13869.07;2.34;2.08;24.76;46.39
2025-01-19T14:00+01:00;5650;610.94;13480.75;2.51;2.22;25.09;47.24
2025-01-19T15:00+01:00;5660;697.89;13285.41;2.56;2.26;26.51;49.77
2025-01-19T16:00+01:00;5659;820.43;12899.97;2.76;2.23;47.93;93.91
2025-01-19T17:00+01:00;5659;893.86;12624.97;3.73;2.93;67.59;133.27
2025-01-19T18:00+01:00;5671;895.64;12052.02;4.02;3.1;77.37;155.26
2025-01-19T19:00+01:00;5684;908.19;11755.45;4.19;3.29;70.15;138.77
2025-01-19T20:00+01:00;5684;914.99;11542.11;4.02;3.43;38.23;73.9
2025-01-19T21:00+01:00;5684;784.53;11563.15;4.96;4.43;28.95;54.1
2025-01-19T22:00+01:00;5695;655.89;11363.65;5.41;4.92;26.96;49.67
2025-01-19T23:00+01:00;5710;651.48;11619.19;5.38;5.16;25.83;47.01
2025-01-20T00:00+01:00;5711;690.33;11967.9;9.48;9.45;32.87;56.29
2025-01-20T01:00+01:00;5710;687.8;12042.99;10.62;10.31;31.69;52.3
2025-01-20T02:00+01:00;5719;684.3;12393.96;13.44;13.15;32.61;50.91
2025-01-20T03:00+01:00;5735;722.9;12553.01;17.86;18.63;32;44.65
2025-01-20T04:00+01:00;5735;785.66;12862.94;21.64;22.6;33.45;43.25
2025-01-20T05:00+01:00;5737;1007.2;12984.71;21.6;21.26;49.74;123.88
2025-01-20T06:00+01:00;5741;1158.27;13273.54;14.03;13.51;84.22;157.83
2025-01-20T07:00+01:00;5762;1229.88;13927.5;20.39;28.35;244.78;261.48
2025-01-20T08:00+01:00;5763;1313.96;14563.11;66.73;87.35;393.38;426.44
2025-01-20T09:00+01:00;5764;1332.59;14836.32;81.06;104.01;277.38;284.61
2025-01-20T10:00+01:00;5767;1328.11;14781.87;46.14;60.04;228.59;232.41
2025-01-20T11:00+01:00;5788;1344.59;14640.29;30.32;39.97;182.88;185.18
2025-01-20T12:00+01:00;5788;1351.32;14732.78;30.58;39.82;171.21;173.6
2025-01-20T13:00+01:00;5788;1397.32;14968.11;31.96;41.28;166.3;168.85
2025-01-20T14:00+01:00;5788;1407.4;15201.4;25.19;33.52;189.33;191.3
2025-01-20T15:00+01:00;5816;1374.08;15373.92;23.25;32.73;274.78;276.65
2025-01-20T16:00+01:00;5820;1354.1;15156.69;10.38;17.51;326.62;352.12
2025-01-20T17:00+01:00;5819;1362.62;15076.93;9.21;15.27;325.03;400.06
2025-01-20T18:00+01:00;5819;1355.18;14701.15;7.24;11.06;225.96;282.59
2025-01-20T19:00+01:00;5827;1347.71;14483.11;6.75;10.14;171.12;183.03
2025-01-20T20:00+01:00;5826;1334.26;14235.53;6.71;8.35;104.66;139.23
2025-01-20T21:00+01:00;5826;1223.52;13899.17;6.42;7.6;95.2;103.8
2025-01-20T22:00+01:00;5830;1106.03;13864.64;6.89;8.34;52.04;52.17
2025-01-20T23:00+01:00;5829;994.85;13903.75;8.11;9.54;40.17;50.22
2025-01-21T00:00+01:00;5825;954.78;13775.88;7.92;9.3;35.08;124.45
2025-01-21T01:00+01:00;5827;908.48;13821.12;7.91;9.38;36.38;115.25
2025-01-21T02:00+01:00;5827;911.1;13737.05;7.92;9.45;35.89;99.92
2025-01-21T03:00+01:00;5828;909.97;13602.46;7.78;9.25;34.76;93.46
2025-01-21T04:00+01:00;5830;940.66;13680.95;7.43;8.86;36.54;99.95
2025-01-21T05:00+01:00;5832;1001.34;13590.67;6.53;7.86;41.33;112.78
2025-01-21T06:00+01:00;5832;1127.66;14032.09;7.12;8.75;49;135.17
2025-01-21T07:00+01:00;5831;1274.88;13871.62;6.6;9.29;112.22;174.89
2025-01-21T08:00+01:00;5832;1281.78;14265.89;6.61;9.84;160.01;229.49
2025-01-21T09:00+01:00;5831;1277;14296.86;7.01;9.73;149.97;203.57
2025-01-21T10:00+01:00;5834;1265.12;14044.13;6.98;9.79;146.22;192.53
2025-01-21T11:00+01:00;5834;1263.41;14200.99;8.09;10.55;112.15;155.54
2025-01-21T12:00+01:00;5835;1262.05;14146.44;8.72;11.34;104.44;140.18
2025-01-21T13:00+01:00;5830;1255.06;14133.46;8.31;10.63;98.53;137.39
2025-01-21T14:00+01:00;5827;1255.5;14186.29;8.41;10.66;97.91;144.39
2025-01-21T15:00+01:00;5831;1247.47;14218.13;8.52;10.79;108.59;169.27
2025-01-21T16:00+01:00;5830;1286.42;14193.31;9.22;11.56;120.9;199.88
2025-01-21T17:00+01:00;5830;1295.99;14295.96;10.58;13.24;156.53;274.28
2025-01-21T18:00+01:00;5830;1229.91;14345.02;11.2;13.69;129.95;234.67
2025-01-21T19:00+01:00;5831;1206.15;14094.51;11.73;14;86.84;162.98
2025-01-21T20:00+01:00;5831;1172.31;13664.86;10.25;12.01;61.07;170.64
2025-01-21T21:00+01:00;5831;1127.05;13584.3;12.49;14.84;56.44;138.14
2025-01-21T22:00+01:00;5831;1086.5;13317.64;14.72;17.58;44.6;75.55
2025-01-21T23:00+01:00;5831;903.13;13184.78;12.41;14.75;30.56;85.38
2025-01-22T00:00+01:00;5834;746.3;12492.88;25.46;31.21;33.62;34.76
2025-01-22T01:00+01:00;5834;733.74;12359.41;24.37;29.82;31.53;32.41
2025-01-22T02:00+01:00;5836;742.04;11953.34;22.93;27.85;30.27;31.36
2025-01-22T03:00+01:00;5833;748.58;11941.83;24.24;28.64;30.91;31.93
2025-01-22T04:00+01:00;5833;817.41;12033.1;25.34;29.66;31.73;32.68
2025-01-22T05:00+01:00;5833;969.34;12883.93;29.68;35.94;37.37;38.17
2025-01-22T06:00+01:00;5833;1216.14;13456.42;51.87;63.88;68.19;153.07
2025-01-22T07:00+01:00;5834;1357.96;14108.81;111.12;137.75;150.3;203
2025-01-22T08:00+01:00;5833;1371.72;14454.08;114.33;140.99;157.94;232.55
2025-01-22T09:00+01:00;5834;1373.01;14392.05;162.89;178.73;181.66;198.94
2025-01-22T10:00+01:00;5831;1358.16;14328.96;173.51;173.51;173.51;174.76
2025-01-22T11:00+01:00;5826;1367.17;14232.68;167.58;167.58;167.58;168.79
2025-01-22T12:00+01:00;5824;1369.23;13982.67;160.22;160.22;160.22;161.04
2025-01-22T13:00+01:00;5825;1358.63;13944.89;165.07;165.07;165.07;170
2025-01-22T14:00+01:00;5825;1321.01;13864.8;174.7;174.7;174.7;179.92
2025-01-22T15:00+01:00;5826;1350.62;13996.05;189.99;189.99;189.99;190.97
2025-01-22T16:00+01:00;5828;1443.3;14051.43;193.27;193.27;193.27;193.27
2025-01-22T17:00+01:00;5827;1467.43;14110.2;202.93;202.93;202.93;202.93
2025-01-22T18:00+01:00;5828;1463.88;14090.93;175.19;175.19;175.19;175.19
2025-01-22T19:00+01:00;5829;1361.93;13891.61;162.23;162.23;162.23;162.23
2025-01-22T20:00+01:00;5832;1364.95;13848.76;129.99;129.99;129.99;129.99
2025-01-22T21:00+01:00;5832;1337.77;13801.72;123.82;123.82;123.82;123.82
2025-01-22T22:00+01:00;5834;1281.68;13672.19;103.58;103.58;103.58;103.58
2025-01-22T23:00+01:00;5834;1201.98;13292.49;58.51;58.51;58.51;58.51
2025-01-23T00:00+01:00;5834;973.31;13129.15;49.46;49.46;49.46;49.46
2025-01-23T01:00+01:00;5833;868.59;13041.06;39.46;39.46;39.46;39.46
2025-01-23T02:00+01:00;5833;860.28;13173.22;37.86;37.86;37.86;37.86
2025-01-23T03:00+01:00;5833;863.08;13443.26;37.86;37.86;37.86;37.86
2025-01-23T04:00+01:00;5833;885.38;13754.8;37.83;37.83;37.83;37.83
2025-01-23T05:00+01:00;5833;1031.65;14199.11;38.13;38.13;38.14;38.15
2025-01-23T06:00+01:00;5834;1225.84;15630.72;90.01;90.1;90.49;90.62
2025-01-23T07:00+01:00;5833;1285.61;16176.24;133.72;133.72;133.72;133.72
2025-01-23T08:00+01:00;5831;1290.68;16576.38;150.01;155.61;155.25;155.22
2025-01-23T09:00+01:00;5825;1300.85;16532.97;123.72;138.75;140.91;142.38
2025-01-23T10:00+01:00;5826;1300.78;16665.24;97.85;113.29;115.86;117.45
2025-01-23T11:00+01:00;5828;1335.26;16565.8;106.16;109.86;109.53;109.47
2025-01-23T12:00+01:00;5830;1339.53;16610.98;89.66;92.93;92.68;92.65
2025-01-23T13:00+01:00;5831;1338.86;16437.84;33.95;48.17;84.51;86.64
2025-01-23T14:00+01:00;5832;1274.01;16293.53;26.65;37.39;73.06;74.6
2025-01-23T15:00+01:00;5834;1311.55;16078.96;33.5;33.09;65.18;64.36
2025-01-23T16:00+01:00;5833;1393.67;16187.28;26.74;32.35;83.22;87.73
2025-01-23T17:00+01:00;5835;1427.46;16260.32;23.2;28.09;89.23;101.18
2025-01-23T18:00+01:00;5835;1341.01;16090.21;23.07;23.9;81.3;80.19
2025-01-23T19:00+01:00;5836;1256.76;16193.3;22.44;21.65;68.46;67.27
2025-01-23T20:00+01:00;5835;1119.35;16278.19;21.21;19.6;53.93;52.91
2025-01-23T21:00+01:00;5834;961.61;16398.41;18.6;21.38;40.28;40.49
2025-01-23T22:00+01:00;5833;821.13;16243.72;19.42;22.69;26.38;27.94
2025-01-23T23:00+01:00;5835;778.34;15957.43;18.46;21.6;25.36;26.9
2025-01-24T00:00+01:00;5834;706.96;15717.36;17.85;21.07;24.17;25.47
2025-01-24T01:00+01:00;5836;674.94;15388.8;17.49;20.59;23.76;25.07
2025-01-24T02:00+01:00;5836;680.99;15201.49;17.42;20.5;23.61;24.91
2025-01-24T03:00+01:00;5835;678.32;15143.4;17.38;20.45;23.54;24.82
2025-01-24T04:00+01:00;5835;683.1;15054.85;17.27;20.33;23.42;24.69
2025-01-24T05:00+01:00;5834;732.52;15255.73;18.37;21.69;24.71;25.91
2025-01-24T06:00+01:00;5835;887.48;15836.98;19.82;23.42;27.99;29.15
2025-01-24T07:00+01:00;5833;1034.73;16154.07;23.13;27.55;56.67;69.91
2025-01-24T08:00+01:00;5833;1049.88;16382.83;24.69;29.65;68.93;79.78
2025-01-24T09:00+01:00;5829;1050.95;16319.6;24.19;29.2;54.61;59.41
2025-01-24T10:00+01:00;5830;1042.37;16415.62;23.39;26.36;47.18;47.1
2025-01-24T11:00+01:00;5830;972.41;16377.3;22.25;23.65;42.17;41.91
2025-01-24T12:00+01:00;5831;919.54;16554.93;22.37;27.99;36.78;37.38
2025-01-24T13:00+01:00;5834;847.18;16641.12;23.74;27.16;35.8;36.01
2025-01-24T14:00+01:00;5834;786.47;16802.96;23.21;24.31;31.02;31.79
2025-01-24T15:00+01:00;5833;723.2;17023.47;22.36;24.23;28.7;29.72
2025-01-24T16:00+01:00;5834;711.69;17444.04;22.88;24.38;28.42;29.22
2025-01-24T17:00+01:00;5832;656.07;17529.28;19.51;23;25.88;27.01
2025-01-24T18:00+01:00;5832;608.32;17665.46;18.11;21.26;24.34;25.53
2025-01-24T19:00+01:00;5835;582.04;17764.4;16.39;19.18;22.21;23.42
2025-01-24T20:00+01:00;5835;569.15;17949.25;15.6;18.25;21.28;22.47
2025-01-24T21:00+01:00;5835;552.93;17677.2;12.7;14.82;17.3;18.29
2025-01-24T22:00+01:00;5836;512.83;16784.95;5.79;6.42;7.16;7.5
2025-01-24T23:00+01:00;5834;510.27;15629.9;3.71;3.86;3.89;3.97
2025-01-25T00:00+01:00;5834;407.78;14558.95;2.8;2.82;2.82;2.87
2025-01-25T01:00+01:00;5836;405.7;14363.14;2.32;2.33;2.23;2.25
2025-01-25T02:00+01:00;5835;403.19;13882.46;1.51;1.36;1.02;0.95
2025-01-25T03:00+01:00;5837;396.69;13936.21;1.31;1.14;0.74;0.65
2025-01-25T04:00+01:00;5838;400.07;14006.3;1.29;1.1;0.68;0.57
2025-01-25T05:00+01:00;5836;414.86;14113.49;1.1;0.9;0.41;0.3
2025-01-25T06:00+01:00;5835;419.29;14123.08;1.49;1.35;1.04;0.99
2025-01-25T07:00+01:00;5834;414.03;14703.65;2.22;2.16;2.13;2.17
2025-01-25T08:00+01:00;5832;438.47;15007.12;2.79;2.84;2.85;2.93
2025-01-25T09:00+01:00;5833;440.05;15047.92;3.07;3.17;3.28;3.38
2025-01-25T10:00+01:00;5832;421.55;15233.02;2.91;2.93;10.09;16.66
2025-01-25T11:00+01:00;5832;437;15230.3;2.74;2.77;16.84;29.77
2025-01-25T12:00+01:00;5833;443.47;15201.19;2.95;3.06;18.66;32.62
2025-01-25T13:00+01:00;5834;448.59;15203.45;2.61;2.63;18.35;33.26
2025-01-25T14:00+01:00;5834;429.67;15083.42;2.6;2.57;18.31;33.06
2025-01-25T15:00+01:00;5832;435.16;14921.85;2.36;2.26;18.36;33.9
2025-01-25T16:00+01:00;5834;441.57;15048.06;2.3;2.18;19.08;35.45
2025-01-25T17:00+01:00;5832;447.23;15086.35;2.02;1.71;19.99;37.47
2025-01-25T18:00+01:00;5830;432.97;15159.33;2.27;2.18;18.9;35.05
2025-01-25T19:00+01:00;5831;426.14;15461.6;2.09;2.02;18.23;33.62
2025-01-25T20:00+01:00;5834;408.65;15264.68;2;1.99;14.13;25.09
2025-01-25T21:00+01:00;5834;404.5;15155.22;1.76;1.73;3.5;5.12
2025-01-25T22:00+01:00;5836;405.8;14615.68;1.53;1.43;1.34;1.39
2025-01-25T23:00+01:00;5836;410.31;14326.16;0.52;0.36;0.05;0
2025-01-26T00:00+01:00;5833;401.32;13919.3;1.46;1.33;1.07;1.03
2025-01-26T01:00+01:00;5831;399.77;13853.69;1.38;1.27;1.07;1.05
2025-01-26T02:00+01:00;5831;403.61;13589.06;1.52;1.42;1.24;1.21
2025-01-26T03:00+01:00;5832;407.32;13178.86;1.59;1.5;1.34;1.33
2025-01-26T04:00+01:00;5832;409.48;13274.45;2.05;2.03;1.97;1.99
2025-01-26T05:00+01:00;5833;411.57;13492.67;2.27;2.3;6.36;10.02
2025-01-26T06:00+01:00;5831;469.84;13537.34;2.16;2.15;16.23;29.05
2025-01-26T07:00+01:00;5834;529.73;13874.32;2.37;2.36;18.61;33.99
2025-01-26T08:00+01:00;5833;536.82;14032.62;2.37;2.35;18.88;35.08
2025-01-26T09:00+01:00;5829;539.41;13971.38;2.22;2.07;19.55;36.93
2025-01-26T10:00+01:00;5832;570.87;13871.52;2.78;2.62;20.03;37.02
2025-01-26T11:00+01:00;5833;596;13705.5;3.24;2.97;20.43;37.73
2025-01-26T12:00+01:00;5831;605.7;13354.29;4.04;3.56;21.49;39.27
2025-01-26T13:00+01:00;5831;605.15;13351.19;4.64;4.04;21.87;39.6
2025-01-26T14:00+01:00;5831;632.5;13456.73;5.04;4.09;23.55;42.58
2025-01-26T15:00+01:00;5831;668.24;13819.81;5.06;4.06;29.84;43.16
2025-01-26T16:00+01:00;5833;716.33;14083.52;5.05;4.45;33.54;42.79
2025-01-26T17:00+01:00;5833;742.81;14065.08;5.04;4.45;40.01;43.28
2025-01-26T18:00+01:00;5834;752.59;14177.25;5.02;4.46;43.56;43.08
2025-01-26T19:00+01:00;5832;741.18;14006.69;4.99;4.34;43.42;43.31
2025-01-26T20:00+01:00;5832;741.11;13774.59;5;3.99;41;43.49
2025-01-26T21:00+01:00;5833;695.61;13460.9;4.96;3.95;43.94;43.01
2025-01-26T22:00+01:00;5832;640.61;13191.55;4.64;3.99;37.59;39.86
2025-01-26T23:00+01:00;5831;604.56;13608.95;5;5.49;27.35;27.61
2025-01-27T00:00+01:00;5834;607.69;13327.8;5.06;4.76;39.42;39.18
2025-01-27T01:00+01:00;5835;563.21;13430.3;5.05;4.77;34.85;34.63
2025-01-27T02:00+01:00;5837;552.43;14391.32;5.09;5.54;26.85;27.02
2025-01-27T03:00+01:00;5838;540.82;14800.36;5.49;6.06;13.88;14.03
2025-01-27T04:00+01:00;5838;550.58;15257.37;7.01;7.91;9.71;10.02
2025-01-27T05:00+01:00;5838;602.18;15671.05;9.61;11.08;20.86;21.52
2025-01-27T06:00+01:00;5839;701.41;15232.29;5.03;9.95;34.03;35.06
2025-01-27T07:00+01:00;5838;763.65;14975.83;5.02;12.18;61.75;58.71
2025-01-27T08:00+01:00;5837;766.6;15613.83;8.31;14.06;70.8;70.15
2025-01-27T09:00+01:00;5838;776.42;15824.27;11.02;16.42;56.84;54.09
2025-01-27T10:00+01:00;5836;839.03;16135.52;12.11;16.17;46.22;44.63
2025-01-27T11:00+01:00;5836;842.66;16325.95;7.07;12.38;39.95;39.45
2025-01-27T12:00+01:00;5834;819.01;16697.12;6.55;11.58;36.76;36.37
2025-01-27T13:00+01:00;5836;863.58;17204.73;7;12.32;38.01;37.56
2025-01-27T14:00+01:00;5836;906.06;17560.33;7.05;11.91;44.88;43.53
2025-01-27T15:00+01:00;5836;939.76;17729.19;12.08;16.31;47.33;45.07
2025-01-27T16:00+01:00;5837;974.85;17805.71;12.42;13.48;46.16;44.77
2025-01-27T17:00+01:00;5837;975.08;17255.46;12.06;10.9;45.94;45.11
