Date (GMT+1);Nuclear;Non-Renewable;Renewable;Day Ahead Auction (SE1);Day Ahead Auction (SE2);Day Ahead Auction (SE3);Day Ahead Auction (SE4)
2025-01-05T17:00+01:00;5830;1092.46;15032.38;70.02;67.08;67.31;66.62
2025-01-05T18:00+01:00;5830;1086.77;15220.16;67.31;64.48;64.72;64.06
2025-01-05T19:00+01:00;5829;1063.97;15397.16;52.85;50.62;51.93;51.41
2025-01-05T20:00+01:00;5830;1007.32;15414.41;37.18;37.2;37.01;36.88
2025-01-05T21:00+01:00;5832;832.86;15412.87;38.74;37.63;37.21;36.93
2025-01-05T22:00+01:00;5831;734.86;15242.75;35.74;35.14;34.86;34.66
2025-01-05T23:00+01:00;5832;678.36;15263.52;24.41;27.36;27.76;28.07
2025-01-06T00:00+01:00;5833;612.77;14375.16;23.28;26.53;27.05;27.44
2025-01-06T01:00+01:00;5833;573.18;13905.58;20.04;22.86;23.35;23.68
2025-01-06T02:00+01:00;5834;581.96;13821.61;17.25;19.37;19.45;19.6
2025-01-06T03:00+01:00;5834;579.62;13827.51;15.48;16.91;16.74;16.76
2025-01-06T04:00+01:00;5835;587.03;13855.97;14.56;15.75;15.57;15.57
2025-01-06T05:00+01:00;5833;593.34;14233.49;14.25;15.41;14.99;14.91
2025-01-06T06:00+01:00;5835;652.37;15787.76;20.62;23.95;24.55;24.92
2025-01-06T07:00+01:00;5835;745.45;16300.12;25.48;29.32;30;30.42
2025-01-06T08:00+01:00;5834;765.54;16598.2;31.91;36.83;37.66;38.19
2025-01-06T09:00+01:00;5834;767.91;16607.03;30.87;34.56;35.17;35.55
2025-01-06T10:00+01:00;5835;760.15;16764.07;31.33;33.88;34.24;34.48
2025-01-06T11:00+01:00;5834;787.39;16784.58;29.77;32.11;32.42;32.63
2025-01-06T12:00+01:00;5833;809.83;16747.18;27.39;30.1;30.5;30.77
2025-01-06T13:00+01:00;5835;808.88;16552.29;23.95;27.55;28.12;28.5
2025-01-06T14:00+01:00;5833;782.36;16516.48;20.35;23.17;24.73;25.41
2025-01-06T15:00+01:00;5832;810.18;16812.64;21.26;24.03;25.49;26.14
2025-01-06T16:00+01:00;5832;796.2;17113.3;21.65;24.77;26.08;26.7
2025-01-06T17:00+01:00;5827;822.54;17322.01;20.12;23.54;31.09;31.7
2025-01-06T18:00+01:00;5827;815.62;16932;13.15;17.08;31.05;31.91
2025-01-06T19:00+01:00;5829;750.15;16970.27;12.88;16.51;27.04;28.07
2025-01-06T20:00+01:00;5829;703.52;17561.31;16.91;19.45;21.83;22.82
2025-01-06T21:00+01:00;5830;649.11;17412.89;10.2;11.1;12.82;13.47
2025-01-06T22:00+01:00;5830;608.81;17890.33;11.11;12.21;14.42;15.26
2025-01-06T23:00+01:00;5830;577.72;17784.51;7.39;7.81;8.11;8.24
2025-01-07T00:00+01:00;5831;535.24;17737.55;8.66;9.32;10;10.28
2025-01-07T01:00+01:00;5832;515.36;17474.88;6.75;6.95;6.96;6.98
2025-01-07T02:00+01:00;5832;506.23;17061.17;5.7;5.68;5.42;5.33
2025-01-07T03:00+01:00;5829;511.97;16791.34;4.97;4.8;4.35;4.17
2025-01-07T04:00+01:00;5829;514.38;16992.2;5.36;5.28;5.08;5.01
2025-01-07T05:00+01:00;5830;543.9;17449.32;5.82;5.82;5.7;5.66
2025-01-07T06:00+01:00;5829;625.18;18188.25;7.41;7.76;27.85;28.02
2025-01-07T07:00+01:00;5829;712.61;18667.47;6.51;6.67;36.07;36.03
2025-01-07T08:00+01:00;5828;731.68;18259.11;6.92;7.2;37.32;37.25
2025-01-07T09:00+01:00;5826;750.27;18177.84;7.2;7.53;35;35.01
2025-01-07T10:00+01:00;5827;716.6;18652.3;7.21;7.54;34.26;34.27
2025-01-07T11:00+01:00;5828;720.6;18547.82;6.64;6.8;34.64;34.65
2025-01-07T12:00+01:00;5829;728.15;18261.74;6.77;6.97;33.27;33.3
2025-01-07T13:00+01:00;5827;712.68;18511.47;6.42;6.55;33.27;33.27
2025-01-07T14:00+01:00;5829;703.86;18961.95;6.91;7.17;31.54;33.22
2025-01-07T15:00+01:00;5828;700.97;19198.69;6.7;6.9;32.44;33.22
2025-01-07T16:00+01:00;5830;692.38;19474.08;6.68;6.88;29.02;35.01
2025-01-07T17:00+01:00;5831;664.83;19659.72;6.13;6.2;29.49;36.27
2025-01-07T18:00+01:00;5831;626.3;19578.03;6.73;6.93;26.87;34.98
2025-01-07T19:00+01:00;5829;618.7;19751.12;6.9;7.14;20.55;32.93
2025-01-07T20:00+01:00;5830;592.85;19226.28;5.95;5.99;14.78;23.23
2025-01-07T21:00+01:00;5832;555.61;18749.15;5.94;5.98;6.15;6.2
2025-01-07T22:00+01:00;5830;546.05;18124.54;5.13;5.08;4.92;4.86
2025-01-07T23:00+01:00;5829;537.65;17369.24;4.39;4.49;4.03;3.87
2025-01-08T00:00+01:00;5832;524.95;15976.03;3.84;1.94;10.01;12.43
2025-01-08T01:00+01:00;5833;521.68;15747.56;3.94;2;10.38;12.88
2025-01-08T02:00+01:00;5831;524.8;15471.55;4.5;1.91;13.98;17.61
2025-01-08T03:00+01:00;5831;525.16;15225.9;4.46;2.06;13.41;16.83
2025-01-08T04:00+01:00;5832;530;15644.36;5.21;2.63;16.02;20.25
2025-01-08T05:00+01:00;5834;573.77;16028.42;6.81;4.14;18.47;22.52
2025-01-08T06:00+01:00;5830;683.82;17306.13;8.82;5.74;20.63;24.94
2025-01-08T07:00+01:00;5829;835.54;17637.28;8.9;7.2;41.16;43.64
2025-01-08T08:00+01:00;5829;950;17374.64;10.41;8.97;54.95;56.46
2025-01-08T09:00+01:00;5832;1019.05;17345.35;11.08;10.5;63.36;65.07
2025-01-08T10:00+01:00;5834;1017.91;17151.66;12.35;12.07;67.58;69.3
2025-01-08T11:00+01:00;5832;1037.04;16886.76;12.63;13.71;71.06;70.87
2025-01-08T12:00+01:00;5835;975.96;16532.75;12.82;14.15;69.97;69.33
2025-01-08T13:00+01:00;5835;1031.81;16272.76;13.45;14.7;75;74.28
2025-01-08T14:00+01:00;5835;1118.86;16123.85;13.49;14.29;81.88;81.03
2025-01-08T15:00+01:00;5834;1138.55;16005.42;13.02;13.89;106.54;105.35
2025-01-08T16:00+01:00;5833;1163.39;15980.84;12.35;13.36;133.99;132.6
2025-01-08T17:00+01:00;5829;1235.39;16114.96;13.04;11.68;149.95;152.54
2025-01-08T18:00+01:00;5829;1225.38;16053.56;12.53;9.38;141.05;145.45
2025-01-08T19:00+01:00;5829;1224.67;15915.81;12.03;9.59;139.72;142.89
2025-01-08T20:00+01:00;5832;1213.47;15544.48;12.45;7.87;106.31;109.92
2025-01-08T21:00+01:00;5834;1178.43;15428.05;11.94;8.36;93.57;94.67
2025-01-08T22:00+01:00;5834;1048.83;15162;11.27;9.59;75.78;75.72
2025-01-08T23:00+01:00;5835;939.92;15014.71;11.31;9.34;49.53;50.91
2025-01-09T00:00+01:00;5834;906.63;15275.13;22.45;25.8;32.96;33.87
2025-01-09T01:00+01:00;5834;899.99;15026.48;23.51;27.08;30.85;31.84
2025-01-09T02:00+01:00;5834;921.37;14913.71;24.09;27.74;30.24;31.32
2025-01-09T03:00+01:00;5833;925.99;14606.44;25.05;28.32;30.84;31.89
2025-01-09T04:00+01:00;5834;965.63;14279.54;27.73;30.3;32.72;33.69
2025-01-09T05:00+01:00;5834;1031.63;14292.83;43.42;42.04;43.35;43.36
2025-01-09T06:00+01:00;5835;1206;14358.72;34.14;32.17;68.49;67.62
2025-01-09T07:00+01:00;5834;1344.62;14571.65;21.1;18.19;148.72;146.11
2025-01-09T08:00+01:00;5835;1382.06;14592.17;41.95;40.37;162.48;161.99
2025-01-09T09:00+01:00;5836;1413.83;14408.91;48.98;58.38;154.56;153.81
2025-01-09T10:00+01:00;5838;1406.94;14288.82;80.22;88.05;145.85;145.44
2025-01-09T11:00+01:00;5839;1436.21;14218.32;131.89;124.99;142.63;140.78
2025-01-09T12:00+01:00;5841;1458.13;13691.27;133.64;126.86;130.27;128.67
2025-01-09T13:00+01:00;5839;1452.86;13574.16;126.29;119.79;123.19;121.61
2025-01-09T14:00+01:00;5839;1451.5;13518.43;129.21;122.58;126.05;124.43
2025-01-09T15:00+01:00;5841;1449.46;13425.82;134.8;127.91;131.55;129.84
2025-01-09T16:00+01:00;5841;1461.25;13553.05;136.43;129.49;133.04;131.36
2025-01-09T17:00+01:00;5839;1459.17;13696.26;138.3;133.76;135.67;134.38
2025-01-09T18:00+01:00;5839;1463.21;13686.8;141.46;138.28;139.29;138.13
2025-01-09T19:00+01:00;5839;1462.96;13983.34;130.7;124.07;127.59;125.87
2025-01-09T20:00+01:00;5839;1420.51;14053.96;120.78;120.98;119.99;119.39
2025-01-09T21:00+01:00;5839;1361.24;14092.64;99.53;102.75;102.52;102.47
2025-01-09T22:00+01:00;5838;1349.89;14218.41;99.92;95.11;97.85;96.81
2025-01-09T23:00+01:00;5836;1253.95;14171.65;69.59;66.58;68.53;68.02
2025-01-10T00:00+01:00;5835;1090.52;14108.58;68.82;65.58;67.28;66.47
2025-01-10T01:00+01:00;5833;1067.1;14015.67;58.53;55.93;54.97;54.36
2025-01-10T02:00+01:00;5834;1054.51;14040.4;54.98;52.59;51.7;51.14
2025-01-10T03:00+01:00;5833;1056.23;14205.21;50.99;48.82;48;47.5
2025-01-10T04:00+01:00;5835;1065.97;14326.81;52.9;50.63;49.75;49.22
2025-01-10T05:00+01:00;5837;1174.38;14738.79;62.91;60.08;58.98;58.34
2025-01-10T06:00+01:00;5837;1396.64;15375.87;101.27;96.99;97.12;96.72
2025-01-10T07:00+01:00;5836;1452.78;15674.71;125.54;125.7;124.64;124.08
2025-01-10T08:00+01:00;5835;1475.97;15605.38;140.78;141.41;140.24;139.64
2025-01-10T09:00+01:00;5836;1477.18;15723.15;135.78;137.47;136.56;136.12
2025-01-10T10:00+01:00;5835;1456.87;15935.97;124.08;124.88;123.9;123.42
2025-01-10T11:00+01:00;5835;1448.47;16107.42;115.06;115.21;114.24;113.74
2025-01-10T12:00+01:00;5836;1449.66;16188.21;110.25;109.64;108.53;107.94
2025-01-10T13:00+01:00;5838;1433;16529.57;104.89;105.82;105.05;104.67
2025-01-10T14:00+01:00;5837;1453.77;17066.38;108.67;110.18;109.46;109.12
2025-01-10T15:00+01:00;5837;1469.44;17416.04;121.76;125.96;125.66;125.61
2025-01-10T16:00+01:00;5836;1475.4;17550.57;124.46;130.33;130.34;130.48
2025-01-10T17:00+01:00;5837;1474.96;17457.07;138.12;137.88;138.11;137.95
2025-01-10T18:00+01:00;5837;1445.09;17669.3;135.86;134.54;135.91;136.07
2025-01-10T19:00+01:00;5836;1313.24;17863.44;95.92;96.69;96;95.62
2025-01-10T20:00+01:00;5836;1158.24;17801.52;55.08;53.53;54.98;55.31
2025-01-10T21:00+01:00;5837;1020.5;17637.97;46.85;44.85;45.89;45.4
2025-01-10T22:00+01:00;5837;896.82;17737.82;40.49;39.09;40.19;40.07
2025-01-10T23:00+01:00;5837;847.33;18056.65;30.78;31.37;33.06;33.64
2025-01-11T00:00+01:00;5836;781.43;18504.87;15.01;16.7;27.83;28.43
2025-01-11T01:00+01:00;5838;706.3;18420.92;8.38;8.29;21.82;21.7
2025-01-11T02:00+01:00;5838;663.31;18501.17;7.52;7.52;17.58;17.58
2025-01-11T03:00+01:00;5839;666.9;18644.18;7.01;7.01;10.01;10.01
2025-01-11T04:00+01:00;5838;663.04;18563.34;6.34;6.19;17.55;17.36
2025-01-11T05:00+01:00;5837;706.3;18753.07;6.15;6;24.92;24.73
2025-01-11T06:00+01:00;5835;734.31;18831.91;7.06;7;27.2;27.05
2025-01-11T07:00+01:00;5835;766.54;18757.1;6.93;6.82;35.13;34.96
2025-01-11T08:00+01:00;5837;810.74;18693.58;6.9;6.74;38.48;38.29
2025-01-11T09:00+01:00;5837;830.01;19257.28;7.19;6.93;40.53;40.19
2025-01-11T10:00+01:00;5836;822.17;19684.18;6.9;6.55;41.93;41.48
2025-01-11T11:00+01:00;5836;805.2;19220.96;6.46;6.1;42.02;41.56
2025-01-11T12:00+01:00;5836;814.66;19903.61;6.09;5.75;41.5;41.05
2025-01-11T13:00+01:00;5833;813.5;20103.4;6.56;5.96;43.55;42.79
2025-01-11T14:00+01:00;5834;839.21;19717.49;7.29;6.7;43.46;42.72
2025-01-11T15:00+01:00;5832;878.72;19569.91;7.65;7.06;44.05;43.3
2025-01-11T16:00+01:00;5812;896.22;19471.59;8.2;7.58;46.55;45.73
2025-01-11T17:00+01:00;5782;893.81;19203.95;8.25;7.59;50.11;49.22
2025-01-11T18:00+01:00;5800;894.88;18798.25;8.37;7.76;46.91;46.09
2025-01-11T19:00+01:00;5821;891.62;18382.35;8.25;7.68;44.33;43.55
2025-01-11T20:00+01:00;5830;893.73;18080.81;10.3;10.1;42.33;41.73
2025-01-11T21:00+01:00;5832;876.67;18044.59;8.22;8.41;42.51;41.89
2025-01-11T22:00+01:00;5830;842.15;17999.83;6.94;7.29;40.54;40.1
2025-01-11T23:00+01:00;5830;856.17;18318.51;6.93;7.32;35.25;35.31
2025-01-12T00:00+01:00;5828;783.69;18863.17;6.56;6.93;30.92;31.02
2025-01-12T01:00+01:00;5827;775.72;18693.31;5.22;5.28;26.15;26.15
2025-01-12T02:00+01:00;5825;784.64;18756.06;4.78;4.78;25.15;25.15
2025-01-12T03:00+01:00;5826;786.7;18440.18;4.57;4.57;30.35;30.35
2025-01-12T04:00+01:00;5827;799.79;18225.33;4.31;4.25;34.24;34.18
2025-01-12T05:00+01:00;5829;851.01;17840.87;4.22;4.14;35.35;35.25
2025-01-12T06:00+01:00;5828;928.67;17789.91;4.27;4.22;35.89;35.82
2025-01-12T07:00+01:00;5827;903.07;17339.07;4.25;4.16;36.47;36.34
2025-01-12T08:00+01:00;5828;923.49;16564.29;3.56;3.29;39.26;38.9
2025-01-12T09:00+01:00;5827;951.43;16208.09;3.55;2.76;53.54;52.61
2025-01-12T10:00+01:00;5828;1009.63;16007.36;3.33;2.82;69.44;68.8
2025-01-12T11:00+01:00;5827;1034.94;15945.01;3.58;3.35;80.22;79.92
2025-01-12T12:00+01:00;5828;1039.91;15593.12;3.34;3.05;71.82;71.83
2025-01-12T13:00+01:00;5827;1135.05;15357.64;3.22;2.92;67.77;67.77
2025-01-12T14:00+01:00;5828;1277.38;15317.47;3.29;3;88.27;92.68
2025-01-12T15:00+01:00;5828;1317.18;15278.29;3.21;2.9;107.86;115.87
2025-01-12T16:00+01:00;5828;1322.37;15416.86;3.52;3.29;130.39;129.75
2025-01-12T17:00+01:00;5831;1324.03;15416.57;3.42;3.16;138.31;137.64
2025-01-12T18:00+01:00;5831;1323.86;15546.54;3.62;3.4;146.47;145.81
2025-01-12T19:00+01:00;5830;1315.37;15740.22;3.78;3.59;121.54;140.22
2025-01-12T20:00+01:00;5829;1291.35;15626.95;3.82;3.63;104.43;131.64
2025-01-12T21:00+01:00;5829;1212.58;15342.36;3.77;3.55;104.03;111.04
2025-01-12T22:00+01:00;5832;1119.59;15139.71;3.47;3.07;72.62;72.12
2025-01-12T23:00+01:00;5831;923.71;15226.46;3.48;3.23;42.14;41.8
2025-01-13T00:00+01:00;5829;756.32;15815.31;3.26;2.97;32.18;41.49
2025-01-13T01:00+01:00;5830;710.1;16343.42;3.33;3.08;32.19;38.89
2025-01-13T02:00+01:00;5831;703.4;17040.93;3.79;3.68;29.92;39.16
2025-01-13T03:00+01:00;5831;694.05;17302.21;3.49;3.33;26.69;38.1
2025-01-13T04:00+01:00;5831;687.52;17642.28;3.1;2.89;25.56;37.64
2025-01-13T05:00+01:00;5831;703.54;17946.32;2.85;2.68;30.93;36.71
2025-01-13T06:00+01:00;5828;752.59;18366.33;2.85;2.69;33.98;37.75
2025-01-13T07:00+01:00;5830;812.73;17882.29;2.62;2.23;50.31;70
2025-01-13T08:00+01:00;5829;803.4;18585.57;2.95;2.76;65.74;102.63
2025-01-13T09:00+01:00;5829;780.69;18824.3;2.94;2.72;34.23;56.89
2025-01-13T10:00+01:00;5830;759.81;18815.02;2.98;2.77;27.55;39.5
2025-01-13T11:00+01:00;5831;726.44;18848.59;2.9;2.71;26.4;38.33
2025-01-13T12:00+01:00;5831;634.53;18717.58;2.87;2.7;25.06;37.66
2025-01-13T13:00+01:00;5832;631.55;18688.71;2.88;2.71;21.62;36.99
2025-01-13T14:00+01:00;5832;606.82;18742.67;2.89;2.74;20.25;35.66
2025-01-13T15:00+01:00;5832;602.71;19111.64;2.88;2.75;19.68;34.68
2025-01-13T16:00+01:00;5834;599.31;19315.02;2.69;2.51;19.66;34.96
2025-01-13T17:00+01:00;5833;586.73;19160.32;2.52;2.35;19.54;34.91
2025-01-13T18:00+01:00;5832;583.08;18998.11;2.33;2.22;18.31;32.95
2025-01-13T19:00+01:00;5832;567.64;19134.06;2.26;2.27;16.77;30.21
2025-01-13T20:00+01:00;5831;539.96;18737.98;2.16;2.17;4.07;5.79
2025-01-13T21:00+01:00;5830;516.13;17999.7;2;2;2.02;2.02
2025-01-13T22:00+01:00;5828;492.59;17093.28;1.7;1.68;1.62;1.6
2025-01-13T23:00+01:00;5828;493.21;16384.29;0.47;0.37;0.1;0
2025-01-14T00:00+01:00;5828;470.76;15729.96;0.4;0.3;0;-0.11
2025-01-14T01:00+01:00;5829;485.55;15242.89;0.4;0.29;0;-0.11
2025-01-14T02:00+01:00;5829;487.91;14830.87;0.38;0.28;-0.02;-0.13
2025-01-14T03:00+01:00;5828;490.78;14746.54;0.3;0.2;-0.11;-0.23
2025-01-14T04:00+01:00;5830;530.19;14926.25;0.39;0.29;0;-0.11
2025-01-14T05:00+01:00;5831;527.11;15584.9;1.26;1.21;1.06;1.02
2025-01-14T06:00+01:00;5829;528.84;17200.36;1.96;1.93;1.82;1.79
2025-01-14T07:00+01:00;5831;566.19;18835.07;2.52;2.55;3.33;3.88
