Date (GMT+2);Nuclear;Non-Renewable;Renewable;Day Ahead Auction (FI)
2024-01-02T18:00+02:00;4363.4;2422.6625;4368.965;196.9
2024-01-02T19:00+02:00;4362.375;2432.045;4254.3025;250.01
2024-01-02T20:00+02:00;4363.5;2418.3675;4431.715;196.91
2024-01-02T21:00+02:00;4363.4;2200.7125;4384.195;105.7
2024-01-02T22:00+02:00;4363.025;2056.755;4423.0475;149.52
2024-01-02T23:00+02:00;4363.7;1926.7875;4276.245;90.38
2024-01-03T00:00+02:00;4363.825;1786.4225;4186.125;86.69
2024-01-03T01:00+02:00;4353.675;1819.6725;4113.1825;49.08
2024-01-03T02:00+02:00;4353.125;1861.4575;4055.965;56.76
2024-01-03T03:00+02:00;4363.85;1879.54125;4075.26875;56.11
2024-01-03T04:00+02:00;4363.525;1827.67625;4012.51375;57.96
2024-01-03T05:00+02:00;4363;1838.4125;4072.61;70.17
2024-01-03T06:00+02:00;4350.95;1929.3875;4354.075;86.7
2024-01-03T07:00+02:00;4342.575;2119.9725;4433.855;118.79
2024-01-03T08:00+02:00;4350.4;2223.26625;4861.20875;131.51
2024-01-03T09:00+02:00;4355.4;2252.755;4731.94;132.95
2024-01-03T10:00+02:00;4361.8;2333.95;4786.8725;128.81
2024-01-03T11:00+02:00;4361.6;2302.0775;4792.11;98.93
2024-01-03T12:00+02:00;4360.85;2391.1775;4645.65;129.91
2024-01-03T13:00+02:00;4361.45;2443;4553.4;118.79
2024-01-03T14:00+02:00;4361.2;2404.175;4525.7925;97.05
2024-01-03T15:00+02:00;4361.275;2411.825;4632.61;96.19
2024-01-03T16:00+02:00;4361.625;2494.13625;4804.12625;119.02
2024-01-03T17:00+02:00;4363.8;2503.46875;4920.56875;129.91
2024-01-03T18:00+02:00;4363.725;2508.28875;4773.11625;147.62
2024-01-03T19:00+02:00;4364;2489.67375;4743.07125;118.8
2024-01-03T20:00+02:00;4361.7;2477.97;4681.2675;99.12
2024-01-03T21:00+02:00;4362.3;2501.31625;4654.53125;85.82
2024-01-03T22:00+02:00;4362.075;2516.02875;4551.65875;99.95
2024-01-03T23:00+02:00;4361.65;2501.2825;4361.425;86.97
2024-01-04T00:00+02:00;4360.25;2501.1225;4190.0075;58.4
2024-01-04T01:00+02:00;4333.45;2480.7575;4234.2075;129.25
2024-01-04T02:00+02:00;4334.275;2450.695;4132.6575;106.34
2024-01-04T03:00+02:00;4334.3;2398.95;3855.435;94.42
2024-01-04T04:00+02:00;4334.95;2372.48875;3932.43625;97.79
2024-01-04T05:00+02:00;4334.85;2382.2025;4054.975;121.44
2024-01-04T06:00+02:00;4335.375;2459.5725;4280.515;180.21
2024-01-04T07:00+02:00;4335.575;2520.38;4218.665;300
2024-01-04T08:00+02:00;4334.275;2571.06;4477.0425;379.25
2024-01-04T09:00+02:00;4334.15;2586.015;4452.9575;299.99
2024-01-04T10:00+02:00;4334.7;2607.8975;4439.135;300
2024-01-04T11:00+02:00;4334.4;2525.76;4509.3075;300.07
2024-01-04T12:00+02:00;4335.075;2509.37125;4372.09375;300
2024-01-04T13:00+02:00;4334.975;2517.87;4454.6675;299.99
2024-01-04T14:00+02:00;4338.85;2479.81;4471.0675;296.18
2024-01-04T15:00+02:00;4363.65;2486.8525;4599.3825;299.99
2024-01-04T16:00+02:00;4364.475;2497.96;4619.7;362.14
2024-01-04T17:00+02:00;4364.675;2472.4975;4524.7575;300
2024-01-04T18:00+02:00;4364.925;2480.45125;4478.45125;299.99
2024-01-04T19:00+02:00;4366.2;2487.805;4414.5775;249.96
2024-01-04T20:00+02:00;4367.475;2521.515;4331.005;203.72
2024-01-04T21:00+02:00;4368.4;2481.19;4224.625;149.99
2024-01-04T22:00+02:00;4366.675;2480.5;4274.4075;150
2024-01-04T23:00+02:00;4363.825;2501.4025;4441.2575;143.09
2024-01-05T00:00+02:00;4364.725;2372.34125;4407.63875;111.11
2024-01-05T01:00+02:00;4365.45;2291.28;4167.37;169.99
2024-01-05T02:00+02:00;4365.15;2208.76875;3983.25625;150.07
2024-01-05T03:00+02:00;4365.8;2183.645;3851.6925;150.06
2024-01-05T04:00+02:00;4365.95;2210.74875;3754.91375;150.07
2024-01-05T05:00+02:00;4365.475;2256.10875;3916.82875;150.09
2024-01-05T06:00+02:00;4365.55;2402.39;4009.635;350
2024-01-05T07:00+02:00;4363.85;2523.04;3969.54;999.94
2024-01-05T08:00+02:00;4364.75;2558.815;4239.7425;1478.91
2024-01-05T09:00+02:00;4364.625;2570.6175;4349.065;1251.67
2024-01-05T10:00+02:00;4364.725;2725.745;4501.2625;1000
2024-01-05T11:00+02:00;4365.5;2829.00375;4508.27625;999.98
2024-01-05T12:00+02:00;4365.225;2860.2875;4492.36;800
2024-01-05T13:00+02:00;4365.575;2917.245;4336.625;999.91
2024-01-05T14:00+02:00;4363.05;2949.6475;4319.5675;899.06
2024-01-05T15:00+02:00;4355.725;2973.8125;4347.4975;999.97
2024-01-05T16:00+02:00;4355.85;2923.8275;4198.0325;1696.31
2024-01-05T17:00+02:00;4346.675;2916.9425;4187.695;1758
2024-01-05T18:00+02:00;4321.3;2900.3575;3974.2775;1478.95
2024-01-05T19:00+02:00;4318.475;2890.45625;3764.21625;1896
2024-01-05T20:00+02:00;4297.425;2868.45375;3519.19875;1754
2024-01-05T21:00+02:00;4325.125;2832.13;3478.04;990.09
2024-01-05T22:00+02:00;4325.225;2798.195;3577.72;749.95
2024-01-05T23:00+02:00;4324.425;2685.635;3624.2725;300.01
2024-01-06T00:00+02:00;4324.675;2494.585;3598.68;200
2024-01-06T01:00+02:00;4325.05;2405.3175;3281.0625;111.19
2024-01-06T02:00+02:00;4325.1;2392.97;2911.3925;113.98
2024-01-06T03:00+02:00;4357.875;2395.29;2796.05;110.62
2024-01-06T04:00+02:00;4361.45;2379.17625;2719.38125;113.51
2024-01-06T05:00+02:00;4361.65;2400.05625;2757.23375;141.69
2024-01-06T06:00+02:00;4355;2432.09875;2872.65125;156.85
2024-01-06T07:00+02:00;4351.675;2548.80875;2914.38875;132.92
2024-01-06T08:00+02:00;4351.4;2614.29875;2863.55375;147.75
2024-01-06T09:00+02:00;4352.325;2604.02375;2901.93375;181.87
2024-01-06T10:00+02:00;4358.45;2602.95875;3055.11625;184
2024-01-06T11:00+02:00;4366.1;2528.7425;3197.5325;176.37
2024-01-06T12:00+02:00;4366.1;2534.94;3229.0775;176.81
2024-01-06T13:00+02:00;4365.95;2622.385;3184.0475;178.09
2024-01-06T14:00+02:00;4366.475;2682.76;3176.6475;161.34
2024-01-06T15:00+02:00;4365.7;2777.955;3243.545;184
2024-01-06T16:00+02:00;4366.875;2844.1875;3440.5225;200
2024-01-06T17:00+02:00;4366.6;2890.55;3488.975;299.99
2024-01-06T18:00+02:00;4366.375;2889.74375;3567.52375;244.45
2024-01-06T19:00+02:00;4364.95;2849.02625;3594.15875;200
2024-01-06T20:00+02:00;4364.725;2765.55375;3627.87875;179.78
2024-01-06T21:00+02:00;4363.6;2698.17;3653.235;164.51
2024-01-06T22:00+02:00;4366.125;2663.425;3885.04;176.17
2024-01-06T23:00+02:00;4365.95;2570.735;3979.3075;159.15
2024-01-07T00:00+02:00;4365.5;2460.4725;3861.695;120.76
2024-01-07T01:00+02:00;4358.25;2174.6925;4155.0475;93.71
2024-01-07T02:00+02:00;4358.4;2155.5725;4167.9875;128.69
2024-01-07T03:00+02:00;4357.85;2144.05;4097.995;104
2024-01-07T04:00+02:00;4357.95;2130.0375;4005.98;93.2
2024-01-07T05:00+02:00;4358.15;2206.195;4092.96;93.19
2024-01-07T06:00+02:00;4357.8;2262.49;4200.48;93.19
2024-01-07T07:00+02:00;4357.425;2329.75875;4125.62375;84.99
2024-01-07T08:00+02:00;4357.175;2369.13;4118.2925;96.89
2024-01-07T09:00+02:00;4357.575;2409.52125;4080.14625;93.2
2024-01-07T10:00+02:00;4357.625;2408.76375;4296.70125;118.35
2024-01-07T11:00+02:00;4357.55;2386.195;4452.4725;97.53
2024-01-07T12:00+02:00;4357.075;2381.69625;4503.61125;93.19
2024-01-07T13:00+02:00;4357.325;2379.70125;4670.53625;91.5
2024-01-07T14:00+02:00;4357.425;2336.305;4728.6425;87.52
2024-01-07T15:00+02:00;4357.2;2288.94625;4819.67875;87.23
2024-01-07T16:00+02:00;4356.95;2323.1425;5025.46;90.64
2024-01-07T17:00+02:00;4357.225;2341.21;5251.1325;96.21
2024-01-07T18:00+02:00;4365.025;2281.40625;5483.60125;104.27
2024-01-07T19:00+02:00;4365.95;2194.91875;5748.62625;106.09
2024-01-07T20:00+02:00;4366.575;2110.85875;5919.56125;103.55
2024-01-07T21:00+02:00;4366.375;1911.7375;5764.46;87.86
2024-01-07T22:00+02:00;4366.875;1871.3075;5979.4925;93.31
2024-01-07T23:00+02:00;4366.5;1774.6575;6062.16;86.42
2024-01-08T00:00+02:00;4366.675;1660.3075;6073.305;62.66
2024-01-08T01:00+02:00;4366.725;1604.2075;6003.6875;79.94
2024-01-08T02:00+02:00;4367.15;1589.03;5706.145;81.39
2024-01-08T03:00+02:00;4367.925;1572.115;5448.5425;81.82
2024-01-08T04:00+02:00;4368.1;1582.93375;5052.56375;79.11
2024-01-08T05:00+02:00;4367.725;1596.94;4877.1275;78.48
2024-01-08T06:00+02:00;4367.575;1600.6375;5165.4825;82.1
2024-01-08T07:00+02:00;4366.175;1632.08875;5411.26125;94.3
2024-01-08T08:00+02:00;4368.425;1781.735;5461.9;111.22
2024-01-08T09:00+02:00;4372.925;1926.12125;5376.46375;121.11
2024-01-08T10:00+02:00;4369.2;2057.42375;5076.06375;120.73
2024-01-08T11:00+02:00;4367.625;2078.92375;4908.42125;113.9
2024-01-08T12:00+02:00;4367.025;2106.02;4647.0575;139.05
2024-01-08T13:00+02:00;4367.575;2047.6475;4320.97;161.05
2024-01-08T14:00+02:00;4367.6;2035.30875;4133.80625;137.91
2024-01-08T15:00+02:00;4367.725;2050.48125;4557.11625;167.2
2024-01-08T16:00+02:00;4368.05;1977.09375;5325.20875;162.52
2024-01-08T17:00+02:00;4367.15;1914.8825;5884.37;129.93
2024-01-08T18:00+02:00;4368.275;1800.835;6094.26;132.31
2024-01-08T19:00+02:00;4368.175;1719.6825;6363.59;130.01
2024-01-08T20:00+02:00;4367.2;1577.995;6467.1325;122.12
2024-01-08T21:00+02:00;4367.175;1506.8625;6506.3225;114.21
2024-01-08T22:00+02:00;4366.75;1381.0675;6660.88;99.85
2024-01-08T23:00+02:00;4367.15;1258.93;6604.82;81.5
2024-01-09T00:00+02:00;4367.2;1068.7775;6273.745;49.99
2024-01-09T01:00+02:00;4367.4;990.795;6372.68;27.71
2024-01-09T02:00+02:00;4367.1;959.9525;6446.71;26.73
2024-01-09T03:00+02:00;4366.725;960.72;6630.4675;26.33
2024-01-09T04:00+02:00;4367.4;947.2375;6683.2675;26.27
2024-01-09T05:00+02:00;4367.625;936.4225;6730.1825;26.88
2024-01-09T06:00+02:00;4367.325;963.2125;7063.025;38
2024-01-09T07:00+02:00;4367.375;1001.5775;7198.48;69.58
2024-01-09T08:00+02:00;4365.7;996.47625;7313.37375;80.72
2024-01-09T09:00+02:00;4364.4;1024.23;7184.9075;75.43
2024-01-09T10:00+02:00;4365.35;986.45;7110.085;74.5
2024-01-09T11:00+02:00;4365.175;972.33;7072.0075;81.26
2024-01-09T12:00+02:00;4366.55;971.365;7030.5775;74.73
2024-01-09T13:00+02:00;4366.75;980.275;6925.8175;71.4
2024-01-09T14:00+02:00;4362.15;981.905;6866.7925;79.16
2024-01-09T15:00+02:00;4365.825;975.1475;6810.41;84.88
2024-01-09T16:00+02:00;4366.825;949.94;6733.19;90.11
2024-01-09T17:00+02:00;4365.3;955.41;6511.83;78.03
2024-01-09T18:00+02:00;4365.575;969.9425;6369.305;94.99
2024-01-09T19:00+02:00;4365.975;1059.695;6252.565;133.53
2024-01-09T20:00+02:00;4366.175;1107.5675;5733.6475;126.38
2024-01-09T21:00+02:00;4366.425;1094.39;5181.4875;116.51
2024-01-09T22:00+02:00;4366.425;1063.57;4919.575;99.96
2024-01-09T23:00+02:00;4367.55;1009.02;4642.545;89.98
2024-01-10T00:00+02:00;4366.9;959.54;4297.095;50.92
2024-01-10T01:00+02:00;4367.1;951.9675;4046.9075;37.99
2024-01-10T02:00+02:00;4367.825;960.0025;3997.97;34.6
2024-01-10T03:00+02:00;4367.4;921.2225;4171.8875;27.99
2024-01-10T04:00+02:00;4367.275;925.125;4262.495;27.4
2024-01-10T05:00+02:00;4367.025;953.025;4785.9225;32.11
2024-01-10T06:00+02:00;4367.4;1000.46;5413.2675;80
2024-01-10T07:00+02:00;4366.05;1060.665;6014.3375;82.74
2024-01-10T08:00+02:00;4365.8;1085.72625;6798.26625;96.89
2024-01-10T09:00+02:00;4365.225;1119.91625;6940.55375;100.03
2024-01-10T10:00+02:00;4364.725;937.89125;7015.90625;79.98
2024-01-10T11:00+02:00;4364.825;893.3625;7050.9875;50.07
2024-01-10T12:00+02:00;4363.525;858.74;6967.88;36.9
2024-01-10T13:00+02:00;4305.275;849.93;6895.275;32.98
2024-01-10T14:00+02:00;4361.575;878.1375;7024.835;27.8
2024-01-10T15:00+02:00;4362.125;884.885;7188.9675;27.43
2024-01-10T16:00+02:00;4362.975;881.9375;7327.225;26.87
2024-01-10T17:00+02:00;4362.625;878;7622.88;26.32
2024-01-10T18:00+02:00;4362.325;893.79625;7800.83375;26.54
2024-01-10T19:00+02:00;4363.25;898.565;7761.375;25.94
2024-01-10T20:00+02:00;4364.4;870.51375;7542.36875;25.39
2024-01-10T21:00+02:00;4363.95;848.75;7461.825;25.09
2024-01-10T22:00+02:00;4365.05;832.295;7360.7125;25.32
2024-01-10T23:00+02:00;4365.3;828.345;7169.0725;24.43
2024-01-11T00:00+02:00;4365;836.5625;7145.82;21.5
2024-01-11T01:00+02:00;4365.85;851.31;6926.085;21.09
2024-01-11T02:00+02:00;4364.2;860.6525;6804.2425;21.85
2024-01-11T03:00+02:00;4364.45;871.63;6891.075;24.39
2024-01-11T04:00+02:00;4365.425;892.30875;6935.69875;27.01
2024-01-11T05:00+02:00;4364.6;914.8675;6800.8025;28.77
2024-01-11T06:00+02:00;4364.575;981.7975;6848.88;34.36
2024-01-11T07:00+02:00;4363.7;1058.82;6935.075;41.94
2024-01-11T08:00+02:00;4362.75;1124.66;6835.5625;53.51
2024-01-11T09:00+02:00;4364.95;1193.5175;6903.3225;69.38
2024-01-11T10:00+02:00;4365.3;1241.19;6801.335;89.57
2024-01-11T11:00+02:00;4364.35;1225.45;6392.7825;110.01
2024-01-11T12:00+02:00;4364.3;1282.8825;5770.2975;103.29
2024-01-11T13:00+02:00;4364.65;1308.865;5199.6875;96.3
2024-01-11T14:00+02:00;4364.375;1339.6725;4779.9025;99
2024-01-11T15:00+02:00;4364.925;1373.5225;4672.7225;105.98
2024-01-11T16:00+02:00;4364.875;1429.8675;4497.915;124.1
2024-01-11T17:00+02:00;4364.55;1487.1125;4126.8175;141.86
2024-01-11T18:00+02:00;4366;1538.0675;3926.975;155
2024-01-11T19:00+02:00;4367.95;1499.62625;3993.75125;200
2024-01-11T20:00+02:00;4368.075;1552.20625;4161.05125;145.44
2024-01-11T21:00+02:00;4366.6;1578.38625;4484.94875;123.51
2024-01-11T22:00+02:00;4364.75;1567.32375;5076.75375;108.2
2024-01-11T23:00+02:00;4364.4;1458.90375;5598.08125;100
2024-01-12T00:00+02:00;4365.275;1344.68;5792.95;96.97
2024-01-12T01:00+02:00;4365.625;1320.655;5627.6;90.94
2024-01-12T02:00+02:00;4365.85;1308.945;5389.14;88.13
2024-01-12T03:00+02:00;4364.725;1327.95;5435.9925;86.3
2024-01-12T04:00+02:00;4366.2;1330.6775;5716.8875;86.85
2024-01-12T05:00+02:00;4366.475;1348.8725;6106.3225;92.24
2024-01-12T06:00+02:00;4366.05;1379.395;6364.29;103.41
2024-01-12T07:00+02:00;4364.8;1406.6075;6465.075;124.5
2024-01-12T08:00+02:00;4365.125;1455.905;6401.8275;137.15
2024-01-12T09:00+02:00;4366.25;1480.77;6192.8375;140.74
2024-01-12T10:00+02:00;4366.65;1539.8075;5669.1825;134.96
2024-01-12T11:00+02:00;4366.575;1573.28;5366.49;150.03
2024-01-12T12:00+02:00;4365.825;1631.45375;4960.07375;136.48
2024-01-12T13:00+02:00;4366.525;1689.2475;4345.3125;124.57
2024-01-12T14:00+02:00;4365.575;1718.595;4129.6625;124.32
2024-01-12T15:00+02:00;4365.525;1666.7225;4288.47;150.51
2024-01-12T16:00+02:00;4366.875;1715.355;4480.7175;203
2024-01-12T17:00+02:00;4365.825;1765.985;4255.89;299.02
2024-01-12T18:00+02:00;4365.775;1773.245;4113.875;200.01
2024-01-12T19:00+02:00;4365.1;1700.5575;4228;155
2024-01-12T20:00+02:00;4364.95;1627.2325;4553.565;122.84
2024-01-12T21:00+02:00;4061.25;1613.6725;5032.65;108.87
2024-01-12T22:00+02:00;3953.75;1492.155;6043.6;98.66
2024-01-12T23:00+02:00;4101.875;1418.0325;6929.43;93.57
2024-01-13T00:00+02:00;4304.875;1332.1225;7323.695;80.1
2024-01-13T01:00+02:00;4333.325;1248.7625;7553.4675;49.69
2024-01-13T02:00+02:00;4358.05;1259.97;7605.89;46.63
2024-01-13T03:00+02:00;4365.95;1238.545;7628.6375;44
2024-01-13T04:00+02:00;4365.55;1231.81;7751.7375;42.47
2024-01-13T05:00+02:00;4365.7;1226.65;7793.945;42.54
2024-01-13T06:00+02:00;4366.1;1230.62;7806.255;43.53
2024-01-13T07:00+02:00;4365.525;1269.395;7766.6525;45.62
2024-01-13T08:00+02:00;4365.875;1301.2825;7742.365;51.2
2024-01-13T09:00+02:00;4365.5;1306.4;7651.35;57.93
2024-01-13T10:00+02:00;4365.925;1283.4275;7520.315;59.17
2024-01-13T11:00+02:00;4366.175;1276.96;7400.245;59.21
2024-01-13T12:00+02:00;4366.175;1271.9775;7264.0825;58.37
2024-01-13T13:00+02:00;4366.375;1272.035;7014.23;56.2
2024-01-13T14:00+02:00;4367.05;1266.97;6715.8225;56.36
2024-01-13T15:00+02:00;4366.95;1262.615;6499.6725;59.17
2024-01-13T16:00+02:00;4366.5;1272.4475;6048.5375;68.61
2024-01-13T17:00+02:00;4367;1320.805;5632.495;70.78
2024-01-13T18:00+02:00;4366.975;1327.3725;5522.455;74.22
2024-01-13T19:00+02:00;4367.425;1347.1125;5145.915;75.81
2024-01-13T20:00+02:00;4366.325;1350.1675;4876.2525;73.82
2024-01-13T21:00+02:00;4365.95;1320.3275;4363.2575;73.06
2024-01-13T22:00+02:00;4366.625;1302.75;4112.6;80.19
2024-01-13T23:00+02:00;4367.35;1244.6875;3877.0425;67.35
2024-01-14T00:00+02:00;4367.025;1231.925;3776.6275;61.65
2024-01-14T01:00+02:00;4366.575;1276.1375;3874.2775;64.02
2024-01-14T02:00+02:00;4367.325;1252.2175;3586.8775;62.11
2024-01-14T03:00+02:00;4366.5;1242.86;3498.1025;62.93
2024-01-14T04:00+02:00;4367.1;1245.40375;3417.69375;64.88
2024-01-14T05:00+02:00;4367.325;1267.67;3354.6025;65.38
2024-01-14T06:00+02:00;4367.525;1259.14;3460.3875;65.2
2024-01-14T07:00+02:00;4367.45;1301.8225;3413.3125;67.62
2024-01-14T08:00+02:00;4366.85;1330.975;3504.6075;72.01
2024-01-14T09:00+02:00;4367;1350.8475;3576.035;76.79
2024-01-14T10:00+02:00;4366.9;1340.7475;3651.6975;81.38
2024-01-14T11:00+02:00;4367.2;1369.7375;3939.3675;81.33
2024-01-14T12:00+02:00;4366.325;1397.2225;3952.85;82.79
2024-01-14T13:00+02:00;4366.25;1395.745;3878.56;80.39
2024-01-14T14:00+02:00;4366.95;1388.725;3879.485;77.04
2024-01-14T15:00+02:00;4371.325;1402.4275;4168.0925;79.15
2024-01-14T16:00+02:00;4370.525;1391.895;4494.335;82.32
2024-01-14T17:00+02:00;4362.375;1387.525;4728.9375;86.62
2024-01-14T18:00+02:00;4354.2;1395.685;4761.6575;91.86
2024-01-14T19:00+02:00;4343.9;1394.5375;4671.92;94.64
2024-01-14T20:00+02:00;4334.025;1382.415;4589.395;85.26
2024-01-14T21:00+02:00;4324.8;1380.305;4422.8575;79.06
2024-01-14T22:00+02:00;4316.175;1370.72;4327.92;78.41
2024-01-14T23:00+02:00;4306.575;1376.04125;4540.67625;74.67
2024-01-15T00:00+02:00;4297.625;1331.31;4545.4625;66.89
2024-01-15T01:00+02:00;4287.675;1327.5025;4292.6425;69.65
2024-01-15T02:00+02:00;4279.35;1325.4925;4175.6875;66.05
2024-01-15T03:00+02:00;4270.275;1343.4725;4053.595;64.31
2024-01-15T04:00+02:00;4261.075;1355.9175;3926.5475;62.04
2024-01-15T05:00+02:00;4237.475;1392.995;3920.1475;63.57
2024-01-15T06:00+02:00;4228.125;1513.51625;4176.42125;70.57
2024-01-15T07:00+02:00;4219.2;1636.9825;4630.745;85.79
2024-01-15T08:00+02:00;4189.2;1838.97875;4556.98875;113.52
2024-01-15T09:00+02:00;4141.775;1905.6425;4398.6075;111.04
2024-01-15T10:00+02:00;4126.775;1894.20875;4386.05125;128.06
2024-01-15T11:00+02:00;4126.225;1923.16625;4373.37375;101.89
2024-01-15T12:00+02:00;4125.825;1964.16;4465.3125;129.02
2024-01-15T13:00+02:00;4124.675;1995.435;4394.9275;129.08
2024-01-15T14:00+02:00;4124.4;2020.915;4202.9875;129.08
2024-01-15T15:00+02:00;4120.225;2038.1175;4059.9;123.78
2024-01-15T16:00+02:00;4131.525;2001.1975;4065.9275;108.28
2024-01-15T17:00+02:00;4131.425;1972.84125;4194.13375;110.02
2024-01-15T18:00+02:00;4132.7;1988.3825;4138.195;109.08
2024-01-15T19:00+02:00;4132.05;1984.2675;4073.4625;115.57
2024-01-15T20:00+02:00;4133.575;1980.14;3988.6175;110.66
2024-01-15T21:00+02:00;4133.1;1963.8125;3968.9425;103.15
2024-01-15T22:00+02:00;4168.3;2013.74;3833.23;92.95
2024-01-15T23:00+02:00;4218.65;2032.6325;3683.555;89.49
2024-01-16T00:00+02:00;4262.825;1934.845;3467.5875;86.43
2024-01-16T01:00+02:00;4299.3;1654.6875;3370.075;82.19
2024-01-16T02:00+02:00;4305.575;1649.15;3340.1875;81.4
2024-01-16T03:00+02:00;4307.45;1676.9725;3359.2575;80.07
2024-01-16T04:00+02:00;4319.4;1733.8;3442.83;78.26
2024-01-16T05:00+02:00;4330.375;1780.625;3470.41;77.59
2024-01-16T06:00+02:00;4326.075;1889.74875;3646.01375;83.45
2024-01-16T07:00+02:00;4335.225;2091.8725;3895.0625;123
2024-01-16T08:00+02:00;4335.15;2362.715;4062.835;193.42
2024-01-16T09:00+02:00;4284.3;2628.35;4110.7325;275.59
2024-01-16T10:00+02:00;4283.55;2653.68375;4079.43375;270.56
2024-01-16T11:00+02:00;4261.775;2632.08125;4086.39125;249.93
2024-01-16T12:00+02:00;4265.075;2592.7575;3894.82;200.55
2024-01-16T13:00+02:00;4278.975;2525.0375;3753.06;170.04
2024-01-16T14:00+02:00;4333.1;2477.9875;3673.6075;141.97
2024-01-16T15:00+02:00;4352.4;2481.89;3635.115;143.58
2024-01-16T16:00+02:00;4363.4;2536.7875;3705.44;156.16
2024-01-16T17:00+02:00;4363.825;2540.225;3707.52;170.08
2024-01-16T18:00+02:00;4363.95;2539.8725;3639.2775;170.81
2024-01-16T19:00+02:00;4363.6;2553.7775;3551.8925;164.52
2024-01-16T20:00+02:00;4363.95;2578.535;3538.98;145.42
2024-01-16T21:00+02:00;4364.575;2498.53;3466.1475;151.51
2024-01-16T22:00+02:00;4365.6;2397.355;3801.6025;131.44
2024-01-16T23:00+02:00;4364.725;2228.57625;3703.90875;121.14
2024-01-17T00:00+02:00;4363.6;2126.58375;3554.78375;102.43
2024-01-17T01:00+02:00;4351.675;2010.185;3536.7925;95.63
2024-01-17T02:00+02:00;4351.675;1981.265;3316.0425;84.26
2024-01-17T03:00+02:00;4351.425;1968.28;3151.0025;82.1
2024-01-17T04:00+02:00;4351.35;1956.22125;3195.04875;82.09
2024-01-17T05:00+02:00;4350.35;1981.68625;3284.11875;90.06
2024-01-17T06:00+02:00;4302.325;2100.69125;3764.68875;134.58
2024-01-17T07:00+02:00;4299.225;2214.1225;4002.62;150
2024-01-17T08:00+02:00;4299.75;2178.0875;4435.7175;147.72
2024-01-17T09:00+02:00;4297.475;2181.28875;4590.73125;122.02
2024-01-17T10:00+02:00;4296.625;2158.205;4928.5275;105.59
2024-01-17T11:00+02:00;4308.025;2052.305;5128.3075;110.33
2024-01-17T12:00+02:00;4308.9;1993.9425;5189.4075;111.1
2024-01-17T13:00+02:00;4311.1;1995.48;5183.1725;116.49
