ISP (CET/CEST),Area,Reserve Type,Source,Type of Product,Price Type,Price Up (EUR/MWh),Price Down (EUR/MWh)
01/01/2023 22:00:00 - 01/01/2023 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,90.0,49.98
01/01/2023 23:00:00 - 02/01/2023 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,85.0,54.01
02/01/2023 00:00:00 - 02/01/2023 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,86.5,72.14
02/01/2023 01:00:00 - 02/01/2023 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,76.43,72.13
02/01/2023 02:00:00 - 02/01/2023 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,85.63,72.45
02/01/2023 03:00:00 - 02/01/2023 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,71.76,32.27
02/01/2023 04:00:00 - 02/01/2023 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,72.96,72.96
02/01/2023 05:00:00 - 02/01/2023 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.17,74.17
02/01/2023 06:00:00 - 02/01/2023 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,102.56,102.56
02/01/2023 07:00:00 - 02/01/2023 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,120.0,101.52
02/01/2023 08:00:00 - 02/01/2023 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,129.0,111.29
02/01/2023 09:00:00 - 02/01/2023 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,114.94,114.94
02/01/2023 10:00:00 - 02/01/2023 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,114.95,114.95
02/01/2023 11:00:00 - 02/01/2023 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,153.5,117.56
02/01/2023 12:00:00 - 02/01/2023 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,175.0,131.27
02/01/2023 13:00:00 - 02/01/2023 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,160.0,143.76
02/01/2023 14:00:00 - 02/01/2023 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,148.2,122.0
02/01/2023 15:00:00 - 02/01/2023 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,155.34,128.0
02/01/2023 16:00:00 - 02/01/2023 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,162.89,162.89
02/01/2023 17:00:00 - 02/01/2023 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,175.01,170.0
02/01/2023 18:00:00 - 02/01/2023 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,189.0,174.74
02/01/2023 19:00:00 - 02/01/2023 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,164.46,164.46
02/01/2023 20:00:00 - 02/01/2023 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,153.0,153.0
02/01/2023 21:00:00 - 02/01/2023 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,141.67,128.0
02/01/2023 22:00:00 - 02/01/2023 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,131.67,53.79
02/01/2023 23:00:00 - 03/01/2023 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,118.06,53.79
03/01/2023 00:00:00 - 03/01/2023 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,114.5,89.61
03/01/2023 01:00:00 - 03/01/2023 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,118.74,82.35
03/01/2023 02:00:00 - 03/01/2023 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,108.5,80.36
03/01/2023 03:00:00 - 03/01/2023 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,80.02,80.02
03/01/2023 04:00:00 - 03/01/2023 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,103.0,80.32
03/01/2023 05:00:00 - 03/01/2023 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,87.29,87.29
03/01/2023 06:00:00 - 03/01/2023 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,102.84,76.0
03/01/2023 07:00:00 - 03/01/2023 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,102.52,40.0
03/01/2023 08:00:00 - 03/01/2023 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,107.69,28.0
03/01/2023 09:00:00 - 03/01/2023 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,102.53,28.0
03/01/2023 10:00:00 - 03/01/2023 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,102.52,26.63
03/01/2023 11:00:00 - 03/01/2023 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,107.95,26.19
03/01/2023 12:00:00 - 03/01/2023 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,108.42,26.2
03/01/2023 13:00:00 - 03/01/2023 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,109.05,31.39
03/01/2023 14:00:00 - 03/01/2023 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,110.69,47.0
03/01/2023 15:00:00 - 03/01/2023 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,118.83,118.83
03/01/2023 16:00:00 - 03/01/2023 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,116.9,77.5
03/01/2023 17:00:00 - 03/01/2023 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,115.49,69.0
03/01/2023 18:00:00 - 03/01/2023 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,120.0,69.0
03/01/2023 19:00:00 - 03/01/2023 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,120.92,85.5
03/01/2023 20:00:00 - 03/01/2023 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,119.97,85.5
03/01/2023 21:00:00 - 03/01/2023 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,119.72,85.6
03/01/2023 22:00:00 - 03/01/2023 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,122.62,114.27
03/01/2023 23:00:00 - 04/01/2023 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,122.6,93.66
04/01/2023 00:00:00 - 04/01/2023 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,105.0,82.88
04/01/2023 01:00:00 - 04/01/2023 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,105.0,78.84
04/01/2023 02:00:00 - 04/01/2023 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,99.73,69.93
04/01/2023 03:00:00 - 04/01/2023 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,82.07,69.26
04/01/2023 04:00:00 - 04/01/2023 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,71.75,58.0
04/01/2023 05:00:00 - 04/01/2023 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.82,45.0
04/01/2023 06:00:00 - 04/01/2023 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,99.73,75.38
04/01/2023 07:00:00 - 04/01/2023 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,106.38,77.16
04/01/2023 08:00:00 - 04/01/2023 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,86.5,78.68
04/01/2023 09:00:00 - 04/01/2023 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,154.34,78.97
04/01/2023 10:00:00 - 04/01/2023 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,154.34,75.95
04/01/2023 11:00:00 - 04/01/2023 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,79.0,79.0
04/01/2023 12:00:00 - 04/01/2023 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,79.02,79.02
04/01/2023 13:00:00 - 04/01/2023 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,79.46,79.46
04/01/2023 14:00:00 - 04/01/2023 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,79.86,79.86
04/01/2023 15:00:00 - 04/01/2023 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,79.74,79.74
04/01/2023 16:00:00 - 04/01/2023 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,80.82,80.82
04/01/2023 17:00:00 - 04/01/2023 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,86.16,86.16
04/01/2023 18:00:00 - 04/01/2023 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,72.28,72.28
04/01/2023 19:00:00 - 04/01/2023 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,66.61,66.61
04/01/2023 20:00:00 - 04/01/2023 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,62.13,62.13
04/01/2023 21:00:00 - 04/01/2023 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,57.26,57.26
04/01/2023 22:00:00 - 04/01/2023 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,37.94,37.94
04/01/2023 23:00:00 - 05/01/2023 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,30.82,30.82
05/01/2023 00:00:00 - 05/01/2023 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,40.0,30.03
05/01/2023 01:00:00 - 05/01/2023 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.5,28.15
05/01/2023 02:00:00 - 05/01/2023 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,77.02,27.68
05/01/2023 03:00:00 - 05/01/2023 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.34,27.76
05/01/2023 04:00:00 - 05/01/2023 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,52.5,28.63
05/01/2023 05:00:00 - 05/01/2023 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,39.8,39.8
05/01/2023 06:00:00 - 05/01/2023 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,62.7,62.7
05/01/2023 07:00:00 - 05/01/2023 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,111.08,85.53
05/01/2023 08:00:00 - 05/01/2023 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,110.0,89.46
05/01/2023 09:00:00 - 05/01/2023 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,110.0,89.95
05/01/2023 10:00:00 - 05/01/2023 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,110.0,91.21
05/01/2023 11:00:00 - 05/01/2023 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,110.0,87.55
05/01/2023 12:00:00 - 05/01/2023 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,110.0,83.59
05/01/2023 13:00:00 - 05/01/2023 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,110.0,83.25
05/01/2023 14:00:00 - 05/01/2023 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,83.43,83.43
05/01/2023 15:00:00 - 05/01/2023 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,88.34,88.34
05/01/2023 16:00:00 - 05/01/2023 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,87.24,87.24
05/01/2023 17:00:00 - 05/01/2023 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,81.78,81.78
05/01/2023 18:00:00 - 05/01/2023 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,82.08,82.08
05/01/2023 19:00:00 - 05/01/2023 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,82.12,82.12
05/01/2023 20:00:00 - 05/01/2023 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,81.15,81.15
05/01/2023 21:00:00 - 05/01/2023 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,82.79,82.79
05/01/2023 22:00:00 - 05/01/2023 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,80.06,80.06
05/01/2023 23:00:00 - 06/01/2023 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,77.12,77.12
06/01/2023 00:00:00 - 06/01/2023 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,72.54,72.54
06/01/2023 01:00:00 - 06/01/2023 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,71.22,71.22
06/01/2023 02:00:00 - 06/01/2023 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,70.91,70.91
06/01/2023 03:00:00 - 06/01/2023 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,70.71,70.71
06/01/2023 04:00:00 - 06/01/2023 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,70.93,65.0
06/01/2023 05:00:00 - 06/01/2023 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,71.56,60.0
06/01/2023 06:00:00 - 06/01/2023 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,72.04,72.0
06/01/2023 07:00:00 - 06/01/2023 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.59,74.59
06/01/2023 08:00:00 - 06/01/2023 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,83.47,83.47
06/01/2023 09:00:00 - 06/01/2023 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,90.84,90.84
06/01/2023 10:00:00 - 06/01/2023 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,90.15,90.15
06/01/2023 11:00:00 - 06/01/2023 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,91.13,91.13
06/01/2023 12:00:00 - 06/01/2023 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,110.0,88.85
06/01/2023 13:00:00 - 06/01/2023 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,85.39,85.39
06/01/2023 14:00:00 - 06/01/2023 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,82.91,82.91
06/01/2023 15:00:00 - 06/01/2023 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,80.15,80.15
06/01/2023 16:00:00 - 06/01/2023 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,77.8,77.8
06/01/2023 17:00:00 - 06/01/2023 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,76.01,61.0
06/01/2023 18:00:00 - 06/01/2023 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,75.54,43.0
06/01/2023 19:00:00 - 06/01/2023 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.43,27.0
06/01/2023 20:00:00 - 06/01/2023 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.58,27.0
06/01/2023 21:00:00 - 06/01/2023 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.21,27.0
06/01/2023 22:00:00 - 06/01/2023 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,73.64,27.0
06/01/2023 23:00:00 - 07/01/2023 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,71.74,32.0
07/01/2023 00:00:00 - 07/01/2023 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,71.67,35.0
07/01/2023 01:00:00 - 07/01/2023 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,69.93,69.93
07/01/2023 02:00:00 - 07/01/2023 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,85.0,69.94
07/01/2023 03:00:00 - 07/01/2023 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,70.45,34.15
07/01/2023 04:00:00 - 07/01/2023 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,70.13,25.0
07/01/2023 05:00:00 - 07/01/2023 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,70.39,25.0
07/01/2023 06:00:00 - 07/01/2023 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,72.58,25.0
07/01/2023 07:00:00 - 07/01/2023 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,75.97,25.0
07/01/2023 08:00:00 - 07/01/2023 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,78.21,35.53
07/01/2023 09:00:00 - 07/01/2023 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,76.43,30.0
07/01/2023 10:00:00 - 07/01/2023 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,78.08,30.0
07/01/2023 11:00:00 - 07/01/2023 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,79.03,30.0
07/01/2023 12:00:00 - 07/01/2023 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,80.05,40.0
07/01/2023 13:00:00 - 07/01/2023 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,80.63,80.63
07/01/2023 14:00:00 - 07/01/2023 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,98.0,80.51
07/01/2023 15:00:00 - 07/01/2023 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,98.0,78.94
07/01/2023 16:00:00 - 07/01/2023 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,87.91,79.93
07/01/2023 17:00:00 - 07/01/2023 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,87.91,78.68
07/01/2023 18:00:00 - 07/01/2023 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,87.91,77.82
07/01/2023 19:00:00 - 07/01/2023 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,87.91,74.39
07/01/2023 20:00:00 - 07/01/2023 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,66.98,66.98
07/01/2023 21:00:00 - 07/01/2023 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,59.99,59.99
07/01/2023 22:00:00 - 07/01/2023 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,48.8,48.8
07/01/2023 23:00:00 - 08/01/2023 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,35.9,35.9
08/01/2023 00:00:00 - 08/01/2023 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,24.44,24.44
08/01/2023 01:00:00 - 08/01/2023 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,20.22,20.22
08/01/2023 02:00:00 - 08/01/2023 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,15.89,15.89
08/01/2023 03:00:00 - 08/01/2023 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,13.95,13.95
08/01/2023 04:00:00 - 08/01/2023 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,25.91,11.07
08/01/2023 05:00:00 - 08/01/2023 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,33.0,18.71
08/01/2023 06:00:00 - 08/01/2023 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,30.0,23.25
08/01/2023 07:00:00 - 08/01/2023 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,25.91,12.0
08/01/2023 08:00:00 - 08/01/2023 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,44.5,27.08
08/01/2023 09:00:00 - 08/01/2023 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,65.5,29.08
08/01/2023 10:00:00 - 08/01/2023 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,85.0,35.22
08/01/2023 11:00:00 - 08/01/2023 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,70.0,47.0
08/01/2023 12:00:00 - 08/01/2023 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,83.28,47.0
08/01/2023 13:00:00 - 08/01/2023 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,90.0,48.96
08/01/2023 14:00:00 - 08/01/2023 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,82.0,54.91
08/01/2023 15:00:00 - 08/01/2023 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,82.0,63.49
08/01/2023 16:00:00 - 08/01/2023 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,109.5,66.11
08/01/2023 17:00:00 - 08/01/2023 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,109.5,69.19
08/01/2023 18:00:00 - 08/01/2023 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,84.0,69.91
08/01/2023 19:00:00 - 08/01/2023 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,84.0,65.62
08/01/2023 20:00:00 - 08/01/2023 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,99.0,60.98
08/01/2023 21:00:00 - 08/01/2023 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,117.0,57.41
08/01/2023 22:00:00 - 08/01/2023 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,120.0,50.02
08/01/2023 23:00:00 - 09/01/2023 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,115.0,46.29
09/01/2023 00:00:00 - 09/01/2023 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,100.0,69.04
09/01/2023 01:00:00 - 09/01/2023 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,64.38,25.91
09/01/2023 02:00:00 - 09/01/2023 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,60.28,19.66
09/01/2023 03:00:00 - 09/01/2023 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,39.41,2.5
09/01/2023 04:00:00 - 09/01/2023 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,47.34,10.0
09/01/2023 05:00:00 - 09/01/2023 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,68.99,30.0
09/01/2023 06:00:00 - 09/01/2023 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,82.71,76.5
09/01/2023 07:00:00 - 09/01/2023 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,81.72,81.72
09/01/2023 08:00:00 - 09/01/2023 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,82.6,65.0
09/01/2023 09:00:00 - 09/01/2023 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,83.0,50.0
