Date,DK1,DK2,FI,NO1,NO2,NO2NSL,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2024-02-15,946.1,896.0400000000002,865.6800000000001,775.27,769.7299999999999,0.0,821.28,551.7499999999999,835.9,560.35,560.35,584.0600000000001,691.21
2024-02-16,827.5699999999999,485.56,343.0800000000001,720.15,719.64,0.0,523.17,321.47,796.9800000000001,1.6999999999999886,1.6999999999999886,3.1499999999999773,172.5200000000001
2024-02-17,658.5,266.54,125.56,695.7599999999999,699.1,0.0,520.76,229.02999999999997,737.2,-86.84000000000003,-85.84000000000003,-38.829999999999984,27.49000000000001
2024-02-18,644.8899999999999,457.93999999999994,377.31000000000006,634.0799999999999,573.9,0.0,494.5299999999999,398.67999999999995,687.4699999999999,219.02000000000004,219.02000000000004,227.02000000000004,423.5599999999999
2024-02-19,708.41,674.3100000000001,692.5999999999999,687.6199999999999,652.0699999999999,0.0,773.3900000000001,742.8199999999999,664.5,277.03,277.03,343.13999999999976,363.4
2024-02-20,786.396,691.176,743.7,610.5400000000002,614.58,0.0,674.95,522.4,640.1400000000001,109.86000000000001,109.86000000000001,305.37999999999994,424.16999999999996
2024-02-21,666.3,591.5899999999999,643.0600000000001,553.6300000000001,532.46,0.0,557.59,508.4799999999999,604.9600000000002,248.80999999999995,241.94000000000005,249.35000000000002,347.6599999999999
2024-02-22,-89.55000000000007,-167.05999999999995,514.99,629.6899999999998,629.6899999999998,0.0,384.12,398.24,670.8000000000001,233.41999999999993,66.25999999999993,67.11000000000001,311.55999999999995
2024-02-23,390.07,-129.32000000000005,-301.06,630.14,564.14,0.0,50.53000000000003,21.480000000000047,675.42,-746.99,-887.21,-887.21,-640.9000000000001
2024-02-24,-69.50999999999999,-90.40999999999985,96.24000000000001,655.03,642.03,0.0,183.71,170.41000000000003,695.48,-388.19000000000005,-828.5200000000001,-831.0699999999999,-29.180000000000007
2024-02-25,552.6300000000001,469.9900000000001,260.0200000000001,608.5,745.1,0.0,309.96999999999997,306.78000000000003,761.9000000000001,29.450000000000045,29.450000000000045,168.83000000000015,274.11999999999995
2024-02-26,771.26,584.9199999999998,605.1399999999999,466.99000000000007,477.80000000000007,0.0,581.64,397.45,623.2,-92.29999999999995,-92.29999999999995,198.5300000000001,495.6500000000001
