Delivery Start (CET);Delivery End (CET);NO1 Accepted Down Volume (MW);NO1 Accepted Up Volume (MW);NO1 Activated Down Volume (MW);NO1 Activated Up Volume (MW);NO1 Down Price (EUR);NO1 Imbalance Price (EUR);NO1 Up Price (EUR);NO2 Accepted Down Volume (MW);NO2 Accepted Up Volume (MW);NO2 Activated Down Volume (MW);NO2 Activated Up Volume (MW);NO2 Down Price (EUR);NO2 Imbalance Price (EUR);NO2 Up Price (EUR);NO3 Accepted Down Volume (MW);NO3 Accepted Up Volume (MW);NO3 Activated Down Volume (MW);NO3 Activated Up Volume (MW);NO3 Down Price (EUR);NO3 Imbalance Price (EUR);NO3 Up Price (EUR);NO4 Accepted Down Volume (MW);NO4 Accepted Up Volume (MW);NO4 Activated Down Volume (MW);NO4 Activated Up Volume (MW);NO4 Down Price (EUR);NO4 Imbalance Price (EUR);NO4 Up Price (EUR);NO5 Accepted Down Volume (MW);NO5 Accepted Up Volume (MW);NO5 Activated Down Volume (MW);NO5 Activated Up Volume (MW);NO5 Down Price (EUR);NO5 Imbalance Price (EUR);NO5 Up Price (EUR)
07.01.2024 20:15:00;07.01.2024 20:30:00;283;71;0;71;100.5;114;114;4925;1160;0;510;100.5;114;114;1774;1035;220;0;30;30;55.19;1988;870;0;0;28.46;28.46;28.46;3040;745;0;612;100.5;114;114
07.01.2024 20:30:00;07.01.2024 20:45:00;283;71;0;71;100.5;114;114;4925;1160;0;510;100.5;114;114;1774;1035;220;0;30;30;55.19;1988;870;0;0;28.46;28.46;28.46;3040;745;0;612;100.5;114;114
07.01.2024 20:45:00;07.01.2024 21:00:00;283;71;0;71;100.5;114;114;4925;1160;0;510;100.5;114;114;1774;1035;220;0;30;30;55.19;1988;870;0;0;28.46;28.46;28.46;3040;745;0;612;100.5;114;114
07.01.2024 21:00:00;07.01.2024 21:15:00;272;141;0;96;93.31;114;114;4882;1178;0;530;93.31;114;114;1832;996;227;0;27.65;27.65;59.83;2079;792;0;0;27.65;27.65;28.83;2982;791;0;627;93.31;114;114
07.01.2024 21:15:00;07.01.2024 21:30:00;272;141;0;96;93.31;114;114;4882;1178;0;530;93.31;114;114;1832;996;242;0;27.65;27.65;59.83;2079;792;0;0;27.65;27.65;28.83;2982;791;0;627;93.31;114;114
07.01.2024 21:30:00;07.01.2024 21:45:00;272;141;0;96;93.31;114;114;4882;1178;0;530;93.31;114;114;1832;996;242;0;27.65;27.65;59.83;2079;792;0;0;27.65;27.65;28.83;2982;791;0;627;93.31;114;114
07.01.2024 21:45:00;07.01.2024 22:00:00;272;141;0;96;93.31;114;114;4882;1178;0;530;93.31;114;114;1832;996;242;0;27.65;27.65;59.83;2079;792;0;0;27.65;27.65;28.83;2982;791;0;627;93.31;114;114
07.01.2024 22:00:00;07.01.2024 22:15:00;226;184;0;113;91.17;114;114;4630;1305;0;527;91.17;114;114;1846;933;226;0;27.49;27.49;58.35;1989;853;0;0;27.49;27.49;28.68;2931;837;0;455;91.17;114;114
07.01.2024 22:15:00;07.01.2024 22:30:00;226;184;0;139;91.17;114;114;4630;1305;0;527;91.17;114;114;1846;933;226;0;27.49;27.49;58.35;1989;853;0;0;27.49;27.49;28.68;2931;837;0;660;91.17;114;114
07.01.2024 22:30:00;07.01.2024 22:45:00;226;184;0;139;91.17;114;114;4630;1305;0;527;91.17;114;114;1846;933;226;0;27.49;27.49;58.35;1989;853;0;0;27.49;27.49;28.68;2873;887;0;710;91.17;114;114
07.01.2024 22:45:00;07.01.2024 23:00:00;226;184;0;139;91.17;114;114;4630;1305;0;527;91.17;114;114;1846;933;226;0;27.49;27.49;58.35;1937;905;0;0;27.49;27.49;28.68;2642;1081;0;826;91.17;114;114
07.01.2024 23:00:00;07.01.2024 23:15:00;194;420;0;335;83.86;113;113;4580;1355;0;716;83.86;113;113;1706;1014;228;0;27.66;27.66;58.5;1908;911;0;0;27.66;27.66;27.72;2477;1067;0;737;83.86;113;113
07.01.2024 23:15:00;07.01.2024 23:30:00;194;420;0;221;83.86;113;113;4580;1355;0;716;83.86;113;113;1706;1014;228;0;27.66;27.66;58.5;1908;911;0;0;27.66;27.66;27.72;2309;1243;0;573;83.86;113;113
07.01.2024 23:30:00;07.01.2024 23:45:00;194;420;0;221;83.86;113;113;4580;1355;0;716;83.86;113;113;1706;1014;228;0;27.66;27.66;58.5;1908;911;0;0;27.66;27.66;27.72;2278;1282;0;573;83.86;113;113
07.01.2024 23:45:00;08.01.2024 00:00:00;194;420;0;221;83.86;113;113;4580;1354;0;715;83.86;113;113;1706;1014;228;0;27.66;27.66;58.5;1908;911;0;0;27.66;27.66;27.72;2278;1282;0;573;83.86;113;113
08.01.2024 00:00:00;08.01.2024 00:15:00;116;296;0;201;87.02;98;98;4785;908;0;26;87.02;98;98;1486;1198;0;0;54.06;54.06;54.06;1874;922;0;0;18.39;18.39;28.83;2369;1381;0;783;87.02;98;98
08.01.2024 00:15:00;08.01.2024 00:30:00;116;296;0;144;87.02;98;98;4785;908;0;26;87.02;98;98;1486;1198;0;0;54.06;54.06;54.06;1874;922;524;0;18.39;18.39;28.83;2369;1381;0;654;87.02;98;98
08.01.2024 00:30:00;08.01.2024 00:45:00;116;296;0;144;87.02;98;98;4785;908;0;26;87.02;98;98;1486;1198;0;0;54.06;54.06;54.06;1874;922;524;0;18.39;18.39;28.83;2369;1381;0;654;87.02;98;98
08.01.2024 00:45:00;08.01.2024 01:00:00;116;296;0;218;87.02;98;98;4785;908;0;26;87.02;98;98;1486;1198;0;0;54.06;54.06;54.06;1874;922;524;0;18.39;18.39;28.83;2369;1381;0;404;87.02;98;98
08.01.2024 01:00:00;08.01.2024 01:15:00;118;353;0;0;84.32;84.32;84.32;4938;1086;0;0;84.32;84.32;84.32;1558;1196;0;0;54.26;54.26;54.26;1916;932;568;0;18.38;18.38;28.83;2316;1669;0;0;84.32;84.32;84.32
08.01.2024 01:15:00;08.01.2024 01:30:00;118;353;0;0;84.32;84.32;84.32;4938;1086;0;0;84.32;84.32;84.32;1558;1196;0;0;54.26;54.26;54.26;1916;932;568;0;18.38;18.38;28.83;2316;1669;0;0;84.32;84.32;84.32
08.01.2024 01:30:00;08.01.2024 01:45:00;118;353;0;0;84.32;84.32;84.32;4938;1086;0;0;84.32;84.32;84.32;1558;1196;0;0;54.26;54.26;54.26;1916;932;568;0;18.38;18.38;28.83;2316;1669;0;0;84.32;84.32;84.32
08.01.2024 01:45:00;08.01.2024 02:00:00;118;353;0;0;84.32;84.32;84.32;4938;1086;0;0;84.32;84.32;84.32;1558;1196;0;0;54.26;54.26;54.26;1916;932;568;0;18.38;18.38;28.83;2316;1669;0;0;84.32;84.32;84.32
08.01.2024 02:00:00;08.01.2024 02:15:00;40;353;0;0;81.82;81.82;81.82;4834;1316;0;0;81.82;81.82;81.82;1453;1201;0;0;54.72;54.72;54.72;1913;929;571;0;20.19;20.19;28.89;2151;1943;0;0;81.82;81.82;81.82
08.01.2024 02:15:00;08.01.2024 02:30:00;40;353;0;0;81.82;81.82;81.82;4834;1316;0;0;81.82;81.82;81.82;1453;1201;0;0;54.72;54.72;54.72;1913;929;571;0;20.19;20.19;28.89;2151;1943;0;0;81.82;81.82;81.82
08.01.2024 02:30:00;08.01.2024 02:45:00;40;353;0;0;81.82;81.82;81.82;4834;1316;0;0;81.82;81.82;81.82;1453;1201;0;0;54.72;54.72;54.72;1913;929;571;0;20.19;20.19;28.89;2151;1943;0;0;81.82;81.82;81.82
08.01.2024 02:45:00;08.01.2024 03:00:00;40;353;0;0;81.82;81.82;81.82;4834;1316;0;0;81.82;81.82;81.82;1453;1201;0;0;54.72;54.72;54.72;1913;929;439;0;20.19;20.19;28.89;2151;1943;0;0;81.82;81.82;81.82
08.01.2024 03:00:00;08.01.2024 03:15:00;35;353;0;0;80.63;87;87;4760;1435;0;0;80.63;87;87;1388;1210;0;0;54.99;54.99;54.99;1943;913;210;0;23.75;23.75;31.02;2076;2016;0;0;80.63;87;87
08.01.2024 03:15:00;08.01.2024 03:30:00;35;353;0;0;80.63;87;87;4759;1435;0;61;80.63;87;87;1388;1210;0;0;54.99;54.99;54.99;1943;913;210;0;23.75;23.75;31.02;2076;2016;0;54;80.63;87;87
08.01.2024 03:30:00;08.01.2024 03:45:00;35;353;0;0;80.63;87;87;4759;1435;0;61;80.63;87;87;1388;1210;0;0;54.99;54.99;54.99;1943;913;210;0;23.75;23.75;31.02;2076;2016;0;54;80.63;87;87
08.01.2024 03:45:00;08.01.2024 04:00:00;35;353;0;0;80.63;87;87;4759;1435;0;61;80.63;87;87;1388;1210;0;0;54.99;54.99;54.99;1943;913;210;0;23.75;23.75;31.02;2076;2016;0;54;80.63;87;87
08.01.2024 04:00:00;08.01.2024 04:15:00;35;353;0;0;79.04;87;87;4467;1482;0;32;79.04;87;87;1407;1152;0;0;56.11;56.11;56.11;1963;896;185;0;24;24;35.89;1727;2276;0;54;79.04;87;87
08.01.2024 04:15:00;08.01.2024 04:30:00;35;353;0;0;79.04;87;87;4467;1482;0;32;79.04;87;87;1407;1152;0;0;56.11;56.11;56.11;1963;896;185;0;24;24;35.89;1727;2276;0;54;79.04;87;87
08.01.2024 04:30:00;08.01.2024 04:45:00;35;353;0;0;79.04;87;87;4467;1482;0;32;79.04;87;87;1407;1152;0;0;56.11;56.11;56.11;1963;896;185;0;24;24;35.89;1727;2276;0;54;79.04;87;87
08.01.2024 04:45:00;08.01.2024 05:00:00;35;353;0;0;79.04;87;87;4467;1482;0;32;79.04;87;87;1407;1152;0;0;56.11;56.11;56.11;1963;896;185;0;24;24;35.89;1960;1930;0;54;79.04;87;87
08.01.2024 05:00:00;08.01.2024 05:15:00;63;359;0;0;82.1;82.1;82.1;4427;1610;0;0;82.1;82.1;82.1;1365;1460;0;0;58.13;58.13;58.13;2009;912;243;0;22.89;22.89;37.93;2166;1885;0;0;82.1;82.1;82.1
08.01.2024 05:15:00;08.01.2024 05:30:00;63;359;0;0;82.1;82.1;82.1;4427;1526;0;0;82.1;82.1;82.1;1365;1460;0;0;58.13;58.13;58.13;2009;912;243;0;22.89;22.89;37.93;2391;1665;0;0;82.1;82.1;82.1
08.01.2024 05:30:00;08.01.2024 05:45:00;63;359;0;0;82.1;82.1;82.1;4707;1326;0;0;82.1;82.1;82.1;1365;1460;0;0;58.13;58.13;58.13;2009;912;243;0;22.89;22.89;37.93;2391;1665;0;0;82.1;82.1;82.1
08.01.2024 05:45:00;08.01.2024 06:00:00;63;359;0;0;82.1;82.1;82.1;4738;1252;0;0;82.1;82.1;82.1;1365;1460;0;0;58.13;58.13;58.13;2009;912;243;0;22.89;22.89;37.93;2621;1435;0;0;82.1;82.1;82.1
08.01.2024 06:00:00;08.01.2024 06:15:00;152;77;0;0;94.3;133;133;5126;999;0;0;94.3;132;132;1425;1427;0;0;55.01;55.01;55.01;2014;809;1064;0;10.06;10.06;40.17;2921;1125;0;0;94.3;133;133
08.01.2024 06:15:00;08.01.2024 06:30:00;152;77;0;15;94.3;133;133;5157;929;0;86;94.3;132;132;1425;1427;0;0;55.01;55.01;55.01;2014;809;1064;0;10.06;10.06;40.17;3008;969;0;187;94.3;133;133
08.01.2024 06:30:00;08.01.2024 06:45:00;152;77;0;71;94.3;133;133;5157;929;0;181;94.3;132;132;1425;1427;0;0;55.01;55.01;55.01;2014;809;1064;0;10.06;10.06;40.17;3222;746;0;466;94.3;133;133
08.01.2024 06:45:00;08.01.2024 07:00:00;152;77;0;71;94.3;133;133;5157;929;0;181;94.3;132;132;1425;1427;0;0;55.01;55.01;55.01;2014;809;1064;0;10.06;10.06;40.17;3222;746;0;466;94.3;133;133
08.01.2024 07:00:00;08.01.2024 07:15:00;246;52;0;46;111.22;499.12;499.12;5173;754;0;146;107.87;125;125;1609;1354;0;0;63.68;63.68;63.68;2130;690;1399;0;10.5;10.5;44.31;3343;708;0;458;107.87;499.12;499.12
08.01.2024 07:15:00;08.01.2024 07:30:00;246;52;0;46;111.22;499.12;499.12;5173;754;0;146;107.87;125;125;1609;1354;0;0;63.68;63.68;63.68;2130;690;1399;0;10.5;10.5;44.31;3343;708;0;458;107.87;499.12;499.12
08.01.2024 07:30:00;08.01.2024 07:45:00;246;52;0;46;111.22;499.12;499.12;5173;754;0;146;107.87;125;125;1609;1354;0;0;63.68;63.68;63.68;2130;690;1399;0;10.5;10.5;44.31;3343;708;0;458;107.87;499.12;499.12
08.01.2024 07:45:00;08.01.2024 08:00:00;246;52;0;46;111.22;499.12;499.12;5173;754;0;131;107.87;125;125;1609;1354;0;0;63.68;63.68;63.68;2130;690;1399;0;10.5;10.5;44.31;3343;708;0;458;107.87;499.12;499.12
08.01.2024 08:00:00;08.01.2024 08:15:00;246;52;0;46;121.11;1206.14;1206.14;5125;728;131;0;82;82;117.6;1700;1292;0;0;66.2;66.2;66.2;2162;635;1411;0;7;7;47.53;3362;696;0;446;117.6;133;133
08.01.2024 08:15:00;08.01.2024 08:30:00;246;52;0;52;121.11;1206.14;1206.14;5125;728;131;0;82;82;117.6;1700;1292;0;0;66.2;66.2;66.2;2162;635;1411;0;7;7;47.53;3362;696;0;446;117.6;133;133
08.01.2024 08:30:00;08.01.2024 08:45:00;246;52;0;52;121.11;1206.14;1206.14;5125;728;83;0;82;82;117.6;1700;1292;0;0;66.2;66.2;66.2;2162;635;1661;0;7;7;47.53;3362;696;0;446;117.6;133;133
08.01.2024 08:45:00;08.01.2024 09:00:00;246;52;0;52;121.11;1206.14;1206.14;5125;728;0;0;82;82;117.6;1700;1292;0;0;66.2;66.2;66.2;2162;635;1661;0;7;7;47.53;3362;696;0;446;117.6;133;133
08.01.2024 09:00:00;08.01.2024 09:15:00;246;52;0;52;120.73;1205.86;1205.86;5319;717;0;0;120.73;120.73;120.73;1611;1321;0;0;65.09;65.09;65.09;2163;661;1668;0;0.69;0.69;46.88;3440;701;0;451;120.73;133;133
08.01.2024 09:15:00;08.01.2024 09:30:00;246;52;0;52;120.73;1205.86;1205.86;5319;717;0;0;120.73;120.73;120.73;1611;1321;0;0;65.09;65.09;65.09;2163;661;1668;0;0.69;0.69;46.88;3440;701;0;451;120.73;133;133
08.01.2024 09:30:00;08.01.2024 09:45:00;246;52;0;46;120.73;1205.86;1205.86;5319;717;0;0;120.73;120.73;120.73;1611;1321;0;0;65.09;65.09;65.09;2163;661;1668;0;0.69;0.69;46.88;3440;701;0;451;120.73;133;133
08.01.2024 09:45:00;08.01.2024 10:00:00;246;52;0;46;120.73;1205.86;1205.86;5319;717;0;0;120.73;120.73;120.73;1611;1321;0;0;65.09;65.09;65.09;2163;661;1668;0;0.69;0.69;46.88;3440;701;0;451;120.73;133;133
08.01.2024 10:00:00;08.01.2024 10:15:00;243;52;0;46;113.9;499.12;499.12;5250;743;0;303;113.9;189;189;1630;1390;0;0;59;59;59.66;2165;612;1663;0;0.7;0.7;44.34;3417;695;0;445;113.9;133;133
08.01.2024 10:15:00;08.01.2024 10:30:00;243;52;0;46;113.9;499.12;499.12;5250;743;0;303;113.9;189;189;1630;1390;0;0;59;59;59.66;2165;612;1663;0;0.7;0.7;44.34;3417;695;0;445;113.9;133;133
08.01.2024 10:30:00;08.01.2024 10:45:00;243;52;0;46;113.9;499.12;499.12;5250;743;0;303;113.9;189;189;1630;1390;0;0;59;59;59.66;2165;612;1663;0;0.7;0.7;44.34;3417;695;0;445;113.9;133;133
08.01.2024 10:45:00;08.01.2024 11:00:00;243;52;0;46;113.9;499.12;499.12;5250;743;0;303;113.9;189;189;1630;1390;10;0;59;59;59.66;2165;612;1663;0;0.7;0.7;44.34;3417;695;0;445;113.9;133;133
08.01.2024 11:00:00;08.01.2024 11:15:00;239;52;0;46;105.54;293;293;4987;718;0;310;101.38;190;190;1617;1424;0;0;55.71;55.71;55.71;2136;671;1662;0;0.72;0.72;41.67;3285;727;0;477;101.38;133;133
08.01.2024 11:15:00;08.01.2024 11:30:00;239;52;0;46;105.54;293;293;4987;718;0;310;101.38;190;190;1617;1424;0;0;55.71;55.71;55.71;2136;671;1662;0;0.72;0.72;41.67;3285;727;0;477;101.38;133;133
08.01.2024 11:30:00;08.01.2024 11:45:00;239;52;0;46;105.54;293;293;4987;717;0;309;101.38;190;190;1617;1424;0;0;55.71;55.71;55.71;2136;671;1662;0;0.72;0.72;41.67;3285;727;0;477;101.38;133;133
08.01.2024 11:45:00;08.01.2024 12:00:00;239;52;0;46;105.54;293;293;4987;718;0;255;101.38;190;190;1617;1424;0;0;55.71;55.71;55.71;2136;671;1662;0;0.72;0.72;41.67;3285;727;0;477;101.38;133;133
08.01.2024 12:00:00;08.01.2024 12:15:00;232;52;0;46;97.84;133;133;4885;773;0;117;69.5;69.5;120.68;1581;1456;0;0;7;7;54.59;2101;671;1631;0;0.68;0.68;38.55;3199;784;0;503;92.73;133;133
08.01.2024 12:15:00;08.01.2024 12:30:00;232;52;0;20;97.84;133;133;4885;773;203;0;69.5;69.5;120.68;1581;1456;0;0;7;7;54.59;2101;671;1631;0;0.68;0.68;38.55;3199;784;0;251;92.73;133;133
08.01.2024 12:30:00;08.01.2024 12:45:00;232;52;0;0;97.84;133;133;4885;773;238;0;69.5;69.5;120.68;1581;1456;0;0;7;7;54.59;2101;671;1631;0;0.68;0.68;38.55;3199;784;0;0;92.73;133;133
08.01.2024 12:45:00;08.01.2024 13:00:00;232;52;0;0;97.84;133;133;4886;773;238;0;69.5;69.5;120.68;1581;1456;230;0;7;7;54.59;2101;671;1351;0;0.68;0.68;38.55;3199;784;0;0;92.73;133;133
08.01.2024 13:00:00;08.01.2024 13:15:00;231;52;22;0;93;93;94.88;5150;761;307;0;69.5;69.5;92.52;1612;1547;216;0;13.5;13.5;52.8;2062;676;1032;0;13.5;13.5;38.17;3067;786;0;0;92.52;92.52;92.52
08.01.2024 13:15:00;08.01.2024 13:30:00;231;52;22;0;93;93;94.88;5150;761;307;0;69.5;69.5;92.52;1612;1547;216;0;13.5;13.5;52.8;2062;676;870;0;13.5;13.5;38.17;3067;786;0;0;92.52;92.52;92.52
08.01.2024 13:30:00;08.01.2024 13:45:00;231;52;22;0;93;93;94.88;5150;761;307;0;69.5;69.5;92.52;1612;1547;216;0;13.5;13.5;52.8;2062;676;870;0;13.5;13.5;38.17;3067;786;0;0;92.52;92.52;92.52
08.01.2024 13:45:00;08.01.2024 14:00:00;231;52;22;0;93;93;94.88;5150;761;307;0;69.5;69.5;92.52;1612;1547;216;0;13.5;13.5;52.8;2062;676;870;0;13.5;13.5;38.17;3067;786;0;0;92.52;92.52;92.52
08.01.2024 14:00:00;08.01.2024 14:15:00;240;52;0;0;102.46;102.46;102.46;5235;713;0;0;99.36;99.36;99.36;1649;1563;190;0;3.11;3.11;52.12;2062;680;1231;0;3.11;3.11;37.7;3200;735;0;0;99.36;99.36;99.36
08.01.2024 14:15:00;08.01.2024 14:30:00;240;52;0;0;102.46;102.46;102.46;5235;713;0;0;99.36;99.36;99.36;1649;1563;190;0;3.11;3.11;52.12;2062;680;1381;0;3.11;3.11;37.7;3200;735;0;0;99.36;99.36;99.36
08.01.2024 14:30:00;08.01.2024 14:45:00;240;52;0;0;102.46;102.46;102.46;5235;713;0;0;99.36;99.36;99.36;1649;1563;190;0;3.11;3.11;52.12;2062;680;1621;0;3.11;3.11;37.7;3200;735;0;0;99.36;99.36;99.36
08.01.2024 14:45:00;08.01.2024 15:00:00;240;52;0;0;102.46;102.46;102.46;5235;713;0;0;99.36;99.36;99.36;1649;1563;190;0;3.11;3.11;52.12;2062;680;1621;0;3.11;3.11;37.7;3200;735;0;0;99.36;99.36;99.36
08.01.2024 15:00:00;08.01.2024 15:15:00;239;52;0;0;91.18;91.18;110.64;5063;730;0;0;91.18;91.18;104.85;1624;1512;153;0;3.21;3.21;50.55;2005;757;1579;0;3.21;3.21;40.15;3331;714;0;0;91.18;91.18;104.85
08.01.2024 15:15:00;08.01.2024 15:30:00;239;52;103;0;91.18;91.18;110.64;5063;730;0;0;91.18;91.18;104.85;1624;1512;153;0;3.21;3.21;50.55;2005;757;1579;0;3.21;3.21;40.15;3331;714;0;0;91.18;91.18;104.85
08.01.2024 15:30:00;08.01.2024 15:45:00;239;52;156;0;91.18;91.18;110.64;5063;730;30;0;91.18;91.18;104.85;1624;1512;153;0;3.21;3.21;50.55;2005;757;1579;0;3.21;3.21;40.15;3331;714;10;0;91.18;91.18;104.85
08.01.2024 15:45:00;08.01.2024 16:00:00;239;52;156;0;91.18;91.18;110.64;5063;730;30;0;91.18;91.18;104.85;1624;1512;153;0;3.21;3.21;50.55;2005;757;1579;0;3.21;3.21;40.15;3331;714;10;0;91.18;91.18;104.85
08.01.2024 16:00:00;08.01.2024 16:15:00;243;52;160;0;90;90;128;5372;718;35;0;90;90;120.24;1680;1593;171;0;0.72;0.72;50.52;1991;782;1545;0;0.72;0.72;37.7;3362;702;83;0;90;90;120.24
08.01.2024 16:15:00;08.01.2024 16:30:00;243;52;160;0;90;90;128;5372;718;35;0;90;90;120.24;1680;1593;390;0;0.72;0.72;50.52;1991;782;1545;0;0.72;0.72;37.7;3362;702;83;0;90;90;120.24
08.01.2024 16:30:00;08.01.2024 16:45:00;243;52;160;0;90;90;128;5372;718;35;0;90;90;120.24;1680;1593;390;0;0.72;0.72;50.52;1991;782;1545;0;0.72;0.72;37.7;3362;702;83;0;90;90;120.24
08.01.2024 16:45:00;08.01.2024 17:00:00;243;52;160;0;90;90;128;5372;718;35;0;90;90;120.24;1680;1593;390;0;0.72;0.72;50.52;1991;782;1545;0;0.72;0.72;37.7;3362;702;83;0;90;90;120.24
08.01.2024 17:00:00;08.01.2024 17:15:00;245;52;0;0;132.31;132.31;132.31;5378;736;0;0;125.41;129;129;1633;1620;126;0;0.68;0.68;49.2;1942;826;1503;0;0.68;0.68;33.76;3389;700;0;0;125.41;129;129
08.01.2024 17:15:00;08.01.2024 17:30:00;245;52;0;0;132.31;132.31;132.31;5378;736;0;0;125.41;129;129;1633;1620;126;0;0.68;0.68;49.2;1942;826;1503;0;0.68;0.68;33.76;3389;700;0;0;125.41;129;129
08.01.2024 17:30:00;08.01.2024 17:45:00;245;52;0;0;132.31;132.31;132.31;5378;736;0;30;125.41;129;129;1633;1620;349;0;0.68;0.68;49.2;1942;826;1503;0;0.68;0.68;33.76;3389;700;0;280;125.41;129;129
08.01.2024 17:45:00;08.01.2024 18:00:00;245;52;0;0;132.31;132.31;132.31;5378;736;0;30;125.41;129;129;1633;1620;288;0;0.68;0.68;49.2;1942;826;1503;0;0.68;0.68;33.76;3389;700;0;280;125.41;129;129
08.01.2024 18:00:00;08.01.2024 18:15:00;245;52;0;0;130.01;130.01;130.01;5391;717;0;30;126.24;129;129;1608;1663;255;0;-0.3;-0.3;47.14;1918;851;1539;0;-0.3;-0.3;29.92;3387;708;0;290;115.35;129;129
08.01.2024 18:15:00;08.01.2024 18:30:00;245;52;0;0;130.01;130.01;130.01;5391;717;0;30;126.24;129;129;1608;1663;255;0;-0.3;-0.3;47.14;1918;851;1539;0;-0.3;-0.3;29.92;3387;708;0;290;115.35;129;129
08.01.2024 18:30:00;08.01.2024 18:45:00;245;52;0;0;130.01;130.01;130.01;5391;717;0;30;126.24;129;129;1608;1663;255;0;-0.3;-0.3;47.14;1918;851;1539;0;-0.3;-0.3;29.92;3387;708;0;290;115.35;129;129
08.01.2024 18:45:00;08.01.2024 19:00:00;245;52;0;0;130.01;130.01;130.01;5391;717;0;30;126.24;129;129;1608;1663;255;0;-0.3;-0.3;47.14;1918;851;1539;0;-0.3;-0.3;29.92;3387;708;0;290;115.35;129;129
08.01.2024 19:00:00;08.01.2024 19:15:00;246;54;0;20;122.12;129;129;5214;892;0;92;118.57;129;129;1584;1752;251;0;-0.27;-0.27;47.01;1917;866;1520;0;-0.27;-0.27;28.83;3403;714;0;304;111.91;129;129
08.01.2024 19:15:00;08.01.2024 19:30:00;246;54;0;20;122.12;129;129;5214;892;0;92;118.57;129;129;1584;1752;251;0;-0.27;-0.27;47.01;1917;866;1520;0;-0.27;-0.27;28.83;3403;714;0;304;111.91;129;129
08.01.2024 19:30:00;08.01.2024 19:45:00;246;54;0;20;122.12;129;129;5214;892;0;92;118.57;129;129;1584;1752;251;0;-0.27;-0.27;47.01;1917;866;1520;0;-0.27;-0.27;28.83;3403;714;0;304;111.91;129;129
08.01.2024 19:45:00;08.01.2024 20:00:00;246;54;0;20;122.12;129;129;5214;892;0;92;118.57;129;129;1584;1752;251;0;-0.27;-0.27;47.01;1917;866;1520;0;-0.27;-0.27;28.83;3403;714;0;304;111.91;129;129
08.01.2024 20:00:00;08.01.2024 20:15:00;246;59;0;20;114.21;129;129;5177;912;0;133;110.9;129;129;1589;1760;255;0;-0.27;-0.27;46.76;1895;1036;1519;0;-0.27;-0.27;29.5;3309;714;0;304;110.9;129;129
08.01.2024 20:15:00;08.01.2024 20:30:00;246;59;0;20;114.21;129;129;5177;912;0;133;110.9;129;129;1589;1760;255;0;-0.27;-0.27;46.76;1895;1036;1519;0;-0.27;-0.27;29.5;3309;714;0;304;110.9;129;129
08.01.2024 20:30:00;08.01.2024 20:45:00;246;59;0;20;114.21;129;129;5177;912;0;133;110.9;129;129;1589;1760;255;0;-0.27;-0.27;46.76;1895;1036;1519;0;-0.27;-0.27;29.5;3309;714;0;304;110.9;129;129
08.01.2024 20:45:00;08.01.2024 21:00:00;246;59;0;20;114.21;129;129;5177;912;0;133;110.9;129;129;1589;1760;255;0;-0.27;-0.27;46.76;1895;1036;1519;0;-0.27;-0.27;29.5;3309;714;0;304;110.9;129;129
08.01.2024 21:00:00;08.01.2024 21:15:00;216;62;0;20;99.85;129;129;4980;885;0;143;99.85;129;129;1587;1746;257;0;-0.3;-0.3;47.87;1857;1056;1496;0;-0.3;-0.3;28.83;3247;737;0;326;99.85;129;129
08.01.2024 21:15:00;08.01.2024 21:30:00;216;62;0;20;99.85;129;129;4980;885;0;143;99.85;129;129;1587;1746;257;0;-0.3;-0.3;47.87;1857;1056;1496;0;-0.3;-0.3;28.83;3247;737;0;326;99.85;129;129
08.01.2024 21:30:00;08.01.2024 21:45:00;216;62;0;20;99.85;129;129;4980;885;0;143;99.85;129;129;1587;1746;257;0;-0.3;-0.3;47.87;1857;1056;1496;0;-0.3;-0.3;28.83;3247;737;0;326;99.85;129;129
08.01.2024 21:45:00;08.01.2024 22:00:00;216;62;0;20;99.85;129;129;4980;885;0;143;99.85;129;129;1587;1746;257;0;-0.3;-0.3;47.87;1857;1056;1496;0;-0.3;-0.3;28.83;3247;737;0;326;99.85;129;129
08.01.2024 22:00:00;08.01.2024 22:15:00;193;58;0;20;97.08;132;132;4942;912;0;201;97.08;132;132;1610;1776;257;0;-0.3;-0.3;48.23;1795;1121;1432;0;-0.3;-0.3;28.6;3175;723;0;419;97.08;132;132
08.01.2024 22:15:00;08.01.2024 22:30:00;193;58;0;20;97.08;132;132;4942;912;0;201;97.08;132;132;1610;1776;257;0;-0.3;-0.3;48.23;1795;1121;1432;0;-0.3;-0.3;28.6;3175;723;0;419;97.08;132;132
08.01.2024 22:30:00;08.01.2024 22:45:00;193;58;0;20;97.08;132;132;4942;912;0;161;97.08;132;132;1610;1776;257;0;-0.3;-0.3;48.23;1795;1121;1432;0;-0.3;-0.3;28.6;3175;723;0;302;97.08;132;132
08.01.2024 22:45:00;08.01.2024 23:00:00;193;58;0;20;97.08;132;132;4942;912;0;161;97.08;132;132;1610;1776;257;0;-0.3;-0.3;48.23;1795;1121;1432;0;-0.3;-0.3;28.6;3037;849;0;385;97.08;132;132
08.01.2024 23:00:00;08.01.2024 23:15:00;101;340;0;222;88.83;110;110;4743;1157;0;141;88.83;110;110;1636;1782;277;0;-0.3;-0.3;47.65;1761;1153;1397;0;-0.3;-0.3;27.79;2737;1019;0;247;88.83;110;110
