Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2021-06-12 Kl. 12-13;0.27993;0.27993;0.22585;0.18068;0.27993
2021-06-12 Kl. 13-14;0.08545;0.08545;0.08545;0.06836;0.08545
2021-06-12 Kl. 14-15;0.05974;0.05974;0.05974;0.04779;0.05974
2021-06-12 Kl. 15-16;0.02408;0.02408;0.02408;0.01926;0.02408
2021-06-12 Kl. 16-17;0.04260;0.04260;0.04260;0.03408;0.04260
2021-06-12 Kl. 17-18;0.18818;0.18818;0.02054;0.01643;0.18818
2021-06-12 Kl. 18-19;0.27665;0.27665;0.25094;0.20075;0.27665
2021-06-12 Kl. 19-20;0.56565;0.56565;0.39260;0.23362;0.56565
2021-06-12 Kl. 20-21;0.57610;0.57610;0.39184;0.23080;0.57610
2021-06-12 Kl. 21-22;0.58443;0.58443;0.39159;0.23049;0.58443
2021-06-12 Kl. 22-23;0.59035;0.59035;0.37395;0.23039;0.59035
2021-06-12 Kl. 23-00;0.55140;0.55140;0.31370;0.22999;0.55140
2021-06-13 Kl. 00-01;0.46986;0.46986;0.25710;0.20568;0.46986
2021-06-13 Kl. 01-02;0.30270;0.30270;0.12521;0.10017;0.30270
2021-06-13 Kl. 02-03;0.09398;0.09398;0.08881;0.07105;0.09398
2021-06-13 Kl. 03-04;0.06488;0.06488;0.06135;0.04908;0.06488
2021-06-13 Kl. 04-05;0.05908;0.05908;0.05593;0.04474;0.05908
2021-06-13 Kl. 05-06;0.03955;0.03955;0.03830;0.03064;0.03955
2021-06-13 Kl. 06-07;0.04888;0.04888;0.04736;0.03789;0.04888
2021-06-13 Kl. 07-08;0.10720;0.10720;0.10405;0.08324;0.10720
2021-06-13 Kl. 08-09;0.05291;0.05291;0.05101;0.04081;0.05291
2021-06-13 Kl. 09-10;0.06135;0.06135;0.03175;0.02540;0.06135
2021-06-13 Kl. 10-11;0.04900;0.04900;0.03225;0.02580;0.04900
2021-06-13 Kl. 11-12;0.01903;0.01903;0.01903;0.01522;0.01903
2021-06-13 Kl. 12-13;0.01814;0.01814;0.01789;0.01431;0.01814
2021-06-13 Kl. 13-14;0.01801;0.01801;0.01436;0.01149;0.01801
2021-06-13 Kl. 14-15;0.01839;0.01839;0.01839;0.01008;0.01839
2021-06-13 Kl. 15-16;0.04976;0.04976;0.04976;0.01471;0.04976
2021-06-13 Kl. 16-17;0.16099;0.16099;0.25231;0.03245;0.16099
2021-06-13 Kl. 17-18;0.54771;0.54771;0.36191;0.18875;0.54771
2021-06-13 Kl. 18-19;0.60528;0.60528;0.39025;0.21828;0.60528
2021-06-13 Kl. 19-20;0.60931;0.66928;0.43913;0.21838;0.60931
2021-06-13 Kl. 20-21;0.60490;0.68843;0.46748;0.21767;0.60490
2021-06-13 Kl. 21-22;0.58840;0.71726;0.46457;0.21788;0.58840
2021-06-13 Kl. 22-23;0.58639;0.74435;0.45701;0.21788;0.58639
2021-06-13 Kl. 23-00;0.57493;0.74359;0.38546;0.21777;0.57493
2021-06-14 Kl. 00-01;0.58349;0.70518;0.35234;0.20014;0.58349
2021-06-14 Kl. 01-02;0.53801;0.69610;0.33118;0.20014;0.53801
2021-06-14 Kl. 02-03;0.52226;0.69245;0.30446;0.20014;0.52226
2021-06-14 Kl. 03-04;0.51370;0.69019;0.33835;0.20014;0.51370
2021-06-14 Kl. 04-05;0.51005;0.68993;0.35876;0.20034;0.51005
2021-06-14 Kl. 05-06;0.51559;0.68955;0.35334;0.20095;0.51559
2021-06-14 Kl. 06-07;0.50804;0.68426;0.36971;0.22181;0.50804
2021-06-14 Kl. 07-08;0.59760;0.68553;0.41305;0.22513;0.59760
2021-06-14 Kl. 08-09;0.64030;0.65643;0.41683;0.22574;0.64030
2021-06-14 Kl. 09-10;0.64219;0.65655;0.42791;0.22513;0.64219
2021-06-14 Kl. 10-11;0.63866;0.64269;0.43875;0.22533;0.63866
2021-06-14 Kl. 11-12;0.62884;0.63514;0.44468;0.22553;0.62884
2021-06-14 Kl. 12-13;0.62090;0.63299;0.46004;0.22553;0.62090
2021-06-14 Kl. 13-14;0.61939;0.61939;0.44996;0.22564;0.61939
2021-06-14 Kl. 14-15;0.61234;0.61234;0.43245;0.22584;0.61234
2021-06-14 Kl. 15-16;0.61725;0.62808;0.42061;0.22614;0.61725
2021-06-14 Kl. 16-17;0.61586;0.62708;0.40474;0.22634;0.61586
2021-06-14 Kl. 17-18;0.61259;0.62531;0.37576;0.22644;0.61259
2021-06-14 Kl. 18-19;0.60881;0.62581;0.36770;0.22846;0.60881
2021-06-14 Kl. 19-20;0.60704;0.62619;0.30434;0.22725;0.60704
2021-06-14 Kl. 20-21;0.61045;0.62758;0.27915;0.22332;0.61045
2021-06-14 Kl. 21-22;0.60868;0.62644;0.25269;0.20215;0.60868
2021-06-14 Kl. 22-23;0.60515;0.62708;0.24286;0.19429;0.60515
2021-06-14 Kl. 23-00;0.59004;0.62720;0.18228;0.14582;0.59004
2021-06-15 Kl. 00-01;0.56483;0.61744;0.22704;0.18163;0.56483
2021-06-15 Kl. 01-02;0.54141;0.63883;0.12610;0.10088;0.54141
2021-06-15 Kl. 02-03;0.53714;0.63694;0.06268;0.05014;0.53714
2021-06-15 Kl. 03-04;0.53500;0.63644;0.02265;0.01812;0.53500
2021-06-15 Kl. 04-05;0.53135;0.63795;0.03990;0.03192;0.53135
2021-06-15 Kl. 05-06;0.53463;0.63291;0.18186;0.14549;0.53463
2021-06-15 Kl. 06-07;0.57490;0.62171;0.27776;0.22221;0.57490
2021-06-15 Kl. 07-08;0.58987;0.62246;0.29903;0.22966;0.58987
2021-06-15 Kl. 08-09;0.63190;0.63606;0.30104;0.23187;0.63190
2021-06-15 Kl. 09-10;0.61429;0.65405;0.29764;0.23137;0.61429
2021-06-15 Kl. 10-11;0.61504;0.65556;0.31388;0.23036;0.61504
2021-06-15 Kl. 11-12;0.61089;0.66261;0.30066;0.22875;0.61089
2021-06-15 Kl. 12-13;0.60498;0.66475;0.28669;0.22935;0.60498
2021-06-15 Kl. 13-14;0.62499;0.65683;0.29059;0.22845;0.62499
2021-06-15 Kl. 14-15;0.60913;0.66513;0.30558;0.22623;0.60913
2021-06-15 Kl. 15-16;0.60473;0.65393;0.30141;0.22523;0.60473
2021-06-15 Kl. 16-17;0.61039;0.65141;0.30570;0.22412;0.61039
2021-06-15 Kl. 17-18;0.61769;0.67344;0.30154;0.22422;0.61769
2021-06-15 Kl. 18-19;0.60498;0.68350;0.32445;0.22482;0.60498
2021-06-15 Kl. 19-20;0.60359;0.68389;0.32760;0.22472;0.60359
2021-06-15 Kl. 20-21;0.63014;0.68514;0.33086;0.22160;0.63014
2021-06-15 Kl. 21-22;0.60749;0.68565;0.35704;0.22170;0.60749
2021-06-15 Kl. 22-23;0.59013;0.68464;0.37881;0.22251;0.59013
2021-06-15 Kl. 23-00;0.57967;0.68439;0.38750;0.22412;0.57967
2021-06-16 Kl. 00-01;0.51921;0.67955;0.40270;0.22471;0.51921
2021-06-16 Kl. 01-02;0.51039;0.67968;0.40270;0.22441;0.51039
2021-06-16 Kl. 02-03;0.50585;0.67843;0.40320;0.22421;0.50585
2021-06-16 Kl. 03-04;0.49843;0.67741;0.39993;0.22411;0.49843
2021-06-16 Kl. 04-05;0.49666;0.67553;0.39829;0.22370;0.49666
2021-06-16 Kl. 05-06;0.51228;0.66796;0.39690;0.22391;0.51228
2021-06-16 Kl. 06-07;0.54390;0.65034;0.41717;0.22441;0.54390
2021-06-16 Kl. 07-08;0.60171;0.64315;0.42789;0.22522;0.60171
2021-06-16 Kl. 08-09;0.62702;0.65034;0.43708;0.22512;0.62702
2021-06-16 Kl. 09-10;0.62514;0.65046;0.43645;0.22501;0.62514
2021-06-16 Kl. 10-11;0.65020;0.65020;0.41680;0.22491;0.65020
2021-06-16 Kl. 11-12;0.64441;0.64441;0.41970;0.22471;0.64441
2021-06-16 Kl. 12-13;0.64101;0.64101;0.42084;0.22461;0.64101
2021-06-16 Kl. 13-14;0.63094;0.63094;0.42084;0.22461;0.63094
2021-06-16 Kl. 14-15;0.62841;0.62841;0.42071;0.22441;0.62841
2021-06-16 Kl. 15-16;0.60914;0.60914;0.41831;0.22441;0.60914
2021-06-16 Kl. 16-17;0.58799;0.58799;0.42373;0.22431;0.58799
2021-06-16 Kl. 17-18;0.59088;0.59440;0.42020;0.22431;0.59088
2021-06-16 Kl. 18-19;0.58648;0.62564;0.39791;0.22391;0.58648
2021-06-16 Kl. 19-20;0.57829;0.63156;0.40283;0.22411;0.57829
2021-06-16 Kl. 20-21;0.59164;0.63181;0.37271;0.22421;0.59164
2021-06-16 Kl. 21-22;0.57866;0.62804;0.37209;0.22421;0.57866
2021-06-16 Kl. 22-23;0.54276;0.62451;0.37196;0.22431;0.54276
2021-06-16 Kl. 23-00;0.52261;0.59164;0.37033;0.22431;0.52261
2021-06-17 Kl. 00-01;0.50150;0.61411;0.35350;0.21779;0.50150
2021-06-17 Kl. 01-02;0.49304;0.61411;0.35451;0.21739;0.49304
2021-06-17 Kl. 02-03;0.48458;0.61450;0.35325;0.21617;0.48458
2021-06-17 Kl. 03-04;0.48053;0.62284;0.34971;0.21496;0.48053
2021-06-17 Kl. 04-05;0.47850;0.61968;0.35654;0.21405;0.47850
2021-06-17 Kl. 05-06;0.48470;0.61424;0.36286;0.21415;0.48470
2021-06-17 Kl. 06-07;0.51263;0.62246;0.37360;0.21769;0.51263
2021-06-17 Kl. 07-08;0.57709;0.64040;0.37803;0.21931;0.57709
2021-06-17 Kl. 08-09;0.65254;0.65254;0.38295;0.22002;0.65254
2021-06-17 Kl. 09-10;0.65318;0.65318;0.37853;0.22113;0.65318
2021-06-17 Kl. 10-11;0.64989;0.65241;0.37739;0.22093;0.64989
2021-06-17 Kl. 11-12;0.63649;0.65001;0.37689;0.22103;0.63649
2021-06-17 Kl. 12-13;0.62561;0.64786;0.37803;0.22082;0.62561
2021-06-17 Kl. 13-14;0.59390;0.63926;0.37765;0.22103;0.59390
2021-06-17 Kl. 14-15;0.57721;0.63333;0.37777;0.22103;0.57721
2021-06-17 Kl. 15-16;0.56356;0.61879;0.37689;0.22123;0.56356
2021-06-17 Kl. 16-17;0.53804;0.61829;0.37575;0.22153;0.53804
2021-06-17 Kl. 17-18;0.52350;0.63535;0.37550;0.22123;0.52350
2021-06-17 Kl. 18-19;0.50934;0.63889;0.37411;0.22133;0.50934
2021-06-17 Kl. 19-20;0.49835;0.63750;0.37651;0.22133;0.49835
2021-06-17 Kl. 20-21;0.51870;0.63788;0.36400;0.22153;0.51870
2021-06-17 Kl. 21-22;0.51136;0.64420;0.35933;0.22093;0.51136
2021-06-17 Kl. 22-23;0.50580;0.64408;0.35856;0.22072;0.50580
2021-06-17 Kl. 23-00;0.50100;0.64395;0.35414;0.21809;0.50100
2021-06-18 Kl. 00-01;0.50558;0.66035;0.34990;0.22159;0.50558
2021-06-18 Kl. 01-02;0.48629;0.66023;0.34799;0.22098;0.48629
2021-06-18 Kl. 02-03;0.47659;0.65881;0.34646;0.22057;0.47659
2021-06-18 Kl. 03-04;0.47262;0.65741;0.34531;0.22026;0.47262
2021-06-18 Kl. 04-05;0.46560;0.65639;0.33496;0.21873;0.46560
2021-06-18 Kl. 05-06;0.47199;0.65486;0.34480;0.21413;0.47199
2021-06-18 Kl. 06-07;0.51464;0.65562;0.34978;0.22159;0.51464
2021-06-18 Kl. 07-08;0.54056;0.65665;0.36715;0.22302;0.54056
2021-06-18 Kl. 08-09;0.56279;0.65869;0.36880;0.22363;0.56279
2021-06-18 Kl. 09-10;0.56585;0.65881;0.36523;0.22404;0.56585
2021-06-18 Kl. 10-11;0.56330;0.65831;0.35923;0.22414;0.56330
2021-06-18 Kl. 11-12;0.55767;0.65780;0.35604;0.22404;0.55767
2021-06-18 Kl. 12-13;0.54746;0.65703;0.35577;0.22394;0.54746
2021-06-18 Kl. 13-14;0.54350;0.65448;0.35119;0.22373;0.54350
2021-06-18 Kl. 14-15;0.53980;0.65333;0.34250;0.22343;0.53980
2021-06-18 Kl. 15-16;0.53890;0.65078;0.30661;0.22282;0.53890
2021-06-18 Kl. 16-17;0.53865;0.64899;0.28363;0.22302;0.53865
2021-06-18 Kl. 17-18;0.53852;0.65129;0.27775;0.22220;0.53852
2021-06-18 Kl. 18-19;0.54083;0.65078;0.27801;0.22230;0.54083
2021-06-18 Kl. 19-20;0.54325;0.65115;0.29129;0.22190;0.54325
2021-06-18 Kl. 20-21;0.54414;0.65103;0.30661;0.21709;0.54414
2021-06-18 Kl. 21-22;0.54108;0.65014;0.31849;0.22098;0.54108
2021-06-18 Kl. 22-23;0.52524;0.64899;0.33930;0.22087;0.52524
2021-06-18 Kl. 23-00;0.51363;0.65014;0.34671;0.22016;0.51363
2021-06-19 Kl. 00-01;0.51243;0.68204;0.35114;0.21532;0.51243
2021-06-19 Kl. 01-02;0.48719;0.68267;0.35038;0.20149;0.48719
2021-06-19 Kl. 02-03;0.47566;0.68319;0.34935;0.19277;0.47566
2021-06-19 Kl. 03-04;0.47284;0.68306;0.34781;0.19390;0.47284
2021-06-19 Kl. 04-05;0.45004;0.68281;0.34601;0.19472;0.45004
2021-06-19 Kl. 05-06;0.45004;0.68267;0.34333;0.20989;0.45004
2021-06-19 Kl. 06-07;0.47323;0.68306;0.33986;0.21194;0.47323
2021-06-19 Kl. 07-08;0.48694;0.68370;0.34614;0.20651;0.48694
2021-06-19 Kl. 08-09;0.50923;0.68575;0.34306;0.21061;0.50923
2021-06-19 Kl. 09-10;0.52485;0.68588;0.34653;0.21378;0.52485
2021-06-19 Kl. 10-11;0.55829;0.68601;0.34614;0.21481;0.55829
2021-06-19 Kl. 11-12;0.55240;0.68179;0.34499;0.21358;0.55240
2021-06-19 Kl. 12-13;0.53331;0.65424;0.33949;0.21327;0.53331
2021-06-19 Kl. 13-14;0.53151;0.62568;0.33436;0.21399;0.53151
2021-06-19 Kl. 14-15;0.52536;0.65770;0.33244;0.21204;0.52536
2021-06-19 Kl. 15-16;0.52088;0.68204;0.33539;0.21450;0.52088
2021-06-19 Kl. 16-17;0.52011;0.68331;0.33910;0.21635;0.52011
2021-06-19 Kl. 17-18;0.52178;0.68473;0.34525;0.21727;0.52178
2021-06-19 Kl. 18-19;0.52255;0.68626;0.34614;0.21819;0.52255
2021-06-19 Kl. 19-20;0.52139;0.68588;0.34628;0.21881;0.52139
2021-06-19 Kl. 20-21;0.51691;0.68562;0.34550;0.21911;0.51691
2021-06-19 Kl. 21-22;0.51333;0.68485;0.34601;0.21881;0.51333
2021-06-19 Kl. 22-23;0.51294;0.68511;0.34306;0.21881;0.51294
2021-06-19 Kl. 23-00;0.51306;0.68562;0.33949;0.21870;0.51306
2021-06-20 Kl. 00-01;0.51645;0.69665;0.35394;0.21582;0.51645
2021-06-20 Kl. 01-02;0.49322;0.69600;0.34826;0.21520;0.49322
2021-06-20 Kl. 02-03;0.49051;0.69626;0.34529;0.21438;0.49051
2021-06-20 Kl. 03-04;0.48405;0.69678;0.34284;0.21386;0.48405
2021-06-20 Kl. 04-05;0.47593;0.68633;0.34245;0.21376;0.47593
2021-06-20 Kl. 05-06;0.47024;0.66774;0.34490;0.21386;0.47024
2021-06-20 Kl. 06-07;0.49076;0.64011;0.34259;0.21489;0.49076
2021-06-20 Kl. 07-08;0.49631;0.66064;0.34943;0.21644;0.49631
2021-06-20 Kl. 08-09;0.50665;0.68723;0.35420;0.21727;0.50665
2021-06-20 Kl. 09-10;0.52614;0.68413;0.36685;0.21789;0.52614
2021-06-20 Kl. 10-11;0.53504;0.63444;0.37189;0.21810;0.53504
2021-06-20 Kl. 11-12;0.54163;0.59080;0.36556;0.21830;0.54163
2021-06-20 Kl. 12-13;0.52859;0.52859;0.35885;0.21810;0.52859
2021-06-20 Kl. 13-14;0.36271;0.36271;0.35408;0.21799;0.36271
2021-06-20 Kl. 14-15;0.32309;0.32309;0.32903;0.21779;0.32309
2021-06-20 Kl. 15-16;0.46766;0.46766;0.34865;0.21779;0.46766
2021-06-20 Kl. 16-17;0.54085;0.60514;0.35278;0.21892;0.54085
2021-06-20 Kl. 17-18;0.54059;0.68335;0.35381;0.21913;0.54059
2021-06-20 Kl. 18-19;0.54795;0.69316;0.35020;0.22006;0.54795
2021-06-20 Kl. 19-20;0.54034;0.69291;0.34465;0.22016;0.54034
2021-06-20 Kl. 20-21;0.53659;0.69381;0.33458;0.22026;0.53659
2021-06-20 Kl. 21-22;0.52949;0.69330;0.32916;0.22006;0.52949
2021-06-20 Kl. 22-23;0.52278;0.69316;0.32168;0.21975;0.52278
2021-06-20 Kl. 23-00;0.52549;0.69291;0.31935;0.21913;0.52549
2021-06-21 Kl. 00-01;0.50471;0.68736;0.32502;0.19806;0.50471
2021-06-21 Kl. 01-02;0.49631;0.68659;0.32515;0.15810;0.49631
2021-06-21 Kl. 02-03;0.48780;0.68723;0.33264;0.11018;0.48780
2021-06-21 Kl. 03-04;0.48405;0.68736;0.33755;0.04079;0.48405
2021-06-21 Kl. 04-05;0.48586;0.68697;0.34104;0.03749;0.48586
2021-06-21 Kl. 05-06;0.49645;0.68775;0.34026;0.17204;0.49645
2021-06-21 Kl. 06-07;0.52149;0.68606;0.34374;0.21841;0.52149
2021-06-21 Kl. 07-08;0.52832;0.68943;0.34814;0.22099;0.52832
2021-06-21 Kl. 08-09;0.55750;0.68852;0.34736;0.21903;0.55750
2021-06-21 Kl. 09-10;0.56383;0.68529;0.34516;0.21892;0.56383
2021-06-21 Kl. 10-11;0.56758;0.68529;0.33871;0.21882;0.56758
2021-06-21 Kl. 11-12;0.57480;0.68465;0.33600;0.21903;0.57480
2021-06-21 Kl. 12-13;0.57738;0.68439;0.33278;0.21903;0.57738
2021-06-21 Kl. 13-14;0.57751;0.68516;0.33729;0.21923;0.57751
2021-06-21 Kl. 14-15;0.57958;0.68620;0.34155;0.21933;0.57958
2021-06-21 Kl. 15-16;0.57558;0.68529;0.34543;0.21995;0.57558
2021-06-21 Kl. 16-17;0.57803;0.68504;0.34723;0.22130;0.57803
2021-06-21 Kl. 17-18;0.58035;0.68633;0.35071;0.22171;0.58035
2021-06-21 Kl. 18-19;0.57648;0.68516;0.35420;0.22171;0.57648
2021-06-21 Kl. 19-20;0.56319;0.68490;0.35498;0.22181;0.56319
2021-06-21 Kl. 20-21;0.56448;0.68477;0.36414;0.22140;0.56448
2021-06-21 Kl. 21-22;0.54446;0.68465;0.36556;0.22119;0.54446
2021-06-21 Kl. 22-23;0.53465;0.67845;0.36543;0.22057;0.53465
2021-06-21 Kl. 23-00;0.52588;0.67561;0.35471;0.21995;0.52588
2021-06-22 Kl. 00-01;0.55518;0.69490;0.33876;0.22387;0.55518
2021-06-22 Kl. 01-02;0.54115;0.69723;0.33388;0.22336;0.54115
2021-06-22 Kl. 02-03;0.53820;0.69633;0.33246;0.22295;0.53820
2021-06-22 Kl. 03-04;0.53189;0.69645;0.32616;0.22274;0.53189
2021-06-22 Kl. 04-05;0.52906;0.69336;0.33092;0.22274;0.52906
2021-06-22 Kl. 05-06;0.52520;0.69426;0.33426;0.22305;0.52520
2021-06-22 Kl. 06-07;0.54591;0.69400;0.35988;0.22398;0.54591
2021-06-22 Kl. 07-08;0.57370;0.69465;0.38586;0.22449;0.57370
2021-06-22 Kl. 08-09;0.58721;0.70160;0.40464;0.22511;0.58721
2021-06-22 Kl. 09-10;0.58772;0.70328;0.42034;0.22500;0.58772
2021-06-22 Kl. 10-11;0.58580;0.70391;0.45033;0.22490;0.58580
2021-06-22 Kl. 11-12;0.58490;0.70636;0.44941;0.22459;0.58490
2021-06-22 Kl. 12-13;0.58323;0.71935;0.44916;0.22583;0.58323
2021-06-22 Kl. 13-14;0.58271;0.73029;0.43591;0.22552;0.58271
2021-06-22 Kl. 14-15;0.58413;0.73415;0.41506;0.22562;0.58413
2021-06-22 Kl. 15-16;0.57885;0.70340;0.40541;0.22583;0.57885
2021-06-22 Kl. 16-17;0.57731;0.70211;0.39396;0.22593;0.57731
2021-06-22 Kl. 17-18;0.57783;0.71215;0.38676;0.22603;0.57783
2021-06-22 Kl. 18-19;0.57628;0.70494;0.37789;0.22624;0.57628
2021-06-22 Kl. 19-20;0.57474;0.70508;0.37531;0.22645;0.57474
2021-06-22 Kl. 20-21;0.57975;0.70508;0.37313;0.22634;0.57975
2021-06-22 Kl. 21-22;0.57615;0.70494;0.38573;0.22614;0.57615
2021-06-22 Kl. 22-23;0.56225;0.70777;0.37261;0.22603;0.56225
2021-06-22 Kl. 23-00;0.55595;0.70765;0.36695;0.22552;0.55595
2021-06-23 Kl. 00-01;0.56315;0.71493;0.36066;0.22383;0.56315
2021-06-23 Kl. 01-02;0.56200;0.71506;0.34456;0.22301;0.56200
2021-06-23 Kl. 02-03;0.55600;0.71480;0.33460;0.22230;0.55600
2021-06-23 Kl. 03-04;0.55153;0.71928;0.33421;0.22168;0.55153
2021-06-23 Kl. 04-05;0.54986;0.72375;0.33268;0.22128;0.54986
2021-06-23 Kl. 05-06;0.55869;0.73499;0.36424;0.22138;0.55869
2021-06-23 Kl. 06-07;0.57631;0.71174;0.39158;0.22240;0.57631
2021-06-23 Kl. 07-08;0.59599;0.70995;0.41496;0.22383;0.59599
2021-06-23 Kl. 08-09;0.60455;0.72950;0.41969;0.22312;0.60455
2021-06-23 Kl. 09-10;0.60659;0.72273;0.42863;0.22220;0.60659
2021-06-23 Kl. 10-11;0.61285;0.71825;0.42735;0.22250;0.61285
2021-06-23 Kl. 11-12;0.61324;0.70919;0.43144;0.22363;0.61324
2021-06-23 Kl. 12-13;0.61285;0.70790;0.43310;0.22363;0.61285
2021-06-23 Kl. 13-14;0.61183;0.71186;0.43361;0.22434;0.61183
2021-06-23 Kl. 14-15;0.61234;0.70854;0.43577;0.22485;0.61234
2021-06-23 Kl. 15-16;0.60391;0.70790;0.43604;0.22567;0.60391
2021-06-23 Kl. 16-17;0.60161;0.70611;0.43680;0.22833;0.60161
2021-06-23 Kl. 17-18;0.60034;0.70663;0.44179;0.22720;0.60034
2021-06-23 Kl. 18-19;0.59689;0.70523;0.43131;0.22598;0.59689
2021-06-23 Kl. 19-20;0.59471;0.70496;0.43195;0.22506;0.59471
2021-06-23 Kl. 20-21;0.59804;0.70599;0.40985;0.22496;0.59804
2021-06-23 Kl. 21-22;0.59433;0.70663;0.40525;0.22465;0.59433
2021-06-23 Kl. 22-23;0.57734;0.70190;0.40269;0.22444;0.57734
2021-06-23 Kl. 23-00;0.56430;0.70318;0.38851;0.22373;0.56430
2021-06-24 Kl. 00-01;0.56706;0.72697;0.41783;0.21630;0.56706
2021-06-24 Kl. 01-02;0.56325;0.74960;0.41401;0.21589;0.56325
2021-06-24 Kl. 02-03;0.55765;0.74820;0.40931;0.21549;0.55765
2021-06-24 Kl. 03-04;0.55346;0.74909;0.40550;0.21508;0.55346
2021-06-24 Kl. 04-05;0.54914;0.74756;0.40919;0.21477;0.54914
2021-06-24 Kl. 05-06;0.55804;0.75786;0.38846;0.21498;0.55804
2021-06-24 Kl. 06-07;0.58256;0.78811;0.43740;0.21620;0.58256
2021-06-24 Kl. 07-08;0.60799;0.81595;0.45444;0.21772;0.60799
2021-06-24 Kl. 08-09;0.62286;0.82625;0.48011;0.21864;0.62286
2021-06-24 Kl. 09-10;0.63443;0.82079;0.47529;0.22942;0.63443
2021-06-24 Kl. 10-11;0.63533;0.81748;0.49359;0.23074;0.63533
2021-06-24 Kl. 11-12;0.64345;0.80794;0.50541;0.21864;0.64345
2021-06-24 Kl. 12-13;0.64244;0.77363;0.49486;0.21823;0.64244
2021-06-24 Kl. 13-14;0.62274;0.77363;0.49371;0.21843;0.62274
2021-06-24 Kl. 14-15;0.62185;0.77299;0.49054;0.21813;0.62185
2021-06-24 Kl. 15-16;0.61816;0.76879;0.48724;0.21803;0.61816
2021-06-24 Kl. 16-17;0.60990;0.76650;0.47389;0.21854;0.60990
2021-06-24 Kl. 17-18;0.59896;0.76574;0.46308;0.21854;0.59896
2021-06-24 Kl. 18-19;0.58930;0.76345;0.47338;0.21864;0.58930
2021-06-24 Kl. 19-20;0.59020;0.76586;0.47401;0.22067;0.59020
2021-06-24 Kl. 20-21;0.58994;0.76574;0.45050;0.22138;0.58994
2021-06-24 Kl. 21-22;0.58918;0.76549;0.45380;0.22047;0.58918
2021-06-24 Kl. 22-23;0.57965;0.74299;0.42940;0.21843;0.57965
2021-06-24 Kl. 23-00;0.57506;0.74045;0.39901;0.21793;0.57506
2021-06-25 Kl. 00-01;0.58700;0.78859;0.40420;0.21682;0.58700
2021-06-25 Kl. 01-02;0.57913;0.77920;0.38566;0.21632;0.57913
2021-06-25 Kl. 02-03;0.57240;0.76473;0.38350;0.21581;0.57240
2021-06-25 Kl. 03-04;0.57038;0.76143;0.38376;0.21550;0.57038
2021-06-25 Kl. 04-05;0.56491;0.75203;0.38300;0.21540;0.56491
2021-06-25 Kl. 05-06;0.57341;0.75470;0.40559;0.21571;0.57341
2021-06-25 Kl. 06-07;0.58903;0.74759;0.41728;0.21652;0.58903
2021-06-25 Kl. 07-08;0.60833;0.76015;0.43111;0.21764;0.60833
2021-06-25 Kl. 08-09;0.60896;0.77691;0.45384;0.21652;0.60896
2021-06-25 Kl. 09-10;0.60985;0.79469;0.46297;0.21591;0.60985
2021-06-25 Kl. 10-11;0.61074;0.79240;0.47160;0.21652;0.61074
2021-06-25 Kl. 11-12;0.61086;0.78593;0.47110;0.21621;0.61086
2021-06-25 Kl. 12-13;0.60960;0.77666;0.46347;0.21561;0.60960
2021-06-25 Kl. 13-14;0.60833;0.79151;0.45446;0.21540;0.60833
2021-06-25 Kl. 14-15;0.60706;0.79570;0.44660;0.21510;0.60706
2021-06-25 Kl. 15-16;0.60198;0.76155;0.42058;0.21520;0.60198
2021-06-25 Kl. 16-17;0.60121;0.76091;0.41359;0.21571;0.60121
2021-06-25 Kl. 17-18;0.59956;0.75914;0.42528;0.21652;0.59956
2021-06-25 Kl. 18-19;0.59729;0.75850;0.43175;0.21682;0.59729
2021-06-25 Kl. 19-20;0.59779;0.75876;0.42501;0.21713;0.59779
2021-06-25 Kl. 20-21;0.59335;0.76104;0.40814;0.21733;0.59335
2021-06-25 Kl. 21-22;0.58878;0.76003;0.39633;0.21723;0.58878
2021-06-25 Kl. 22-23;0.58814;0.75825;0.38211;0.21713;0.58814
2021-06-25 Kl. 23-00;0.58801;0.75914;0.38096;0.21693;0.58801
2021-06-26 Kl. 00-01;0.60738;0.79581;0.40729;0.24067;0.60738
2021-06-26 Kl. 01-02;0.60118;0.79024;0.40690;0.24027;0.60118
2021-06-26 Kl. 02-03;0.59864;0.78732;0.40627;0.22496;0.59864
2021-06-26 Kl. 03-04;0.59763;0.78619;0.40627;0.22029;0.59763
2021-06-26 Kl. 04-05;0.59661;0.78404;0.40704;0.22121;0.59661
2021-06-26 Kl. 05-06;0.59649;0.78390;0.40931;0.23043;0.59649
2021-06-26 Kl. 06-07;0.59813;0.78505;0.41641;0.23347;0.59813
2021-06-26 Kl. 07-08;0.59738;0.78999;0.42224;0.24006;0.59738
2021-06-26 Kl. 08-09;0.59813;0.80139;0.43213;0.22405;0.59813
2021-06-26 Kl. 09-10;0.60118;0.80038;0.44086;0.22972;0.60118
2021-06-26 Kl. 10-11;0.60650;0.80114;0.43935;0.23469;0.60650
2021-06-26 Kl. 11-12;0.60738;0.80254;0.43808;0.23459;0.60738
2021-06-26 Kl. 12-13;0.60700;0.79746;0.43504;0.23418;0.60700
2021-06-26 Kl. 13-14;0.60510;0.79492;0.43301;0.23570;0.60510
2021-06-26 Kl. 14-15;0.60358;0.79683;0.43022;0.23023;0.60358
2021-06-26 Kl. 15-16;0.60231;0.79519;0.42794;0.22800;0.60231
