Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2023-09-25 Kl. 00-01;0.00344;0.00344;0.00344;0.00275;0.00344
2023-09-25 Kl. 01-02;-0.00011;-0.00011;-0.00011;-0.00011;-0.00011
2023-09-25 Kl. 02-03;-0.00949;-0.00926;-0.00949;-0.00949;-0.00949
2023-09-25 Kl. 03-04;-0.01693;-0.01315;-0.01693;-0.01693;-0.01693
2023-09-25 Kl. 04-05;-0.01910;-0.01224;-0.01910;-0.01910;-0.01910
2023-09-25 Kl. 05-06;-0.00709;-0.00092;-0.00709;-0.00709;-0.00709
2023-09-25 Kl. 06-07;0.00014;0.00014;0.00014;0.00011;0.00014
2023-09-25 Kl. 07-08;0.01459;0.01459;0.01501;0.01201;0.01459
2023-09-25 Kl. 08-09;0.01873;0.01873;0.02687;0.02150;0.01873
2023-09-25 Kl. 09-10;0.01473;0.01473;0.02860;0.02288;0.01473
2023-09-25 Kl. 10-11;0.01459;0.01459;0.02416;0.01933;0.01459
2023-09-25 Kl. 11-12;0.01315;0.01315;0.01359;0.01087;0.01315
2023-09-25 Kl. 12-13;0.00158;0.00158;0.00158;0.00126;0.00158
2023-09-25 Kl. 13-14;0.00014;0.00014;0.00014;0.00011;0.00014
2023-09-25 Kl. 14-15;0.00014;0.00444;0.00043;0.00034;0.00014
2023-09-25 Kl. 15-16;0.00000;0.02001;0.00429;0.00343;0.00000
2023-09-25 Kl. 16-17;0.00000;0.19101;0.00615;0.00492;0.00000
2023-09-25 Kl. 17-18;0.00000;0.32126;0.00000;0.00000;0.00000
2023-09-25 Kl. 18-19;0.00014;0.30425;0.00014;0.00011;0.00014
2023-09-25 Kl. 19-20;0.00014;0.31911;0.00014;0.00011;0.00014
2023-09-25 Kl. 20-21;-0.00023;0.31182;-0.00023;-0.00023;-0.00023
2023-09-25 Kl. 21-22;-0.00869;0.30296;-0.00869;-0.00869;-0.00869
2023-09-25 Kl. 22-23;-0.01910;0.29195;-0.01910;-0.01910;-0.01910
2023-09-25 Kl. 23-00;-0.02859;0.29266;-0.02859;-0.02859;-0.02859
2023-09-26 Kl. 00-01;-0.05130;0.31933;-0.04341;-0.04341;-0.05130
2023-09-26 Kl. 01-02;-0.05335;0.31390;-0.04604;-0.04604;-0.05335
2023-09-26 Kl. 02-03;-0.05438;0.31975;-0.04273;-0.04273;-0.05438
2023-09-26 Kl. 03-04;-0.05438;0.32190;-0.03907;-0.03907;-0.05438
2023-09-26 Kl. 04-05;-0.05438;0.32818;-0.02811;-0.02811;-0.05438
2023-09-26 Kl. 05-06;-0.05484;0.36616;-0.00720;-0.00720;-0.05484
2023-09-26 Kl. 06-07;-0.03645;0.50541;0.01071;0.00857;-0.03645
2023-09-26 Kl. 07-08;-0.00046;0.60166;0.03056;0.02445;-0.00046
2023-09-26 Kl. 08-09;0.01085;0.59710;0.04870;0.03896;0.01085
2023-09-26 Kl. 09-10;0.01628;0.59610;0.06569;0.05255;0.01628
2023-09-26 Kl. 10-11;0.01129;0.58468;0.06998;0.05598;0.01129
2023-09-26 Kl. 11-12;0.00829;0.53683;0.07226;0.05781;0.00829
2023-09-26 Kl. 12-13;0.00585;0.46543;0.07140;0.05712;0.00585
2023-09-26 Kl. 13-14;0.00158;0.42829;0.07155;0.05724;0.00158
2023-09-26 Kl. 14-15;0.00158;0.35574;0.07413;0.05930;0.00158
2023-09-26 Kl. 15-16;0.00014;0.32190;0.08226;0.06581;0.00014
2023-09-26 Kl. 16-17;0.00871;0.31390;0.08598;0.06878;0.00871
2023-09-26 Kl. 17-18;0.01256;0.30861;0.09011;0.07209;0.01256
2023-09-26 Kl. 18-19;0.01443;0.44386;0.07284;0.05827;0.01443
2023-09-26 Kl. 19-20;0.01329;0.42215;0.05626;0.04501;0.01329
2023-09-26 Kl. 20-21;0.01443;0.41701;0.03985;0.03188;0.01443
2023-09-26 Kl. 21-22;0.00000;0.35703;0.02356;0.01885;0.00000
2023-09-26 Kl. 22-23;-0.01074;0.31947;0.00614;0.00491;-0.01074
2023-09-26 Kl. 23-00;-0.03256;0.33333;-0.00046;-0.00046;-0.03256
2023-09-27 Kl. 00-01;-0.05723;0.57964;0.02160;0.01728;-0.05723
2023-09-27 Kl. 01-02;-0.05506;0.55074;0.01674;0.01339;-0.05506
2023-09-27 Kl. 02-03;-0.05666;0.55760;0.01917;0.01534;-0.05666
2023-09-27 Kl. 03-04;-0.05723;0.57606;0.01875;0.01500;-0.05723
2023-09-27 Kl. 04-05;-0.05723;0.59824;0.02018;0.01614;-0.05723
2023-09-27 Kl. 05-06;-0.05735;0.71414;0.03148;0.02518;-0.05735
2023-09-27 Kl. 06-07;-0.05437;0.67636;0.04579;0.03663;-0.05437
2023-09-27 Kl. 07-08;-0.02278;0.77424;0.06066;0.04853;-0.02278
2023-09-27 Kl. 08-09;-0.01030;0.77595;0.07098;0.05678;-0.01030
2023-09-27 Kl. 09-10;-0.01019;0.74463;0.08385;0.06708;-0.01019
2023-09-27 Kl. 10-11;-0.00195;0.74891;0.09873;0.07898;-0.00195
2023-09-27 Kl. 11-12;-0.00973;0.77524;0.08141;0.06513;-0.00973
2023-09-27 Kl. 12-13;-0.01431;0.75005;0.06768;0.05414;-0.01431
2023-09-27 Kl. 13-14;-0.01557;0.75135;0.04708;0.03766;-0.01557
2023-09-27 Kl. 14-15;-0.01511;0.77710;0.04206;0.03365;-0.01511
2023-09-27 Kl. 15-16;-0.01419;0.77996;0.04193;0.03354;-0.01419
2023-09-27 Kl. 16-17;-0.01122;0.78054;0.04679;0.03743;-0.01122
2023-09-27 Kl. 17-18;-0.01076;0.77881;0.05495;0.04396;-0.01076
2023-09-27 Kl. 18-19;-0.01087;0.77825;0.06583;0.05266;-0.01087
2023-09-27 Kl. 19-20;-0.01053;0.77324;0.05938;0.04750;-0.01053
2023-09-27 Kl. 20-21;-0.01053;0.74849;0.04908;0.03926;-0.01053
2023-09-27 Kl. 21-22;-0.01774;0.71443;0.04221;0.03377;-0.01774
2023-09-27 Kl. 22-23;-0.02633;0.74876;0.03263;0.02610;-0.02633
2023-09-27 Kl. 23-00;-0.04338;0.67093;0.02934;0.02347;-0.04338
2023-09-28 Kl. 00-01;-0.01627;0.56829;0.02930;0.02344;-0.01627
2023-09-28 Kl. 01-02;-0.01286;0.31216;0.02816;0.02253;-0.01286
2023-09-28 Kl. 02-03;-0.01411;0.02560;0.02631;0.02105;-0.01411
2023-09-28 Kl. 03-04;-0.01456;0.02304;0.02375;0.01900;-0.01456
2023-09-28 Kl. 04-05;-0.01445;0.02859;0.02944;0.02355;-0.01445
2023-09-28 Kl. 05-06;-0.01604;0.05263;0.05419;0.04335;-0.01604
2023-09-28 Kl. 06-07;-0.01183;0.15245;0.11362;0.09090;-0.01183
2023-09-28 Kl. 07-08;0.00014;0.41328;0.16170;0.12936;0.00014
2023-09-28 Kl. 08-09;0.02574;0.56886;0.17834;0.14267;0.02574
2023-09-28 Kl. 09-10;0.02475;0.46249;0.17593;0.14074;0.02475
2023-09-28 Kl. 10-11;0.03158;0.33691;0.13340;0.10672;0.03158
2023-09-28 Kl. 11-12;0.01806;0.26424;0.13895;0.11116;0.01806
2023-09-28 Kl. 12-13;0.01920;0.20153;0.12558;0.10046;0.01920
2023-09-28 Kl. 13-14;0.01693;0.23152;0.11264;0.09011;0.01693
2023-09-28 Kl. 14-15;0.01138;0.36820;0.08974;0.07179;0.01138
2023-09-28 Kl. 15-16;0.00000;0.55720;0.08291;0.06633;0.00000
2023-09-28 Kl. 16-17;-0.00307;0.58706;0.09101;0.07281;-0.00307
2023-09-28 Kl. 17-18;-0.00762;0.68264;0.08021;0.06417;-0.00762
2023-09-28 Kl. 18-19;0.05390;0.62276;0.05390;0.05643;0.05390
2023-09-28 Kl. 19-20;0.05546;0.61295;0.05959;0.04767;0.05546
2023-09-28 Kl. 20-21;0.03896;0.64495;0.03896;0.03117;0.03896
2023-09-28 Kl. 21-22;0.02389;0.64310;0.02389;0.01911;0.02389
2023-09-28 Kl. 22-23;0.00085;0.66642;0.00085;0.00068;0.00085
2023-09-28 Kl. 23-00;-0.00740;0.64808;-0.00740;-0.00740;-0.00740
2023-09-29 Kl. 00-01;-0.00679;0.76274;-0.00679;-0.00679;-0.00679
2023-09-29 Kl. 01-02;-0.00679;0.72384;-0.00679;-0.00679;-0.00679
2023-09-29 Kl. 02-03;-0.00645;0.70545;-0.00645;-0.00645;-0.00645
2023-09-29 Kl. 03-04;-0.00407;0.57164;-0.00407;-0.00407;-0.00407
2023-09-29 Kl. 04-05;0.00000;0.47416;0.00000;0.00000;0.00000
2023-09-29 Kl. 05-06;0.00114;0.46497;0.02334;0.01867;0.00114
2023-09-29 Kl. 06-07;0.01019;0.62001;0.04923;0.03938;0.01019
2023-09-29 Kl. 07-08;0.02716;0.68155;0.07299;0.05839;0.02716
2023-09-29 Kl. 08-09;0.07073;0.69131;0.09365;0.07492;0.07073
2023-09-29 Kl. 09-10;0.06508;0.70036;0.09930;0.07944;0.06508
2023-09-29 Kl. 10-11;0.05545;0.70036;0.09831;0.07865;0.05545
2023-09-29 Kl. 11-12;0.03381;0.67193;0.09676;0.07741;0.03381
2023-09-29 Kl. 12-13;0.02575;0.67943;0.08841;0.07073;0.02575
2023-09-29 Kl. 13-14;0.02108;0.60375;0.08828;0.07062;0.02108
2023-09-29 Kl. 14-15;0.01301;0.57135;0.08247;0.06598;0.01301
2023-09-29 Kl. 15-16;0.01131;0.56385;0.08247;0.06598;0.01131
2023-09-29 Kl. 16-17;0.01174;0.70843;0.08360;0.06688;0.01174
2023-09-29 Kl. 17-18;0.01189;0.71055;0.08559;0.06847;0.01189
2023-09-29 Kl. 18-19;0.01189;0.46370;0.07484;0.05987;0.01189
2023-09-29 Kl. 19-20;0.01231;0.48733;0.07059;0.05647;0.01231
2023-09-29 Kl. 20-21;0.01019;0.50430;0.05149;0.04119;0.01019
2023-09-29 Kl. 21-22;0.00439;0.39029;0.03720;0.02976;0.00439
2023-09-29 Kl. 22-23;0.00085;0.23638;0.02419;0.01935;0.00085
2023-09-29 Kl. 23-00;0.00043;0.00226;0.00226;0.00181;0.00043
2023-09-30 Kl. 00-01;-0.01146;0.12524;-0.00022;-0.00022;-0.01146
2023-09-30 Kl. 01-02;-0.01191;0.00043;-0.00045;-0.00045;-0.01191
2023-09-30 Kl. 02-03;-0.01202;0.00014;-0.00079;-0.00079;-0.01202
2023-09-30 Kl. 03-04;-0.01224;0.00000;-0.00022;-0.00022;-0.01224
2023-09-30 Kl. 04-05;-0.01235;0.00000;0.00000;0.00000;-0.01235
2023-09-30 Kl. 05-06;-0.01381;0.00014;0.00014;0.00011;-0.01381
2023-09-30 Kl. 06-07;-0.01224;0.00099;0.00099;0.00079;-0.01224
2023-09-30 Kl. 07-08;-0.01179;0.01798;0.01741;0.01393;-0.01179
2023-09-30 Kl. 08-09;-0.01179;0.04128;0.02780;0.02224;-0.01179
2023-09-30 Kl. 09-10;-0.01089;0.05040;0.03005;0.02404;-0.01089
2023-09-30 Kl. 10-11;-0.00955;0.02176;0.02106;0.01685;-0.00955
2023-09-30 Kl. 11-12;-0.00977;0.00056;0.00056;0.00045;-0.00977
2023-09-30 Kl. 12-13;-0.01045;-0.00202;-0.00191;-0.00191;-0.01045
2023-09-30 Kl. 13-14;-0.01235;-0.00314;-0.01235;-0.01235;-0.01235
2023-09-30 Kl. 14-15;-0.01943;0.02864;-0.01943;-0.01943;-0.01943
2023-09-30 Kl. 15-16;-0.01505;0.15359;-0.01505;-0.01505;-0.01505
2023-09-30 Kl. 16-17;-0.01191;0.42090;-0.01191;-0.01191;-0.01191
2023-09-30 Kl. 17-18;-0.00899;0.47580;-0.00899;-0.00899;-0.00899
2023-09-30 Kl. 18-19;-0.00483;0.60469;-0.00483;-0.00483;-0.00483
2023-09-30 Kl. 19-20;-0.00438;0.68598;-0.00438;-0.00438;-0.00438
2023-09-30 Kl. 20-21;-0.00921;0.68906;-0.00921;-0.00921;-0.00921
2023-09-30 Kl. 21-22;-0.01168;0.68949;-0.01168;-0.01168;-0.01168
2023-09-30 Kl. 22-23;-0.01258;0.68962;-0.01258;-0.01258;-0.01258
2023-09-30 Kl. 23-00;-0.01887;0.68990;-0.01887;-0.01887;-0.01887
2023-10-01 Kl. 00-01;-0.02249;0.67355;-0.02249;-0.02249;-0.02249
2023-10-01 Kl. 01-02;-0.02283;0.67157;-0.02283;-0.02283;-0.02283
2023-10-01 Kl. 02-03;-0.02351;0.67228;-0.02351;-0.02351;-0.02351
2023-10-01 Kl. 03-04;-0.02362;0.67440;-0.02362;-0.02362;-0.02362
2023-10-01 Kl. 04-05;-0.02339;0.66352;-0.02339;-0.02339;-0.02339
2023-10-01 Kl. 05-06;-0.02339;0.67030;-0.02339;-0.02339;-0.02339
2023-10-01 Kl. 06-07;-0.02260;0.70633;-0.02260;-0.02260;-0.02260
2023-10-01 Kl. 07-08;-0.02023;0.71084;-0.02023;-0.02023;-0.02023
2023-10-01 Kl. 08-09;-0.01209;0.71184;-0.01209;-0.01209;-0.01209
2023-10-01 Kl. 09-10;-0.00531;0.70718;-0.00181;-0.00181;-0.00531
2023-10-01 Kl. 10-11;-0.00136;0.55828;0.00000;0.00000;-0.00136
2023-10-01 Kl. 11-12;-0.00079;0.26714;0.00551;0.00441;-0.00079
2023-10-01 Kl. 12-13;-0.00249;-0.00011;-0.00057;-0.00057;-0.00249
2023-10-01 Kl. 13-14;-0.02136;-0.02136;-0.02136;-0.02136;-0.02136
2023-10-01 Kl. 14-15;-0.00825;-0.00045;-0.00825;-0.00825;-0.00825
2023-10-01 Kl. 15-16;-0.00181;0.39428;0.02161;0.01729;-0.00181
2023-10-01 Kl. 16-17;0.00014;0.47790;0.04549;0.03639;0.00014
2023-10-01 Kl. 17-18;0.00720;0.70675;0.06766;0.05413;0.00720
2023-10-01 Kl. 18-19;0.01343;0.67779;0.08024;0.06419;0.01343
2023-10-01 Kl. 19-20;0.02034;0.67779;0.08349;0.06679;0.02034
2023-10-01 Kl. 20-21;0.01950;0.70675;0.07035;0.05628;0.01950
2023-10-01 Kl. 21-22;0.01144;0.67313;0.06894;0.05515;0.01144
2023-10-01 Kl. 22-23;-0.00158;0.67142;0.06004;0.04803;-0.00158
2023-10-01 Kl. 23-00;-0.00881;0.65943;0.05071;0.04057;-0.00881
2023-10-02 Kl. 00-01;0.00085;0.65306;0.03941;0.03153;0.00085
2023-10-02 Kl. 01-02;0.00000;0.65716;0.03928;0.03142;0.00000
2023-10-02 Kl. 02-03;-0.00350;0.65660;0.04111;0.03289;-0.00350
2023-10-02 Kl. 03-04;-0.00463;0.65561;0.04450;0.03560;-0.00463
2023-10-02 Kl. 04-05;-0.00350;0.65688;0.05453;0.04362;-0.00350
2023-10-02 Kl. 05-06;0.00014;0.66508;0.07035;0.05628;0.00014
2023-10-02 Kl. 06-07;0.00212;0.69389;0.10566;0.08453;0.00212
2023-10-02 Kl. 07-08;0.02740;0.67483;0.12234;0.10714;0.02740
2023-10-02 Kl. 08-09;0.04365;0.69389;0.10313;0.10668;0.04365
2023-10-02 Kl. 09-10;0.04379;0.69418;0.10383;0.10736;0.04379
2023-10-02 Kl. 10-11;0.04154;0.69404;0.09818;0.10634;0.04154
2023-10-02 Kl. 11-12;0.04125;0.67553;0.10044;0.10623;0.04125
2023-10-02 Kl. 12-13;0.04464;0.67581;0.10185;0.10521;0.04464
2023-10-02 Kl. 13-14;0.03885;0.67694;0.10566;0.10284;0.03885
2023-10-02 Kl. 14-15;0.04040;0.67384;0.09055;0.10013;0.04040
2023-10-02 Kl. 15-16;0.04054;0.67284;0.09140;0.10126;0.04054
2023-10-02 Kl. 16-17;0.09606;0.66013;0.09606;0.10544;0.09606
2023-10-02 Kl. 17-18;0.08786;0.65900;0.09140;0.11188;0.08786
2023-10-02 Kl. 18-19;0.09041;0.66479;0.09168;0.11606;0.09041
2023-10-02 Kl. 19-20;0.08645;0.66211;0.09620;0.11199;0.08645
2023-10-02 Kl. 20-21;0.08631;0.66154;0.09734;0.07787;0.08631
2023-10-02 Kl. 21-22;0.05594;0.65788;0.07077;0.05662;0.05594
2023-10-02 Kl. 22-23;0.03475;0.65279;0.05905;0.04724;0.03475
2023-10-02 Kl. 23-00;0.02105;0.63484;0.04379;0.03503;0.02105
2023-10-03 Kl. 00-01;-0.00621;0.70069;0.04223;0.03378;-0.00621
2023-10-03 Kl. 01-02;-0.01084;0.69984;0.04180;0.03344;-0.01084
2023-10-03 Kl. 02-03;-0.01130;0.69928;0.04180;0.03344;-0.01130
2023-10-03 Kl. 03-04;-0.01141;0.47785;0.04194;0.03355;-0.01141
2023-10-03 Kl. 04-05;-0.01130;0.23794;0.04519;0.03615;-0.01130
2023-10-03 Kl. 05-06;-0.00802;0.06862;0.06228;0.04982;-0.00802
2023-10-03 Kl. 06-07;0.02458;0.08670;0.04236;0.06959;0.02458
2023-10-03 Kl. 07-08;0.05508;0.43804;0.09334;0.11715;0.05508
2023-10-03 Kl. 08-09;0.15081;0.23426;0.11536;0.11206;0.15081
2023-10-03 Kl. 09-10;0.04801;0.04801;0.06961;0.05569;0.04801
2023-10-03 Kl. 10-11;0.02189;0.02189;0.04674;0.03739;0.02189
2023-10-03 Kl. 11-12;0.02866;0.02866;0.04223;0.03378;0.02866
2023-10-03 Kl. 12-13;0.02839;0.02839;0.04208;0.03366;0.02839
2023-10-03 Kl. 13-14;0.01511;0.01511;0.03926;0.03141;0.01511
2023-10-03 Kl. 14-15;0.00099;0.00099;0.03728;0.02982;0.00099
2023-10-03 Kl. 15-16;-0.00102;-0.00102;0.03644;0.03920;-0.00102
2023-10-03 Kl. 16-17;0.00000;0.00000;0.04124;0.03931;0.00000
2023-10-03 Kl. 17-18;0.05423;0.07201;0.07033;0.05626;0.05423
2023-10-03 Kl. 18-19;0.05310;0.23991;0.11735;0.09388;0.05310
2023-10-03 Kl. 19-20;0.05253;0.17171;0.10760;0.08608;0.05253
2023-10-03 Kl. 20-21;0.04886;0.07822;0.07598;0.06078;0.04886
2023-10-03 Kl. 21-22;0.03445;0.05945;0.05775;0.04914;0.03445
2023-10-03 Kl. 22-23;0.02132;0.03911;0.03799;0.03920;0.02132
2023-10-03 Kl. 23-00;0.01031;0.01059;0.01031;0.00825;0.01031
2023-10-04 Kl. 00-01;0.00143;0.00185;0.00185;0.03913;0.00143
2023-10-04 Kl. 01-02;0.00014;0.00029;0.00014;0.02499;0.00014
2023-10-04 Kl. 02-03;-0.00274;-0.00023;-0.00023;0.01027;-0.00274
2023-10-04 Kl. 03-04;-0.00434;-0.00080;-0.00080;0.01027;-0.00434
2023-10-04 Kl. 04-05;-0.00262;-0.00080;-0.00103;0.01027;-0.00262
2023-10-04 Kl. 05-06;-0.00091;-0.00091;-0.00068;0.01015;-0.00091
2023-10-04 Kl. 06-07;0.02239;0.02239;0.02239;0.03971;0.02239
2023-10-04 Kl. 07-08;0.06775;0.06974;0.03494;0.05853;0.06775
2023-10-04 Kl. 08-09;0.07074;0.07288;0.03979;0.05659;0.07074
2023-10-04 Kl. 09-10;0.05861;0.06033;0.04179;0.04906;0.05861
2023-10-04 Kl. 10-11;0.03936;0.04050;0.03936;0.05819;0.03936
2023-10-04 Kl. 11-12;0.02739;0.02824;0.02739;0.03925;0.02739
2023-10-04 Kl. 12-13;0.02111;0.02168;0.02111;0.01711;0.02111
2023-10-04 Kl. 13-14;0.01769;0.01825;0.01769;0.01415;0.01769
2023-10-04 Kl. 14-15;0.01896;0.01954;0.01896;0.01517;0.01896
2023-10-04 Kl. 15-16;0.02025;0.02083;0.02025;0.01620;0.02025
2023-10-04 Kl. 16-17;0.02367;0.03580;0.03480;0.02784;0.02367
2023-10-04 Kl. 17-18;0.02054;0.04664;0.04535;0.03628;0.02054
2023-10-04 Kl. 18-19;0.02524;0.05790;0.04521;0.03617;0.02524
2023-10-04 Kl. 19-20;0.02710;0.03694;0.03594;0.02875;0.02710
2023-10-04 Kl. 20-21;0.02268;0.02339;0.02895;0.02316;0.02268
2023-10-04 Kl. 21-22;0.00185;0.00185;0.00185;0.00148;0.00185
2023-10-04 Kl. 22-23;0.00000;0.00000;0.00014;0.00011;0.00000
2023-10-04 Kl. 23-00;-0.00365;-0.00365;0.00000;0.00000;-0.00365
2023-10-05 Kl. 00-01;0.00000;0.00000;0.00000;0.00000;0.00000
2023-10-05 Kl. 01-02;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035
2023-10-05 Kl. 02-03;-0.00069;-0.00069;-0.00069;-0.00069;-0.00069
2023-10-05 Kl. 03-04;-0.00058;-0.00058;-0.00058;-0.00058;-0.00058
2023-10-05 Kl. 04-05;-0.00012;-0.00012;-0.00012;-0.00012;-0.00012
2023-10-05 Kl. 05-06;0.00159;0.00159;0.00159;0.00127;0.00159
2023-10-05 Kl. 06-07;0.02318;0.04418;0.04289;0.03431;0.02318
2023-10-05 Kl. 07-08;0.07153;0.07369;0.07153;0.05722;0.07153
2023-10-05 Kl. 08-09;0.10045;0.14276;0.10045;0.08036;0.10045
2023-10-05 Kl. 09-10;0.11239;0.11656;0.11239;0.08991;0.11239
2023-10-05 Kl. 10-11;0.10534;0.10851;0.10534;0.08427;0.10534
2023-10-05 Kl. 11-12;0.09915;0.10204;0.09915;0.07932;0.09915
2023-10-05 Kl. 12-13;0.07253;0.14290;0.08174;0.06539;0.07253
2023-10-05 Kl. 13-14;0.05095;0.22392;0.07181;0.05745;0.05095
2023-10-05 Kl. 14-15;0.05080;0.35891;0.07138;0.05710;0.05080
2023-10-05 Kl. 15-16;0.03828;0.41720;0.07484;0.05987;0.03828
2023-10-05 Kl. 16-17;0.04130;0.57493;0.10434;0.08347;0.04130
2023-10-05 Kl. 17-18;0.04850;0.59924;0.11916;0.09533;0.04850
2023-10-05 Kl. 18-19;0.06304;0.74618;0.11413;0.09130;0.06304
2023-10-05 Kl. 19-20;0.07469;0.74574;0.10059;0.08047;0.07469
2023-10-05 Kl. 20-21;0.07210;0.74315;0.07785;0.06228;0.07210
2023-10-05 Kl. 21-22;0.05785;0.71840;0.07066;0.05653;0.05785
2023-10-05 Kl. 22-23;0.04289;0.60299;0.05743;0.04594;0.04289
2023-10-05 Kl. 23-00;0.02504;0.58830;0.04289;0.03431;0.02504
2023-10-06 Kl. 00-01;0.04086;0.62239;0.04086;0.03269;0.04086
2023-10-06 Kl. 01-02;0.03506;0.53269;0.03651;0.02921;0.03506
2023-10-06 Kl. 02-03;0.02783;0.28983;0.03290;0.02632;0.02783
2023-10-06 Kl. 03-04;0.02580;0.14419;0.03464;0.02771;0.02580
2023-10-06 Kl. 04-05;0.02508;0.03985;0.04101;0.03281;0.02508
2023-10-06 Kl. 05-06;0.02464;0.05434;0.05594;0.04475;0.02464
2023-10-06 Kl. 06-07;0.04724;0.07884;0.08115;0.06492;0.04724
2023-10-06 Kl. 07-08;0.07245;0.20316;0.13028;0.10422;0.07245
2023-10-06 Kl. 08-09;0.09796;0.26693;0.14868;0.11894;0.09796
2023-10-06 Kl. 09-10;0.10883;0.16940;0.17448;0.13958;0.10883
2023-10-06 Kl. 10-11;0.09593;0.13883;0.14302;0.11442;0.09593
2023-10-06 Kl. 11-12;0.07245;0.09593;0.09869;0.07895;0.07245
2023-10-06 Kl. 12-13;0.06970;0.06970;0.07188;0.05750;0.06970
2023-10-06 Kl. 13-14;0.01623;0.01623;0.04202;0.03362;0.01623
2023-10-06 Kl. 14-15;0.02058;0.02058;0.02956;0.02365;0.02058
2023-10-06 Kl. 15-16;0.02565;0.02565;0.04159;0.03327;0.02565
2023-10-06 Kl. 16-17;0.03869;0.03985;0.03869;0.03095;0.03869
2023-10-06 Kl. 17-18;0.04101;0.04218;0.04101;0.03281;0.04101
2023-10-06 Kl. 18-19;0.04101;0.04231;0.04101;0.03281;0.04101
2023-10-06 Kl. 19-20;0.02869;0.02956;0.02869;0.02295;0.02869
2023-10-06 Kl. 20-21;0.01653;0.01695;0.01653;0.01322;0.01653
2023-10-06 Kl. 21-22;0.00073;0.00073;0.00073;0.00058;0.00073
2023-10-06 Kl. 22-23;-0.00104;-0.00104;-0.00104;-0.00104;-0.00104
2023-10-06 Kl. 23-00;-0.01391;-0.01391;-0.01391;-0.01391;-0.01391
2023-10-07 Kl. 00-01;-0.02560;-0.02560;-0.03950;-0.03522;-0.02560
2023-10-07 Kl. 01-02;-0.03128;-0.03128;-0.03950;-0.03545;-0.03128
2023-10-07 Kl. 02-03;-0.02954;-0.02954;-0.04205;-0.03579;-0.02954
2023-10-07 Kl. 03-04;-0.02456;-0.02456;-0.04993;-0.03579;-0.02456
2023-10-07 Kl. 04-05;-0.02352;-0.02352;-0.04031;-0.03568;-0.02352
2023-10-07 Kl. 05-06;-0.01402;-0.01402;-0.04390;-0.03568;-0.01402
2023-10-07 Kl. 06-07;-0.00707;-0.00707;-0.03556;-0.03498;-0.00707
2023-10-07 Kl. 07-08;0.00029;0.00029;-0.01923;-0.01923;0.00029
2023-10-07 Kl. 08-09;0.00854;0.00884;-0.00220;-0.00220;0.00854
2023-10-07 Kl. 09-10;0.03418;0.14364;-0.00093;-0.00093;0.03418
2023-10-07 Kl. 10-11;0.03851;0.28931;-0.00104;-0.00104;0.03851
2023-10-07 Kl. 11-12;0.03693;0.27513;-0.00220;-0.00220;0.03693
2023-10-07 Kl. 12-13;0.02969;0.14581;-0.00324;-0.00324;0.02969
2023-10-07 Kl. 13-14;0.00319;0.00319;-0.00440;-0.00440;0.00319
2023-10-07 Kl. 14-15;0.01448;0.01491;-0.00382;-0.00382;0.01448
2023-10-07 Kl. 15-16;0.02621;0.30858;-0.00093;-0.00093;0.02621
2023-10-07 Kl. 16-17;0.02838;0.58441;0.00000;0.00000;0.02838
2023-10-07 Kl. 17-18;0.03345;0.40646;0.00550;0.00440;0.03345
2023-10-07 Kl. 18-19;0.03881;0.40255;0.01724;0.01379;0.03881
2023-10-07 Kl. 19-20;0.04098;0.40646;0.01014;0.00811;0.04098
2023-10-07 Kl. 20-21;0.03983;0.39893;0.00000;0.00000;0.03983
2023-10-07 Kl. 21-22;0.03244;0.40023;-0.00104;-0.00104;0.03244
2023-10-07 Kl. 22-23;0.03011;0.38734;-0.01193;-0.01193;0.03011
2023-10-07 Kl. 23-00;0.02635;0.38329;-0.02270;-0.02270;0.02635
2023-10-08 Kl. 00-01;0.03632;0.40438;-0.01938;-0.01938;0.03632
2023-10-08 Kl. 01-02;0.03690;0.39169;-0.02295;-0.02295;0.03690
2023-10-08 Kl. 02-03;0.03575;0.41014;-0.02353;-0.02353;0.03575
2023-10-08 Kl. 03-04;0.03518;0.41533;-0.02387;-0.02387;0.03518
2023-10-08 Kl. 04-05;0.03604;0.42051;-0.02364;-0.02364;0.03604
2023-10-08 Kl. 05-06;0.02696;0.58601;-0.02076;-0.02076;0.02696
2023-10-08 Kl. 06-07;0.02913;0.67338;-0.01269;-0.01269;0.02913
2023-10-08 Kl. 07-08;0.02884;0.68405;-0.00046;-0.00046;0.02884
2023-10-08 Kl. 08-09;0.03041;0.68390;0.00735;0.00588;0.03041
2023-10-08 Kl. 09-10;0.03619;0.69458;0.01889;0.01511;0.03619
2023-10-08 Kl. 10-11;0.03806;0.71389;0.01960;0.01568;0.03806
2023-10-08 Kl. 11-12;0.03719;0.72311;0.01874;0.01499;0.03719
2023-10-08 Kl. 12-13;0.03632;0.70279;0.01903;0.01522;0.03632
2023-10-08 Kl. 13-14;0.03648;0.71360;0.01946;0.01557;0.03648
2023-10-08 Kl. 14-15;0.03778;0.71418;0.02364;0.01891;0.03778
2023-10-08 Kl. 15-16;0.03763;0.70063;0.03604;0.02883;0.03763
2023-10-08 Kl. 16-17;0.04800;0.70740;0.04800;0.03840;0.04800
