Delivery Start (CET);Delivery End (CET);DK1 Accepted Down Volume (MW);DK1 Accepted Up Volume (MW);DK1 Activated Down Volume (MW);DK1 Activated Up Volume (MW);DK1 Down Price (EUR);DK1 Imbalance Price (EUR);DK1 Up Price (EUR);DK2 Accepted Down Volume (MW);DK2 Accepted Up Volume (MW);DK2 Activated Down Volume (MW);DK2 Activated Up Volume (MW);DK2 Down Price (EUR);DK2 Imbalance Price (EUR);DK2 Up Price (EUR);FI Accepted Down Volume (MW);FI Accepted Up Volume (MW);FI Activated Down Volume (MW);FI Activated Up Volume (MW);FI Down Price (EUR);FI Imbalance Price (EUR);FI Up Price (EUR);SE1 Accepted Down Volume (MW);SE1 Accepted Up Volume (MW);SE1 Activated Down Volume (MW);SE1 Activated Up Volume (MW);SE1 Down Price (EUR);SE1 Imbalance Price (EUR);SE1 Up Price (EUR);SE2 Accepted Down Volume (MW);SE2 Accepted Up Volume (MW);SE2 Activated Down Volume (MW);SE2 Activated Up Volume (MW);SE2 Down Price (EUR);SE2 Imbalance Price (EUR);SE2 Up Price (EUR);SE3 Accepted Down Volume (MW);SE3 Accepted Up Volume (MW);SE3 Activated Down Volume (MW);SE3 Activated Up Volume (MW);SE3 Down Price (EUR);SE3 Imbalance Price (EUR);SE3 Up Price (EUR);SE4 Accepted Down Volume (MW);SE4 Accepted Up Volume (MW);SE4 Activated Down Volume (MW);SE4 Activated Up Volume (MW);SE4 Down Price (EUR);SE4 Imbalance Price (EUR);SE4 Up Price (EUR)
24.01.2025 13:45:00;24.01.2025 14:00:00;;;;;;;;;;;;;;;978;1771;17;0;28;4.81;35.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 14:00:00;24.01.2025 15:00:00;2262;868;220;0;0.23;0.23;23.18;545;684;4;0;27;27;51.36;;;;;;;;1806;413;0;0;23.21;23.21;23.21;2054;84;0;0;24.31;24.31;24.31;457;489;24;0;27;27;31.02;178;35;0;0;27;27;31.79
24.01.2025 14:00:00;24.01.2025 14:15:00;;;;;;;;;;;;;;;993;1884;7;0;27;4.16;32.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 14:15:00;24.01.2025 14:30:00;;;;;;;;;;;;;;;993;1884;7;0;27;4.16;32.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 14:30:00;24.01.2025 14:45:00;;;;;;;;;;;;;;;993;1884;7;0;27;4.16;32.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 14:45:00;24.01.2025 15:00:00;;;;;;;;;;;;;;;993;1884;7;0;27;4.16;32.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 15:00:00;24.01.2025 16:00:00;2263;866;245;0;-6.7;-6.7;23.39;589;772;5;0;28;28;48.45;;;;;;;;1719;432;0;0;22.36;22.36;22.36;2021;87;0;0;24.23;24.23;24.23;464;489;0;0;28;28;28.7;188;35;0;0;28;28;29.72
24.01.2025 15:00:00;24.01.2025 15:15:00;;;;;;;;;;;;;;;1035;1894;1;0;28;12.55;28.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 15:15:00;24.01.2025 15:30:00;;;;;;;;;;;;;;;1035;1894;1;0;28;12.55;28.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 15:30:00;24.01.2025 15:45:00;;;;;;;;;;;;;;;1035;1894;1;0;28;12.55;28.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 15:45:00;24.01.2025 16:00:00;;;;;;;;;;;;;;;1035;1894;1;0;28;12.55;28.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 16:00:00;24.01.2025 17:00:00;2283;858;558;0;-20.1;-20.1;20;589;772;0;0;65.44;65.44;65.44;;;;;;;;1741;430;0;19;22.88;38;38;2033;87;0;7;24.38;38;38;446;505;0;29;28.42;38;38;197;35;0;0;29.22;38;38
24.01.2025 16:00:00;24.01.2025 16:15:00;;;;;;;;;;;;;;;1025;1874;0;12;26.96;121.23;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 16:15:00;24.01.2025 16:30:00;;;;;;;;;;;;;;;1025;1874;0;12;26.96;121.23;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 16:30:00;24.01.2025 16:45:00;;;;;;;;;;;;;;;1025;1874;0;12;26.96;121.23;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 16:45:00;24.01.2025 17:00:00;;;;;;;;;;;;;;;1025;1874;0;12;26.96;121.23;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 17:00:00;24.01.2025 18:00:00;2278;842;0;10;26.9;38;38;585;765;0;0;41.59;41.59;41.59;;;;;;;;1543;873;0;204;19.51;38;38;2034;87;0;16;23;38;38;446;505;0;70;25.88;38;38;209;35;0;27;27.01;38;38
24.01.2025 17:00:00;24.01.2025 17:15:00;;;;;;;;;;;;;;;1039;1865;0;27;23.72;56.11;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 17:15:00;24.01.2025 17:30:00;;;;;;;;;;;;;;;1039;1865;0;27;23.72;56.11;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 17:30:00;24.01.2025 17:45:00;;;;;;;;;;;;;;;1039;1865;0;27;23.72;56.11;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 17:45:00;24.01.2025 18:00:00;;;;;;;;;;;;;;;1039;1865;0;27;23.72;56.11;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 18:00:00;24.01.2025 19:00:00;2227;847;0;10;28.66;38;38;572;805;0;0;30.94;38;38;;;;;;;;1490;860;0;203;18.11;38;38;1994;84;0;15;21.26;38;38;455;507;0;58;24.34;38;38;219;35;0;27;25.53;38;38
24.01.2025 18:00:00;24.01.2025 18:15:00;;;;;;;;;;;;;;;1034;1958;0;68;22.1;38;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 18:15:00;24.01.2025 18:30:00;;;;;;;;;;;;;;;1034;1958;0;68;22.1;38;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 18:30:00;24.01.2025 18:45:00;;;;;;;;;;;;;;;1034;1958;0;68;22.1;38;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 18:45:00;24.01.2025 19:00:00;;;;;;;;;;;;;;;1034;1958;0;68;22.1;38;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 19:00:00;24.01.2025 20:00:00;2108;848;0;8;20.62;29;29;565;766;0;0;41.59;41.59;41.59;;;;;;;;1491;859;0;111;16.39;29;29;1975;95;0;10;19.18;29;29;225;512;0;31;22.21;29;29;221;35;0;0;23.42;29;29
24.01.2025 19:00:00;24.01.2025 19:15:00;;;;;;;;;;;;;;;1066;2000;0;29;20.05;78.29;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 19:15:00;24.01.2025 19:30:00;;;;;;;;;;;;;;;1066;2000;0;29;20.05;78.29;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 19:30:00;24.01.2025 19:45:00;;;;;;;;;;;;;;;1066;2000;0;29;20.05;78.29;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 19:45:00;24.01.2025 20:00:00;;;;;;;;;;;;;;;1066;2000;0;29;20.05;78.29;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 20:00:00;24.01.2025 21:00:00;2077;864;106;0;0.5;0.5;21.1;563;803;11;0;0.5;0.5;37.94;;;;;;;;1500;865;37;0;0.5;0.5;15.6;1811;179;49;0;0.5;0.5;18.25;225;527;50;0;0.5;0.5;21.28;218;35;0;0;0.5;0.5;22.47
24.01.2025 20:00:00;24.01.2025 20:15:00;;;;;;;;;;;;;;;1085;2061;47;0;0.5;-2.03;19.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 20:15:00;24.01.2025 20:30:00;;;;;;;;;;;;;;;1085;2061;47;0;0.5;-2.03;19.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 20:30:00;24.01.2025 20:45:00;;;;;;;;;;;;;;;1085;2061;47;0;0.5;-2.03;19.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 20:45:00;24.01.2025 21:00:00;;;;;;;;;;;;;;;1085;2061;47;0;0.5;-2.03;19.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 21:00:00;24.01.2025 22:00:00;2047;859;131;0;0.5;0.5;20;558;809;21;0;0.5;0.5;29.88;;;;;;;;1060;1310;72;0;0.5;0.5;12.7;1904;199;235;0;0.5;0.5;14.82;216;537;54;0;0.5;0.5;17.3;213;35;0;0;0.5;0.5;18.29
24.01.2025 21:00:00;24.01.2025 21:15:00;;;;;;;;;;;;;;;1024;2096;24;0;0.5;0.5;15.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 21:15:00;24.01.2025 21:30:00;;;;;;;;;;;;;;;1024;2096;24;0;0.5;0.5;15.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 21:30:00;24.01.2025 21:45:00;;;;;;;;;;;;;;;1024;2096;24;0;0.5;0.5;15.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 21:45:00;24.01.2025 22:00:00;;;;;;;;;;;;;;;1024;2096;24;0;0.5;0.5;15.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 22:00:00;24.01.2025 23:00:00;1977;887;365;0;-20.11;-20.11;13.1;547;815;7;0;0.5;0.5;19.05;;;;;;;;749;1571;72;0;0.5;0.5;5.79;1937;193;189;0;0.5;0.5;6.42;225;631;47;0;0.5;0.5;7.16;207;35;0;0;0.5;0.5;7.5
24.01.2025 22:00:00;24.01.2025 22:15:00;;;;;;;;;;;;;;;1007;2189;12;0;0.5;-3.09;6.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 22:15:00;24.01.2025 22:30:00;;;;;;;;;;;;;;;1007;2189;12;0;0.5;-3.09;6.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 22:30:00;24.01.2025 22:45:00;;;;;;;;;;;;;;;1007;2189;12;0;0.5;-3.09;6.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 22:45:00;24.01.2025 23:00:00;;;;;;;;;;;;;;;1007;2189;12;0;0.5;-3.09;6.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 23:00:00;25.01.2025 00:00:00;1977;883;297;0;-20.1;-20.1;10.12;537;815;0;0;17;17;17;;;;;;;;292;2325;72;0;1;1;3.71;1765;321;182;0;1;1;3.86;225;566;47;0;1;1;3.89;201;35;0;0;1;1;3.97
24.01.2025 23:00:00;24.01.2025 23:15:00;;;;;;;;;;;;;;;1060;2228;7;0;1;-5.75;3.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 23:15:00;24.01.2025 23:30:00;;;;;;;;;;;;;;;1060;2228;7;0;1;-5.75;3.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 23:30:00;24.01.2025 23:45:00;;;;;;;;;;;;;;;1060;2228;7;0;1;-5.75;3.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.2025 23:45:00;25.01.2025 00:00:00;;;;;;;;;;;;;;;1060;2228;7;0;1;-5.75;3.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 00:00:00;25.01.2025 01:00:00;2079;869;0;0;16.92;16.92;16.92;898;766;0;0;16.92;17;17;;;;;;;;110;2895;0;206;2.8;17;17;1431;633;0;163;2.82;17;17;161;626;0;57;2.82;17;17;14;35;0;21;2.87;17;17
25.01.2025 00:00:00;25.01.2025 00:15:00;;;;;;;;;;;;;;;1150;2344;0;85;2.79;133.71;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 00:15:00;25.01.2025 00:30:00;;;;;;;;;;;;;;;1150;2344;0;85;2.79;133.71;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 00:30:00;25.01.2025 00:45:00;;;;;;;;;;;;;;;1150;2344;0;85;2.79;133.71;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 00:45:00;25.01.2025 01:00:00;;;;;;;;;;;;;;;1150;2344;0;85;2.79;133.71;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 01:00:00;25.01.2025 02:00:00;2143;850;0;0;21.22;21.22;21.22;888;811;0;0;21.9;21.9;21.9;;;;;;;;105;2895;0;274;2.32;19;19;1358;663;0;201;2.33;19;19;169;636;0;163;2.23;19;19;14;35;0;27;2.25;19;19
25.01.2025 01:00:00;25.01.2025 01:15:00;;;;;;;;;;;;;;;1176;2584;0;121;2.32;50.45;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 01:15:00;25.01.2025 01:30:00;;;;;;;;;;;;;;;1176;2584;0;121;2.32;50.45;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 01:30:00;25.01.2025 01:45:00;;;;;;;;;;;;;;;1176;2584;0;121;2.32;50.45;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 01:45:00;25.01.2025 02:00:00;;;;;;;;;;;;;;;1176;2584;0;121;2.32;50.45;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 02:00:00;25.01.2025 03:00:00;2132;847;0;0;19.89;19.89;19.89;794;821;0;0;38.74;38.74;38.74;;;;;;;;102;2860;0;274;1.51;19;19;1336;706;0;223;1.36;19;19;164;642;0;141;1.02;19;19;14;35;0;0;0.95;19;19
25.01.2025 02:00:00;25.01.2025 02:15:00;;;;;;;;;;;;;;;1270;2598;0;121;1.26;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 02:15:00;25.01.2025 02:30:00;;;;;;;;;;;;;;;1270;2598;0;121;1.26;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 02:30:00;25.01.2025 02:45:00;;;;;;;;;;;;;;;1270;2598;0;121;1.26;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 02:45:00;25.01.2025 03:00:00;;;;;;;;;;;;;;;1270;2598;0;121;1.26;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 03:00:00;25.01.2025 04:00:00;2128;843;0;0;27.26;27.26;27.26;831;821;0;0;27.26;27.26;27.26;;;;;;;;108;2875;0;145;1.31;15;15;1346;697;0;172;1.14;15;15;164;641;0;0;0.74;15;15;14;35;0;0;0.65;15;15
25.01.2025 03:00:00;25.01.2025 03:15:00;;;;;;;;;;;;;;;1334;2597;0;121;1.01;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 03:15:00;25.01.2025 03:30:00;;;;;;;;;;;;;;;1334;2597;0;121;1.01;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 03:30:00;25.01.2025 03:45:00;;;;;;;;;;;;;;;1334;2597;0;121;1.01;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 03:45:00;25.01.2025 04:00:00;;;;;;;;;;;;;;;1334;2597;0;121;1.01;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 04:00:00;25.01.2025 05:00:00;2090;840;0;0;24.59;24.59;24.59;716;826;0;0;24.59;24.59;24.59;;;;;;;;238;2745;0;10;1.29;8;8;1365;754;0;44;1.1;8;8;164;642;0;0;0.68;8;8;14;35;0;0;0.57;8;8
25.01.2025 04:00:00;25.01.2025 04:15:00;;;;;;;;;;;;;;;1377;2595;0;91;0.97;74.61;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 04:15:00;25.01.2025 04:30:00;;;;;;;;;;;;;;;1377;2595;0;91;0.97;74.61;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 04:30:00;25.01.2025 04:45:00;;;;;;;;;;;;;;;1377;2595;0;91;0.97;74.61;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 04:45:00;25.01.2025 05:00:00;;;;;;;;;;;;;;;1377;2595;0;91;0.97;74.61;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 05:00:00;25.01.2025 06:00:00;2058;852;0;8;21.21;33;33;728;815;0;0;21.21;21.21;21.21;;;;;;;;209;2812;0;10;1.1;8;8;1453;592;0;44;0.9;8;8;164;632;0;0;0.41;8;8;14;35;0;0;0.3;8;8
25.01.2025 05:00:00;25.01.2025 05:15:00;;;;;;;;;;;;;;;1424;2592;0;91;0.74;62.9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 05:15:00;25.01.2025 05:30:00;;;;;;;;;;;;;;;1424;2592;0;91;0.74;62.9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 05:30:00;25.01.2025 05:45:00;;;;;;;;;;;;;;;1424;2592;0;91;0.74;62.9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 05:45:00;25.01.2025 06:00:00;;;;;;;;;;;;;;;1424;2592;0;91;0.74;62.9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 06:00:00;25.01.2025 07:00:00;2109;848;0;0;29.8;33;33;598;757;0;0;29.8;29.8;29.8;;;;;;;;119;2908;0;10;1.49;8;8;1415;671;0;20;1.35;8;8;180;587;0;0;1.04;8;8;14;35;0;0;0.99;8;8
25.01.2025 06:00:00;25.01.2025 06:15:00;;;;;;;;;;;;;;;1458;2559;0;31;1.25;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 06:15:00;25.01.2025 06:30:00;;;;;;;;;;;;;;;1458;2559;0;31;1.25;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 06:30:00;25.01.2025 06:45:00;;;;;;;;;;;;;;;1458;2559;0;31;1.25;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 06:45:00;25.01.2025 07:00:00;;;;;;;;;;;;;;;1458;2559;0;31;1.25;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 07:00:00;25.01.2025 08:00:00;2216;815;0;0;47.14;47.14;47.14;546;678;0;0;47.14;47.14;47.14;;;;;;;;110;2892;0;0;2.22;2.22;2.22;1503;564;0;0;2.16;2.16;2.16;190;568;0;0;2.13;2.13;2.13;72;35;0;0;2.17;2.17;2.17
25.01.2025 07:00:00;25.01.2025 07:15:00;;;;;;;;;;;;;;;1461;2586;0;0;2.22;2.22;2.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 07:15:00;25.01.2025 07:30:00;;;;;;;;;;;;;;;1461;2586;0;0;2.22;2.22;2.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 07:30:00;25.01.2025 07:45:00;;;;;;;;;;;;;;;1461;2586;0;0;2.22;2.22;2.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 07:45:00;25.01.2025 08:00:00;;;;;;;;;;;;;;;1461;2586;0;0;2.22;2.22;2.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 08:00:00;25.01.2025 09:00:00;2243;779;0;0;59.9;59.9;59.9;454;758;0;0;73.59;73.59;73.59;;;;;;;;165;2892;0;0;2.79;2.79;2.79;1565;488;0;0;2.84;2.84;2.84;205;568;0;0;2.85;2.85;2.85;67;35;0;0;2.93;2.93;2.93
25.01.2025 08:00:00;25.01.2025 08:15:00;;;;;;;;;;;;;;;1467;2514;0;0;2.79;2.79;2.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 08:15:00;25.01.2025 08:30:00;;;;;;;;;;;;;;;1467;2514;0;0;2.79;2.79;2.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 08:30:00;25.01.2025 08:45:00;;;;;;;;;;;;;;;1467;2514;0;0;2.79;2.79;2.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 08:45:00;25.01.2025 09:00:00;;;;;;;;;;;;;;;1467;2514;0;0;2.79;2.79;2.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 09:00:00;25.01.2025 10:00:00;2272;785;0;0;66.64;66.64;66.64;366;758;0;0;87.31;87.31;87.31;;;;;;;;169;2977;0;0;3.07;3.07;3.07;1577;475;0;0;3.17;3.17;3.17;218;545;0;0;3.28;3.28;3.28;101;35;0;0;3.38;3.38;3.38
25.01.2025 09:00:00;25.01.2025 09:15:00;;;;;;;;;;;;;;;1488;2505;0;0;3.07;3.07;3.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 09:15:00;25.01.2025 09:30:00;;;;;;;;;;;;;;;1488;2505;0;0;3.07;3.07;3.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 09:30:00;25.01.2025 09:45:00;;;;;;;;;;;;;;;1488;2505;0;0;3.07;3.07;3.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 09:45:00;25.01.2025 10:00:00;;;;;;;;;;;;;;;1488;2505;0;0;3.07;3.07;3.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 10:00:00;25.01.2025 11:00:00;2375;613;0;0;79.17;79.17;79.17;174;747;0;0;86.32;86.32;86.32;;;;;;;;160;2988;0;0;2.91;2.91;2.91;1505;518;0;0;2.93;2.93;2.93;162;623;0;0;10.09;10.09;10.09;86;35;0;0;16.66;16.66;16.66
25.01.2025 10:00:00;25.01.2025 10:15:00;;;;;;;;;;;;;;;1499;2524;0;0;2.91;2.91;2.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 10:15:00;25.01.2025 10:30:00;;;;;;;;;;;;;;;1499;2524;0;0;2.91;2.91;2.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 10:30:00;25.01.2025 10:45:00;;;;;;;;;;;;;;;1499;2524;0;0;2.91;2.91;2.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 10:45:00;25.01.2025 11:00:00;;;;;;;;;;;;;;;1499;2524;0;0;2.91;2.91;2.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 11:00:00;25.01.2025 12:00:00;2231;592;0;0;72.27;72.27;72.27;148;715;0;0;88.15;88.15;88.15;;;;;;;;166;2995;0;0;2.74;2.74;2.74;1449;536;0;0;2.77;2.77;2.77;170;624;0;0;16.84;16.84;16.84;60;8;0;0;29.77;29.77;29.77
25.01.2025 11:00:00;25.01.2025 11:15:00;;;;;;;;;;;;;;;1481;2486;0;0;2.75;2.75;2.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 11:15:00;25.01.2025 11:30:00;;;;;;;;;;;;;;;1481;2486;0;0;2.75;2.75;2.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 11:30:00;25.01.2025 11:45:00;;;;;;;;;;;;;;;1481;2486;0;0;2.75;2.75;2.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 11:45:00;25.01.2025 12:00:00;;;;;;;;;;;;;;;1481;2486;0;0;2.75;2.75;2.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 12:00:00;25.01.2025 13:00:00;2153;645;0;0;81.82;81.82;81.82;114;762;0;0;82.55;82.55;82.55;;;;;;;;132;2995;0;0;2.95;2.95;2.95;1409;604;0;0;3.06;3.06;3.06;173;483;0;0;18.66;18.66;18.66;45;8;0;0;32.62;32.62;32.62
25.01.2025 12:00:00;25.01.2025 12:15:00;;;;;;;;;;;;;;;1470;2489;0;0;2.95;2.95;2.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 12:15:00;25.01.2025 12:30:00;;;;;;;;;;;;;;;1470;2489;0;0;2.95;2.95;2.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 12:30:00;25.01.2025 12:45:00;;;;;;;;;;;;;;;1470;2489;0;0;2.95;2.95;2.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 12:45:00;25.01.2025 13:00:00;;;;;;;;;;;;;;;1470;2489;0;0;2.95;2.95;2.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 13:00:00;25.01.2025 14:00:00;2163;544;113;0;25;25;81.98;130;735;7;0;25;25;81.98;;;;;;;;138;2995;0;0;2.61;2.61;2.61;1402;668;0;0;2.63;2.63;2.63;217;559;0;0;18.35;18.35;18.35;45;8;0;0;25;25;33.26
25.01.2025 13:00:00;25.01.2025 13:15:00;;;;;;;;;;;;;;;1462;2482;0;0;2.61;2.61;2.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 13:15:00;25.01.2025 13:30:00;;;;;;;;;;;;;;;1462;2482;0;0;2.61;2.61;2.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 13:30:00;25.01.2025 13:45:00;;;;;;;;;;;;;;;1462;2482;0;0;2.61;2.61;2.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 13:45:00;25.01.2025 14:00:00;;;;;;;;;;;;;;;1462;2482;0;0;2.61;2.61;2.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 14:00:00;25.01.2025 15:00:00;2265;546;119;0;25;25;85.09;162;740;7;0;25;25;89;;;;;;;;131;2995;0;0;2.6;2.6;2.6;1294;779;0;0;2.57;2.57;2.57;217;503;0;0;18.31;18.31;18.31;45;8;0;0;25;25;33.06
25.01.2025 14:00:00;25.01.2025 14:15:00;;;;;;;;;;;;;;;1503;2919;0;0;2.51;2.51;2.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 14:15:00;25.01.2025 14:30:00;;;;;;;;;;;;;;;1503;2919;0;0;2.51;2.51;2.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 14:30:00;25.01.2025 14:45:00;;;;;;;;;;;;;;;1503;2919;0;0;2.51;2.51;2.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 14:45:00;25.01.2025 15:00:00;;;;;;;;;;;;;;;1503;2919;0;0;2.51;2.51;2.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 15:00:00;25.01.2025 16:00:00;2384;557;0;17;103.54;137.71;137.71;190;738;0;38;111.07;137.71;137.71;;;;;;;;263;2808;0;0;2.36;2.36;2.36;1304;756;0;0;2.26;2.26;2.26;218;465;0;0;18.36;18.36;18.36;48;8;0;0;33.9;33.9;33.9
25.01.2025 15:00:00;25.01.2025 15:15:00;;;;;;;;;;;;;;;1502;2903;0;0;2.16;2.16;2.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 15:15:00;25.01.2025 15:30:00;;;;;;;;;;;;;;;1502;2903;0;0;2.16;2.16;2.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 15:30:00;25.01.2025 15:45:00;;;;;;;;;;;;;;;1502;2903;0;0;2.16;2.16;2.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.2025 15:45:00;25.01.2025 16:00:00;;;;;;;;;;;;;;;1502;2903;0;0;2.16;2.16;2.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
