Delivery Start (CET);Delivery End (CET);DK1 Accepted Down Volume (MW);DK1 Accepted Up Volume (MW);DK1 Activated Down Volume (MW);DK1 Activated Up Volume (MW);DK1 Down Price (EUR);DK1 Imbalance Price (EUR);DK1 Up Price (EUR);DK2 Accepted Down Volume (MW);DK2 Accepted Up Volume (MW);DK2 Activated Down Volume (MW);DK2 Activated Up Volume (MW);DK2 Down Price (EUR);DK2 Imbalance Price (EUR);DK2 Up Price (EUR);FI Accepted Down Volume (MW);FI Accepted Up Volume (MW);FI Activated Down Volume (MW);FI Activated Up Volume (MW);FI Down Price (EUR);FI Imbalance Price (EUR);FI Up Price (EUR);SE1 Accepted Down Volume (MW);SE1 Accepted Up Volume (MW);SE1 Activated Down Volume (MW);SE1 Activated Up Volume (MW);SE1 Down Price (EUR);SE1 Imbalance Price (EUR);SE1 Up Price (EUR);SE2 Accepted Down Volume (MW);SE2 Accepted Up Volume (MW);SE2 Activated Down Volume (MW);SE2 Activated Up Volume (MW);SE2 Down Price (EUR);SE2 Imbalance Price (EUR);SE2 Up Price (EUR);SE3 Accepted Down Volume (MW);SE3 Accepted Up Volume (MW);SE3 Activated Down Volume (MW);SE3 Activated Up Volume (MW);SE3 Down Price (EUR);SE3 Imbalance Price (EUR);SE3 Up Price (EUR);SE4 Accepted Down Volume (MW);SE4 Accepted Up Volume (MW);SE4 Activated Down Volume (MW);SE4 Activated Up Volume (MW);SE4 Down Price (EUR);SE4 Imbalance Price (EUR);SE4 Up Price (EUR)
01.01.2025 00:00:00;01.01.2025 01:00:00;1950;874;37;0;2;2;2.16;706;744;13;0;2;2;2.54;;;;;;;;724;1728;10;0;2;2;4.88;1061;837;5;0;2;2;4.55;218;495;0;0;2;2;3.16;99;8;0;0;2;2;2.67
01.01.2025 00:00:00;01.01.2025 00:15:00;;;;;;;;;;;;;;;767;2087;2;0;2;-15;4.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 00:15:00;01.01.2025 00:30:00;;;;;;;;;;;;;;;767;2087;2;0;2;-15;4.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 00:30:00;01.01.2025 00:45:00;;;;;;;;;;;;;;;767;2087;2;0;2;-15;4.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 00:45:00;01.01.2025 01:00:00;;;;;;;;;;;;;;;767;2087;2;0;2;-15;4.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 01:00:00;01.01.2025 02:00:00;1829;883;0;0;1.6;1.6;1.6;355;744;0;0;1.93;1.93;1.93;;;;;;;;339;1654;10;0;2;2;3.97;1001;896;5;0;2;2;3.69;218;495;0;0;2;2;2.47;99;8;0;0;2;2;2.04
01.01.2025 01:00:00;01.01.2025 01:15:00;;;;;;;;;;;;;;;773;2040;42;0;2;-13.24;3.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 01:15:00;01.01.2025 01:30:00;;;;;;;;;;;;;;;773;2040;42;0;2;-13.24;3.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 01:30:00;01.01.2025 01:45:00;;;;;;;;;;;;;;;773;2040;42;0;2;-13.24;3.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 01:45:00;01.01.2025 02:00:00;;;;;;;;;;;;;;;773;2040;42;0;2;-13.24;3.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 02:00:00;01.01.2025 03:00:00;1588;887;0;0;1.63;1.63;1.63;218;744;0;0;1.93;1.93;1.93;;;;;;;;305;1842;10;0;2;2;3.82;1025;881;5;0;2;2;3.55;219;495;0;0;2;2;2.44;99;8;0;0;2;2;2.04
01.01.2025 02:00:00;01.01.2025 02:15:00;;;;;;;;;;;;;;;714;2034;47;0;2;-8.26;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 02:15:00;01.01.2025 02:30:00;;;;;;;;;;;;;;;714;2034;47;0;2;-8.26;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 02:30:00;01.01.2025 02:45:00;;;;;;;;;;;;;;;714;2034;47;0;2;-8.26;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 02:45:00;01.01.2025 03:00:00;;;;;;;;;;;;;;;714;2034;47;0;2;-8.26;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 03:00:00;01.01.2025 04:00:00;1509;888;0;0;1.09;1.09;1.09;205;744;0;0;1.43;1.43;1.43;;;;;;;;299;1859;0;0;3;3;3.49;867;1020;0;0;3;3;3.19;218;495;0;0;1.98;1.98;1.98;98;8;0;0;1.54;1.54;1.54
01.01.2025 03:00:00;01.01.2025 03:15:00;;;;;;;;;;;;;;;751;2035;3;0;3;-10.77;3.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 03:15:00;01.01.2025 03:30:00;;;;;;;;;;;;;;;751;2035;3;0;3;-10.77;3.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 03:30:00;01.01.2025 03:45:00;;;;;;;;;;;;;;;751;2035;3;0;3;-10.77;3.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 03:45:00;01.01.2025 04:00:00;;;;;;;;;;;;;;;751;2035;3;0;3;-10.77;3.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 04:00:00;01.01.2025 05:00:00;1488;893;0;0;0.47;0.47;0.47;218;744;0;0;1.04;1.04;1.04;;;;;;;;297;1858;0;0;3;3;3.46;910;982;0;0;3;3;3.15;217;495;0;0;1.79;1.79;1.79;97;8;0;0;1.18;1.18;1.18
01.01.2025 04:00:00;01.01.2025 04:15:00;;;;;;;;;;;;;;;671;2014;2;0;3;-9.16;3.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 04:15:00;01.01.2025 04:30:00;;;;;;;;;;;;;;;671;2014;2;0;3;-9.16;3.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 04:30:00;01.01.2025 04:45:00;;;;;;;;;;;;;;;671;2014;2;0;3;-9.16;3.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 04:45:00;01.01.2025 05:00:00;;;;;;;;;;;;;;;671;2014;2;0;3;-9.16;3.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 05:00:00;01.01.2025 06:00:00;1571;913;0;0;0;0;0;392;744;0;0;2.28;2.28;2.28;;;;;;;;453;1669;0;0;3.89;3.89;3.89;986;895;0;0;3.68;3.68;3.68;212;495;0;0;2.71;2.71;2.71;97;8;0;0;2.38;2.38;2.38
01.01.2025 05:00:00;01.01.2025 05:15:00;;;;;;;;;;;;;;;677;2017;0;0;3.88;3.88;3.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 05:15:00;01.01.2025 05:30:00;;;;;;;;;;;;;;;677;2017;0;0;3.88;3.88;3.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 05:30:00;01.01.2025 05:45:00;;;;;;;;;;;;;;;677;2017;0;0;3.88;3.88;3.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 05:45:00;01.01.2025 06:00:00;;;;;;;;;;;;;;;677;2017;0;0;3.88;3.88;3.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 06:00:00;01.01.2025 07:00:00;1730;868;0;0;0.76;0.76;0.76;411;740;0;0;1.15;1.15;1.15;;;;;;;;298;1759;5;0;2;2;3.54;1020;887;2;0;2;2;3.21;212;495;0;0;1.78;1.78;1.78;109;8;0;0;1.29;1.29;1.29
01.01.2025 06:00:00;01.01.2025 06:15:00;;;;;;;;;;;;;;;695;2022;10;0;2;-20.09;20.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 06:15:00;01.01.2025 06:30:00;;;;;;;;;;;;;;;695;2022;10;0;2;-20.09;20.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 06:30:00;01.01.2025 06:45:00;;;;;;;;;;;;;;;695;2022;10;0;2;-20.09;20.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 06:45:00;01.01.2025 07:00:00;;;;;;;;;;;;;;;695;2022;10;0;2;-20.09;20.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 07:00:00;01.01.2025 08:00:00;1859;875;270;0;-16.08;-16.08;0.79;628;740;18;0;-16.08;-16.08;1.35;;;;;;;;419;1611;15;0;-1.98;-1.98;3.83;1066;877;93;0;-1.98;-1.98;3.48;212;495;0;0;-1.98;-1.98;2.03;143;8;0;0;-1.98;-1.98;1.49
01.01.2025 07:00:00;01.01.2025 07:15:00;;;;;;;;;;;;;;;730;1910;120;0;-1.98;-6.94;36.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 07:15:00;01.01.2025 07:30:00;;;;;;;;;;;;;;;730;1910;120;0;-1.98;-6.94;36.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 07:30:00;01.01.2025 07:45:00;;;;;;;;;;;;;;;730;1910;120;0;-1.98;-6.94;36.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 07:45:00;01.01.2025 08:00:00;;;;;;;;;;;;;;;730;1910;120;0;-1.98;-6.94;36.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 08:00:00;01.01.2025 09:00:00;1936;862;99;0;-1;-1;1.89;579;711;13;0;-1;-1;2.26;;;;;;;;433;1222;29;0;-1;-1;4.67;1176;783;156;0;-1;-1;4.32;171;500;5;0;-1;-1;2.92;192;8;0;0;-1;-1;2.4
01.01.2025 08:00:00;01.01.2025 08:15:00;;;;;;;;;;;;;;;823;1866;255;0;-1;-1;41.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 08:15:00;01.01.2025 08:30:00;;;;;;;;;;;;;;;823;1866;255;0;-1;-1;41.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 08:30:00;01.01.2025 08:45:00;;;;;;;;;;;;;;;823;1866;255;0;-1;-1;41.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 08:45:00;01.01.2025 09:00:00;;;;;;;;;;;;;;;823;1866;255;0;-1;-1;41.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 09:00:00;01.01.2025 10:00:00;1828;858;71;0;0;0;2.12;717;757;18;0;0;0;2.54;;;;;;;;475;1231;10;0;0;0;5.15;1415;534;187;0;0;0;4.77;171;570;5;0;0;0;3.27;189;8;0;0;0;0;2.7
01.01.2025 09:00:00;01.01.2025 09:15:00;;;;;;;;;;;;;;;800;1849;255;0;0;-8.92;52.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 09:15:00;01.01.2025 09:30:00;;;;;;;;;;;;;;;800;1849;255;0;0;-8.92;52.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 09:30:00;01.01.2025 09:45:00;;;;;;;;;;;;;;;800;1849;255;0;0;-8.92;52.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 09:45:00;01.01.2025 10:00:00;;;;;;;;;;;;;;;800;1849;255;0;0;-8.92;52.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 10:00:00;01.01.2025 11:00:00;1828;854;97;0;-2;-2;3.54;673;760;13;0;-2;-2;3.54;;;;;;;;835;1225;32;0;-2;-2;6.04;1416;541;325;0;-2;-2;5.89;171;520;5;0;-2;-2;4.29;187;8;0;0;-2;-2;3.7
01.01.2025 10:00:00;01.01.2025 10:15:00;;;;;;;;;;;;;;;879;1662;322;0;-2;-2;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 10:15:00;01.01.2025 10:30:00;;;;;;;;;;;;;;;879;1662;322;0;-2;-2;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 10:30:00;01.01.2025 10:45:00;;;;;;;;;;;;;;;879;1662;322;0;-2;-2;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 10:45:00;01.01.2025 11:00:00;;;;;;;;;;;;;;;879;1662;322;0;-2;-2;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 11:00:00;01.01.2025 12:00:00;1881;865;76;0;-1;-1;3.7;718;757;18;0;-1;-1;3.7;;;;;;;;852;1222;45;0;-1;-1;6.07;1571;538;285;0;-1;-1;5.98;146;520;5;0;-1;-1;4.43;179;8;0;0;-1;-1;3.86
01.01.2025 11:00:00;01.01.2025 11:15:00;;;;;;;;;;;;;;;851;1594;348;0;-1.98;-1.98;79.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 11:15:00;01.01.2025 11:30:00;;;;;;;;;;;;;;;851;1594;348;0;-1.98;-1.98;79.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 11:30:00;01.01.2025 11:45:00;;;;;;;;;;;;;;;851;1594;348;0;-1.98;-1.98;79.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 11:45:00;01.01.2025 12:00:00;;;;;;;;;;;;;;;851;1594;348;0;-1.98;-1.98;79.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 12:00:00;01.01.2025 13:00:00;1860;941;23;0;2;2;3.75;671;741;7;0;2;2;3.75;;;;;;;;982;1219;1;0;2;2;6.05;1625;556;7;0;2;2;5.9;151;570;1;0;2;2;4.44;173;8;0;0;2;2;3.9
01.01.2025 12:00:00;01.01.2025 12:15:00;;;;;;;;;;;;;;;724;1584;230;0;2;2;77.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 12:15:00;01.01.2025 12:30:00;;;;;;;;;;;;;;;724;1584;230;0;2;2;77.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 12:30:00;01.01.2025 12:45:00;;;;;;;;;;;;;;;724;1584;230;0;2;2;77.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 12:45:00;01.01.2025 13:00:00;;;;;;;;;;;;;;;724;1584;230;0;2;2;77.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 13:00:00;01.01.2025 14:00:00;1787;940;0;0;3.81;3.81;3.81;716;732;0;0;3.81;3.81;3.81;;;;;;;;1028;1164;0;0;6.12;6.12;6.12;1670;472;0;0;5.94;5.94;5.94;151;569;0;0;4.5;4.5;4.5;163;8;0;0;3.96;3.96;3.96
01.01.2025 13:00:00;01.01.2025 13:15:00;;;;;;;;;;;;;;;696;1553;0;44;80;120;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 13:15:00;01.01.2025 13:30:00;;;;;;;;;;;;;;;696;1553;0;44;80;120;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 13:30:00;01.01.2025 13:45:00;;;;;;;;;;;;;;;696;1553;0;44;80;120;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 13:45:00;01.01.2025 14:00:00;;;;;;;;;;;;;;;696;1553;0;44;80;120;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 14:00:00;01.01.2025 15:00:00;1957;886;10;0;4.5;4.5;5.37;663;747;3;0;4.5;4.5;5.37;;;;;;;;1071;1319;2;0;4.5;4.5;7.31;1638;436;2;0;4.5;4.5;7.28;162;560;1;0;4.5;4.5;5.99;156;8;0;0;4.5;4.5;5.5
01.01.2025 14:00:00;01.01.2025 14:15:00;;;;;;;;;;;;;;;760;1513;159;0;4.5;4.5;85.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 14:15:00;01.01.2025 14:30:00;;;;;;;;;;;;;;;760;1513;159;0;4.5;4.5;85.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 14:30:00;01.01.2025 14:45:00;;;;;;;;;;;;;;;760;1513;159;0;4.5;4.5;85.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 14:45:00;01.01.2025 15:00:00;;;;;;;;;;;;;;;760;1513;159;0;4.5;4.5;85.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 15:00:00;01.01.2025 16:00:00;2027;838;200;0;-8.74;-8.74;12.28;724;717;71;0;-8.74;-8.74;12.28;;;;;;;;1202;1219;5;0;4.5;4.5;11.53;1909;209;22;0;4.5;4.5;12.37;162;560;15;0;4.5;4.5;12.26;148;8;0;0;4.5;4.5;12.28
01.01.2025 15:00:00;01.01.2025 15:15:00;;;;;;;;;;;;;;;809;1486;289;0;7;7;93.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 15:15:00;01.01.2025 15:30:00;;;;;;;;;;;;;;;809;1486;289;0;7;7;93.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 15:30:00;01.01.2025 15:45:00;;;;;;;;;;;;;;;809;1486;289;0;7;7;93.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 15:45:00;01.01.2025 16:00:00;;;;;;;;;;;;;;;809;1486;289;0;7;7;93.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 16:00:00;01.01.2025 17:00:00;2130;837;95;0;-2;-2;19.72;683;679;20;0;-2;-2;19.4;;;;;;;;1239;876;126;0;-2;-2;16.59;1907;180;404;0;-2;-2;17.85;180;560;36;0;-2;-2;18.84;161;8;0;0;-2;-2;19.29
01.01.2025 16:00:00;01.01.2025 16:15:00;;;;;;;;;;;;;;;856;1481;207;61;7;7;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 16:15:00;01.01.2025 16:30:00;;;;;;;;;;;;;;;856;1481;207;61;7;7;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 16:30:00;01.01.2025 16:45:00;;;;;;;;;;;;;;;856;1481;207;61;7;7;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 16:45:00;01.01.2025 17:00:00;;;;;;;;;;;;;;;856;1481;207;61;7;7;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 17:00:00;01.01.2025 18:00:00;2177;816;165;0;-4.83;-4.83;22.18;758;679;70;0;-4.83;-4.83;21.63;;;;;;;;1238;876;223;0;-4.83;-4.83;17.59;1910;179;680;0;-4.83;-4.83;18.87;186;560;40;0;-4.83;-4.83;20.69;178;8;0;0;-4.83;-4.83;21.43
01.01.2025 17:00:00;01.01.2025 17:15:00;;;;;;;;;;;;;;;746;1462;126;0;-4.83;-4.83;99.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 17:15:00;01.01.2025 17:30:00;;;;;;;;;;;;;;;746;1462;126;0;-4.83;-4.83;99.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 17:30:00;01.01.2025 17:45:00;;;;;;;;;;;;;;;746;1462;126;0;-4.83;-4.83;99.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 17:45:00;01.01.2025 18:00:00;;;;;;;;;;;;;;;746;1462;126;0;-4.83;-4.83;99.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 18:00:00;01.01.2025 19:00:00;2092;849;186;0;-3.62;-3.62;17.44;779;679;70;0;-3.62;-3.62;17.03;;;;;;;;1145;811;224;0;-3.62;-3.62;13.84;1816;417;505;0;-3.62;-3.62;14.98;210;484;57;0;-3.62;-3.62;16.31;186;8;0;0;-3.62;-3.62;16.88
01.01.2025 18:00:00;01.01.2025 18:15:00;;;;;;;;;;;;;;;820;1431;305;0;-3.62;-3.62;101.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 18:15:00;01.01.2025 18:30:00;;;;;;;;;;;;;;;820;1431;305;0;-3.62;-3.62;101.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 18:30:00;01.01.2025 18:45:00;;;;;;;;;;;;;;;820;1431;305;0;-3.62;-3.62;101.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 18:45:00;01.01.2025 19:00:00;;;;;;;;;;;;;;;820;1431;305;0;-3.62;-3.62;101.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 19:00:00;01.01.2025 20:00:00;1955;863;152;0;-3.62;-3.62;10.2;824;706;67;0;-3.62;-3.62;10.13;;;;;;;;1202;1088;67;0;-3.62;-3.62;9.55;1764;430;425;0;-3.62;-3.62;9.78;211;484;58;0;-3.62;-3.62;10;183;8;0;0;-3.62;-3.62;10.11
01.01.2025 19:00:00;01.01.2025 19:15:00;;;;;;;;;;;;;;;743;1483;245;0;-3.62;-3.62;92.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 19:15:00;01.01.2025 19:30:00;;;;;;;;;;;;;;;743;1483;245;0;-3.62;-3.62;92.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 19:30:00;01.01.2025 19:45:00;;;;;;;;;;;;;;;743;1483;245;0;-3.62;-3.62;92.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 19:45:00;01.01.2025 20:00:00;;;;;;;;;;;;;;;743;1483;245;0;-3.62;-3.62;92.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 20:00:00;01.01.2025 21:00:00;1863;871;280;0;-20;-20;8;823;706;168;0;-20;-20;8;;;;;;;;1161;1096;65;0;-3.57;-3.57;8.25;1686;329;405;0;-3.57;-3.57;8.21;190;484;48;0;-3.57;-3.57;8.07;181;8;0;0;-3.57;-3.57;8.01
01.01.2025 20:00:00;01.01.2025 20:15:00;;;;;;;;;;;;;;;771;1535;304;0;-3.57;-4.77;89.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 20:15:00;01.01.2025 20:30:00;;;;;;;;;;;;;;;771;1535;304;0;-3.57;-4.77;89.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 20:30:00;01.01.2025 20:45:00;;;;;;;;;;;;;;;771;1535;304;0;-3.57;-4.77;89.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 20:45:00;01.01.2025 21:00:00;;;;;;;;;;;;;;;771;1535;304;0;-3.57;-4.77;89.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 21:00:00;01.01.2025 22:00:00;1754;901;0;15;6.73;30.5;30.5;786;706;81;0;-6.85;-6.85;6.73;;;;;;;;1083;1198;103;0;-6.85;-6.85;7.27;1792;286;618;0;-6.85;-6.85;7.19;179;484;48;0;-6.85;-6.85;6.88;178;8;0;0;-6.85;-6.85;6.76
01.01.2025 21:00:00;01.01.2025 21:15:00;;;;;;;;;;;;;;;696;1527;68;0;25;9.23;106.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 21:15:00;01.01.2025 21:30:00;;;;;;;;;;;;;;;696;1527;68;0;25;9.23;106.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 21:30:00;01.01.2025 21:45:00;;;;;;;;;;;;;;;696;1527;68;0;25;9.23;106.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 21:45:00;01.01.2025 22:00:00;;;;;;;;;;;;;;;696;1527;68;0;25;9.23;106.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 22:00:00;01.01.2025 23:00:00;1728;892;0;15;10.05;32;32;766;706;42;0;-5;-5;9.84;;;;;;;;1047;1195;54;0;-5;-5;9.01;1785;310;362;0;-5;-5;9.26;189;484;48;0;-5;-5;9.64;168;8;0;0;-5;-5;9.8
01.01.2025 22:00:00;01.01.2025 22:15:00;;;;;;;;;;;;;;;714;1550;191;0;15;11.8;106.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 22:15:00;01.01.2025 22:30:00;;;;;;;;;;;;;;;714;1550;191;0;15;11.8;106.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 22:30:00;01.01.2025 22:45:00;;;;;;;;;;;;;;;714;1550;191;0;15;11.8;106.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 22:45:00;01.01.2025 23:00:00;;;;;;;;;;;;;;;714;1550;191;0;15;11.8;106.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 23:00:00;02.01.2025 00:00:00;1766;902;0;15;7.01;31;31;739;749;37;0;-2;-2;7.01;;;;;;;;970;1221;27;0;-2;-2;7.12;1611;385;343;0;-2;-2;7.1;189;534;48;0;-2;-2;7.04;151;8;0;0;-2;-2;7.01
01.01.2025 23:00:00;01.01.2025 23:15:00;;;;;;;;;;;;;;;689;1595;184;0;-1.98;-9.7;90.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 23:15:00;01.01.2025 23:30:00;;;;;;;;;;;;;;;689;1595;184;0;-1.98;-9.7;90.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 23:30:00;01.01.2025 23:45:00;;;;;;;;;;;;;;;689;1595;184;0;-1.98;-9.7;90.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2025 23:45:00;02.01.2025 00:00:00;;;;;;;;;;;;;;;689;1595;184;0;-1.98;-9.7;90.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2025 00:00:00;02.01.2025 01:00:00;1684;919;0;36;2.83;28;28;392;768;15;0;-2;-2;2.84;;;;;;;;615;1524;3;0;-2;-2;5.01;1276;547;36;0;-2;-2;4.55;219;492;16;0;-2;-2;3.4;96;8;0;0;-2;-2;2.95
02.01.2025 00:00:00;02.01.2025 00:15:00;;;;;;;;;;;;;;;705;1730;99;0;-1.98;-6.94;51.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2025 00:15:00;02.01.2025 00:30:00;;;;;;;;;;;;;;;705;1730;99;0;-1.98;-6.94;51.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2025 00:30:00;02.01.2025 00:45:00;;;;;;;;;;;;;;;705;1730;99;0;-1.98;-6.94;51.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2025 00:45:00;02.01.2025 01:00:00;;;;;;;;;;;;;;;705;1730;99;0;-1.98;-6.94;51.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2025 01:00:00;02.01.2025 02:00:00;1616;929;32;0;1;1;2.7;408;749;55;0;1;1;2.7;;;;;;;;611;1515;10;0;1;1;4.87;1248;576;65;0;1;1;4.41;217;502;55;0;1;1;3.25;85;8;0;0;1;1;2.82
02.01.2025 01:00:00;02.01.2025 01:15:00;;;;;;;;;;;;;;;619;1804;157;0;1;1;42.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2025 01:15:00;02.01.2025 01:30:00;;;;;;;;;;;;;;;619;1804;157;0;1;1;42.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2025 01:30:00;02.01.2025 01:45:00;;;;;;;;;;;;;;;619;1804;157;0;1;1;42.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2025 01:45:00;02.01.2025 02:00:00;;;;;;;;;;;;;;;619;1804;157;0;1;1;42.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2025 02:00:00;02.01.2025 03:00:00;1728;935;62;0;1;1;3.57;397;715;53;0;1;1;3.57;;;;;;;;677;1388;10;0;1;1;5.25;1271;593;55;0;1;1;4.88;197;502;55;0;1;1;4;76;8;0;0;1;1;3.67
02.01.2025 02:00:00;02.01.2025 02:15:00;;;;;;;;;;;;;;;609;1817;214;0;1;1;40.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
