Delivery Start (CET);Delivery End (CET);DK1 Accepted Down Volume (MW);DK1 Accepted Up Volume (MW);DK1 Activated Down Volume (MW);DK1 Activated Up Volume (MW);DK1 Down Price (EUR);DK1 Imbalance Price (EUR);DK1 Up Price (EUR);DK2 Accepted Down Volume (MW);DK2 Accepted Up Volume (MW);DK2 Activated Down Volume (MW);DK2 Activated Up Volume (MW);DK2 Down Price (EUR);DK2 Imbalance Price (EUR);DK2 Up Price (EUR);FI Accepted Down Volume (MW);FI Accepted Up Volume (MW);FI Activated Down Volume (MW);FI Activated Up Volume (MW);FI Down Price (EUR);FI Imbalance Price (EUR);FI Up Price (EUR);SE1 Accepted Down Volume (MW);SE1 Accepted Up Volume (MW);SE1 Activated Down Volume (MW);SE1 Activated Up Volume (MW);SE1 Down Price (EUR);SE1 Imbalance Price (EUR);SE1 Up Price (EUR);SE2 Accepted Down Volume (MW);SE2 Accepted Up Volume (MW);SE2 Activated Down Volume (MW);SE2 Activated Up Volume (MW);SE2 Down Price (EUR);SE2 Imbalance Price (EUR);SE2 Up Price (EUR);SE3 Accepted Down Volume (MW);SE3 Accepted Up Volume (MW);SE3 Activated Down Volume (MW);SE3 Activated Up Volume (MW);SE3 Down Price (EUR);SE3 Imbalance Price (EUR);SE3 Up Price (EUR);SE4 Accepted Down Volume (MW);SE4 Accepted Up Volume (MW);SE4 Activated Down Volume (MW);SE4 Activated Up Volume (MW);SE4 Down Price (EUR);SE4 Imbalance Price (EUR);SE4 Up Price (EUR)
26.04.2024 08:45:00;26.04.2024 09:00:00;;;;;;;;;;;;;;;1002;1463;0;0;96.06;96.38;96.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 09:00:00;26.04.2024 10:00:00;2250;493;3;0;67;67;81.08;403;759;0;0;67;67;81.08;;;;;;;;1511;750;28;0;48;48;77.74;1283;509;71;0;48;48;77.74;561;183;12;0;67;67;81.08;50;33;0;0;67;67;81.08
26.04.2024 09:00:00;26.04.2024 09:15:00;;;;;;;;;;;;;;;993;1456;0;0;67;67;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 09:15:00;26.04.2024 09:30:00;;;;;;;;;;;;;;;993;1456;0;0;67;67;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 09:30:00;26.04.2024 09:45:00;;;;;;;;;;;;;;;993;1456;0;0;67;67;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 09:45:00;26.04.2024 10:00:00;;;;;;;;;;;;;;;993;1456;17;0;67;67;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 10:00:00;26.04.2024 11:00:00;2279;578;70;0;51;51;77.81;508;812;29;0;51;51;77.81;;;;;;;;1476;786;202;0;48;48;76.57;1125;708;60;0;48;48;76.57;454;235;9;0;51;51;77.81;55;30;0;0;51;51;77.81
26.04.2024 10:00:00;26.04.2024 10:15:00;;;;;;;;;;;;;;;1029;1402;15;0;51;51;139.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 10:15:00;26.04.2024 10:30:00;;;;;;;;;;;;;;;1029;1402;24;0;51;51;139.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 10:30:00;26.04.2024 10:45:00;;;;;;;;;;;;;;;1029;1402;28;0;51;51;139.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 10:45:00;26.04.2024 11:00:00;;;;;;;;;;;;;;;1029;1402;28;0;51;51;139.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 11:00:00;26.04.2024 12:00:00;2185;566;88;0;50;50;72.95;563;838;12;0;50;50;72.95;;;;;;;;1033;1257;59;0;50;50;72.95;1118;756;44;0;50;50;72.95;454;265;44;0;50;50;72.95;53;30;0;0;50;50;72.95
26.04.2024 11:00:00;26.04.2024 11:15:00;;;;;;;;;;;;;;;1026;1443;44;0;50;50;202.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 11:15:00;26.04.2024 11:30:00;;;;;;;;;;;;;;;1026;1443;44;0;50;50;202.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 11:30:00;26.04.2024 11:45:00;;;;;;;;;;;;;;;1026;1443;44;0;50;50;202.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 11:45:00;26.04.2024 12:00:00;;;;;;;;;;;;;;;1026;1443;44;0;50;50;202.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 12:00:00;26.04.2024 13:00:00;2302;678;85;0;49.97;49.97;70.35;396;855;6;0;49.97;49.97;70.35;;;;;;;;1019;1269;58;0;49.97;49.97;70.35;1177;845;37;0;49.97;49.97;70.35;454;250;54;0;49.97;49.97;70.35;58;30;0;0;49.97;49.97;70.35
26.04.2024 12:00:00;26.04.2024 12:15:00;;;;;;;;;;;;;;;971;1429;52;0;49.97;49.97;188.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 12:15:00;26.04.2024 12:30:00;;;;;;;;;;;;;;;971;1429;52;0;49.97;49.97;188.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 12:30:00;26.04.2024 12:45:00;;;;;;;;;;;;;;;971;1429;52;0;49.97;49.97;188.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 12:45:00;26.04.2024 13:00:00;;;;;;;;;;;;;;;971;1429;52;0;49.97;49.97;188.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 13:00:00;26.04.2024 14:00:00;2078;670;28;0;49;49;68.74;384;868;0;0;49;49;68.74;;;;;;;;1004;1284;57;0;49;49;68.74;1165;863;48;0;49;49;68.74;454;250;45;0;49;49;68.74;59;30;0;0;49;49;68.74
26.04.2024 13:00:00;26.04.2024 13:15:00;;;;;;;;;;;;;;;785;1808;29;0;49;49;68.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 13:15:00;26.04.2024 13:30:00;;;;;;;;;;;;;;;785;1808;29;0;49;49;68.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 13:30:00;26.04.2024 13:45:00;;;;;;;;;;;;;;;785;1808;29;0;49;49;68.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 13:45:00;26.04.2024 14:00:00;;;;;;;;;;;;;;;785;1808;29;0;49;49;68.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 14:00:00;26.04.2024 15:00:00;2020;705;28;0;49;49;65.37;357;873;10;0;49;49;65.37;;;;;;;;1001;1451;41;0;49;49;65.37;1150;864;47;0;49;49;65.37;454;250;26;0;49;49;65.37;80;30;0;0;49;49;65.37
26.04.2024 14:00:00;26.04.2024 14:15:00;;;;;;;;;;;;;;;847;1769;55;0;49;49;65.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 14:15:00;26.04.2024 14:30:00;;;;;;;;;;;;;;;847;1769;55;0;49;49;65.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 14:30:00;26.04.2024 14:45:00;;;;;;;;;;;;;;;847;1769;55;0;49;49;65.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 14:45:00;26.04.2024 15:00:00;;;;;;;;;;;;;;;847;1769;55;0;49;49;65.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 15:00:00;26.04.2024 16:00:00;1846;705;22;0;57;57;69.92;353;841;30;0;57;57;69.92;;;;;;;;1161;1286;28;0;57;57;69.92;1154;870;20;0;57;57;69.92;486;250;0;0;57;57;69.92;76;30;0;0;57;57;69.92
26.04.2024 15:00:00;26.04.2024 15:15:00;;;;;;;;;;;;;;;854;1797;25;0;57;57;69.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 15:15:00;26.04.2024 15:30:00;;;;;;;;;;;;;;;854;1797;25;0;57;57;69.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 15:30:00;26.04.2024 15:45:00;;;;;;;;;;;;;;;854;1797;25;0;57;57;69.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 15:45:00;26.04.2024 16:00:00;;;;;;;;;;;;;;;854;1797;25;0;57;57;69.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 16:00:00;26.04.2024 17:00:00;1814;655;58;0;58.7;58.7;71.7;724;833;20;0;58.7;58.7;71.7;;;;;;;;1173;1278;10;0;58.7;58.7;71.7;1179;823;41;0;58.7;58.7;71.7;486;250;0;0;58.7;58.7;71.7;75;31;0;0;58.7;58.7;71.7
26.04.2024 16:00:00;26.04.2024 16:15:00;;;;;;;;;;;;;;;865;1748;27;0;58.7;58.7;71.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 16:15:00;26.04.2024 16:30:00;;;;;;;;;;;;;;;865;1748;27;0;58.7;58.7;71.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 16:30:00;26.04.2024 16:45:00;;;;;;;;;;;;;;;865;1748;27;0;58.7;58.7;71.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 16:45:00;26.04.2024 17:00:00;;;;;;;;;;;;;;;865;1748;27;0;58.7;58.7;71.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 17:00:00;26.04.2024 18:00:00;1779;511;6;0;67.037;86.5;86.5;491;704;5;0;67.037;86.5;86.5;;;;;;;;1613;712;2.667;41.317;67.46;85;85;1328;697;15.2;1.25;67.46;85;85;601;188;11.2;0;67.04;86.5;86.5;64;34;0;0;67.04;86.5;86.5
26.04.2024 17:00:00;26.04.2024 17:15:00;;;;;;;;;;;;;;;928;1650;23;0;67.04;86.5;86.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 17:15:00;26.04.2024 17:30:00;;;;;;;;;;;;;;;928;1650;9;0;67.04;86.5;86.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 17:30:00;26.04.2024 17:45:00;;;;;;;;;;;;;;;928;1650;0;0;67.04;86.5;86.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 17:45:00;26.04.2024 18:00:00;;;;;;;;;;;;;;;928;1650;0;5;67.04;86.5;86.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 18:00:00;26.04.2024 19:00:00;1748;476;0;6;93.88;102;102;608;610;0;5;93.88;102;102;;;;;;;;1615;705;0;12;85.14;88.14;88.14;1330;601;0;3;85.14;88.14;88.14;609;203;0;12;93.88;102;102;63;34;0;0;93.88;102;102
26.04.2024 18:00:00;26.04.2024 18:15:00;;;;;;;;;;;;;;;887;1490;0;24;93.88;102;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 18:15:00;26.04.2024 18:30:00;;;;;;;;;;;;;;;887;1490;0;27;93.88;102;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 18:30:00;26.04.2024 18:45:00;;;;;;;;;;;;;;;887;1490;0;29;93.88;102;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 18:45:00;26.04.2024 19:00:00;;;;;;;;;;;;;;;887;1490;0;29;93.88;102;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 19:00:00;26.04.2024 20:00:00;1606;440;0;0;128.61;128.61;128.61;488;605;0;0;128.74;128.74;128.74;;;;;;;;1617;694;100;0;57;57;82;1281;646;28;0;57;57;82;731;188;0;0;128.61;128.61;128.61;65;34;0;0;128.74;128.74;128.74
26.04.2024 19:00:00;26.04.2024 19:15:00;;;;;;;;;;;;;;;944;1487;0;0;128.61;128.61;128.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 19:15:00;26.04.2024 19:30:00;;;;;;;;;;;;;;;944;1487;0;0;128.61;128.61;128.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 19:30:00;26.04.2024 19:45:00;;;;;;;;;;;;;;;944;1487;0;0;128.61;128.61;128.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 19:45:00;26.04.2024 20:00:00;;;;;;;;;;;;;;;944;1487;0;0;128.61;128.61;128.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 20:00:00;26.04.2024 21:00:00;1529;432;0;0;136.56;136.56;136.56;478;605;0;0;136.56;136.56;136.56;;;;;;;;1620;706;139;0;57;57;81.14;1339;553;49;0;57;57;81.14;731;188;0;0;132.19;132.19;132.19;61;34;0;0;136.56;136.56;136.56
26.04.2024 20:00:00;26.04.2024 20:15:00;;;;;;;;;;;;;;;975;1445;0;0;115;115;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 20:15:00;26.04.2024 20:30:00;;;;;;;;;;;;;;;975;1445;0;0;115;115;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 20:30:00;26.04.2024 20:45:00;;;;;;;;;;;;;;;975;1445;0;0;115;115;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 20:45:00;26.04.2024 21:00:00;;;;;;;;;;;;;;;975;1445;0;0;115;115;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 21:00:00;26.04.2024 22:00:00;1513;448;0;43;110;133;133;560;606;0;9;110;133;133;;;;;;;;1609;748;139;0;57;57;80.29;1384;531;35;0;57;57;80.29;762;203;0;21;105.14;133;133;65;34;0;0;105.14;133;133
26.04.2024 21:00:00;26.04.2024 21:15:00;;;;;;;;;;;;;;;1004;1459;9;0;57;57;105.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 21:15:00;26.04.2024 21:30:00;;;;;;;;;;;;;;;1004;1459;27;0;57;57;105.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 21:30:00;26.04.2024 21:45:00;;;;;;;;;;;;;;;1004;1459;27;0;57;57;105.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 21:45:00;26.04.2024 22:00:00;;;;;;;;;;;;;;;1004;1459;27;0;57;57;105.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 22:00:00;26.04.2024 23:00:00;1434;484;0;26;92.71;116;116;467;707;0;5;92.71;116;116;;;;;;;;1600;758;139;0;66.2;66.2;81.13;1397;552;35;0;66.2;66.2;81.13;715;144;0;44;81.13;116;116;47;34;0;1;81.13;116;116
26.04.2024 22:00:00;26.04.2024 22:15:00;;;;;;;;;;;;;;;976;1596;10;0;66.2;66.2;81.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 22:15:00;26.04.2024 22:30:00;;;;;;;;;;;;;;;976;1596;10;0;66.2;66.2;81.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 22:30:00;26.04.2024 22:45:00;;;;;;;;;;;;;;;976;1596;10;0;66.2;66.2;81.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 22:45:00;26.04.2024 23:00:00;;;;;;;;;;;;;;;976;1596;10;0;66.2;66.2;81.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 23:00:00;27.04.2024 00:00:00;1411;493;0;0;88.26;88.26;88.26;460;706;0;0;88.26;88.26;88.26;;;;;;;;1247;1126;10;0;60;60;78.56;1323;709;35;0;60;60;78.56;762;144;0;0;78.56;78.56;78.56;22;31;0;0;78.56;78.56;78.56
26.04.2024 23:00:00;26.04.2024 23:15:00;;;;;;;;;;;;;;;917;1641;8;0;60;60;78.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 23:15:00;26.04.2024 23:30:00;;;;;;;;;;;;;;;917;1641;8;0;60;60;78.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 23:30:00;26.04.2024 23:45:00;;;;;;;;;;;;;;;917;1641;8;0;60;60;78.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2024 23:45:00;27.04.2024 00:00:00;;;;;;;;;;;;;;;917;1641;8;0;60;60;78.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 00:00:00;27.04.2024 01:00:00;1323;516;0;0;90.29;90.29;90.29;383;732;0;0;90.29;90.29;90.29;;;;;;;;1308;1228;0;167;69.34;79;79;1348;636;0;5;69.34;79;79;697;65;0;0;73.06;79;79;12;33;0;0;73.06;79;79
27.04.2024 00:00:00;27.04.2024 00:15:00;;;;;;;;;;;;;;;1018;1619;0;1;69.34;79;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 00:15:00;27.04.2024 00:30:00;;;;;;;;;;;;;;;1018;1619;0;1;69.34;79;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 00:30:00;27.04.2024 00:45:00;;;;;;;;;;;;;;;1018;1619;0;1;69.34;79;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 00:45:00;27.04.2024 01:00:00;;;;;;;;;;;;;;;1018;1619;0;1;69.34;79;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 01:00:00;27.04.2024 02:00:00;1172;581;0;0;88.9;88.9;88.9;425;721;0;0;88.9;88.9;88.9;;;;;;;;1083;1477;0;303;68.21;79;79;1352;637;0;5;68.21;79;79;697;65;0;0;68.98;79;79;12;33;0;0;68.98;79;79
27.04.2024 01:00:00;27.04.2024 01:15:00;;;;;;;;;;;;;;;993;1679;0;0;68.21;79;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 01:15:00;27.04.2024 01:30:00;;;;;;;;;;;;;;;993;1679;0;0;68.21;79;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 01:30:00;27.04.2024 01:45:00;;;;;;;;;;;;;;;993;1679;0;0;68.21;79;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 01:45:00;27.04.2024 02:00:00;;;;;;;;;;;;;;;993;1679;0;0;68.21;79;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 02:00:00;27.04.2024 03:00:00;1141;584;0;0;86.59;86.59;86.59;407;721;0;0;86.59;86.59;86.59;;;;;;;;1132;1444;0;315;68.03;78;78;1358;642;0;5;68.03;78;78;697;65;0;0;68.03;78;78;21;34;0;1;68.03;78;78
27.04.2024 02:00:00;27.04.2024 02:15:00;;;;;;;;;;;;;;;1025;1697;0;0;68.03;78;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 02:15:00;27.04.2024 02:30:00;;;;;;;;;;;;;;;1025;1697;0;0;68.03;78;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 02:30:00;27.04.2024 02:45:00;;;;;;;;;;;;;;;1025;1697;0;0;68.03;78;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 02:45:00;27.04.2024 03:00:00;;;;;;;;;;;;;;;1025;1697;0;0;68.03;78;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 03:00:00;27.04.2024 04:00:00;1148;580;0;0;89.03;89.03;89.03;377;721;0;0;89.03;89.03;89.03;;;;;;;;1199;1377;0;403;68.26;86;86;1339;642;0;5;68.26;86;86;697;65;0;0;68.53;86;86;14;34;0;1;68.53;86;86
27.04.2024 03:00:00;27.04.2024 03:15:00;;;;;;;;;;;;;;;992;1678;0;0;68.26;86;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 03:15:00;27.04.2024 03:30:00;;;;;;;;;;;;;;;992;1678;0;0;68.26;86;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 03:30:00;27.04.2024 03:45:00;;;;;;;;;;;;;;;992;1678;0;1;68.26;86;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 03:45:00;27.04.2024 04:00:00;;;;;;;;;;;;;;;992;1678;0;1;68.26;86;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 04:00:00;27.04.2024 05:00:00;1227;581;0;0;87.69;87.69;87.69;370;721;0;0;87.69;87.69;87.69;;;;;;;;1201;1372;0;470;68.08;86;86;1320;647;0;5;68.08;86;86;697;75;0;0;68.66;86;86;14;64;0;1;68.66;86;86
27.04.2024 04:00:00;27.04.2024 04:15:00;;;;;;;;;;;;;;;964;1673;0;1;68.08;86;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 04:15:00;27.04.2024 04:30:00;;;;;;;;;;;;;;;964;1673;0;1;68.08;86;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 04:30:00;27.04.2024 04:45:00;;;;;;;;;;;;;;;964;1673;0;1;68.08;86;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 04:45:00;27.04.2024 05:00:00;;;;;;;;;;;;;;;964;1673;0;1;68.08;86;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 05:00:00;27.04.2024 06:00:00;1266;615;0;165;83.88;160.91;160.91;364;715;0;24;83.88;160.91;160.91;;;;;;;;1292;1050;0;69;69.56;76;76;1333;570;0;4;69.56;76;76;685;65;0;0;69.56;76;76;14;34;0;0;83.62;83.62;83.62
27.04.2024 05:00:00;27.04.2024 05:15:00;;;;;;;;;;;;;;;939;1663;0;2;69.56;84;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 05:15:00;27.04.2024 05:30:00;;;;;;;;;;;;;;;939;1663;0;0;69.56;84;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 05:30:00;27.04.2024 05:45:00;;;;;;;;;;;;;;;939;1663;0;0;69.56;84;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 05:45:00;27.04.2024 06:00:00;;;;;;;;;;;;;;;939;1663;0;0;69.56;84;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 06:00:00;27.04.2024 07:00:00;1275;605;0;0;86.08;86.08;86.08;350;714;0;0;86.08;86.08;86.08;;;;;;;;1253;1149;0;0;67.67;67.67;67.67;1399;475;0;0;67.67;67.67;67.67;685;65;0;0;67.67;67.67;67.67;89;34;0;0;84.01;84.01;84.01
27.04.2024 06:00:00;27.04.2024 06:15:00;;;;;;;;;;;;;;;990;1661;0;0;67.67;67.67;67.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 06:15:00;27.04.2024 06:30:00;;;;;;;;;;;;;;;990;1661;0;0;67.67;67.67;67.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 06:30:00;27.04.2024 06:45:00;;;;;;;;;;;;;;;990;1661;0;0;67.67;67.67;67.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 06:45:00;27.04.2024 07:00:00;;;;;;;;;;;;;;;990;1661;0;0;67.67;67.67;67.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 07:00:00;27.04.2024 08:00:00;1338;612;0;0;79.04;79.04;79.04;391;712;0;0;79.04;79.04;79.04;;;;;;;;1389;1005;0;0;69.39;69.39;69.39;1333;457;0;0;69.39;69.39;69.39;685;65;0;0;69.39;69.39;69.39;89;34;0;0;77.15;77.15;77.15
27.04.2024 07:00:00;27.04.2024 07:15:00;;;;;;;;;;;;;;;966;1677;0;0;69.39;69.39;69.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 07:15:00;27.04.2024 07:30:00;;;;;;;;;;;;;;;966;1677;0;0;69.39;69.39;69.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 07:30:00;27.04.2024 07:45:00;;;;;;;;;;;;;;;966;1677;0;0;69.39;69.39;69.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 07:45:00;27.04.2024 08:00:00;;;;;;;;;;;;;;;966;1677;0;0;69.39;69.39;69.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 08:00:00;27.04.2024 09:00:00;1274;630;22;0;61;61;68.65;183;1015;0;0;61;61;68.65;;;;;;;;1176;1253;22;0;61;61;68.5;1361;475;31;0;61;61;68.5;720;65;0;0;61;61;68.5;87;34;58;0;61;61;68.5
27.04.2024 08:00:00;27.04.2024 08:15:00;;;;;;;;;;;;;;;1009;1658;0;0;61;61;68.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 08:15:00;27.04.2024 08:30:00;;;;;;;;;;;;;;;1009;1658;8;0;61;61;68.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 08:30:00;27.04.2024 08:45:00;;;;;;;;;;;;;;;1009;1658;10;0;61;61;68.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 08:45:00;27.04.2024 09:00:00;;;;;;;;;;;;;;;1009;1658;10;0;61;61;68.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 09:00:00;27.04.2024 10:00:00;1286;652;0;0;59.02;59.02;59.07;122;1028;0;0;59.02;59.02;59.07;;;;;;;;413;2043;0;0;59.02;59.02;59.07;1167;666;0;0;59.02;59.02;59.07;685;65;0;0;59.02;59.02;59.07;87;31;48;0;59.02;59.02;59.07
27.04.2024 09:00:00;27.04.2024 09:15:00;;;;;;;;;;;;;;;979;1690;0;0;59.02;59.02;59.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 09:15:00;27.04.2024 09:30:00;;;;;;;;;;;;;;;979;1690;0;0;59.02;59.02;59.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 09:30:00;27.04.2024 09:45:00;;;;;;;;;;;;;;;979;1690;0;0;59.02;59.02;59.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 09:45:00;27.04.2024 10:00:00;;;;;;;;;;;;;;;979;1690;0;0;59.02;59.02;59.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 10:00:00;27.04.2024 11:00:00;1330;746;0;39;38.21;60.5;60.5;144;1035;0;5;38.21;60.5;60.5;;;;;;;;437;2013;0;167;50.98;60.5;60.5;1014;739;0;5;50.98;60.5;60.5;633;127;0;0;50.98;60.5;60.5;87;31;0;28;38.21;60.5;60.5
27.04.2024 10:00:00;27.04.2024 10:15:00;;;;;;;;;;;;;;;875;1761;0;0;50.98;60.5;60.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 10:15:00;27.04.2024 10:30:00;;;;;;;;;;;;;;;875;1761;0;0;50.98;60.5;60.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 10:30:00;27.04.2024 10:45:00;;;;;;;;;;;;;;;875;1761;0;1;50.98;60.5;60.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 10:45:00;27.04.2024 11:00:00;;;;;;;;;;;;;;;875;1761;0;5;50.98;60.5;60.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 11:00:00;27.04.2024 12:00:00;1222;839;0;28;26.09;59;59;134;1077;0;0;26.09;59;59;;;;;;;;385;2047;0;197;44.01;59;59;872;843;0;14;44.01;59;59;587;137;0;0;44.01;59;59;87;30;0;27;26.09;59;59
27.04.2024 11:00:00;27.04.2024 11:15:00;;;;;;;;;;;;;;;792;1799;0;13;44.01;59;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 11:15:00;27.04.2024 11:30:00;;;;;;;;;;;;;;;792;1799;0;13;44.01;59;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2024 11:30:00;27.04.2024 11:45:00;;;;;;;;;;;;;;;792;1799;0;13;44.01;59;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
