Delivery Start (CET);Delivery End (CET);DK1 Accepted Down Volume (MW);DK1 Accepted Up Volume (MW);DK1 Activated Down Volume (MW);DK1 Activated Up Volume (MW);DK1 Down Price (EUR);DK1 Imbalance Price (EUR);DK1 Up Price (EUR);DK2 Accepted Down Volume (MW);DK2 Accepted Up Volume (MW);DK2 Activated Down Volume (MW);DK2 Activated Up Volume (MW);DK2 Down Price (EUR);DK2 Imbalance Price (EUR);DK2 Up Price (EUR);FI Accepted Down Volume (MW);FI Accepted Up Volume (MW);FI Activated Down Volume (MW);FI Activated Up Volume (MW);FI Down Price (EUR);FI Imbalance Price (EUR);FI Up Price (EUR);SE1 Accepted Down Volume (MW);SE1 Accepted Up Volume (MW);SE1 Activated Down Volume (MW);SE1 Activated Up Volume (MW);SE1 Down Price (EUR);SE1 Imbalance Price (EUR);SE1 Up Price (EUR);SE2 Accepted Down Volume (MW);SE2 Accepted Up Volume (MW);SE2 Activated Down Volume (MW);SE2 Activated Up Volume (MW);SE2 Down Price (EUR);SE2 Imbalance Price (EUR);SE2 Up Price (EUR);SE3 Accepted Down Volume (MW);SE3 Accepted Up Volume (MW);SE3 Activated Down Volume (MW);SE3 Activated Up Volume (MW);SE3 Down Price (EUR);SE3 Imbalance Price (EUR);SE3 Up Price (EUR);SE4 Accepted Down Volume (MW);SE4 Accepted Up Volume (MW);SE4 Activated Down Volume (MW);SE4 Activated Up Volume (MW);SE4 Down Price (EUR);SE4 Imbalance Price (EUR);SE4 Up Price (EUR)
01.01.2024 02:45:00;01.01.2024 03:00:00;;;;;;;;;;;;;;;716;1967;0;30;26.66;53.87;53.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 03:00:00;01.01.2024 04:00:00;865;1262;0;0;4.14;4.14;4.14;168;926;0;0;24.48;24.48;24.48;;;;;;;;589;2219;0;0;24.48;24.48;24.48;404;1658;0;0;24.48;24.48;24.48;100;385;0;0;24.48;24.48;24.48;99;8;0;0;24.48;24.48;24.48
01.01.2024 03:00:00;01.01.2024 03:15:00;;;;;;;;;;;;;;;745;1997;0;0;24.48;24.48;24.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 03:15:00;01.01.2024 03:30:00;;;;;;;;;;;;;;;745;1997;0;0;24.48;24.48;24.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 03:30:00;01.01.2024 03:45:00;;;;;;;;;;;;;;;745;1997;0;0;24.48;24.48;24.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 03:45:00;01.01.2024 04:00:00;;;;;;;;;;;;;;;745;1997;0;0;24.48;24.48;24.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 04:00:00;01.01.2024 05:00:00;521;1363;0;117;-0.03;36;36;182;929;0;0;24.01;36;36;;;;;;;;602;2265;0;10;24.01;36;36;416;1552;0;0;24.01;36;36;100;385;0;0;24.01;36;36;82;8;0;0;24.01;36;36
01.01.2024 04:00:00;01.01.2024 04:15:00;;;;;;;;;;;;;;;729;1985;0;0;24.01;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 04:15:00;01.01.2024 04:30:00;;;;;;;;;;;;;;;729;1985;0;0;24.01;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 04:30:00;01.01.2024 04:45:00;;;;;;;;;;;;;;;729;1985;0;0;24.01;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 04:45:00;01.01.2024 05:00:00;;;;;;;;;;;;;;;729;1985;0;29;24.01;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 05:00:00;01.01.2024 06:00:00;526;1367;0;127;-0.02;36;36;192;928;0;0;15.88;36;36;;;;;;;;598;2342;0;10;21.23;36;36;401;1487;0;0;21.23;36;36;100;385;0;0;21.23;36;36;83;8;0;0;21.23;36;36
01.01.2024 05:00:00;01.01.2024 05:15:00;;;;;;;;;;;;;;;794;1947;0;0;21.23;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 05:15:00;01.01.2024 05:30:00;;;;;;;;;;;;;;;794;1947;0;0;21.23;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 05:30:00;01.01.2024 05:45:00;;;;;;;;;;;;;;;794;1947;0;42;21.23;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 05:45:00;01.01.2024 06:00:00;;;;;;;;;;;;;;;794;1947;0;45;21.23;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 06:00:00;01.01.2024 07:00:00;534;1372;0;155;-0.05;40.11;40.11;184;934;0;0;15.87;40.11;40.11;;;;;;;;614;2304;0;10;22.62;40.11;40.11;400;1515;0;0;22.62;40.11;40.11;100;385;0;0;22.62;40.11;40.11;80;8;0;0;22.62;40.11;40.11
01.01.2024 06:00:00;01.01.2024 06:15:00;;;;;;;;;;;;;;;803;1941;0;45;22.62;40.11;40.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 06:15:00;01.01.2024 06:30:00;;;;;;;;;;;;;;;803;1941;0;45;22.62;40.11;40.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 06:30:00;01.01.2024 06:45:00;;;;;;;;;;;;;;;803;1941;0;45;22.62;40.11;40.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 06:45:00;01.01.2024 07:00:00;;;;;;;;;;;;;;;803;1941;0;45;22.62;40.11;40.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 07:00:00;01.01.2024 08:00:00;588;1363;0;165;-0.02;44;44;221;928;0;0;22.04;44;44;;;;;;;;702;2309;0;10;25.04;44;44;402;1443;0;0;25.04;44;44;100;415;0;0;25.04;44;44;73;8;0;0;25.04;44;44
01.01.2024 07:00:00;01.01.2024 07:15:00;;;;;;;;;;;;;;;818;1862;0;59;25.04;44;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 07:15:00;01.01.2024 07:30:00;;;;;;;;;;;;;;;818;1862;0;59;25.04;44;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 07:30:00;01.01.2024 07:45:00;;;;;;;;;;;;;;;818;1862;0;59;25.04;44;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 07:45:00;01.01.2024 08:00:00;;;;;;;;;;;;;;;818;1862;0;59;25.04;44;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 08:00:00;01.01.2024 09:00:00;676;1346;0;147;0;44;44;229;927;0;0;25.42;44;44;;;;;;;;720;2271;0;10;26.24;44;44;534;1258;0;6;26.24;44;44;100;415;0;0;26.24;44;44;76;8;0;0;26.24;44;44
01.01.2024 08:00:00;01.01.2024 08:15:00;;;;;;;;;;;;;;;777;1831;0;56;26.24;44;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 08:15:00;01.01.2024 08:30:00;;;;;;;;;;;;;;;777;1831;0;56;26.24;44;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 08:30:00;01.01.2024 08:45:00;;;;;;;;;;;;;;;777;1831;0;56;26.24;44;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 08:45:00;01.01.2024 09:00:00;;;;;;;;;;;;;;;777;1831;0;56;26.24;44;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 09:00:00;01.01.2024 10:00:00;964;1401;0;214;0.08;44;44;234;924;0;5;32.21;44;44;;;;;;;;759;2234;0;10;32.21;44;44;566;1280;0;0;32.21;44;44;100;385;0;0;32.21;44;44;69;8;0;0;32.21;44;44
01.01.2024 09:00:00;01.01.2024 09:15:00;;;;;;;;;;;;;;;740;1808;0;42;32.21;44;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 09:15:00;01.01.2024 09:30:00;;;;;;;;;;;;;;;740;1808;0;42;32.21;44;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 09:30:00;01.01.2024 09:45:00;;;;;;;;;;;;;;;740;1808;0;42;32.21;44;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 09:45:00;01.01.2024 10:00:00;;;;;;;;;;;;;;;740;1808;0;42;32.21;44;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 10:00:00;01.01.2024 11:00:00;1420;1008;0;0;41.34;48;48;173;1111;0;3;41.34;48;48;;;;;;;;794;2089;0;4;41.34;48;48;718;1268;0;0;41.34;48;48;100;385;0;0;41.34;48;48;84;3;0;0;41.34;48;48
01.01.2024 10:00:00;01.01.2024 10:15:00;;;;;;;;;;;;;;;774;1762;0;20;41.34;48;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 10:15:00;01.01.2024 10:30:00;;;;;;;;;;;;;;;774;1762;0;20;41.34;48;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 10:30:00;01.01.2024 10:45:00;;;;;;;;;;;;;;;774;1762;0;0;41.34;48;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 10:45:00;01.01.2024 11:00:00;;;;;;;;;;;;;;;774;1762;0;0;41.34;48;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 11:00:00;01.01.2024 12:00:00;1447;1051;0;0;43.51;43.51;43.51;168;1102;0;0;43.51;43.51;43.51;;;;;;;;1132;1298;0;0;43.51;43.51;43.51;859;1181;0;0;43.51;43.51;43.51;100;385;0;0;43.51;43.51;43.51;83;3;0;0;43.51;43.51;43.51
01.01.2024 11:00:00;01.01.2024 11:15:00;;;;;;;;;;;;;;;751;1739;0;0;43.51;43.51;43.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 11:15:00;01.01.2024 11:30:00;;;;;;;;;;;;;;;751;1739;0;0;43.51;43.51;43.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 11:30:00;01.01.2024 11:45:00;;;;;;;;;;;;;;;751;1739;0;0;43.51;43.51;43.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 11:45:00;01.01.2024 12:00:00;;;;;;;;;;;;;;;751;1739;0;0;43.51;43.51;43.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 12:00:00;01.01.2024 13:00:00;1456;1031;0;9;43.02;60;60;210;1092;0;3;43.02;60;60;;;;;;;;1148;1301;0;88;43.02;60;60;887;1245;0;31;43.02;60;60;124;361;0;0;43.02;60;60;89;8;0;0;43.02;60;60
01.01.2024 12:00:00;01.01.2024 12:15:00;;;;;;;;;;;;;;;763;1704;0;0;58.64;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 12:15:00;01.01.2024 12:30:00;;;;;;;;;;;;;;;763;1704;0;1;58.64;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 12:30:00;01.01.2024 12:45:00;;;;;;;;;;;;;;;763;1704;0;3;58.64;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 12:45:00;01.01.2024 13:00:00;;;;;;;;;;;;;;;763;1704;0;3;58.64;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 13:00:00;01.01.2024 14:00:00;1411;996;0;14;44.29;60;60;164;1027;0;5;44.29;60;60;;;;;;;;1195;1096;0;29;44.29;60;60;1077;1071;0;112;44.29;60;60;124;361;0;0;44.29;60;60;97;8;0;0;44.29;60;60
01.01.2024 13:00:00;01.01.2024 13:15:00;;;;;;;;;;;;;;;799;1684;0;0;61.14;61.14;61.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 13:15:00;01.01.2024 13:30:00;;;;;;;;;;;;;;;799;1684;0;0;61.14;61.14;61.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 13:30:00;01.01.2024 13:45:00;;;;;;;;;;;;;;;799;1684;0;0;61.14;61.14;61.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 13:45:00;01.01.2024 14:00:00;;;;;;;;;;;;;;;799;1684;0;0;61.14;61.14;61.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 14:00:00;01.01.2024 15:00:00;1393;1007;0;26;46.24;71;71;151;1037;0;9;46.24;71;71;;;;;;;;1214;841;0;29;46.24;71;71;1128;1065;0;293;46.24;71;71;124;401;0;51;46.24;71;71;97;8;0;0;46.24;71;71
01.01.2024 14:00:00;01.01.2024 14:15:00;;;;;;;;;;;;;;;852;1572;0;0;60.34;71;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 14:15:00;01.01.2024 14:30:00;;;;;;;;;;;;;;;852;1572;0;11;60.34;71;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 14:30:00;01.01.2024 14:45:00;;;;;;;;;;;;;;;852;1572;0;32;60.34;71;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 14:45:00;01.01.2024 15:00:00;;;;;;;;;;;;;;;852;1572;0;32;60.34;71;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 15:00:00;01.01.2024 16:00:00;1585;846;0;21;50.61;71;71;132;966;0;10;50.61;71;71;;;;;;;;1273;776;0;331;50.61;71;71;1213;1033;0;207;50.61;71;71;124;401;0;96;50.61;71;71;106;8;0;0;50.61;71;71
01.01.2024 15:00:00;01.01.2024 15:15:00;;;;;;;;;;;;;;;929;1526;0;0;77.56;77.56;77.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 15:15:00;01.01.2024 15:30:00;;;;;;;;;;;;;;;929;1526;0;0;77.56;77.56;77.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 15:30:00;01.01.2024 15:45:00;;;;;;;;;;;;;;;929;1526;0;0;77.56;77.56;77.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 15:45:00;01.01.2024 16:00:00;;;;;;;;;;;;;;;929;1526;0;0;77.56;77.56;77.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 16:00:00;01.01.2024 17:00:00;1691;741;0;18;59.47;71;71;130;880;0;5;59.47;71;71;;;;;;;;1401;621;0;216;59.47;71;71;1250;936;0;178;59.47;71;71;124;401;0;96;59.47;71;71;112;8;0;0;59.47;71;71
01.01.2024 16:00:00;01.01.2024 16:15:00;;;;;;;;;;;;;;;977;1483;0;0;68.4;71;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 16:15:00;01.01.2024 16:30:00;;;;;;;;;;;;;;;977;1483;0;0;68.4;71;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 16:30:00;01.01.2024 16:45:00;;;;;;;;;;;;;;;977;1483;0;0;68.4;71;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 16:45:00;01.01.2024 17:00:00;;;;;;;;;;;;;;;977;1483;0;0;68.4;71;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 17:00:00;01.01.2024 18:00:00;1695;727;0;13;64.99;73;73;202;933;0;0;64.99;73;73;;;;;;;;1452;616;0;221;64.99;73;73;1352;907;0;173;64.99;73;73;424;401;0;96;64.99;73;73;109;8;0;0;64.99;73;73
01.01.2024 17:00:00;01.01.2024 17:15:00;;;;;;;;;;;;;;;980;1470;0;22;74.16;156;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 17:15:00;01.01.2024 17:30:00;;;;;;;;;;;;;;;980;1470;0;96;74.16;156;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 17:30:00;01.01.2024 17:45:00;;;;;;;;;;;;;;;980;1470;0;137;74.16;156;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 17:45:00;01.01.2024 18:00:00;;;;;;;;;;;;;;;980;1470;0;137;74.16;156;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 18:00:00;01.01.2024 19:00:00;1703;726;0;13;61.74;73;73;243;976;0;0;61.74;73;73;;;;;;;;1455;646;0;217;61.74;73;73;1371;959;0;203;61.74;73;73;424;401;0;96;61.74;73;73;120;8;0;0;61.74;73;73
01.01.2024 18:00:00;01.01.2024 18:15:00;;;;;;;;;;;;;;;976;1463;0;147;65.01;156;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 18:15:00;01.01.2024 18:30:00;;;;;;;;;;;;;;;976;1463;0;147;65.01;156;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 18:30:00;01.01.2024 18:45:00;;;;;;;;;;;;;;;976;1463;0;147;65.01;156;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 18:45:00;01.01.2024 19:00:00;;;;;;;;;;;;;;;976;1463;0;147;65.01;156;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 19:00:00;01.01.2024 20:00:00;1671;729;0;0;61.27;70;70;256;983;0;0;55.07;70;70;;;;;;;;1425;693;0;83;55.07;70;70;1383;927;0;128;55.07;70;70;424;401;0;32;55.07;70;70;125;8;0;0;55.07;70;70
01.01.2024 19:00:00;01.01.2024 19:15:00;;;;;;;;;;;;;;;921;1593;0;267;55.91;156;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 19:15:00;01.01.2024 19:30:00;;;;;;;;;;;;;;;921;1593;0;267;55.91;156;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 19:30:00;01.01.2024 19:45:00;;;;;;;;;;;;;;;921;1593;0;18;55.91;156;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 19:45:00;01.01.2024 20:00:00;;;;;;;;;;;;;;;921;1593;0;0;55.91;156;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 20:00:00;01.01.2024 21:00:00;1667;871;0;0;59.97;59.97;59.97;265;948;0;0;48.01;54;54;;;;;;;;1370;780;0;22;48.01;54;54;1288;953;0;31;48.01;54;54;400;425;0;10;48.01;54;54;126;8;0;0;48.01;54;54
01.01.2024 20:00:00;01.01.2024 20:15:00;;;;;;;;;;;;;;;906;1708;0;0;48.15;54;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 20:15:00;01.01.2024 20:30:00;;;;;;;;;;;;;;;906;1708;0;0;48.15;54;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 20:30:00;01.01.2024 20:45:00;;;;;;;;;;;;;;;906;1708;0;0;48.15;54;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 20:45:00;01.01.2024 21:00:00;;;;;;;;;;;;;;;906;1708;0;0;48.15;54;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 21:00:00;01.01.2024 22:00:00;1520;990;286;0;14.13;14.13;54.92;218;932;4;0;14.13;14.13;44.01;;;;;;;;835;1288;71;0;14.13;14.13;44.01;1121;1277;53;0;14.13;14.13;44.01;400;425;8;0;14.13;14.13;44.01;127;3;0;0;14.13;14.13;44.01
01.01.2024 21:00:00;01.01.2024 21:15:00;;;;;;;;;;;;;;;837;1805;0;120;64.94;97;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 21:15:00;01.01.2024 21:30:00;;;;;;;;;;;;;;;837;1805;0;120;64.94;97;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 21:30:00;01.01.2024 21:45:00;;;;;;;;;;;;;;;837;1805;0;98;64.94;97;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 21:45:00;01.01.2024 22:00:00;;;;;;;;;;;;;;;837;1805;0;60;64.94;97;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 22:00:00;01.01.2024 23:00:00;1504;1067;138;0;22.5;22.5;47.65;217;927;0;0;22.5;22.5;45.2;;;;;;;;1022;1100;10;0;22.5;22.5;45.2;1063;1268;15;0;22.5;22.5;45.2;400;425;10;0;22.5;22.5;45.2;138;8;0;0;22.5;22.5;45.2
01.01.2024 22:00:00;01.01.2024 22:15:00;;;;;;;;;;;;;;;812;1834;0;90;53.6;88;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 22:15:00;01.01.2024 22:30:00;;;;;;;;;;;;;;;812;1834;0;91;53.6;88;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 22:30:00;01.01.2024 22:45:00;;;;;;;;;;;;;;;812;1834;0;110;53.6;88;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 22:45:00;01.01.2024 23:00:00;;;;;;;;;;;;;;;812;1834;0;110;53.6;88;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 23:00:00;02.01.2024 00:00:00;1438;1111;74;0;21;21;35.55;224;964;10;0;21;21;38;;;;;;;;848;1994;10;0;21;21;38;834;1585;5;0;21;21;38;400;425;10;0;21;21;38;140;8;0;0;21;21;38
01.01.2024 23:00:00;01.01.2024 23:15:00;;;;;;;;;;;;;;;796;1913;0;0;43.99;43.99;43.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 23:15:00;01.01.2024 23:30:00;;;;;;;;;;;;;;;796;1913;0;0;43.99;43.99;43.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 23:30:00;01.01.2024 23:45:00;;;;;;;;;;;;;;;796;1913;0;0;43.99;43.99;43.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2024 23:45:00;02.01.2024 00:00:00;;;;;;;;;;;;;;;796;1913;0;0;43.99;43.99;43.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2024 00:00:00;02.01.2024 01:00:00;1398;1142;157;0;14.14;14.14;30.59;229;1094;15;0;21;21;38;;;;;;;;630;2212;10;0;21;21;38;837;1514;25;0;21;21;38;400;425;10;0;21;21;38;132;8;0;0;21;21;38
02.01.2024 00:00:00;02.01.2024 00:15:00;;;;;;;;;;;;;;;758;1829;0;0;55.5;55.5;55.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2024 00:15:00;02.01.2024 00:30:00;;;;;;;;;;;;;;;758;1829;0;0;55.5;55.5;55.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2024 00:30:00;02.01.2024 00:45:00;;;;;;;;;;;;;;;758;1829;0;0;55.5;55.5;55.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2024 00:45:00;02.01.2024 01:00:00;;;;;;;;;;;;;;;758;1829;0;0;55.5;55.5;55.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2024 01:00:00;02.01.2024 02:00:00;1385;940;0;0;20.07;20.07;20.07;208;877;20;0;21;21;33.56;;;;;;;;619;2249;10;0;21;21;33.56;772;1694;35;0;21;21;33.56;400;425;10;0;21;21;33.56;151;8;0;0;21;21;33.56
02.01.2024 01:00:00;02.01.2024 01:15:00;;;;;;;;;;;;;;;733;1903;0;0;49.94;49.94;49.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2024 01:15:00;02.01.2024 01:30:00;;;;;;;;;;;;;;;733;1903;0;0;49.94;49.94;49.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
