Date,DK1,DK2,FI,NO1,NO2,NO2NSL,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2024-10-02,1023.8725,951.9075000000001,2382.4300000000003,683.085,774.9275,0.0,659.4000000000001,375.75,696.94,627.8100000000001,750.125,565.6800000000001,680.815
2024-10-03,963.8050000000001,929.7650000000002,2336.1500000000005,638.3600000000001,661.0325,0.0,318.63,328.445,680.6100000000001,237.65000000000003,234.69000000000005,547.3,552.74
2024-10-04,1276.0549999999998,1292.55,825.75,679.6099999999999,752.5600000000001,0.0,309.79,318.2975,703.0799999999999,293.3,259.5775,478.5899999999999,544.0899999999999
2024-10-05,1129.6175,1153.19,673.5899999999999,640.8399999999999,754.0699999999999,0.0,360.86,355.1725,632.9625,370.88,358.14750000000004,338.39,368.24
2024-10-06,638.09,590.1949999999999,372.32499999999993,535.9375,634.0,0.0,287.615,297.8225,550.8425,254.00750000000005,263.00750000000005,297.69000000000005,297.69000000000005
2024-10-07,663.525,683.6374999999999,1123.71,632.3899999999999,642.895,0.0,358.04,361.06,611.605,408.94500000000005,398.54,508.19000000000005,537.63
2024-10-08,1159.23,1159.9,289.655,654.13,677.2,0.0,304.9,310.385,623.365,270.51250000000005,259.90000000000003,275.28000000000003,287.20000000000005
2024-10-09,1102.4,1102.4,45.002500000000005,648.28,716.1800000000001,0.0,202.60250000000002,197.85,650.28,57.660000000000004,93.20250000000001,84.62,91.77
2024-10-10,517.36,465.5,68.3,517.34,544.97,0.0,208.95,209.075,553.0699999999999,170.68749999999997,146.07,134.94,57.01999999999998
2024-10-11,679.8274999999999,399.305,-25.26,618.03,642.01,0.0,227.385,215.19,627.1999999999999,-30.84250000000001,23.067499999999995,-13.485,4.3125
2024-10-12,555.5400000000001,483.49749999999995,138.585,534.51,560.1775,0.0,183.35999999999999,182.55,556.45,115.2775,116.3975,114.14499999999998,98.16
2024-10-13,69.9675,48.504999999999995,40.732499999999995,32.92,43.129999999999995,0.0,152.13,151.63,490.58000000000004,34.45249999999999,54.34749999999999,46.099999999999994,49.8
2024-10-14,1187.5774999999999,1148.8625,1385.76,586.26,617.3100000000001,0.0,328.45,288.24,632.48,258.47999999999996,268.84999999999997,504.81999999999994,1005.3750000000001
2024-10-15,1206.2224999999999,1198.18,404.91,710.8549999999999,663.4324999999999,0.0,235.76,235.76,684.77,179.42000000000002,187.71,339.34000000000003,417.04999999999995
2024-10-16,240.20749999999998,154.7625,119.485,261.11500000000007,274.9775,0.0,172.25,180.4775,440.03,110.08000000000001,68.08000000000001,92.88000000000001,2.1300000000000097
2024-10-17,492.985,456.9175,4.040000000000001,432.7775,449.9575,0.0,169.98000000000002,173.0925,526.5574999999999,-28.1,12.59,2.9800000000000004,13.98
2024-10-18,1373.48,1365.98,11.82,630.08,616.455,0.0,167.59,160.31,636.8875000000002,2.507499999999993,96.02,65.31000000000002,100.13
2024-10-19,1221.0775,1221.8600000000001,63.129999999999995,620.615,623.445,0.0,43.474999999999994,56.07999999999999,612.26,56.05500000000001,59.129999999999995,51.739999999999995,50.61
2024-10-20,259.40250000000003,259.80000000000007,7.005000000000001,256.025,233.67000000000002,0.0,51.7575,51.447500000000005,311.555,5.080000000000001,-2.0199999999999996,2.232500000000001,-27.0575
2024-10-21,299.37,296.36,-21.92,294.2,295.16999999999996,0.0,7.01,11.01,302.69,-75.75999999999999,-111.1975,-58.8,-34.46000000000001
2024-10-22,1137.29,1336.3125,5.889999999999999,496.24750000000006,525.225,0.0,14.254999999999997,16.7575,500.18000000000006,-19.5575,4.8025,-24.4,-894.79
2024-10-23,1294.9424999999999,1393.325,-19.550000000000004,464.0975,588.22,0.0,4.23,5.13,468.2,-29.385,-22.189999999999998,-11.31,-1023.06
2024-10-24,1342.5,1353.6175,331.4375,382.18,552.74,0.0,25.990000000000002,34.01,365.21250000000003,1.0599999999999987,17.905,268.1225,-1728.63
2024-10-25,1495.62,1466.6075,141.64249999999998,234.35999999999999,656.34,0.0,38.907500000000006,27.12,193.82000000000005,9.915,15.650000000000006,213.4125,121.10000000000002
2024-10-26,1412.7025,1393.6100000000001,324.2825,250.6925,720.85,0.0,51.26,37.265,249.825,56.64,49.25,280.36,-807.4449999999999
2024-10-27,1145.9950000000001,1142.74,-9.54,2.200000000000003,674.255,0.0,-6.4,-1.215,54.09,-10.629999999999999,-12.28,-20.61,-12.08
2024-10-28,1550.8875,1577.9225000000001,6.0699999999999985,229.59000000000003,722.1175000000001,0.0,22.4775,17.3675,241.85500000000002,-10.735,-1.1325000000000003,59.502500000000005,42.81
2024-10-29,1803.38,1800.6900000000003,81.4,415.87,740.67,0.0,24.7825,29.049999999999997,298.45,-16.3925,11.652500000000003,131.20999999999998,1486.4225
2024-10-30,1267.79,1260.3200000000002,3.0349999999999993,102.275,651.06,0.0,43.2,2.120000000000001,72.38,1.125,-27.4775,38.269999999999996,75.005
2024-10-31,313.395,319.15,169.94500000000002,23.319999999999993,304.5625,0.0,100.67,103.24000000000001,-110.1575,77.59000000000002,92.92,91.53999999999999,168.31000000000003
2024-11-01,46.35,32.67,20.735,26.729999999999997,42.440000000000005,0.0,9.769999999999996,17.197499999999998,-20.21,17.49,6.269999999999996,10.95,17.68
2024-11-02,1466.11,1461.18,13.052500000000002,109.0,598.7850000000001,0.0,24.5625,6.42,58.230000000000004,-13.4025,-22.175,21.98000000000001,49.440000000000005
2024-11-03,926.6599999999999,624.9999999999999,52.67750000000001,92.28999999999999,552.2,0.0,59.9475,59.97,60.839999999999996,28.187500000000007,56.334999999999994,44.58000000000001,42.28
2024-11-04,1593.6599999999999,1583.1699999999998,640.465,422.0899999999999,611.25,0.0,9.950000000000001,116.7775,220.06,271.03499999999997,57.150000000000006,873.0625,1067.7575000000002
2024-11-05,1628.29,1629.31,354.2,505.8025,529.08,0.0,-2.7,52.760000000000005,298.01,222.22000000000003,-6.1200000000000045,787.3449999999999,948.665
2024-11-06,1639.8650000000002,1824.33,493.05750000000006,419.81,592.89,0.0,-5.99,76.14,380.855,181.89,70.65,398.73999999999995,1303.4674999999997
2024-11-07,1753.7374999999997,1765.8025000000002,391.38,486.85249999999996,623.47,0.0,-10.24,79.71000000000001,405.74,159.56,27.6,698.1975,635.0999999999999
2024-11-08,992.1774999999999,1099.5575000000001,86.11,451.36,624.8900000000001,0.0,18.09,47.92,381.23749999999995,67.08500000000001,-3.8850000000000033,365.72999999999996,971.49
2024-11-09,1675.81,1684.2275,251.85000000000002,460.40999999999997,702.4000000000001,0.0,212.31,96.89000000000001,335.21999999999997,193.1525,171.825,719.9000000000001,1196.3775
2024-11-10,1690.6,1692.63,1053.06,464.48499999999996,709.7149999999999,0.0,328.02000000000004,156.04000000000002,404.3,639.1374999999999,568.2,1132.67,1437.21
2024-11-11,1809.9699999999998,1788.83,1117.27,511.66499999999996,651.0699999999999,0.0,266.985,150.15249999999997,471.35749999999996,622.32,476.07,1320.22,1735.78
2024-11-12,2120.24,2136.1049999999996,1106.9,706.7900000000001,768.0600000000001,0.0,81.82000000000001,111.7,596.08,254.04000000000002,6.594999999999999,1322.48,2117.5075
2024-11-13,1802.3175,1843.865,126.93999999999998,610.44,665.9000000000001,0.0,135.1975,24.14,591.2675000000002,90.57249999999999,-45.99,704.42,1252.1399999999999
2024-11-14,1390.13,1383.6850000000002,5.307500000000001,579.4124999999999,677.6800000000001,0.0,131.20000000000002,-2.1099999999999994,627.26,-32.25,-5.9250000000000025,309.27500000000003,659.33
2024-11-15,1213.46,1170.8899999999999,5.277499999999996,587.29,626.7800000000001,0.0,69.84,7.7574999999999985,571.1625,12.254999999999999,-57.0275,163.77,178.14999999999998
2024-11-16,256.09000000000003,224.32,-20.307499999999997,553.99,551.7900000000001,0.0,65.41749999999999,-3.035,547.55,-18.2825,-37.6225,-36.835,-27.240000000000002
2024-11-17,379.31,383.19,101.8575,501.11,530.8050000000001,0.0,33.4175,57.28,544.46,56.77000000000001,47.53500000000001,118.86000000000001,115.7
2024-11-18,1125.8899999999999,985.9399999999999,817.6999999999999,827.3699999999999,880.5799999999999,0.0,-11.787500000000001,143.12,827.455,392.715,350.39,901.44,965.9300000000001
2024-11-19,1571.9525,1758.3350000000005,1701.9,1566.415,1557.5,0.0,382.0324999999999,149.03250000000003,1121.1325,1036.8899999999999,1421.6399999999999,1243.495,1523.49
2024-11-20,1642.7299999999998,1587.5400000000002,443.46000000000004,1260.77,1307.3200000000002,0.0,40.184999999999995,131.19000000000003,1052.45,211.555,112.41,991.05,1092.77
2024-11-21,1743.0700000000002,1633.4725,753.5374999999999,1226.64,1487.33,0.0,154.53,142.03999999999996,1233.4099999999999,189.635,-18.055000000000007,1199.6025,1047.17
2024-11-22,1593.4,1467.5400000000002,1475.54,1134.125,1082.12,0.0,254.17749999999998,170.2375,1058.7175,236.26,117.22,1561.6599999999999,1636.69
2024-11-23,844.9000000000001,840.785,626.46,751.345,805.14,0.0,376.60999999999996,146.30499999999998,755.4999999999999,154.04,70.2625,745.23,796.0275
2024-11-24,22.36,23.410000000000004,52.825,256.91999999999996,297.9475,0.0,201.3,88.85999999999999,420.93,57.44,22.4925,34.72,-2.6899999999999977
2024-11-25,304.78000000000003,309.41249999999997,27.779999999999994,420.56,475.41,0.0,241.37499999999997,96.43,493.24749999999995,33.81999999999999,8.779999999999996,108.21000000000001,144.15
2024-11-26,488.57,485.1650000000001,101.35,609.2049999999999,634.565,0.0,336.25749999999994,201.1075,589.9,121.80999999999999,66.575,248.70999999999998,302.38
2024-11-27,1559.235,1154.4325,1328.185,857.6399999999999,912.5325,0.0,465.705,206.04,833.1899999999999,731.8900000000001,552.65,1158.6799999999998,1074.3799999999999
2024-11-28,1133.35,1169.5300000000002,1580.51,924.0749999999999,848.2050000000002,0.0,630.5625,138.49,872.79,450.49,443.48,1219.1499999999999,1068.31
2024-11-29,1790.0325,1865.48,452.125,708.6399999999999,727.6200000000001,0.0,81.91499999999999,148.44,654.4100000000001,406.46000000000004,69.09,1158.33,1368.73
2024-11-30,826.71,832.285,372.0,575.8050000000001,605.875,0.0,219.115,143.495,577.6575,241.36,183.13000000000002,370.31000000000006,422.25
2024-12-01,1216.685,1221.2775000000001,81.58,516.13,563.4775,0.0,230.68750000000003,99.88499999999999,516.595,-0.49500000000000455,-7.870000000000001,252.7,335.1
2024-12-02,867.0575,1129.5900000000001,-8.46250000000001,524.9825,580.14,0.0,118.65249999999999,68.2825,554.8,15.157500000000006,23.525000000000002,228.24499999999998,367.37
2024-12-03,1718.1799999999998,1879.6975,1107.1599999999999,803.1899999999999,965.5699999999999,0.0,329.28499999999997,161.9725,672.94,102.91749999999999,-41.39499999999998,951.3999999999999,882.095
2024-12-04,2255.8750000000005,2120.3025000000002,1338.7475,1054.54,1091.9099999999999,0.0,261.385,155.92000000000002,899.1575,221.13,24.060000000000002,1642.9099999999999,1511.1225000000002
2024-12-05,922.1800000000001,961.0,533.78,756.01,743.87,0.0,345.93,143.4575,738.4525,47.38999999999999,62.9725,691.5550000000001,863.2900000000001
2024-12-06,987.9649999999999,953.99,214.32999999999998,790.5899999999999,923.42,0.0,325.40000000000003,139.44,640.5525,134.735,73.17999999999998,369.48999999999995,537.19
2024-12-07,852.2,857.9549999999999,387.88,637.6899999999999,709.6400000000001,0.0,300.01000000000005,137.96,644.9300000000001,177.125,172.05,582.7099999999999,748.94
2024-12-08,781.505,774.6075,691.6825,711.0925000000002,731.54,0.0,247.0075,145.3725,658.88,118.33000000000001,142.8375,677.5675,683.9825000000001
2024-12-09,949.99,833.13,187.355,779.9000000000001,839.4400000000002,0.0,301.37499999999994,141.79250000000002,676.575,93.99000000000001,73.8325,737.5999999999999,724.6
2024-12-10,1942.9999999999998,1898.6324999999997,24.825000000000003,1318.65,1548.83,0.0,473.15,108.6825,961.24,8.895,-6.7299999999999995,921.76,1826.31
2024-12-11,3034.55,3230.6875,23.1975,2021.64,2410.2799999999997,0.0,748.12,125.97000000000003,1214.3975,15.2975,-23.365,1704.3225,2319.2000000000003
2024-12-12,3985.2150000000006,3917.6175000000003,55.620000000000005,2431.01,3462.2875000000004,0.0,734.76,141.83000000000004,698.81,90.65,-389.4325,1735.42,3050.9249999999997
2024-12-13,2295.4275000000002,2332.8575,1413.6125,927.46,1084.5075000000002,0.0,303.90250000000003,128.20000000000002,707.8400000000001,115.71,58.51499999999996,1150.2900000000002,1376.5500000000002
2024-12-14,478.73249999999996,479.24,162.71,503.9699999999999,542.75,0.0,152.2575,135.2125,503.33500000000004,120.91000000000003,137.51999999999998,208.2525,309.33
2024-12-15,416.8625,326.17499999999995,197.255,410.68000000000006,405.8,0.0,120.75999999999999,100.935,375.99,101.12,92.35499999999998,201.1975,195.82
2024-12-16,230.935,216.29,293.9275,248.89999999999998,247.29000000000002,0.0,87.14,80.91,240.39749999999998,86.6725,39.675,233.68000000000006,188.76
2024-12-17,663.99,696.3399999999999,982.21,422.12,535.86,0.0,251.77999999999997,151.7575,481.08,178.9525,61.684999999999995,636.2950000000001,576.35
2024-12-18,302.18250000000006,509.50500000000005,862.0999999999999,364.875,375.565,0.0,183.07999999999998,127.97,389.875,140.68999999999997,102.025,326.89750000000004,356.38999999999993
2024-12-19,219.92999999999998,323.64,52.36750000000001,305.66,327.4125,0.0,144.85999999999999,128.04,310.07,116.62,142.3675,217.6825,220.38
2024-12-20,340.5,359.94000000000005,367.5675,331.0825,364.7175,0.0,147.43,121.59000000000002,377.1375,71.9275,65.305,364.95,384.09
2024-12-21,262.10499999999996,258.2575,521.2375,311.91,292.24,0.0,125.28999999999999,115.29,314.16,165.61999999999998,193.0,207.52749999999997,242.10000000000002
2024-12-22,162.5325,127.38499999999998,140.485,195.0,164.3175,0.0,151.2775,92.77000000000001,261.58000000000004,117.78999999999999,108.89,171.935,158.66000000000003
2024-12-23,606.9775,586.335,877.2925,542.74,520.2325,0.0,225.3125,108.78,429.53000000000003,364.645,403.75,574.3025,589.13
2024-12-24,1484.5675,1481.7224999999999,373.815,475.32,509.46000000000004,0.0,113.61,98.37,429.75,87.4825,83.9075,402.67999999999995,419.32000000000005
2024-12-25,1367.8775,1362.8225000000002,31.669999999999995,336.4,460.09749999999997,0.0,96.82000000000001,51.72,361.15,-23.760000000000005,-21.422500000000003,76.745,129.81
2024-12-26,1627.1175,1655.9025,18.639999999999997,312.6,495.91,0.0,37.4,20.949999999999996,373.03,-0.582499999999996,11.850000000000001,50.34,78.97
2024-12-27,1749.8625,1779.63,28.699999999999996,479.89,506.3399999999999,0.0,72.75999999999999,51.260000000000005,441.21,41.489999999999995,34.87,248.21249999999995,474.79
2024-12-28,1835.1799999999998,1816.6799999999998,65.23750000000001,409.45,486.62249999999995,0.0,47.67,58.339999999999996,412.3825,67.38,49.670000000000016,179.09750000000003,294.38
2024-12-29,433.73999999999995,404.82,8.52,336.2475,410.84000000000003,0.0,47.91,4.829999999999998,347.8275,-37.9525,-3.3100000000000005,4.99,-14.399999999999999
2024-12-30,407.7375,278.57,15.8775,438.635,451.745,0.0,75.7,41.5375,435.88,23.805,4.550000000000001,117.2225,210.77999999999997
2024-12-31,384.89250000000004,336.59999999999997,28.575,448.53,467.95,0.0,127.27000000000001,77.1275,416.2325000000001,54.709999999999994,46.33,174.10000000000002,239.01999999999998
2025-01-01,38.67,43.959999999999994,576.9975,309.92999999999995,279.01,0.0,174.58999999999997,108.39,372.03,47.254999999999995,52.849999999999994,29.959999999999994,46.93
2025-01-02,944.95,913.97,1209.9325,843.1100000000001,882.2199999999998,0.0,173.28000000000003,117.01999999999998,661.5999999999999,74.74000000000001,59.62,915.0699999999999,894.0699999999999
2025-01-03,814.7525,812.8,1156.56,736.23,743.63,0.0,196.07000000000002,160.15,573.9300000000001,136.815,127.81,818.45,785.9050000000001
