sim_name,sim_date,simulation_day,bidding_zone,run_id,elapsed_time,f,Ran Successfully,Reached Weightgoal,eps,DLI_avg,DLI variance,DLI_max,DLI_min,Final fresh weight,Costs,CM Earnings,AM Earnings,Total,Cost Reduction,Termination Message
Batch6_relativeprices_MPC_7day_2024_04_01_NO2_exact_actrate025,2025-06-04 16:46:27,2024-04-01,NO2,complete_MPC,130.75942397117615,7509892.638362732,True,True,0.0,10.856584619260367,1.1149114586017836,13.003712531448414,9.200550368609107,22.322587123133232,3464.258258746724,223.5347795940557,60.88973319674105,3179.8337459559275,21.67%,
Batch6_relativeprices_MPC_7day_2024_04_01_SE1_exact_actrate025,2025-06-04 16:48:41,2024-04-01,SE1,complete_MPC,131.2072675228119,7827517.741682202,True,True,0.0,11.232160513992149,1.1885094845521107,12.74710307823372,9.497678366743664,22.387150225076542,3088.8026013635586,2566.873213850585,134.15001672418686,387.7793707887865,87.97%,
Batch6_relativeprices_MPC_7day_2024_04_01_DK1_exact_actrate025,2025-06-04 16:50:57,2024-04-01,DK1,complete_MPC,154.90712928771973,7850244.18265884,True,True,0.0,11.367067774596755,1.5915156846954566,13.113420903188672,8.958625055233497,22.418491727069927,3497.826649432497,5.693610187327366,214.2091409632251,3277.9238982819443,19.15%,
Batch6_relativeprices_MPC_7day_2024_04_01_FI_exact_actrate025,2025-06-04 16:53:35,2024-04-01,FI,complete_MPC,141.56306409835815,7874898.184960403,True,False,0.1830609010905526,11.144674033898822,0.9363334005345746,12.867758803122852,9.8185519429614,22.13104937147102,2750.6382126393187,0.0,110.71325132729744,2639.9249613120214,26.43%,
Batch6_relativeprices_MPC_7day_2024_04_08_NO2_exact_actrate025,2025-06-04 16:56:00,2024-04-08,NO2,complete_MPC,165.08722043037417,7930918.081877809,True,True,0.0,11.375723423726326,0.7079219084094226,13.210158293383133,10.492905676591064,22.39192560943905,2411.1595127349574,201.9125504758516,94.98149358501776,2114.265468674088,21.31%,
Batch6_relativeprices_MPC_7day_2024_04_08_SE1_exact_actrate025,2025-06-04 16:58:49,2024-04-08,SE1,complete_MPC,131.820570230484,7909968.295657145,True,True,0.0,11.242439037327289,0.7838519402861054,13.63519054372808,10.295854421771914,22.32254312098867,1065.591112955988,1267.7302401523343,137.86562260598896,-340.00474980233537,124.46%,
Batch6_relativeprices_MPC_7day_2024_04_08_DK1_exact_actrate025,2025-06-04 17:01:04,2024-04-08,DK1,complete_MPC,150.92520189285278,8013958.450472292,True,True,0.0,11.643274659891834,0.4121767277477487,12.731347961571323,10.623572950642137,22.48371600571081,1953.1320694439144,5.307436284480218,222.0978791791596,1725.726753980275,25.97%,
Batch6_relativeprices_MPC_7day_2024_04_08_FI_exact_actrate025,2025-06-04 17:03:38,2024-04-08,FI,complete_MPC,162.24453449249268,8080465.67870577,True,True,0.0,11.592907051825636,1.0588614526371145,13.371579170199825,10.01000570803398,22.44613879725302,1155.7819434915968,0.0,107.2753359915428,1048.506607500054,39.00%,
Batch6_relativeprices_MPC_7day_2024_04_15_NO2_exact_actrate025,2025-06-04 17:06:24,2024-04-15,NO2,complete_MPC,152.52667498588562,7935520.455369035,True,True,0.0,11.309838993910097,0.741671821949939,12.74076228844843,10.228774915377542,22.571866180574784,4614.811139743399,150.24822895660677,136.314083784388,4328.248827002404,11.55%,
Batch6_relativeprices_MPC_7day_2024_04_15_SE1_exact_actrate025,2025-06-04 17:09:00,2024-04-15,SE1,complete_MPC,149.50315260887146,8231146.421655622,True,False,0.1311286473909056,11.358177260521105,0.981858629690764,13.31376075750322,9.733399917590503,22.182981625170665,4033.378656793333,377.2384389008183,201.7565816685657,3454.383636223949,22.62%,
