AREA,'ISP','Reserve Type','Type of Product','Direction','Offered','Activated','Unavailable'
NO1 SCA,'11.10.2023 16:45 - 11.10.2023 17:00 (CET/CEST)','mFRR','Local','Up','258','0',''
NO1 SCA,'11.10.2023 16:45 - 11.10.2023 17:00 (CET/CEST)','mFRR','Local','Down','186','0',''
NO1 SCA,'11.10.2023 17:00 - 11.10.2023 17:15 (CET/CEST)','mFRR','Local','Up','189','0',''
NO1 SCA,'11.10.2023 17:00 - 11.10.2023 17:15 (CET/CEST)','mFRR','Local','Down','193','0',''
NO1 SCA,'11.10.2023 17:15 - 11.10.2023 17:30 (CET/CEST)','mFRR','Local','Up','189','0',''
NO1 SCA,'11.10.2023 17:15 - 11.10.2023 17:30 (CET/CEST)','mFRR','Local','Down','193','0',''
NO1 SCA,'11.10.2023 17:30 - 11.10.2023 17:45 (CET/CEST)','mFRR','Local','Up','189','0',''
NO1 SCA,'11.10.2023 17:30 - 11.10.2023 17:45 (CET/CEST)','mFRR','Local','Down','193','0',''
NO1 SCA,'11.10.2023 17:45 - 11.10.2023 18:00 (CET/CEST)','mFRR','Local','Up','189','0',''
NO1 SCA,'11.10.2023 17:45 - 11.10.2023 18:00 (CET/CEST)','mFRR','Local','Down','193','0',''
NO1 SCA,'11.10.2023 18:00 - 11.10.2023 18:15 (CET/CEST)','mFRR','Local','Up','137','0',''
NO1 SCA,'11.10.2023 18:00 - 11.10.2023 18:15 (CET/CEST)','mFRR','Local','Down','227','17',''
NO1 SCA,'11.10.2023 18:15 - 11.10.2023 18:30 (CET/CEST)','mFRR','Local','Up','137','0',''
NO1 SCA,'11.10.2023 18:15 - 11.10.2023 18:30 (CET/CEST)','mFRR','Local','Down','227','17',''
NO1 SCA,'11.10.2023 18:30 - 11.10.2023 18:45 (CET/CEST)','mFRR','Local','Up','137','0',''
NO1 SCA,'11.10.2023 18:30 - 11.10.2023 18:45 (CET/CEST)','mFRR','Local','Down','227','17',''
NO1 SCA,'11.10.2023 18:45 - 11.10.2023 19:00 (CET/CEST)','mFRR','Local','Up','137','0',''
NO1 SCA,'11.10.2023 18:45 - 11.10.2023 19:00 (CET/CEST)','mFRR','Local','Down','227','17',''
NO1 SCA,'11.10.2023 19:00 - 11.10.2023 19:15 (CET/CEST)','mFRR','Local','Up','137','0',''
NO1 SCA,'11.10.2023 19:00 - 11.10.2023 19:15 (CET/CEST)','mFRR','Local','Down','223','0',''
NO1 SCA,'11.10.2023 19:15 - 11.10.2023 19:30 (CET/CEST)','mFRR','Local','Up','137','0',''
NO1 SCA,'11.10.2023 19:15 - 11.10.2023 19:30 (CET/CEST)','mFRR','Local','Down','223','0',''
NO1 SCA,'11.10.2023 19:30 - 11.10.2023 19:45 (CET/CEST)','mFRR','Local','Up','137','0',''
NO1 SCA,'11.10.2023 19:30 - 11.10.2023 19:45 (CET/CEST)','mFRR','Local','Down','223','23',''
NO1 SCA,'11.10.2023 19:45 - 11.10.2023 20:00 (CET/CEST)','mFRR','Local','Up','137','0',''
NO1 SCA,'11.10.2023 19:45 - 11.10.2023 20:00 (CET/CEST)','mFRR','Local','Down','223','23',''
NO1 SCA,'11.10.2023 20:00 - 11.10.2023 20:15 (CET/CEST)','mFRR','Local','Up','135','0',''
NO1 SCA,'11.10.2023 20:00 - 11.10.2023 20:15 (CET/CEST)','mFRR','Local','Down','216','52',''
NO1 SCA,'11.10.2023 20:15 - 11.10.2023 20:30 (CET/CEST)','mFRR','Local','Up','135','0',''
NO1 SCA,'11.10.2023 20:15 - 11.10.2023 20:30 (CET/CEST)','mFRR','Local','Down','216','52',''
NO1 SCA,'11.10.2023 20:30 - 11.10.2023 20:45 (CET/CEST)','mFRR','Local','Up','135','0',''
NO1 SCA,'11.10.2023 20:30 - 11.10.2023 20:45 (CET/CEST)','mFRR','Local','Down','216','52',''
NO1 SCA,'11.10.2023 20:45 - 11.10.2023 21:00 (CET/CEST)','mFRR','Local','Up','135','0',''
NO1 SCA,'11.10.2023 20:45 - 11.10.2023 21:00 (CET/CEST)','mFRR','Local','Down','216','52',''
NO1 SCA,'11.10.2023 21:00 - 11.10.2023 21:15 (CET/CEST)','mFRR','Local','Up','159','0',''
NO1 SCA,'11.10.2023 21:00 - 11.10.2023 21:15 (CET/CEST)','mFRR','Local','Down','228','52',''
NO1 SCA,'11.10.2023 21:15 - 11.10.2023 21:30 (CET/CEST)','mFRR','Local','Up','159','0',''
NO1 SCA,'11.10.2023 21:15 - 11.10.2023 21:30 (CET/CEST)','mFRR','Local','Down','228','0',''
NO1 SCA,'11.10.2023 21:30 - 11.10.2023 21:45 (CET/CEST)','mFRR','Local','Up','159','0',''
NO1 SCA,'11.10.2023 21:30 - 11.10.2023 21:45 (CET/CEST)','mFRR','Local','Down','228','0',''
NO1 SCA,'11.10.2023 21:45 - 11.10.2023 22:00 (CET/CEST)','mFRR','Local','Up','159','0',''
NO1 SCA,'11.10.2023 21:45 - 11.10.2023 22:00 (CET/CEST)','mFRR','Local','Down','228','0',''
NO1 SCA,'11.10.2023 22:00 - 11.10.2023 22:15 (CET/CEST)','mFRR','Local','Up','182','169',''
NO1 SCA,'11.10.2023 22:00 - 11.10.2023 22:15 (CET/CEST)','mFRR','Local','Down','185','0',''
NO1 SCA,'11.10.2023 22:15 - 11.10.2023 22:30 (CET/CEST)','mFRR','Local','Up','182','169',''
NO1 SCA,'11.10.2023 22:15 - 11.10.2023 22:30 (CET/CEST)','mFRR','Local','Down','185','0',''
NO1 SCA,'11.10.2023 22:30 - 11.10.2023 22:45 (CET/CEST)','mFRR','Local','Up','182','169',''
NO1 SCA,'11.10.2023 22:30 - 11.10.2023 22:45 (CET/CEST)','mFRR','Local','Down','185','0',''
NO1 SCA,'11.10.2023 22:45 - 11.10.2023 23:00 (CET/CEST)','mFRR','Local','Up','182','169',''
NO1 SCA,'11.10.2023 22:45 - 11.10.2023 23:00 (CET/CEST)','mFRR','Local','Down','185','0',''
NO1 SCA,'11.10.2023 23:00 - 11.10.2023 23:15 (CET/CEST)','mFRR','Local','Up','306','239',''
NO1 SCA,'11.10.2023 23:00 - 11.10.2023 23:15 (CET/CEST)','mFRR','Local','Down','36','0',''
NO1 SCA,'11.10.2023 23:15 - 11.10.2023 23:30 (CET/CEST)','mFRR','Local','Up','306','239',''
NO1 SCA,'11.10.2023 23:15 - 11.10.2023 23:30 (CET/CEST)','mFRR','Local','Down','36','0',''
NO1 SCA,'11.10.2023 23:30 - 11.10.2023 23:45 (CET/CEST)','mFRR','Local','Up','306','239',''
NO1 SCA,'11.10.2023 23:30 - 11.10.2023 23:45 (CET/CEST)','mFRR','Local','Down','36','0',''
NO1 SCA,'11.10.2023 23:45 - 12.10.2023 00:00 (CET/CEST)','mFRR','Local','Up','306','239',''
NO1 SCA,'11.10.2023 23:45 - 12.10.2023 00:00 (CET/CEST)','mFRR','Local','Down','36','0',''
NO1 SCA,'12.10.2023 00:00 - 12.10.2023 00:15 (CET/CEST)','mFRR','Local','Up','264','109',''
NO1 SCA,'12.10.2023 00:00 - 12.10.2023 00:15 (CET/CEST)','mFRR','Local','Down','189','0',''
NO1 SCA,'12.10.2023 00:15 - 12.10.2023 00:30 (CET/CEST)','mFRR','Local','Up','264','109',''
NO1 SCA,'12.10.2023 00:15 - 12.10.2023 00:30 (CET/CEST)','mFRR','Local','Down','189','0',''
NO1 SCA,'12.10.2023 00:30 - 12.10.2023 00:45 (CET/CEST)','mFRR','Local','Up','264','109',''
NO1 SCA,'12.10.2023 00:30 - 12.10.2023 00:45 (CET/CEST)','mFRR','Local','Down','189','0',''
NO1 SCA,'12.10.2023 00:45 - 12.10.2023 01:00 (CET/CEST)','mFRR','Local','Up','264','109',''
NO1 SCA,'12.10.2023 00:45 - 12.10.2023 01:00 (CET/CEST)','mFRR','Local','Down','189','0',''
NO1 SCA,'12.10.2023 01:00 - 12.10.2023 01:15 (CET/CEST)','mFRR','Local','Up','463','0',''
NO1 SCA,'12.10.2023 01:00 - 12.10.2023 01:15 (CET/CEST)','mFRR','Local','Down','124','0',''
NO1 SCA,'12.10.2023 01:15 - 12.10.2023 01:30 (CET/CEST)','mFRR','Local','Up','463','0',''
NO1 SCA,'12.10.2023 01:15 - 12.10.2023 01:30 (CET/CEST)','mFRR','Local','Down','124','0',''
NO1 SCA,'12.10.2023 01:30 - 12.10.2023 01:45 (CET/CEST)','mFRR','Local','Up','463','0',''
NO1 SCA,'12.10.2023 01:30 - 12.10.2023 01:45 (CET/CEST)','mFRR','Local','Down','124','0',''
NO1 SCA,'12.10.2023 01:45 - 12.10.2023 02:00 (CET/CEST)','mFRR','Local','Up','463','0',''
NO1 SCA,'12.10.2023 01:45 - 12.10.2023 02:00 (CET/CEST)','mFRR','Local','Down','124','0',''
NO1 SCA,'12.10.2023 02:00 - 12.10.2023 02:15 (CET/CEST)','mFRR','Local','Up','428','0',''
NO1 SCA,'12.10.2023 02:00 - 12.10.2023 02:15 (CET/CEST)','mFRR','Local','Down','115','0',''
NO1 SCA,'12.10.2023 02:15 - 12.10.2023 02:30 (CET/CEST)','mFRR','Local','Up','428','0',''
NO1 SCA,'12.10.2023 02:15 - 12.10.2023 02:30 (CET/CEST)','mFRR','Local','Down','115','0',''
NO1 SCA,'12.10.2023 02:30 - 12.10.2023 02:45 (CET/CEST)','mFRR','Local','Up','428','0',''
NO1 SCA,'12.10.2023 02:30 - 12.10.2023 02:45 (CET/CEST)','mFRR','Local','Down','115','0',''
NO1 SCA,'12.10.2023 02:45 - 12.10.2023 03:00 (CET/CEST)','mFRR','Local','Up','428','0',''
NO1 SCA,'12.10.2023 02:45 - 12.10.2023 03:00 (CET/CEST)','mFRR','Local','Down','115','0',''
NO1 SCA,'12.10.2023 03:00 - 12.10.2023 03:15 (CET/CEST)','mFRR','Local','Up','505','0',''
NO1 SCA,'12.10.2023 03:00 - 12.10.2023 03:15 (CET/CEST)','mFRR','Local','Down','30','0',''
NO1 SCA,'12.10.2023 03:15 - 12.10.2023 03:30 (CET/CEST)','mFRR','Local','Up','505','0',''
NO1 SCA,'12.10.2023 03:15 - 12.10.2023 03:30 (CET/CEST)','mFRR','Local','Down','30','0',''
NO1 SCA,'12.10.2023 03:30 - 12.10.2023 03:45 (CET/CEST)','mFRR','Local','Up','505','0',''
NO1 SCA,'12.10.2023 03:30 - 12.10.2023 03:45 (CET/CEST)','mFRR','Local','Down','30','0',''
NO1 SCA,'12.10.2023 03:45 - 12.10.2023 04:00 (CET/CEST)','mFRR','Local','Up','505','0',''
NO1 SCA,'12.10.2023 03:45 - 12.10.2023 04:00 (CET/CEST)','mFRR','Local','Down','30','0',''
NO1 SCA,'12.10.2023 04:00 - 12.10.2023 04:15 (CET/CEST)','mFRR','Local','Up','433','0',''
NO1 SCA,'12.10.2023 04:00 - 12.10.2023 04:15 (CET/CEST)','mFRR','Local','Down','93','0',''
NO1 SCA,'12.10.2023 04:15 - 12.10.2023 04:30 (CET/CEST)','mFRR','Local','Up','433','0',''
NO1 SCA,'12.10.2023 04:15 - 12.10.2023 04:30 (CET/CEST)','mFRR','Local','Down','93','0',''
NO1 SCA,'12.10.2023 04:30 - 12.10.2023 04:45 (CET/CEST)','mFRR','Local','Up','433','0',''
NO1 SCA,'12.10.2023 04:30 - 12.10.2023 04:45 (CET/CEST)','mFRR','Local','Down','93','0',''
NO1 SCA,'12.10.2023 04:45 - 12.10.2023 05:00 (CET/CEST)','mFRR','Local','Up','433','0',''
NO1 SCA,'12.10.2023 04:45 - 12.10.2023 05:00 (CET/CEST)','mFRR','Local','Down','93','0',''
NO1 SCA,'12.10.2023 05:00 - 12.10.2023 05:15 (CET/CEST)','mFRR','Local','Up','295','0',''
NO1 SCA,'12.10.2023 05:00 - 12.10.2023 05:15 (CET/CEST)','mFRR','Local','Down','91','0',''
NO1 SCA,'12.10.2023 05:15 - 12.10.2023 05:30 (CET/CEST)','mFRR','Local','Up','295','0',''
NO1 SCA,'12.10.2023 05:15 - 12.10.2023 05:30 (CET/CEST)','mFRR','Local','Down','91','0',''
NO1 SCA,'12.10.2023 05:30 - 12.10.2023 05:45 (CET/CEST)','mFRR','Local','Up','295','0',''
NO1 SCA,'12.10.2023 05:30 - 12.10.2023 05:45 (CET/CEST)','mFRR','Local','Down','91','0',''
NO1 SCA,'12.10.2023 05:45 - 12.10.2023 06:00 (CET/CEST)','mFRR','Local','Up','295','0',''
NO1 SCA,'12.10.2023 05:45 - 12.10.2023 06:00 (CET/CEST)','mFRR','Local','Down','91','0',''
NO1 SCA,'12.10.2023 06:00 - 12.10.2023 06:15 (CET/CEST)','mFRR','Local','Up','233','0',''
NO1 SCA,'12.10.2023 06:00 - 12.10.2023 06:15 (CET/CEST)','mFRR','Local','Down','208','0',''
NO1 SCA,'12.10.2023 06:15 - 12.10.2023 06:30 (CET/CEST)','mFRR','Local','Up','233','0',''
NO1 SCA,'12.10.2023 06:15 - 12.10.2023 06:30 (CET/CEST)','mFRR','Local','Down','208','0',''
NO1 SCA,'12.10.2023 06:30 - 12.10.2023 06:45 (CET/CEST)','mFRR','Local','Up','233','0',''
NO1 SCA,'12.10.2023 06:30 - 12.10.2023 06:45 (CET/CEST)','mFRR','Local','Down','208','0',''
NO1 SCA,'12.10.2023 06:45 - 12.10.2023 07:00 (CET/CEST)','mFRR','Local','Up','233','0',''
NO1 SCA,'12.10.2023 06:45 - 12.10.2023 07:00 (CET/CEST)','mFRR','Local','Down','208','0',''
NO1 SCA,'12.10.2023 07:00 - 12.10.2023 07:15 (CET/CEST)','mFRR','Local','Up','113','0',''
NO1 SCA,'12.10.2023 07:00 - 12.10.2023 07:15 (CET/CEST)','mFRR','Local','Down','249','0',''
NO1 SCA,'12.10.2023 07:15 - 12.10.2023 07:30 (CET/CEST)','mFRR','Local','Up','113','0',''
NO1 SCA,'12.10.2023 07:15 - 12.10.2023 07:30 (CET/CEST)','mFRR','Local','Down','249','0',''
NO1 SCA,'12.10.2023 07:30 - 12.10.2023 07:45 (CET/CEST)','mFRR','Local','Up','113','0',''
NO1 SCA,'12.10.2023 07:30 - 12.10.2023 07:45 (CET/CEST)','mFRR','Local','Down','249','0',''
NO1 SCA,'12.10.2023 07:45 - 12.10.2023 08:00 (CET/CEST)','mFRR','Local','Up','113','0',''
NO1 SCA,'12.10.2023 07:45 - 12.10.2023 08:00 (CET/CEST)','mFRR','Local','Down','249','0',''
NO1 SCA,'12.10.2023 08:00 - 12.10.2023 08:15 (CET/CEST)','mFRR','Local','Up','78','0',''
NO1 SCA,'12.10.2023 08:00 - 12.10.2023 08:15 (CET/CEST)','mFRR','Local','Down','153','0',''
NO1 SCA,'12.10.2023 08:15 - 12.10.2023 08:30 (CET/CEST)','mFRR','Local','Up','78','0',''
NO1 SCA,'12.10.2023 08:15 - 12.10.2023 08:30 (CET/CEST)','mFRR','Local','Down','153','0',''
NO1 SCA,'12.10.2023 08:30 - 12.10.2023 08:45 (CET/CEST)','mFRR','Local','Up','78','0',''
NO1 SCA,'12.10.2023 08:30 - 12.10.2023 08:45 (CET/CEST)','mFRR','Local','Down','153','0',''
NO1 SCA,'12.10.2023 08:45 - 12.10.2023 09:00 (CET/CEST)','mFRR','Local','Up','78','0',''
NO1 SCA,'12.10.2023 08:45 - 12.10.2023 09:00 (CET/CEST)','mFRR','Local','Down','153','0',''
NO1 SCA,'12.10.2023 09:00 - 12.10.2023 09:15 (CET/CEST)','mFRR','Local','Up','78','0',''
NO1 SCA,'12.10.2023 09:00 - 12.10.2023 09:15 (CET/CEST)','mFRR','Local','Down','148','0',''
NO1 SCA,'12.10.2023 09:15 - 12.10.2023 09:30 (CET/CEST)','mFRR','Local','Up','78','0',''
NO1 SCA,'12.10.2023 09:15 - 12.10.2023 09:30 (CET/CEST)','mFRR','Local','Down','148','0',''
NO1 SCA,'12.10.2023 09:30 - 12.10.2023 09:45 (CET/CEST)','mFRR','Local','Up','78','0',''
NO1 SCA,'12.10.2023 09:30 - 12.10.2023 09:45 (CET/CEST)','mFRR','Local','Down','148','0',''
NO1 SCA,'12.10.2023 09:45 - 12.10.2023 10:00 (CET/CEST)','mFRR','Local','Up','78','0',''
NO1 SCA,'12.10.2023 09:45 - 12.10.2023 10:00 (CET/CEST)','mFRR','Local','Down','148','0',''
NO1 SCA,'12.10.2023 10:00 - 12.10.2023 10:15 (CET/CEST)','mFRR','Local','Up','98','0',''
NO1 SCA,'12.10.2023 10:00 - 12.10.2023 10:15 (CET/CEST)','mFRR','Local','Down','154','0',''
NO1 SCA,'12.10.2023 10:15 - 12.10.2023 10:30 (CET/CEST)','mFRR','Local','Up','98','0',''
NO1 SCA,'12.10.2023 10:15 - 12.10.2023 10:30 (CET/CEST)','mFRR','Local','Down','154','0',''
NO1 SCA,'12.10.2023 10:30 - 12.10.2023 10:45 (CET/CEST)','mFRR','Local','Up','98','0',''
NO1 SCA,'12.10.2023 10:30 - 12.10.2023 10:45 (CET/CEST)','mFRR','Local','Down','154','0',''
NO1 SCA,'12.10.2023 10:45 - 12.10.2023 11:00 (CET/CEST)','mFRR','Local','Up','98','0',''
NO1 SCA,'12.10.2023 10:45 - 12.10.2023 11:00 (CET/CEST)','mFRR','Local','Down','154','0',''
NO1 SCA,'12.10.2023 11:00 - 12.10.2023 11:15 (CET/CEST)','mFRR','Local','Up','107','0',''
NO1 SCA,'12.10.2023 11:00 - 12.10.2023 11:15 (CET/CEST)','mFRR','Local','Down','155','0',''
NO1 SCA,'12.10.2023 11:15 - 12.10.2023 11:30 (CET/CEST)','mFRR','Local','Up','107','0',''
NO1 SCA,'12.10.2023 11:15 - 12.10.2023 11:30 (CET/CEST)','mFRR','Local','Down','155','0',''
NO1 SCA,'12.10.2023 11:30 - 12.10.2023 11:45 (CET/CEST)','mFRR','Local','Up','107','0',''
NO1 SCA,'12.10.2023 11:30 - 12.10.2023 11:45 (CET/CEST)','mFRR','Local','Down','155','0',''
NO1 SCA,'12.10.2023 11:45 - 12.10.2023 12:00 (CET/CEST)','mFRR','Local','Up','107','0',''
NO1 SCA,'12.10.2023 11:45 - 12.10.2023 12:00 (CET/CEST)','mFRR','Local','Down','155','0',''
NO1 SCA,'12.10.2023 12:00 - 12.10.2023 12:15 (CET/CEST)','mFRR','Local','Up','98','0',''
NO1 SCA,'12.10.2023 12:00 - 12.10.2023 12:15 (CET/CEST)','mFRR','Local','Down','160','0',''
NO1 SCA,'12.10.2023 12:15 - 12.10.2023 12:30 (CET/CEST)','mFRR','Local','Up','98','0',''
NO1 SCA,'12.10.2023 12:15 - 12.10.2023 12:30 (CET/CEST)','mFRR','Local','Down','160','0',''
NO1 SCA,'12.10.2023 12:30 - 12.10.2023 12:45 (CET/CEST)','mFRR','Local','Up','98','0',''
NO1 SCA,'12.10.2023 12:30 - 12.10.2023 12:45 (CET/CEST)','mFRR','Local','Down','160','0',''
NO1 SCA,'12.10.2023 12:45 - 12.10.2023 13:00 (CET/CEST)','mFRR','Local','Up','98','0',''
NO1 SCA,'12.10.2023 12:45 - 12.10.2023 13:00 (CET/CEST)','mFRR','Local','Down','160','26',''
NO1 SCA,'12.10.2023 13:00 - 12.10.2023 13:15 (CET/CEST)','mFRR','Local','Up','88','0',''
NO1 SCA,'12.10.2023 13:00 - 12.10.2023 13:15 (CET/CEST)','mFRR','Local','Down','166','26',''
NO1 SCA,'12.10.2023 13:15 - 12.10.2023 13:30 (CET/CEST)','mFRR','Local','Up','88','0',''
NO1 SCA,'12.10.2023 13:15 - 12.10.2023 13:30 (CET/CEST)','mFRR','Local','Down','166','26',''
NO1 SCA,'12.10.2023 13:30 - 12.10.2023 13:45 (CET/CEST)','mFRR','Local','Up','88','0',''
NO1 SCA,'12.10.2023 13:30 - 12.10.2023 13:45 (CET/CEST)','mFRR','Local','Down','166','26',''
NO1 SCA,'12.10.2023 13:45 - 12.10.2023 14:00 (CET/CEST)','mFRR','Local','Up','88','0',''
NO1 SCA,'12.10.2023 13:45 - 12.10.2023 14:00 (CET/CEST)','mFRR','Local','Down','166','26',''
NO1 SCA,'12.10.2023 14:00 - 12.10.2023 14:15 (CET/CEST)','mFRR','Local','Up','88','0',''
NO1 SCA,'12.10.2023 14:00 - 12.10.2023 14:15 (CET/CEST)','mFRR','Local','Down','166','0',''
NO1 SCA,'12.10.2023 14:15 - 12.10.2023 14:30 (CET/CEST)','mFRR','Local','Up','88','0',''
NO1 SCA,'12.10.2023 14:15 - 12.10.2023 14:30 (CET/CEST)','mFRR','Local','Down','166','0',''
NO1 SCA,'12.10.2023 14:30 - 12.10.2023 14:45 (CET/CEST)','mFRR','Local','Up','88','0',''
NO1 SCA,'12.10.2023 14:30 - 12.10.2023 14:45 (CET/CEST)','mFRR','Local','Down','166','0',''
NO1 SCA,'12.10.2023 14:45 - 12.10.2023 15:00 (CET/CEST)','mFRR','Local','Up','88','0',''
NO1 SCA,'12.10.2023 14:45 - 12.10.2023 15:00 (CET/CEST)','mFRR','Local','Down','166','0',''
NO1 SCA,'12.10.2023 15:00 - 12.10.2023 15:15 (CET/CEST)','mFRR','Local','Up','78','0',''
NO1 SCA,'12.10.2023 15:00 - 12.10.2023 15:15 (CET/CEST)','mFRR','Local','Down','261','0',''
NO1 SCA,'12.10.2023 15:15 - 12.10.2023 15:30 (CET/CEST)','mFRR','Local','Up','78','0',''
NO1 SCA,'12.10.2023 15:15 - 12.10.2023 15:30 (CET/CEST)','mFRR','Local','Down','261','0',''
NO1 SCA,'12.10.2023 15:30 - 12.10.2023 15:45 (CET/CEST)','mFRR','Local','Up','78','0',''
NO1 SCA,'12.10.2023 15:30 - 12.10.2023 15:45 (CET/CEST)','mFRR','Local','Down','261','0',''
NO1 SCA,'12.10.2023 15:45 - 12.10.2023 16:00 (CET/CEST)','mFRR','Local','Up','78','0',''
NO1 SCA,'12.10.2023 15:45 - 12.10.2023 16:00 (CET/CEST)','mFRR','Local','Down','261','0',''
NO1 SCA,'12.10.2023 16:00 - 12.10.2023 16:15 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 16:00 - 12.10.2023 16:15 (CET/CEST)','mFRR','Local','Down','284','0',''
NO1 SCA,'12.10.2023 16:15 - 12.10.2023 16:30 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 16:15 - 12.10.2023 16:30 (CET/CEST)','mFRR','Local','Down','284','0',''
NO1 SCA,'12.10.2023 16:30 - 12.10.2023 16:45 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 16:30 - 12.10.2023 16:45 (CET/CEST)','mFRR','Local','Down','284','0',''
NO1 SCA,'12.10.2023 16:45 - 12.10.2023 17:00 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 16:45 - 12.10.2023 17:00 (CET/CEST)','mFRR','Local','Down','284','0',''
NO1 SCA,'12.10.2023 17:00 - 12.10.2023 17:15 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 17:00 - 12.10.2023 17:15 (CET/CEST)','mFRR','Local','Down','414','0',''
NO1 SCA,'12.10.2023 17:15 - 12.10.2023 17:30 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 17:15 - 12.10.2023 17:30 (CET/CEST)','mFRR','Local','Down','414','0',''
NO1 SCA,'12.10.2023 17:30 - 12.10.2023 17:45 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 17:30 - 12.10.2023 17:45 (CET/CEST)','mFRR','Local','Down','414','0',''
NO1 SCA,'12.10.2023 17:45 - 12.10.2023 18:00 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 17:45 - 12.10.2023 18:00 (CET/CEST)','mFRR','Local','Down','414','0',''
NO1 SCA,'12.10.2023 18:00 - 12.10.2023 18:15 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 18:00 - 12.10.2023 18:15 (CET/CEST)','mFRR','Local','Down','411','0',''
NO1 SCA,'12.10.2023 18:15 - 12.10.2023 18:30 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 18:15 - 12.10.2023 18:30 (CET/CEST)','mFRR','Local','Down','411','0',''
NO1 SCA,'12.10.2023 18:30 - 12.10.2023 18:45 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 18:30 - 12.10.2023 18:45 (CET/CEST)','mFRR','Local','Down','411','0',''
NO1 SCA,'12.10.2023 18:45 - 12.10.2023 19:00 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 18:45 - 12.10.2023 19:00 (CET/CEST)','mFRR','Local','Down','411','0',''
NO1 SCA,'12.10.2023 19:00 - 12.10.2023 19:15 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 19:00 - 12.10.2023 19:15 (CET/CEST)','mFRR','Local','Down','408','0',''
NO1 SCA,'12.10.2023 19:15 - 12.10.2023 19:30 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 19:15 - 12.10.2023 19:30 (CET/CEST)','mFRR','Local','Down','408','0',''
NO1 SCA,'12.10.2023 19:30 - 12.10.2023 19:45 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 19:30 - 12.10.2023 19:45 (CET/CEST)','mFRR','Local','Down','408','0',''
NO1 SCA,'12.10.2023 19:45 - 12.10.2023 20:00 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 19:45 - 12.10.2023 20:00 (CET/CEST)','mFRR','Local','Down','408','0',''
NO1 SCA,'12.10.2023 20:00 - 12.10.2023 20:15 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 20:00 - 12.10.2023 20:15 (CET/CEST)','mFRR','Local','Down','253','0',''
NO1 SCA,'12.10.2023 20:15 - 12.10.2023 20:30 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 20:15 - 12.10.2023 20:30 (CET/CEST)','mFRR','Local','Down','253','0',''
NO1 SCA,'12.10.2023 20:30 - 12.10.2023 20:45 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 20:30 - 12.10.2023 20:45 (CET/CEST)','mFRR','Local','Down','253','0',''
NO1 SCA,'12.10.2023 20:45 - 12.10.2023 21:00 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 20:45 - 12.10.2023 21:00 (CET/CEST)','mFRR','Local','Down','253','0',''
NO1 SCA,'12.10.2023 21:00 - 12.10.2023 21:15 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 21:00 - 12.10.2023 21:15 (CET/CEST)','mFRR','Local','Down','239','0',''
NO1 SCA,'12.10.2023 21:15 - 12.10.2023 21:30 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 21:15 - 12.10.2023 21:30 (CET/CEST)','mFRR','Local','Down','239','0',''
NO1 SCA,'12.10.2023 21:30 - 12.10.2023 21:45 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 21:30 - 12.10.2023 21:45 (CET/CEST)','mFRR','Local','Down','239','0',''
NO1 SCA,'12.10.2023 21:45 - 12.10.2023 22:00 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 21:45 - 12.10.2023 22:00 (CET/CEST)','mFRR','Local','Down','239','0',''
NO1 SCA,'12.10.2023 22:00 - 12.10.2023 22:15 (CET/CEST)','mFRR','Local','Up','0','0',''
NO1 SCA,'12.10.2023 22:00 - 12.10.2023 22:15 (CET/CEST)','mFRR','Local','Down','224','0',''
