"ISP","Area","Reserve Type","Type of Product","Direction","Offered (MW)","Activated (MW)","Unavailable (MW)"
"03/01/2024 13:00:00","SCA|NO2","mFRR","Local","Down","3512.00","0.00"," "
"03/01/2024 14:00:00","SCA|NO2","mFRR","Local","Up","2892.25","17.50"," "
"03/01/2024 14:00:00","SCA|NO2","mFRR","Local","Down","3914.75","0.00"," "
"03/01/2024 15:00:00","SCA|NO2","mFRR","Local","Up","2114.50","21.00"," "
"03/01/2024 15:00:00","SCA|NO2","mFRR","Local","Down","4563.25","0.00"," "
"03/01/2024 16:00:00","SCA|NO2","mFRR","Local","Up","1374.50","75.75"," "
"03/01/2024 16:00:00","SCA|NO2","mFRR","Local","Down","5150.00","0.00"," "
"03/01/2024 17:00:00","SCA|NO2","mFRR","Local","Up","1094.50","13.50"," "
"03/01/2024 17:00:00","SCA|NO2","mFRR","Local","Down","5626.00","0.00"," "
"03/01/2024 18:00:00","SCA|NO2","mFRR","Local","Up","1007.00","16.00"," "
"03/01/2024 18:00:00","SCA|NO2","mFRR","Local","Down","5759.00","0.00"," "
"03/01/2024 19:00:00","SCA|NO2","mFRR","Local","Up","1127.75","43.25"," "
"03/01/2024 19:00:00","SCA|NO2","mFRR","Local","Down","5677.25","0.00"," "
"03/01/2024 20:00:00","SCA|NO2","mFRR","Local","Up","1508.00","67.50"," "
"03/01/2024 20:00:00","SCA|NO2","mFRR","Local","Down","5194.50","0.00"," "
"03/01/2024 21:00:00","SCA|NO2","mFRR","Local","Up","2107.50","0.00"," "
"03/01/2024 21:00:00","SCA|NO2","mFRR","Local","Down","4762.00","0.00"," "
"03/01/2024 22:00:00","SCA|NO2","mFRR","Local","Up","3418.75","59.00"," "
"03/01/2024 22:00:00","SCA|NO2","mFRR","Local","Down","3499.50","0.00"," "
"03/01/2024 23:00:00","SCA|NO2","mFRR","Local","Up","4482.00","75.50"," "
"03/01/2024 23:00:00","SCA|NO2","mFRR","Local","Down","2599.75","0.00"," "
"04/01/2024 00:00:00","SCA|NO2","mFRR","Local","Up","3988.25","0.00"," "
"04/01/2024 00:00:00","SCA|NO2","mFRR","Local","Down","2462.00","0.00"," "
"04/01/2024 01:00:00","SCA|NO2","mFRR","Local","Up","4227.00","0.00"," "
"04/01/2024 01:00:00","SCA|NO2","mFRR","Local","Down","2447.00","0.00"," "
"04/01/2024 02:00:00","SCA|NO2","mFRR","Local","Up","4327.25","0.00"," "
"04/01/2024 02:00:00","SCA|NO2","mFRR","Local","Down","2383.75","0.00"," "
"04/01/2024 03:00:00","SCA|NO2","mFRR","Local","Up","4364.00","0.00"," "
"04/01/2024 03:00:00","SCA|NO2","mFRR","Local","Down","2332.00","0.00"," "
"04/01/2024 04:00:00","SCA|NO2","mFRR","Local","Up","4409.00","0.00"," "
"04/01/2024 04:00:00","SCA|NO2","mFRR","Local","Down","2177.00","41.00"," "
"04/01/2024 05:00:00","SCA|NO2","mFRR","Local","Up","3974.25","0.00"," "
"04/01/2024 05:00:00","SCA|NO2","mFRR","Local","Down","2707.25","260.00"," "
