ISP (CET/CEST),Area,Reserve Type,Source,Type of Product,Price Type,Price Up (EUR/MWh),Price Down (EUR/MWh)
01/01/2024 18:00:00 - 01/01/2024 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,73.0,61.74
01/01/2024 19:00:00 - 01/01/2024 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,70.0,55.07
01/01/2024 20:00:00 - 01/01/2024 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,54.0,48.01
01/01/2024 21:00:00 - 01/01/2024 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,44.01,14.13
01/01/2024 22:00:00 - 01/01/2024 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,45.2,22.5
01/01/2024 23:00:00 - 02/01/2024 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,38.0,21.0
02/01/2024 00:00:00 - 02/01/2024 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,38.0,21.0
02/01/2024 01:00:00 - 02/01/2024 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,33.56,21.0
02/01/2024 02:00:00 - 02/01/2024 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,32.03,21.0
02/01/2024 03:00:00 - 02/01/2024 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,32.29,17.5
02/01/2024 04:00:00 - 02/01/2024 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,36.7,17.5
02/01/2024 05:00:00 - 02/01/2024 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,41.72,17.5
02/01/2024 06:00:00 - 02/01/2024 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,49.18,22.5
02/01/2024 07:00:00 - 02/01/2024 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,58.75,58.75
02/01/2024 08:00:00 - 02/01/2024 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,65.67,65.67
02/01/2024 09:00:00 - 02/01/2024 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,73.0,66.11
02/01/2024 10:00:00 - 02/01/2024 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,84.5,68.98
02/01/2024 11:00:00 - 02/01/2024 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,85.0,73.54
02/01/2024 12:00:00 - 02/01/2024 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,90.16,78.16
02/01/2024 13:00:00 - 02/01/2024 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,90.87,78.87
02/01/2024 14:00:00 - 02/01/2024 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,82.0,79.24
02/01/2024 15:00:00 - 02/01/2024 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,88.0,79.96
02/01/2024 16:00:00 - 02/01/2024 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,88.0,81.46
02/01/2024 17:00:00 - 02/01/2024 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,88.08,80.92
02/01/2024 18:00:00 - 02/01/2024 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,80.11,74.95
02/01/2024 19:00:00 - 02/01/2024 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,63.18,63.18
02/01/2024 20:00:00 - 02/01/2024 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,70.0,57.11
02/01/2024 21:00:00 - 02/01/2024 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,70.0,48.04
02/01/2024 22:00:00 - 02/01/2024 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,72.5,45.43
02/01/2024 23:00:00 - 03/01/2024 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,69.0,42.5
03/01/2024 00:00:00 - 03/01/2024 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,67.0,40.8
03/01/2024 01:00:00 - 03/01/2024 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,54.0,39.21
03/01/2024 02:00:00 - 03/01/2024 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,59.0,37.36
03/01/2024 03:00:00 - 03/01/2024 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,59.0,36.17
03/01/2024 04:00:00 - 03/01/2024 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,59.0,38.21
03/01/2024 05:00:00 - 03/01/2024 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,59.0,42.58
03/01/2024 06:00:00 - 03/01/2024 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,59.0,49.44
03/01/2024 07:00:00 - 03/01/2024 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.0,53.53
03/01/2024 08:00:00 - 03/01/2024 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.0,63.48
03/01/2024 09:00:00 - 03/01/2024 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.0,64.99
03/01/2024 10:00:00 - 03/01/2024 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.0,60.19
03/01/2024 11:00:00 - 03/01/2024 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,74.0,59.96
03/01/2024 12:00:00 - 03/01/2024 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,66.4,59.8
03/01/2024 13:00:00 - 03/01/2024 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,71.0,58.86
03/01/2024 14:00:00 - 03/01/2024 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,73.0,64.99
03/01/2024 15:00:00 - 03/01/2024 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,78.0,68.83
03/01/2024 16:00:00 - 03/01/2024 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,84.0,73.59
03/01/2024 17:00:00 - 03/01/2024 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,91.0,82.28
03/01/2024 18:00:00 - 03/01/2024 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,91.0,82.97
03/01/2024 19:00:00 - 03/01/2024 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,91.0,79.03
03/01/2024 20:00:00 - 03/01/2024 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,85.0,73.23
03/01/2024 21:00:00 - 03/01/2024 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,67.41,67.41
03/01/2024 22:00:00 - 03/01/2024 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,75.0,65.0
03/01/2024 23:00:00 - 04/01/2024 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,73.78,58.12
04/01/2024 00:00:00 - 04/01/2024 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,58.71,58.71
04/01/2024 01:00:00 - 04/01/2024 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,53.6,53.6
04/01/2024 02:00:00 - 04/01/2024 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,54.44,54.44
04/01/2024 03:00:00 - 04/01/2024 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,55.18,55.18
04/01/2024 04:00:00 - 04/01/2024 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,58.25,54.0
04/01/2024 05:00:00 - 04/01/2024 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,59.15,53.65
04/01/2024 06:00:00 - 04/01/2024 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,72.65,58.0
04/01/2024 07:00:00 - 04/01/2024 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,92.0,70.5
04/01/2024 08:00:00 - 04/01/2024 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,92.0,91.47
04/01/2024 09:00:00 - 04/01/2024 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,94.2,74.5
04/01/2024 10:00:00 - 04/01/2024 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,94.82,79.0
04/01/2024 11:00:00 - 04/01/2024 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,94.74,90.4
04/01/2024 12:00:00 - 04/01/2024 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,86.69,76.0
04/01/2024 13:00:00 - 04/01/2024 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,85.96,76.0
04/01/2024 14:00:00 - 04/01/2024 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,92.11,79.0
04/01/2024 15:00:00 - 04/01/2024 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,98.62,98.62
04/01/2024 16:00:00 - 04/01/2024 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,105.73,105.73
04/01/2024 17:00:00 - 04/01/2024 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,133.23,66.0
04/01/2024 18:00:00 - 04/01/2024 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,144.65,66.0
04/01/2024 19:00:00 - 04/01/2024 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,121.37,121.37
04/01/2024 20:00:00 - 04/01/2024 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,100.58,100.58
04/01/2024 21:00:00 - 04/01/2024 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,97.11,97.11
04/01/2024 22:00:00 - 04/01/2024 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,94.28,94.28
04/01/2024 23:00:00 - 05/01/2024 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,88.83,88.83
05/01/2024 00:00:00 - 05/01/2024 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,88.83,88.83
05/01/2024 01:00:00 - 05/01/2024 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,83.09,78.0
05/01/2024 02:00:00 - 05/01/2024 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,80.0,71.0
05/01/2024 03:00:00 - 05/01/2024 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,80.17,71.0
05/01/2024 04:00:00 - 05/01/2024 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,82.49,71.0
05/01/2024 05:00:00 - 05/01/2024 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,88.14,70.0
05/01/2024 06:00:00 - 05/01/2024 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,109.79,65.0
05/01/2024 07:00:00 - 05/01/2024 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,165.01,105.0
05/01/2024 08:00:00 - 05/01/2024 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,199.27,150.0
05/01/2024 09:00:00 - 05/01/2024 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,238.31,150.0
05/01/2024 10:00:00 - 05/01/2024 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,255.86,150.0
05/01/2024 11:00:00 - 05/01/2024 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,211.51,211.11
05/01/2024 12:00:00 - 05/01/2024 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,203.28,105.0
05/01/2024 13:00:00 - 05/01/2024 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,196.98,105.0
05/01/2024 14:00:00 - 05/01/2024 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,197.86,105.0
05/01/2024 15:00:00 - 05/01/2024 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,299.94,105.0
05/01/2024 16:00:00 - 05/01/2024 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,449.64,105.0
05/01/2024 17:00:00 - 05/01/2024 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,526.25,105.0
05/01/2024 18:00:00 - 05/01/2024 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,349.95,105.0
05/01/2024 19:00:00 - 05/01/2024 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,181.91,105.0
05/01/2024 20:00:00 - 05/01/2024 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,149.6,105.0
05/01/2024 21:00:00 - 05/01/2024 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,112.82,105.0
05/01/2024 22:00:00 - 05/01/2024 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,100.1,98.6
05/01/2024 23:00:00 - 06/01/2024 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,92.87,92.87
06/01/2024 00:00:00 - 06/01/2024 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,103.47,84.88
06/01/2024 01:00:00 - 06/01/2024 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,95.0,83.2
06/01/2024 02:00:00 - 06/01/2024 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,94.33,82.03
06/01/2024 03:00:00 - 06/01/2024 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,93.0,82.18
06/01/2024 04:00:00 - 06/01/2024 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,92.7,82.53
06/01/2024 05:00:00 - 06/01/2024 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,86.5,84.13
06/01/2024 06:00:00 - 06/01/2024 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,86.5,84.48
06/01/2024 07:00:00 - 06/01/2024 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,87.43,87.43
06/01/2024 08:00:00 - 06/01/2024 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,90.87,90.87
06/01/2024 09:00:00 - 06/01/2024 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,94.98,82.0
06/01/2024 10:00:00 - 06/01/2024 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,100.41,82.0
06/01/2024 11:00:00 - 06/01/2024 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,105.0,103.65
06/01/2024 12:00:00 - 06/01/2024 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,104.0,102.33
06/01/2024 13:00:00 - 06/01/2024 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,98.0,97.75
06/01/2024 14:00:00 - 06/01/2024 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,96.0,95.51
06/01/2024 15:00:00 - 06/01/2024 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,98.5,98.5
06/01/2024 16:00:00 - 06/01/2024 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,110.0,110.0
06/01/2024 17:00:00 - 06/01/2024 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,120.0,118.27
06/01/2024 18:00:00 - 06/01/2024 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,119.0,106.94
06/01/2024 19:00:00 - 06/01/2024 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,119.0,102.27
06/01/2024 20:00:00 - 06/01/2024 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,104.0,94.98
06/01/2024 21:00:00 - 06/01/2024 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,92.0,90.63
06/01/2024 22:00:00 - 06/01/2024 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,89.34,89.34
06/01/2024 23:00:00 - 07/01/2024 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,82.8,82.8
07/01/2024 00:00:00 - 07/01/2024 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,100.0,86.15
07/01/2024 01:00:00 - 07/01/2024 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,100.0,82.46
07/01/2024 02:00:00 - 07/01/2024 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,96.0,79.22
07/01/2024 03:00:00 - 07/01/2024 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,92.0,77.53
07/01/2024 04:00:00 - 07/01/2024 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,92.0,76.89
07/01/2024 05:00:00 - 07/01/2024 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,92.0,77.42
07/01/2024 06:00:00 - 07/01/2024 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,92.0,78.45
07/01/2024 07:00:00 - 07/01/2024 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,90.0,80.37
07/01/2024 08:00:00 - 07/01/2024 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,85.0,84.21
07/01/2024 09:00:00 - 07/01/2024 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,90.0,87.57
07/01/2024 10:00:00 - 07/01/2024 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,102.0,89.75
07/01/2024 11:00:00 - 07/01/2024 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,100.8,83.63
07/01/2024 12:00:00 - 07/01/2024 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,76.05,76.05
07/01/2024 13:00:00 - 07/01/2024 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,68.0,68.0
07/01/2024 14:00:00 - 07/01/2024 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,64.85,64.85
07/01/2024 15:00:00 - 07/01/2024 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,63.75,36.42
07/01/2024 16:00:00 - 07/01/2024 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,60.26,36.0
07/01/2024 17:00:00 - 07/01/2024 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,60.24,34.47
07/01/2024 18:00:00 - 07/01/2024 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,60.19,24.5
07/01/2024 19:00:00 - 07/01/2024 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,57.21,24.5
07/01/2024 20:00:00 - 07/01/2024 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,55.19,30.0
07/01/2024 21:00:00 - 07/01/2024 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,59.83,27.65
07/01/2024 22:00:00 - 07/01/2024 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,58.35,27.49
07/01/2024 23:00:00 - 08/01/2024 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,58.5,27.66
08/01/2024 00:00:00 - 08/01/2024 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,54.06,54.06
08/01/2024 01:00:00 - 08/01/2024 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,54.26,54.26
08/01/2024 02:00:00 - 08/01/2024 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,54.72,54.72
08/01/2024 03:00:00 - 08/01/2024 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,54.99,54.99
08/01/2024 04:00:00 - 08/01/2024 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,56.11,56.11
08/01/2024 05:00:00 - 08/01/2024 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,58.13,58.13
08/01/2024 06:00:00 - 08/01/2024 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,55.01,55.01
08/01/2024 07:00:00 - 08/01/2024 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,63.68,63.68
08/01/2024 08:00:00 - 08/01/2024 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,66.2,66.2
08/01/2024 09:00:00 - 08/01/2024 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,65.09,65.09
08/01/2024 10:00:00 - 08/01/2024 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,59.66,59.0
08/01/2024 11:00:00 - 08/01/2024 12:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,55.71,55.71
08/01/2024 12:00:00 - 08/01/2024 13:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,54.59,7.0
08/01/2024 13:00:00 - 08/01/2024 14:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,52.8,13.5
08/01/2024 14:00:00 - 08/01/2024 15:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,52.12,3.11
08/01/2024 15:00:00 - 08/01/2024 16:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,50.55,3.21
08/01/2024 16:00:00 - 08/01/2024 17:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,50.52,0.72
08/01/2024 17:00:00 - 08/01/2024 18:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,49.2,0.68
08/01/2024 18:00:00 - 08/01/2024 19:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,47.14,-0.3
08/01/2024 19:00:00 - 08/01/2024 20:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,47.01,-0.27
08/01/2024 20:00:00 - 08/01/2024 21:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,46.76,-0.27
08/01/2024 21:00:00 - 08/01/2024 22:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,47.87,-0.3
08/01/2024 22:00:00 - 08/01/2024 23:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,48.23,-0.3
08/01/2024 23:00:00 - 09/01/2024 00:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,47.65,-0.3
09/01/2024 00:00:00 - 09/01/2024 01:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,27.71,9.0
09/01/2024 01:00:00 - 09/01/2024 02:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,26.73,10.0
09/01/2024 02:00:00 - 09/01/2024 03:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,26.33,2.5
09/01/2024 03:00:00 - 09/01/2024 04:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,26.27,2.5
09/01/2024 04:00:00 - 09/01/2024 05:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,26.88,2.5
09/01/2024 05:00:00 - 09/01/2024 06:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,27.95,2.5
09/01/2024 06:00:00 - 09/01/2024 07:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,28.26,8.0
09/01/2024 07:00:00 - 09/01/2024 08:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,43.11,11.0
09/01/2024 08:00:00 - 09/01/2024 09:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,47.72,2.5
09/01/2024 09:00:00 - 09/01/2024 10:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,47.96,2.5
09/01/2024 10:00:00 - 09/01/2024 11:00:00,SCA|NO3,mFRR,Not Specified,Not Specified,MARGINAL,48.93,2.5
